"year"	"month"	"identifier"	"id"	"name"	"waterbody"	"Lat"	"Long"	"type"	"SAL"	"WT"
2020	3	"2020_3"	"BH"	"sampling instance"	"P"	54.136606	13.74648	"Coast"	3.36666666666667	5.8625
2020	3	"2020_3"	"BH"	"sampling instance"	"P"	54.136914	13.74737	"Coast"	3.36666666666667	5.8625
2020	2	"2020_2"	"BH"	"sampling instance"	"Peene"	53.90387	13.02828	"Freshwater"	0.375	5.575
2020	2	"2020_2"	"BH"	"sampling instance"	"Peene"	53.92109	13.36772	"Freshwater"	0.375	5.575
2020	2	"2020_2"	"BH"	"sampling instance"	"Peene"	53.86111	13.64957	"Freshwater"	0.375	5.575
2020	2	"2020_2"	"BH"	"sampling instance"	"Peene"	53.86732	13.62226	"Freshwater"	0.375	5.575
2019	7	"2019_7"	"BH"	"sampling instance"	"Peene"	53.85797	13.68243	"Freshwater"	1.242031322192	19.78
2019	7	"2019_7"	"BH"	"sampling instance"	"Peene"	53.967103	13.26204	"Freshwater"	1.242031322192	19.78
2019	7	"2019_7"	"BH"	"sampling instance"	"Peene"	53.965573	13.25457	"Freshwater"	1.242031322192	19.78
2019	7	"2019_7"	"BH"	"sampling instance"	"Peene"	53.892602	13.021617	"Freshwater"	1.242031322192	19.78
2019	7	"2019_7"	"BH"	"sampling instance"	"Peene"	53.892274	13.027007	"Freshwater"	1.242031322192	19.78
2019	7	"2019_7"	"BH"	"sampling instance"	"Ryck"	54.095907	13.429045	"Freshwater"	7.183444712	17.65
2019	7	"2019_7"	"BH"	"sampling instance"	"Ryck"	54.099741	13.356038	"Freshwater"	7.183444712	17.65
2020	2	"2020_2"	"BH"	"sampling instance"	"S"	54.320587	13.096786	"Coast"	8.4	4.675
2020	2	"2020_2"	"BH"	"sampling instance"	"S"	54.26722	13.3151	"Coast"	8.4	4.675
2020	3	"2020_3"	"BH"	"sampling instance"	"S"	54.365617	13.114933	"Coast"	7.9	4.8
2020	2	"2020_2"	"BH"	"sampling instance"	"SB"	54.53838	12.15835	"Coast"	9.7	3.7
2020	3	"2020_3"	"BH"	"sampling instance"	"SB"	54.4690434123457	13.1289148395062	"Coast"	8.64347826086957	4.92173913043478
2021	3	"2021_3"	"BH"	"sampling instance"	"SB"	54.539214	13.138683	"Coast"	8.64347826086957	4.92173913043478
2021	3	"2021_3"	"BH"	"sampling instance"	"SB"	54.4690434123457	13.1289148395062	"Coast"	8.64347826086957	4.92173913043478
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.4569172	13.187503	"Coast"	9.5	15.1181818181818
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.44741	13.15174	"Coast"	9.5	15.1181818181818
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.45585	13.1847666666667	"Coast"	9.5	15.1181818181818
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.4563	13.1726833333333	"Coast"	9.5	15.1181818181818
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.4456235	13.14402	"Coast"	9.5	15.1181818181818
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.45653	13.18753	"Coast"	9.5	15.1181818181818
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.4586666666667	13.1898833333333	"Coast"	9.5	15.1181818181818
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.44661	13.1471	"Coast"	9.5	15.1181818181818
2021	5	"2021_5"	"BH"	"sampling instance"	"SB"	54.45802	13.18706	"Coast"	9.5	15.1181818181818
2020	12	"2020_12"	"BH"	"sampling instance"	"SB"	54.4690434123457	13.1289148395062	"Coast"	8.2	1.6
2021	3	"2021_3"	"BH"	"sampling instance"	"Sehrowbach"	54.38294	13.6273	"Freshwater"	0.454545454545455	5.48888888888889
2021	3	"2021_3"	"BH"	"sampling instance"	"Sehrowbach"	54.38197	13.26728	"Freshwater"	0.454545454545455	5.48888888888889
2021	3	"2021_3"	"BH"	"sampling instance"	"Sehrowbach"	54.381931	13.26729	"Freshwater"	0.454545454545455	5.48888888888889
2020	3	"2020_3"	"BH"	"sampling instance"	"Sehrowbach"	54.38198	13.26729	"Freshwater"	0.454545454545455	5.48888888888889
2020	3	"2020_3"	"BH"	"sampling instance"	"Sehrowbach"	54.38206	13.26724	"Freshwater"	0.454545454545455	5.48888888888889
2020	3	"2020_3"	"BH"	"sampling instance"	"Sehrowbach"	54.38045	13.28531	"Freshwater"	0.454545454545455	5.48888888888889
2021	3	"2021_3"	"BH"	"sampling instance"	"Sehrowbach"	54.38194	13.26737	"Freshwater"	0.454545454545455	5.48888888888889
2021	4	"2021_4"	"BH"	"sampling instance"	"Sehrowbach"	54.381931	13.26729	"Freshwater"	0.575	6.825
2021	4	"2021_4"	"BH"	"sampling instance"	"Sehrowbach"	54.38194	13.26737	"Freshwater"	0.575	6.825
2019	7	"2019_7"	"BH"	"sampling instance"	"Sehrowbach"	54.377984	13.278693	"Freshwater"	4.651751642	17.1
2020	3	"2020_3"	"BH"	"sampling instance"	"VB"	54.55629	13.12548	"Coast"	8.7	NA
2020	2	"2020_2"	"BH"	"sampling instance"	"WB"	54.64645	13.282366	"Coast"	8.6	4.9
2020	3	"2020_3"	"BH"	"sampling instance"	"WB"	54.60977	13.27809	"Coast"	10.1666666666667	5.73333333333333
2020	3	"2020_3"	"BH"	"sampling instance"	"WB"	54.61461	13.22779	"Coast"	10.1666666666667	5.73333333333333
2021	3	"2021_3"	"BH"	"sampling instance"	"Ziese"	54.034922	13.740372	"Freshwater"	0.4	6.3
2021	4	"2021_4"	"BH"	"sampling instance"	"Ziese"	54.034922	13.740372	"Freshwater"	0.35	9.75
2021	4	"2021_4"	"BH"	"sampling instance"	"Ziese"	54.04281	13.734506	"Freshwater"	0.35	9.75
