"ID"	"capt"	"area"	"Sr"	"Na"	"Mg"	"Ba"	"Mn"	"d18O"
"BH-00670"	"KB"	"Marine"	-0.054833164821494	1.49368614067867	0.406024606054625	0.406024606054625	2.46634199267493	-0.876761262719609
"BH-00670"	"KB"	"Marine"	-0.0492182524990616	1.44760340015229	0.410995644390427	0.410995644390427	2.43047036537589	-0.929440303740568
"BH-00670"	"KB"	"Marine"	-0.0284571782840407	1.41980119881874	0.424248909268584	0.424248909268584	2.39332373923258	-0.943849732796859
"BH-00670"	"KB"	"Marine"	-0.00729870159870958	1.40989156840018	0.442268923235867	0.442268923235867	2.34461956960882	-0.936233485902263
"BH-00670"	"KB"	"Marine"	-0.0087024296793183	1.41997216789033	0.460288937203149	0.460288937203149	2.26656290860611	-0.928617239007666
"BH-00670"	"KB"	"Marine"	-0.0443725062481961	1.30766521505786	0.451342770609095	0.451342770609095	2.11845338201779	-0.900630139973755
"BH-00670"	"KB"	"Marine"	-0.0855677590978235	1.18936119325277	0.434012232849346	0.434012232849346	1.95688364152569	-0.870482496015977
"BH-00670"	"KB"	"Marine"	-0.12363186506445	1.08265676538155	0.414055727064607	0.414055727064607	1.7930403933308	-0.8403348520582
"BH-00670"	"KB"	"Marine"	-0.139072873951139	1.00273201228112	0.404113650393003	0.404113650393003	1.64295350471163	-0.810187208100422
"BH-00670"	"KB"	"Marine"	-0.183444141704608	0.91233211567919	0.38864725200918	0.38864725200918	1.47779070478378	-0.780039564142645
"BH-00670"	"KB"	"Marine"	-0.224732335454549	0.901728745373998	0.378200126922181	0.378200126922181	1.32074439287383	-0.749891920184867
"BH-00670"	"KB"	"Marine"	-0.257104612491588	0.993775863223342	0.375333551562215	0.375333551562215	1.17822756419645	-0.71974427622709
"BH-00670"	"KB"	"Marine"	-0.332204064804121	1.07586074478595	0.367939132037709	0.367939132037709	1.03359316292673	-0.689596632269313
"BH-00670"	"KB"	"Marine"	-0.375306208539506	1.14614876040901	0.346203607396492	0.346203607396492	0.9564170766654	-0.679567704423517
"BH-00670"	"KB"	"Marine"	-0.413767716976442	1.20067803064516	0.317857055744763	0.317857055744763	0.944725874518843	-0.677663642699867
"BH-00670"	"KB"	"Marine"	-0.467811248079855	1.23452004321922	0.287968687750753	0.287968687750753	1.00499020838122	-0.675759580976218
"BH-00670"	"KB"	"Marine"	-0.510141020885042	1.22736235727987	0.251064970278849	0.251064970278849	1.09596327596974	-0.673855519252569
"BH-00670"	"KB"	"Marine"	-0.532350691201512	1.22920685053296	0.214413777014643	0.214413777014643	1.18786147118832	-0.67195145752892
"BH-00670"	"KB"	"Marine"	-0.53494983155168	1.25846557684177	0.185273050916457	0.185273050916457	1.27248444175798	-0.67004739580527
"BH-00670"	"KB"	"Marine"	-0.51599950246347	1.35135110071524	0.177816493412754	0.177816493412754	1.33475758674911	-0.668143334081621
"BH-00670"	"KB"	"Marine"	-0.469070757522044	1.49016154751055	0.187698985720744	0.187698985720744	1.35991555469483	-0.666239272357973
"BH-00670"	"KB"	"Marine"	-0.416709777200183	1.65737916312349	0.198683788755595	0.198683788755595	1.37371777753833	-0.664335210634324
"BH-00670"	"KB"	"Marine"	-0.361685559355523	1.85056435041717	0.206696466986362	0.206696466986362	1.38066409703832	-0.659228731552026
"BH-00670"	"KB"	"Marine"	-0.301325251889375	2.07233753920035	0.204210947818461	0.204210947818461	1.38324685420385	-0.636697334488845
"BH-00670"	"KB"	"Marine"	-0.280884663537506	2.12802085066972	0.199761982001944	0.199761982001944	1.36792066049099	-0.614165937425664
"BH-00670"	"KB"	"Marine"	-0.267183892887735	2.11691443675005	0.196532509494062	0.196532509494062	1.33649908054565	-0.574250195995193
"BH-00670"	"KB"	"Marine"	-0.248525205934994	2.07519469541592	0.195957662252719	0.195957662252719	1.28597479438058	-0.510781471873557
"BH-00670"	"KB"	"Marine"	-0.234487925128912	2.03415225463462	0.200058768879755	0.200058768879755	1.17606412833633	-0.447312747751919
"BH-00670"	"KB"	"Marine"	-0.227270583490717	2.00060615006908	0.201787850364822	0.201787850364822	1.03488257594088	-0.383844023630282
"BH-00670"	"KB"	"Marine"	-0.215906154783328	1.97344179488722	0.198426441051795	0.198426441051795	0.868218081588012	-0.320375299508645
"BH-00670"	"KB"	"Marine"	-0.189937185292078	1.95256055308621	0.186806638941857	0.186806638941857	0.677667997375531	-0.256906575387008
"BH-00670"	"KB"	"Marine"	-0.18290252059588	1.94971654833768	0.175426309226636	0.175426309226636	0.517808301582072	-0.193437851265371
"BH-00670"	"KB"	"Marine"	-0.198837077711824	1.98502823735404	0.164092228326981	0.164092228326981	0.391727557697821	-0.129969127143734
"BH-00670"	"KB"	"Marine"	-0.242958366492034	2.04031371694529	0.151090068981198	0.151090068981198	0.296979287981506	-0.071747440694345
"BH-00670"	"KB"	"Marine"	-0.330691371530041	2.0784759864437	0.132510813201138	0.132510813201138	0.233271277898418	-0.0308101136358887
"BH-00670"	"KB"	"Marine"	-0.437909917047723	2.07166023864752	0.109996152071901	0.109996152071901	0.189481029822466	-0.0449369764546524
"BH-00670"	"KB"	"Marine"	-0.543872157981846	1.97624305736785	0.0894089032380467	0.0894089032380467	0.157811788231119	-0.0674683735178334
"BH-00670"	"KB"	"Marine"	-0.638335366146057	1.81235933865087	0.0716672333693615	0.0716672333693615	0.135573344874336	-0.0899997705810145
"BH-00670"	"KB"	"Marine"	-0.686763984927037	1.72739428580536	0.0560706005907826	0.0560706005907826	0.11605917962366	-0.112531167644196
"BH-00670"	"KB"	"Marine"	-0.691321293901066	1.71855321208423	0.0485297737728253	0.0485297737728253	0.11891187487955	-0.135062564707377
"BH-00670"	"KB"	"Marine"	-0.677764741889713	1.75447315645143	0.0485238153364638	0.0485238153364639	0.13118095420013	-0.157593961770558
"BH-00670"	"KB"	"Marine"	-0.655814665122397	1.82657607452673	0.0559659023518607	0.0559659023518607	0.147455862366488	-0.180125358833739
"BH-00670"	"KB"	"Marine"	-0.613000958663849	1.98498549508614	0.0616204584588354	0.0616204584588354	0.161804513286102	-0.202656755896921
"BH-00670"	"KB"	"Marine"	-0.602440949472973	2.07770333775479	0.0627397932895854	0.0627397932895854	0.193995285751056	-0.225188152960102
"BH-00670"	"KB"	"Marine"	-0.614545700524244	2.11185440980441	0.0596189913115325	0.0596189913115325	0.234567242807961	-0.247719550023283
"BH-00670"	"KB"	"Marine"	-0.642620262136406	2.08593286825832	0.0519138818910394	0.0519138818910394	0.274743465382881	-0.270250947086464
"BH-00670"	"KB"	"Marine"	-0.620939393494137	2.02666249415238	0.0425642440347979	0.042564244034798	0.340145795615656	-0.280184237128789
"BH-00670"	"KB"	"Marine"	-0.593118015713865	1.91660444218463	0.0305968664704454	0.0305968664704454	0.410838126192036	-0.289387202126425
"BH-00670"	"KB"	"Marine"	-0.561732835135337	1.78583611748746	0.0188692450358732	0.0188692450358732	0.483564165099671	-0.298590167124063
"BH-00670"	"KB"	"Marine"	-0.52593776907983	1.70879153566993	0.0147060004296388	0.0147060004296388	0.55358558158739	-0.3077931321217
"BH-00670"	"KB"	"Marine"	-0.460337517751138	1.76078257276636	0.0212032496791554	0.0212032496791554	0.60800824551373	-0.316996097119338
"BH-00670"	"KB"	"Marine"	-0.399300985113736	1.81231659638297	0.0262534500980447	0.0262534500980447	0.646190071129779	-0.326199062116975
"BH-00670"	"KB"	"Marine"	-0.351433216593274	1.83716300549811	0.0277816471572131	0.0277816471572131	0.669327434535042	-0.335402027114613
"BH-00670"	"KB"	"Marine"	-0.323358654981111	1.84868369062971	0.0295836485539414	0.0295836485539414	0.687406734693756	-0.34460499211225
"BH-00670"	"KB"	"Marine"	-0.282592853188109	1.83253697696496	0.0260485933812384	0.0260485933812384	0.69229706941814	-0.384651148729272
"BH-00670"	"KB"	"Marine"	-0.251294203792632	1.77603498667203	0.0208874525520009	0.020887452552001	0.687524668810904	-0.41311353866528
"BH-00670"	"KB"	"Marine"	-0.240971354140489	1.67224360875133	0.0160667938005582	0.0160667938005582	0.673865277287063	-0.407401353494334
"BH-00670"	"KB"	"Marine"	-0.209387472326806	1.65640266669538	0.0176823812596939	0.0176823812596939	0.640576407153557	-0.401689168323386
"BH-00670"	"KB"	"Marine"	-0.166266099439632	1.653818403421	0.0271018179418831	0.0271018179418831	0.59690933471107	-0.395976983152439
"BH-00670"	"KB"	"Marine"	-0.131903605192416	1.63877970085482	0.0336308455186606	0.0336308455186606	0.536263680536579	-0.390264797981491
"BH-00670"	"KB"	"Marine"	-0.133307333273025	1.5768560182725	0.0233159409718714	0.0233159409718714	0.447589017853361	-0.384552612810543
"BH-00670"	"KB"	"Marine"	-0.10283233254585	1.56765985494115	0.0146713847517298	0.0146713847517298	0.363968487279454	-0.378840427639596
"BH-00670"	"KB"	"Marine"	-0.0812764533902103	1.53673746805112	0.00423901388810153	0.00423901388810154	0.272526303980508	-0.373128242468649
