"ID"	"capt"	"area"	"d18O"	"dist"	"Sr"	"Na"	"Mg"	"Ba"	"Mn"
"BH-00681"	"WB"	"NRB"	-9.6779906	40.60788101	0.00468888888888889	0.00737259259259259	0.000132777777777778	9.81703703703704e-06	0.000131925925925926
"BH-00681"	"WB"	"NRB"	-8.2811762	81.21576202	0.00413037037037037	0.00648777777777778	0.000116148148148148	7.22185185185185e-06	0.000124851851851852
"BH-00681"	"WB"	"NRB"	-8.4072775	121.823643	0.00397333333333333	0.00734888888888889	0.000129333333333333	6.79666666666667e-06	0.000107222222222222
"BH-00681"	"WB"	"NRB"	-7.776771	162.431524	0.00381259259259259	0.00810888888888889	0.00013862962962963	6.38037037037037e-06	0.000121962962962963
"BH-00681"	"WB"	"NRB"	-7.3499666	203.039405	0.00374111111111111	0.00800296296296296	0.000130222222222222	6.31814814814815e-06	0.000115559259259259
"BH-00681"	"WB"	"NRB"	-7.6021692	243.6472861	0.00363555555555556	0.00810777777777778	0.000148666666666667	5.39222222222222e-06	8.89444444444444e-05
"BH-00681"	"WB"	"NRB"	-7.9901732	284.2551671	0.00336333333333333	0.00728555555555556	0.000114644444444444	4.81444444444444e-06	0.000109314814814815
"BH-00681"	"WB"	"NRB"	-8.4460779	324.8630481	0.00373444444444444	0.00787592592592593	0.000148444444444444	5.12444444444445e-06	0.000117259259259259
"BH-00681"	"WB"	"NRB"	-7.1074641	365.4709291	0.00366444444444444	0.00738555555555556	0.000148	4.53888888888889e-06	0.000101166666666667
"BH-00681"	"WB"	"NRB"	-8.1259746	406.0788101	0.00412851851851852	0.00733666666666667	0.000125555555555556	4.8537037037037e-06	6.04074074074074e-05
"BH-00681"	"WB"	"NRB"	-8.1259746	446.6866911	0.00360962962962963	0.00713740740740741	0.000102644444444444	4.18333333333334e-06	6.40518518518518e-05
"BH-00681"	"WB"	"NRB"	-7.1268643	487.2945721	0.00294333333333333	0.00702	0.000114244444444444	3.47e-06	6.03666666666667e-05
"BH-00681"	"WB"	"NRB"	-6.7485604	527.9024531	0.00296851851851852	0.00658814814814815	9.60037037037037e-05	3.35740740740741e-06	5.33518518518519e-05
"BH-00681"	"WB"	"NRB"	-6.3411562	568.5103341	0.00304740740740741	0.00672925925925926	0.000104840740740741	3.54296296296296e-06	4.80851851851852e-05
"BH-00681"	"WB"	"NRB"	-6.2053548	609.1182151	0.00304222222222222	0.00739333333333333	9.04333333333333e-05	2.94111111111111e-06	4.53444444444444e-05
