"ID"	"age"	"cohort"	"capt"	"TL"	"weigth"	"sex"	"date"	"core"	"i"	"year"	"increment"	"quality"	"rad"
"BH-01758"	6	2014	"SB"	682	2580	"m"	2020-05-01	474.8	"edge"	NA	72.9	3	1274.8
"BH-00681"	2	2018	"WB"	630	NA	"m"	2020-02-28	522.4	"core"	NA	NA	3	NA
"BH-00681"	2	2018	"WB"	630	NA	"m"	2020-02-28	522.4	"1"	2019	477	3	477
"BH-00681"	2	2018	"WB"	630	NA	"m"	2020-02-28	522.4	"2"	2020	123.7	3	600.7
"BH-00681"	2	2018	"WB"	630	NA	"m"	2020-02-28	522.4	"edge"	NA	126.9	3	727.6
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"core"	NA	NA	1	NA
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"1"	2013	447.9	1	447.9
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"2"	2014	281.1	1	729
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"3"	2015	299.4	1	1028.4
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"4"	2016	207.1	1	1235.5
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"5"	2017	139.2	1	1374.7
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"6"	2018	128.5	1	1503.2
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"7"	2019	138.4	1	1641.6
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"8"	2020	109.3	1	1750.9
"BH-01908"	8	2012	"GB"	876	NA	"f"	2021-01-30	592.5	"edge"	NA	97.4	1	1848.3
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"core"	NA	NA	3	NA
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"1"	2008	468.3	3	468.3
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"2"	2009	149.4	3	617.7
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"3"	2010	124	3	741.7
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"4"	2011	122	3	863.7
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"5"	2012	165.4	3	1029.1
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"6"	2013	124	3	1153.1
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"7"	2014	142.7	3	1295.8
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"8"	2015	119.5	3	1415.3
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"9"	2016	108.8	3	1524.1
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"10"	2017	174.8	3	1698.9
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"11"	2018	151.2	3	1850.1
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"12"	2019	149.4	3	1999.5
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"13"	2020	113.5	3	2113
"BH-01906"	13	2007	"SB"	1230	13600	"f"	2019-11-05	353.2	"edge"	NA	97.3	3	2210.3
"BH-01902"	2	2018	"GB"	500	NA	"m"	2020-11-01	677.8	"core"	NA	NA	3	NA
"BH-01902"	2	2018	"GB"	500	NA	"m"	2020-11-01	677.8	"1"	2019	615.5	3	615.5
"BH-01902"	2	2018	"GB"	500	NA	"m"	2020-11-01	677.8	"2"	2020	239.7	3	855.2
"BH-01902"	2	2018	"GB"	500	NA	"m"	2020-11-01	677.8	"edge"	NA	231.2	3	1086.4
"BH-01897"	2	2018	"GB"	600	NA	"m"	2020-11-13	688.1	"core"	NA	NA	3	NA
"BH-01897"	2	2018	"GB"	600	NA	"m"	2020-11-13	688.1	"1"	2019	412.2	3	412.2
"BH-01897"	2	2018	"GB"	600	NA	"m"	2020-11-13	688.1	"2"	2020	194.1	3	606.3
"BH-01897"	2	2018	"GB"	600	NA	"m"	2020-11-13	688.1	"edge"	NA	209.5	3	815.8
"BH-01738"	6	2014	"SB"	860	5400	"f"	2019-12-23	524.1	"core"	NA	NA	2	NA
"BH-01738"	6	2014	"SB"	860	5400	"f"	2019-12-23	524.1	"1"	2015	430.9	2	430.9
"BH-01738"	6	2014	"SB"	860	5400	"f"	2019-12-23	524.1	"2"	2016	221.9	2	652.8
"BH-01738"	6	2014	"SB"	860	5400	"f"	2019-12-23	524.1	"3"	2017	289.4	2	942.2
"BH-01738"	6	2014	"SB"	860	5400	"f"	2019-12-23	524.1	"4"	2018	130.5	2	1072.7
"BH-01738"	6	2014	"SB"	860	5400	"f"	2019-12-23	524.1	"5"	2019	165.9	2	1238.6
"BH-01738"	6	2014	"SB"	860	5400	"f"	2019-12-23	524.1	"6"	2020	156.4	2	1395
"BH-01738"	6	2014	"SB"	860	5400	"f"	2019-12-23	524.1	"edge"	NA	154.1	2	1549.1
"BH-01571"	1	2019	"BEG"	520	NA	"f"	2020-02-28	529.8	"core"	NA	NA	3	NA
"BH-01571"	1	2019	"BEG"	520	NA	"f"	2020-02-28	529.8	"1"	2020	535.4	3	535.4
"BH-01571"	1	2019	"BEG"	520	NA	"f"	2020-02-28	529.8	"edge"	NA	177.8	3	713.2
"BH-00750"	2	2018	"GB"	560	NA	"f"	2019-11-08	604.1	"core"	NA	NA	3	NA
"BH-00750"	2	2018	"GB"	560	NA	"f"	2019-11-08	604.1	"1"	2019	633.9	3	633.9
"BH-00750"	2	2018	"GB"	560	NA	"f"	2019-11-08	604.1	"2"	2020	128.6	3	762.5
"BH-00750"	2	2018	"GB"	560	NA	"f"	2019-11-08	604.1	"edge"	NA	83.6	3	846.1
"BH-01713"	6	2014	"SB"	980	7200	"f"	2020-01-08	517.9	"core"	NA	NA	3	NA
"BH-01713"	6	2014	"SB"	980	7200	"f"	2020-01-08	517.9	"1"	2015	601.3	3	601.3
"BH-01713"	6	2014	"SB"	980	7200	"f"	2020-01-08	517.9	"2"	2016	244	3	845.3
"BH-01713"	6	2014	"SB"	980	7200	"f"	2020-01-08	517.9	"3"	2017	179.9	3	1025.2
"BH-01713"	6	2014	"SB"	980	7200	"f"	2020-01-08	517.9	"4"	2018	166.3	3	1191.5
"BH-01713"	6	2014	"SB"	980	7200	"f"	2020-01-08	517.9	"5"	2019	137	3	1328.5
"BH-01713"	6	2014	"SB"	980	7200	"f"	2020-01-08	517.9	"6"	2020	130.6	3	1459.1
"BH-01713"	6	2014	"SB"	980	7200	"f"	2020-01-08	517.9	"edge"	NA	122.3	3	1581.4
"BH-00742"	2	2018	"GB"	550	NA	"m"	2019-11-08	549	"core"	NA	NA	3	NA
"BH-00742"	2	2018	"GB"	550	NA	"m"	2019-11-08	549	"1"	2019	404.7	3	404.7
"BH-00742"	2	2018	"GB"	550	NA	"m"	2019-11-08	549	"2"	2020	375.8	3	780.5
"BH-00742"	2	2018	"GB"	550	NA	"m"	2019-11-08	549	"edge"	NA	53.6	3	834.1
"BH-01900"	2	2018	"GB"	825	NA	"f"	2020-11-27	522.3	"core"	NA	NA	3	NA
"BH-01900"	2	2018	"GB"	825	NA	"f"	2020-11-27	522.3	"1"	2019	506.5	3	506.5
"BH-01900"	2	2018	"GB"	825	NA	"f"	2020-11-27	522.3	"2"	2020	247.5	3	754
"BH-01900"	2	2018	"GB"	825	NA	"f"	2020-11-27	522.3	"edge"	NA	254.6	3	1008.6
"BH-01903"	1	2019	"GB"	439	596	"f"	2020-11-27	608.6	"core"	NA	NA	3	NA
"BH-01903"	1	2019	"GB"	439	596	"f"	2020-11-27	608.6	"1"	2020	651.6	3	651.6
"BH-01903"	1	2019	"GB"	439	596	"f"	2020-11-27	608.6	"edge"	NA	0	3	651.6
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"core"	NA	NA	3	NA
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"1"	2012	686.2	3	686.2
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"2"	2013	157.3	3	843.5
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"3"	2014	151.5	3	995
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"4"	2015	106.5	3	1101.5
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"5"	2016	127.8	3	1229.3
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"6"	2017	99	3	1328.3
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"7"	2018	120.3	3	1448.6
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"8"	2019	128	3	1576.6
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"9"	2020	0	3	1576.6
"BH-01731"	9	2011	"SB"	950	6800	"m"	2020-01-08	433.5	"edge"	NA	226.9	3	1803.5
"BH-01596"	2	2018	"GJB"	660	NA	"f"	2020-01-01	635.4	"core"	NA	NA	3	NA
"BH-01596"	2	2018	"GJB"	660	NA	"f"	2020-01-01	635.4	"1"	2019	520.4	3	520.4
"BH-01596"	2	2018	"GJB"	660	NA	"f"	2020-01-01	635.4	"2"	2020	196.8	3	717.2
"BH-01596"	2	2018	"GJB"	660	NA	"f"	2020-01-01	635.4	"edge"	NA	92.3	3	809.5
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"core"	NA	NA	3	NA
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"1"	2014	370.6	3	370.6
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"2"	2015	170.8	3	541.4
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"3"	2016	168.1	3	709.5
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"4"	2017	117.1	3	826.6
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"5"	2018	206.8	3	1033.4
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"6"	2019	148.6	3	1182
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"7"	2020	81.8	3	1263.8
"BH-01867"	7	2013	"SB"	820	4800	"f"	2019-11-23	447.6	"edge"	NA	107.3	3	1371.1
"BH-01898"	2	2018	"GB"	700	NA	"f"	2020-11-08	617.8	"core"	NA	NA	3	NA
"BH-01898"	2	2018	"GB"	700	NA	"f"	2020-11-08	617.8	"1"	2019	696.5	3	696.5
"BH-01898"	2	2018	"GB"	700	NA	"f"	2020-11-08	617.8	"2"	2020	216.7	3	913.2
"BH-01898"	2	2018	"GB"	700	NA	"f"	2020-11-08	617.8	"edge"	NA	140.6	3	1053.8
"BH-01809"	2	2018	"KB"	520	900	"m"	2020-02-26	431.4	"core"	NA	NA	3	NA
"BH-01809"	2	2018	"KB"	520	900	"m"	2020-02-26	431.4	"1"	2019	345.4	3	345.4
"BH-01809"	2	2018	"KB"	520	900	"m"	2020-02-26	431.4	"2"	2020	229.4	3	574.8
"BH-01809"	2	2018	"KB"	520	900	"m"	2020-02-26	431.4	"edge"	NA	278.7	3	853.5
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"core"	NA	NA	3	NA
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"1"	2014	405.4	3	405.4
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"2"	2015	278.4	3	683.8
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"3"	2016	216.1	3	899.9
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"4"	2017	203.5	3	1103.4
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"5"	2018	143.1	3	1246.5
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"6"	2019	117.8	3	1364.3
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"7"	2020	111.1	3	1475.4
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	304.1	"edge"	NA	72.8	3	1548.2
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"core"	NA	NA	2	NA
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"1"	2012	466.5	2	466.5
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"2"	2013	117.6	2	584.1
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"3"	2014	169.7	2	753.8
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"4"	2015	170.8	2	924.6
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"5"	2016	177.8	2	1102.4
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"6"	2017	140.7	2	1243.1
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"7"	2018	163.2	2	1406.3
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"8"	2019	79.5	2	1485.8
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"9"	2020	90.9	2	1576.7
"BH-01556"	9	2011	"BEG"	1110	NA	"f"	2020-02-08	450.4	"edge"	NA	57.4	2	1634.1
"BH-01567"	2	2018	"BEG"	460	NA	"m"	2020-02-28	556	"core"	NA	NA	2	NA
"BH-01567"	2	2018	"BEG"	460	NA	"m"	2020-02-28	556	"1"	2019	488	2	488
"BH-01567"	2	2018	"BEG"	460	NA	"m"	2020-02-28	556	"2"	2020	166.7	2	654.7
"BH-01567"	2	2018	"BEG"	460	NA	"m"	2020-02-28	556	"edge"	NA	125.5	2	780.2
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	614.8	"core"	NA	NA	3	NA
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	614.8	"1"	2015	427.6	3	427.6
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	614.8	"2"	2016	368.4	3	796
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	614.8	"3"	2017	157.8	3	953.8
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	614.8	"4"	2018	124.8	3	1078.6
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	614.8	"5"	2019	189.8	3	1268.4
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	614.8	"6"	2020	171.8	3	1440.2
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	614.8	"edge"	NA	205.9	3	1646.1
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"core"	NA	NA	3	NA
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"1"	2008	532.5	3	532.5
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"2"	2009	241.4	3	773.9
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"3"	2010	174	3	947.9
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"4"	2011	158.7	3	1106.6
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"5"	2012	198.8	3	1305.4
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"6"	2013	125.3	3	1430.7
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"7"	2014	98.2	3	1528.9
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"8"	2015	78.3	3	1607.2
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"9"	2016	84.8	3	1692
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"10"	2017	82.6	3	1774.6
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"11"	2018	127.8	3	1902.4
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"12"	2019	159	3	2061.4
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"13"	2020	89.1	3	2150.5
"BH-01846"	13	2007	"BEG"	880	NA	"m"	2020-02-16	384.6	"edge"	NA	48.8	3	2199.3
"BH-01803"	4	2016	"SB"	600	1900	"m"	2019-11-24	293.7	"core"	NA	NA	3	NA
"BH-01803"	4	2016	"SB"	600	1900	"m"	2019-11-24	293.7	"1"	2017	299.9	3	299.9
"BH-01803"	4	2016	"SB"	600	1900	"m"	2019-11-24	293.7	"2"	2018	217.7	3	517.6
"BH-01803"	4	2016	"SB"	600	1900	"m"	2019-11-24	293.7	"3"	2019	143.8	3	661.4
"BH-01803"	4	2016	"SB"	600	1900	"m"	2019-11-24	293.7	"4"	2020	167.4	3	828.8
"BH-01803"	4	2016	"SB"	600	1900	"m"	2019-11-24	293.7	"edge"	NA	207.5	3	1036.3
"BH-01835"	6	2014	"KB"	820	3800	"m"	2020-02-26	561.9	"core"	NA	NA	3	NA
"BH-01835"	6	2014	"KB"	820	3800	"m"	2020-02-26	561.9	"1"	2015	479.5	3	479.5
"BH-01835"	6	2014	"KB"	820	3800	"m"	2020-02-26	561.9	"2"	2016	245.9	3	725.4
"BH-01835"	6	2014	"KB"	820	3800	"m"	2020-02-26	561.9	"3"	2017	164.3	3	889.7
"BH-01835"	6	2014	"KB"	820	3800	"m"	2020-02-26	561.9	"4"	2018	184.8	3	1074.5
"BH-01835"	6	2014	"KB"	820	3800	"m"	2020-02-26	561.9	"5"	2019	131.8	3	1206.3
"BH-01835"	6	2014	"KB"	820	3800	"m"	2020-02-26	561.9	"6"	2020	132.3	3	1338.6
"BH-01835"	6	2014	"KB"	820	3800	"m"	2020-02-26	561.9	"edge"	NA	102.8	3	1441.4
"BH-01598"	4	2016	"GJB"	750	NA	"f"	2020-01-01	633.3	"core"	NA	NA	3	NA
"BH-01598"	4	2016	"GJB"	750	NA	"f"	2020-01-01	633.3	"1"	2017	534.8	3	534.8
"BH-01598"	4	2016	"GJB"	750	NA	"f"	2020-01-01	633.3	"2"	2018	139.2	3	674
"BH-01598"	4	2016	"GJB"	750	NA	"f"	2020-01-01	633.3	"3"	2019	178.6	3	852.6
"BH-01598"	4	2016	"GJB"	750	NA	"f"	2020-01-01	633.3	"4"	2020	252.4	3	1105
"BH-01598"	4	2016	"GJB"	750	NA	"f"	2020-01-01	633.3	"edge"	NA	82.5	3	1187.5
"BH-01560"	6	2014	"BEG"	820	NA	"f"	2020-02-08	426.3	"core"	NA	NA	3	NA
"BH-01560"	6	2014	"BEG"	820	NA	"f"	2020-02-08	426.3	"1"	2015	585.4	3	585.4
"BH-01560"	6	2014	"BEG"	820	NA	"f"	2020-02-08	426.3	"2"	2016	236.4	3	821.8
"BH-01560"	6	2014	"BEG"	820	NA	"f"	2020-02-08	426.3	"3"	2017	94.6	3	916.4
"BH-01560"	6	2014	"BEG"	820	NA	"f"	2020-02-08	426.3	"4"	2018	72.7	3	989.1
"BH-01560"	6	2014	"BEG"	820	NA	"f"	2020-02-08	426.3	"5"	2019	140.1	3	1129.2
"BH-01560"	6	2014	"BEG"	820	NA	"f"	2020-02-08	426.3	"6"	2020	144.1	3	1273.3
"BH-01560"	6	2014	"BEG"	820	NA	"f"	2020-02-08	426.3	"edge"	NA	107.6	3	1380.9
"BH-01569"	1	2019	"BEG"	550	NA	"m"	2020-02-28	378.9	"core"	NA	NA	3	NA
"BH-01569"	1	2019	"BEG"	550	NA	"m"	2020-02-28	378.9	"1"	2020	554.3	3	554.3
"BH-01569"	1	2019	"BEG"	550	NA	"m"	2020-02-28	378.9	"edge"	NA	283.1	3	837.4
"BH-01595"	4	2016	"WB"	690	NA	"m"	2020-02-28	518.4	"core"	NA	NA	3	NA
"BH-01595"	4	2016	"WB"	690	NA	"m"	2020-02-28	518.4	"1"	2017	406.1	3	406.1
"BH-01595"	4	2016	"WB"	690	NA	"m"	2020-02-28	518.4	"2"	2018	261.7	3	667.8
"BH-01595"	4	2016	"WB"	690	NA	"m"	2020-02-28	518.4	"3"	2019	181.6	3	849.4
"BH-01595"	4	2016	"WB"	690	NA	"m"	2020-02-28	518.4	"4"	2020	177.1	3	1026.5
"BH-01595"	4	2016	"WB"	690	NA	"m"	2020-02-28	518.4	"edge"	NA	47.2	3	1073.7
"BH-01576"	1	2019	"BEG"	570	NA	"f"	2020-02-28	477.8	"core"	NA	NA	3	NA
"BH-01576"	1	2019	"BEG"	570	NA	"f"	2020-02-28	477.8	"1"	2020	580.8	3	580.8
"BH-01576"	1	2019	"BEG"	570	NA	"f"	2020-02-28	477.8	"edge"	NA	276.2	3	857
"BH-01892"	3	2017	"GB"	635	1772	"m"	2020-11-27	333.5	"core"	NA	NA	3	NA
"BH-01892"	3	2017	"GB"	635	1772	"m"	2020-11-27	333.5	"1"	2018	374.4	3	374.4
"BH-01892"	3	2017	"GB"	635	1772	"m"	2020-11-27	333.5	"2"	2019	378.6	3	753
"BH-01892"	3	2017	"GB"	635	1772	"m"	2020-11-27	333.5	"3"	2020	170.8	3	923.8
"BH-01892"	3	2017	"GB"	635	1772	"m"	2020-11-27	333.5	"edge"	NA	40.7	3	964.5
"BH-00685"	2	2018	"WB"	720	NA	"m"	2020-02-29	633.9	"core"	NA	NA	3	NA
"BH-00685"	2	2018	"WB"	720	NA	"m"	2020-02-29	633.9	"1"	2019	569.9	3	569.9
"BH-00685"	2	2018	"WB"	720	NA	"m"	2020-02-29	633.9	"2"	2020	292.7	3	862.6
"BH-00685"	2	2018	"WB"	720	NA	"m"	2020-02-29	633.9	"edge"	NA	197	3	1059.6
"BH-01882"	2	2018	"GB"	670	NA	"f"	2020-11-12	367.5	"core"	NA	NA	3	NA
"BH-01882"	2	2018	"GB"	670	NA	"f"	2020-11-12	367.5	"1"	2019	458.2	3	458.2
"BH-01882"	2	2018	"GB"	670	NA	"f"	2020-11-12	367.5	"2"	2020	383	3	841.2
"BH-01882"	2	2018	"GB"	670	NA	"f"	2020-11-12	367.5	"edge"	NA	87.4	3	928.6
"BH-01904"	1	2019	"GB"	404	474	"f"	2020-11-27	681	"core"	NA	NA	3	NA
"BH-01904"	1	2019	"GB"	404	474	"f"	2020-11-27	681	"1"	2020	828.2	3	828.2
"BH-01904"	1	2019	"GB"	404	474	"f"	2020-11-27	681	"edge"	NA	0	3	828.2
"BH-01899"	2	2018	"GB"	760	NA	"f"	2020-11-10	476.9	"core"	NA	NA	3	NA
"BH-01899"	2	2018	"GB"	760	NA	"f"	2020-11-10	476.9	"1"	2019	678.9	3	678.9
"BH-01899"	2	2018	"GB"	760	NA	"f"	2020-11-10	476.9	"2"	2020	158.3	3	837.2
"BH-01899"	2	2018	"GB"	760	NA	"f"	2020-11-10	476.9	"edge"	NA	82	3	919.2
"BH-01580"	1	2019	"BEG"	490	NA	"f"	2020-02-28	477.5	"core"	NA	NA	3	NA
"BH-01580"	1	2019	"BEG"	490	NA	"f"	2020-02-28	477.5	"1"	2020	724.9	3	724.9
"BH-01580"	1	2019	"BEG"	490	NA	"f"	2020-02-28	477.5	"edge"	NA	198.4	3	923.3
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"core"	NA	NA	3	NA
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"1"	2009	466.7	3	466.7
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"2"	2010	85.7	3	552.4
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"3"	2011	102.2	3	654.6
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"4"	2012	139.5	3	794.1
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"5"	2013	159.3	3	953.4
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"6"	2014	146.1	3	1099.5
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"7"	2015	98.9	3	1198.4
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"8"	2016	158.2	3	1356.6
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"9"	2017	96.3	3	1452.9
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"10"	2018	104.6	3	1557.5
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"11"	2019	103.3	3	1660.8
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"12"	2020	73.4	3	1734.2
"BH-01722"	12	2008	"BEG"	950	NA	"f"	2020-02-28	294.4	"edge"	NA	125.3	3	1859.5
"BH-01594"	1	2019	"WB"	630	NA	"f"	2020-02-28	565.1	"core"	NA	NA	3	NA
"BH-01594"	1	2019	"WB"	630	NA	"f"	2020-02-28	565.1	"1"	2020	659.3	3	659.3
"BH-01594"	1	2019	"WB"	630	NA	"f"	2020-02-28	565.1	"edge"	NA	218	3	877.3
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"core"	NA	NA	3	NA
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"1"	2013	321.5	3	321.5
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"2"	2014	308.2	3	629.7
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"3"	2015	273.8	3	903.5
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"4"	2016	186.9	3	1090.4
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"5"	2017	109	3	1199.4
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"6"	2018	95.9	3	1295.3
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"7"	2019	104.6	3	1399.9
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"8"	2020	62.7	3	1462.6
"BH-01737"	8	2012	"KB"	1130	11500	"f"	2020-02-27	254.3	"edge"	NA	35.2	3	1497.8
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"core"	NA	NA	3	NA
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"1"	2013	385.9	3	385.9
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"2"	2014	196.5	3	582.4
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"3"	2015	102.2	3	684.6
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"4"	2016	127	3	811.6
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"5"	2017	121.5	3	933.1
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"6"	2018	119.7	3	1052.8
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"7"	2019	107.7	3	1160.5
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"8"	2020	120.6	3	1281.1
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	304.8	"edge"	NA	196.1	3	1477.2
"BH-00689"	1	2019	"WB"	600	NA	"m"	2020-03-01	418.6	"core"	NA	NA	3	NA
