"ID"	"capt"	"area"	"dist"	"Sr"	"d18O"	"res"
"BH-00391"	"Barthe"	"Freshwater"	1629.635849	0.00223882478632479	-7.2335654	-0.0498562976662877
"BH-00391"	"Barthe"	"Freshwater"	1664.113578	0.0021074358974359	-5.157744	2.09518289380648
"BH-00391"	"Barthe"	"Freshwater"	1698.896112	0.0022850641025641	-8.3684771	-1.2091276172381
"BH-00391"	"Barthe"	"Freshwater"	1733.373878	0.00234974358974359	-6.4478573	0.677417982926471
"BH-00391"	"Barthe"	"Freshwater"	1768.156384	0.00252709401709402	-2.7133188	4.31852540970741
"BH-00391"	"Barthe"	"Freshwater"	1803.586704	0.00254888888888889	-7.0880639	-0.0677015812183003
"BH-00392"	"Barthe"	"Freshwater"	0	0.00110711111111111	-8.1259746	-0.346060431619454
"BH-00392"	"Barthe"	"Freshwater"	36.05551275	0.00105905555555556	-7.8640719	-0.0588412878038362
"BH-00392"	"Barthe"	"Freshwater"	72.11102551	0.00121523931623932	-8.0871742	-0.364223718717976
"BH-00392"	"Barthe"	"Freshwater"	108.1665383	0.00148465811965812	-7.4275674	0.15344889863089
"BH-00392"	"Barthe"	"Freshwater"	144.222051	0.00155675213675214	-7.5924691	-0.0494330954704477
"BH-00392"	"Barthe"	"Freshwater"	180.2775638	0.00185051282051282	-5.9434521	1.44482602566021
"BH-00392"	"Barthe"	"Freshwater"	216.3330765	0.00206854700854701	-7.4469676	-0.173553410620184
"BH-00392"	"Barthe"	"Freshwater"	252.3885893	0.00240508547008547	-7.67977	-0.583649714620199
"BH-00392"	"Barthe"	"Freshwater"	288.444102	0.00240299145299145	-6.9522625	0.144960947449137
"BH-00392"	"Barthe"	"Freshwater"	324.4996148	0.00208235042735043	-6.5351582	0.730984125126863
"BH-00392"	"Barthe"	"Freshwater"	360.5551275	0.00143307692307692	-5.836751	1.77143910715509
"BH-00392"	"Barthe"	"Freshwater"	395.6677899	0.00131564102564103	-6.0889536	1.58110363708423
"BH-00392"	"Barthe"	"Freshwater"	430.7806867	0.00125948717948718	-6.1180539	1.58158609135166
"BH-00392"	"Barthe"	"Freshwater"	465.8937647	0.00132111111111111	-7.0492635	0.617912007596993
"BH-00392"	"Barthe"	"Freshwater"	501.006986	0.00136863247863248	-5.7106497	1.93149078267661
"BH-00392"	"Barthe"	"Freshwater"	536.1203223	0.0016151282051282	-6.6321592	0.880123347657934
"BH-00392"	"Barthe"	"Freshwater"	571.2337525	0.00198675213675214	-8.2423758	-0.925870749381324
"BH-00392"	"Barthe"	"Freshwater"	606.3472602	0.00209179487179487	-7.9125724	-0.651405560940945
"BH-00392"	"Barthe"	"Freshwater"	641.4608328	0.00209435897435897	-8.1259746	-0.866158571638086
"BH-00392"	"Barthe"	"Freshwater"	676.5744601	0.00200777777777778	-8.5042785	-1.1988500970979
"BH-00392"	"Barthe"	"Freshwater"	711.6881339	0.00154094017094017	-8.7273808	-1.1760147961714
"BH-00392"	"Barthe"	"Freshwater"	746.8018479	0.00157350427350427	-8.2520759	-0.717865192025112
"BH-00392"	"Barthe"	"Freshwater"	781.9155965	0.00221367521367521	-7.0201632	0.176795103921527
"BH-00392"	"Barthe"	"Freshwater"	817.0293752	0.00228115384615385	-6.2829556	0.878453869075043
"BH-00392"	"Barthe"	"Freshwater"	852.1431805	0.00216452991452992	-7.8446717	-0.621822857716572
"BH-00392"	"Barthe"	"Freshwater"	887.257009	0.00219076923076923	-8.5139786	-1.30495305385066
"BH-00392"	"Barthe"	"Freshwater"	922.3708582	0.00204222222222222	-8.6400799	-1.35279738746285
"BH-00392"	"Barthe"	"Freshwater"	957.4847257	0.00209286324786325	-8.9989836	-1.73837959873142
"BH-00392"	"Barthe"	"Freshwater"	992.5986097	0.00189666666666667	-9.2414861	-1.87752256688837
"BH-00392"	"Barthe"	"Freshwater"	1027.712508	0.00180944444444445	-9.1735854	-1.76367178967389
"BH-00392"	"Barthe"	"Freshwater"	1062.82642	0.00178811965811966	-6.7970609	0.624086952624019
"BH-00392"	"Barthe"	"Freshwater"	1097.940344	0.00226290598290598	-5.6524491	1.51857363853638
"BH-00392"	"Barthe"	"Freshwater"	1133.054279	0.00232794871794872	-8.3975774	-1.26082022614781
"BH-00392"	"Barthe"	"Freshwater"	1168.168224	0.00215918803418803	-8.1550749	-0.929411868764186
"BH-00392"	"Barthe"	"Freshwater"	1203.282178	0.00203564102564102	-7.2432655	0.047484093326488
"BH-00392"	"Barthe"	"Freshwater"	1238.39614	0.0023867094017094	-7.2529656	-0.147164504624005
"BH-00392"	"Barthe"	"Freshwater"	1273.51011	0.00223897435897436	-6.3993568	0.784273505043047
"BH-00392"	"Barthe"	"Freshwater"	1308.624087	0.00214790598290598	-6.8940619	0.337544698303244
"BH-00392"	"Barthe"	"Freshwater"	1343.73807	0.00211888888888889	-6.6321592	0.614734072692575
"BH-00392"	"Barthe"	"Freshwater"	1378.852059	0.00227833333333333	-8.2423758	-1.0794804391581
"BH-00392"	"Barthe"	"Freshwater"	1413.966053	0.00266410256410256	-7.1268643	-0.167198408543255
"BH-00392"	"Barthe"	"Freshwater"	1448.740833	0.00247534188034188	-6.2635554	0.795552672278084
"BH-00392"	"Barthe"	"Freshwater"	1483.516094	0.0027276923076923	-5.933752	0.992413786167601
"BH-00392"	"Barthe"	"Freshwater"	1518.291803	0.00322675213675214	-8.4266777	-1.76342470251967
"BH-00392"	"Barthe"	"Freshwater"	1553.067932	0.00295923076923077	-7.5924691	-0.788281519784413
"BH-00392"	"Barthe"	"Freshwater"	1587.844451	0.00285205128205128	-6.6224591	0.238192367356164
"BH-00392"	"Barthe"	"Freshwater"	1622.621336	0.00285025641025641	-4.1586337	2.70296333484416
"BH-00392"	"Barthe"	"Freshwater"	1657.398564	0.00350064102564103	-3.5572275	2.96173640151385
"BH-00392"	"Barthe"	"Freshwater"	1692.176114	0.00317905982905983	-6.3411562	0.347221876447195
"BH-00392"	"Barthe"	"Freshwater"	1726.953966	0.00288252136752137	-6.4090569	0.435542433571779
"BH-00392"	"Barthe"	"Freshwater"	1761.732102	0.00261948717948718	-7.3693668	-0.38619680241297
"BH-00392"	"Barthe"	"Freshwater"	1796.510507	0.00261803418803419	-5.4196467	1.56428875698208
"BH-00392"	"Barthe"	"Freshwater"	1831.289163	0.00309	-8.0580739	-1.3227776653387
"BH-00398"	"Barthe"	"Freshwater"	0	0.00128888888888889	-9.9980939	-2.31394320464225
"BH-00398"	"Barthe"	"Freshwater"	35.6931366	0.00111522222222222	-9.4548883	-1.67924719612475
"BH-00398"	"Barthe"	"Freshwater"	71.58910532	0.0010076	-9.4354881	-1.6031498690038
"BH-00398"	"Barthe"	"Freshwater"	107.2800075	0.00102833333333333	-9.7458913	-1.9244757243009
"BH-00398"	"Barthe"	"Freshwater"	143.1782106	0.00111795555555556	-9.4839886	-1.70978746032791
"BH-00398"	"Barthe"	"Freshwater"	178.8686669	0.00118611111111111	-7.8252715	-0.0869758091984297
"BH-00398"	"Barthe"	"Freshwater"	214.5600149	0.001296	-7.5342685	0.146135947024346
"BH-00398"	"Barthe"	"Freshwater"	250.4575812	0.001471	-7.388767	0.199444616944339
"BH-00398"	"Barthe"	"Freshwater"	285.1701247	0.00167044444444444	-7.7282705	-0.245129441781763
"BH-00398"	"Barthe"	"Freshwater"	320.0906122	0.00151833333333333	-7.5051682	0.058107451475081
"BH-00398"	"Barthe"	"Freshwater"	354.8027621	0.00148555555555556	-7.6700699	-0.089526385113112
"BH-00398"	"Barthe"	"Freshwater"	389.7242615	0.001583	-6.1665544	1.36265380569313
"BH-00398"	"Barthe"	"Freshwater"	424.4360965	0.00148622222222222	-7.8834721	-0.303279795894366
"BH-00398"	"Barthe"	"Freshwater"	459.358248	0.001447	-9.037784	-1.4369287949304
"BH-00398"	"Barthe"	"Freshwater"	494.0698331	0.00144088888888889	-8.1065744	-0.502499762768879
"BH-00398"	"Barthe"	"Freshwater"	528.7816184	0.00148388888888889	-9.5518893	-1.97046775815997
"BH-00398"	"Barthe"	"Freshwater"	563.7038229	0.00157888888888889	-8.8243818	-1.29300779448911
"BH-00398"	"Barthe"	"Freshwater"	598.4154076	0.00147077777777778	-8.8340819	-1.24575321279524
"BH-00398"	"Barthe"	"Freshwater"	633.3379824	0.00135755555555556	-8.1744751	-0.526499115111736
"BH-00398"	"Barthe"	"Freshwater"	668.0493994	0.00138666666666667	-7.3596667	0.272973080773369
"BH-00398"	"Barthe"	"Freshwater"	702.9722612	0.00153222222222222	-8.0483738	-0.492415039801111
"BH-00398"	"Barthe"	"Freshwater"	737.6835365	0.00168777777777778	-7.8640719	-0.390062322094453
"BH-00398"	"Barthe"	"Freshwater"	772.6066269	0.00183888888888889	-6.1762545	1.21814730082059
"BH-00398"	"Barthe"	"Freshwater"	807.3177813	0.00177244444444444	-7.2626657	0.166740108685889
"BH-00398"	"Barthe"	"Freshwater"	842.0290969	0.00171222222222222	-8.6982805	-1.23714865074055
"BH-00398"	"Barthe"	"Freshwater"	876.9521082	0.00195055555555556	-7.7864711	-0.45089710503999
"BH-00398"	"Barthe"	"Freshwater"	911.663315	0.00188377777777778	-8.455778	-1.08502439178406
"BH-00398"	"Barthe"	"Freshwater"	946.586499	0.00173511111111111	-7.6506697	-0.201596087563711
"BH-00398"	"Barthe"	"Freshwater"	981.2976103	0.00175733333333333	-7.1268643	0.310502286394385
"BH-00398"	"Barthe"	"Freshwater"	1016.220941	0.00179455555555556	-5.6912495	1.72650781777419
"BH-00398"	"Barthe"	"Freshwater"	1050.931967	0.00159555555555556	-8.1065744	-0.583980664020545
"BH-00398"	"Barthe"	"Freshwater"	1085.855423	0.00181266666666667	-7.0589636	0.349252491550035
"BH-00398"	"Barthe"	"Freshwater"	1120.566375	0.00213244444444445	-6.0501532	1.18959878680701
"BH-00398"	"Barthe"	"Freshwater"	1155.277456	0.00211322222222222	-7.4760679	-0.226189335666737
"BH-00398"	"Barthe"	"Freshwater"	1190.200823	0.00183577777777778	-8.3684771	-0.972436315533545
"BH-00398"	"Barthe"	"Freshwater"	1224.911834	0.00187611111111111	-7.1462645	0.228528032200397
"BH-00398"	"Barthe"	"Freshwater"	1259.835307	0.00222444444444444	-6.5933588	0.597926098993527
"BH-00398"	"Barthe"	"Freshwater"	1294.546253	0.00220866666666667	-8.1744751	-0.974878212516725
"BH-00398"	"Barthe"	"Freshwater"	1329.469819	0.00224666666666667	-6.7194601	0.460117772951617
"BH-00398"	"Barthe"	"Freshwater"	1364.180707	0.00243333333333333	-4.6048383	2.47640055419961
"BH-00398"	"Barthe"	"Freshwater"	1398.891704	0.00228111111111111	-6.0695534	1.09187858258666
"BH-00405"	"Barthe"	"Freshwater"	0	0.00205555555555556	-8.8534821	-1.573223803088
"BH-00405"	"Barthe"	"Freshwater"	36.22154055	0.00222718518518518	-9.4936887	-2.30384766755164
"BH-00405"	"Barthe"	"Freshwater"	72.44308111	0.00210496296296296	-9.134785	-1.88055532432116
"BH-00405"	"Barthe"	"Freshwater"	108.7795937	0.00201066666666667	-8.7952815	-1.49137501048334
"BH-00405"	"Barthe"	"Freshwater"	145.1206395	0.00198777777777778	-8.9310829	-1.61511817366018
"BH-00405"	"Barthe"	"Freshwater"	181.463495	0.00199	-8.5236787	-1.20888467626437
"BH-00405"	"Barthe"	"Freshwater"	217.8072542	0.00200022222222222	-8.8631822	-1.55377340824365
"BH-00405"	"Barthe"	"Freshwater"	254.1515296	0.00193925925925926	-9.4160879	-2.07456283346869
"BH-00405"	"Barthe"	"Freshwater"	290.4961273	0.00175711111111111	-9.1056847	-1.6682010433452
"BH-00405"	"Barthe"	"Freshwater"	326.8409399	0.00149277777777778	-8.843782	-1.26704326857673
"BH-00405"	"Barthe"	"Freshwater"	363.1859028	0.00165185185185185	-8.5236787	-1.0307427633267
"BH-00405"	"Barthe"	"Freshwater"	399.530975	0.00200274074074074	-7.1850649	0.123017095471604
"BH-00405"	"Barthe"	"Freshwater"	435.8761292	0.00164466666666667	-7.0686637	0.428057508426843
"BH-00405"	"Barthe"	"Freshwater"	472.2213464	0.00124094814814815	-8.5721792	-0.862772547127841
"BH-00405"	"Barthe"	"Freshwater"	508.5666131	0.000987785185185185	-8.7370809	-0.894303904116436
"BH-00405"	"Barthe"	"Freshwater"	544.9119195	0.000915055555555555	-8.7661812	-0.885089059052285
"BH-00405"	"Barthe"	"Freshwater"	581.257258	0.00093102962962963	-8.4169776	-0.544300859605407
"BH-00405"	"Barthe"	"Freshwater"	617.6026231	0.00108691111111111	-8.8728823	-1.08232644494736
"BH-00405"	"Barthe"	"Freshwater"	653.9480102	0.00104422222222222	-8.358777	-0.545731947920861
"BH-00405"	"Barthe"	"Freshwater"	690.2934159	0.00104974074074074	-7.8931722	-0.0830343927212684
"BH-00405"	"Barthe"	"Freshwater"	726.6388374	0.00110111111111111	-9.2026857	-1.41961063458814
"BH-00405"	"Barthe"	"Freshwater"	762.9842724	0.00123422222222222	-8.7564811	-1.04353112057916
"BH-00405"	"Barthe"	"Freshwater"	799.3297192	0.00129274074074074	-7.4760679	0.206053577510492
"BH-00405"	"Barthe"	"Freshwater"	835.6751761	0.0013752962962963	-6.806761	0.831868875764811
"BH-00405"	"Barthe"	"Freshwater"	872.020642	0.00157622222222222	-5.6136487	1.91913014863592
"BH-00405"	"Barthe"	"Freshwater"	907.3753358	0.00192555555555556	-4.8570409	2.49170349925715
"BH-00405"	"Barthe"	"Freshwater"	942.730078	0.00209318518518519	-4.3623358	2.89809859948104
