"ID"	"ID2"	"d18O"	"Distance_um"
"17"	"margin"	"-3.8870309"	"974.3433686"
"17"	"BH-01809"	"-5.0025424"	"934.0374725"
"17"	"BH-01809"	"-4.8764411"	"893.7320628"
"17"	"BH-01809"	"-5.2062445"	"853.0140679"
"17"	"BH-01809"	"-5.73975"	"812.2961283"
"17"	"BH-01809"	"-5.4293468"	"771.9909326"
"17"	"BH-01809"	"-5.9531522"	"731.2728629"
"17"	"BH-01809"	"-4.3332355"	"690.5548494"
"17"	"BH-01809"	"-6.3411562"	"649.8369026"
"17"	"BH-01809"	"-5.7979506"	"609.5317875"
"17"	"BH-01809"	"-4.9831422"	"568.8136778"
"17"	"BH-01809"	"-5.7688503"	"528.0956353"
"17"	"BH-01809"	"-4.1295334"	"487.377677"
"17"	"BH-01809"	"-3.7512295"	"447.072701"
"17"	"BH-01809"	"-4.9831422"	"406.354525"
"17"	"BH-01809"	"-4.9346417"	"365.6364314"
"17"	"BH-01809"	"-6.3896567"	"324.9184513"
"17"	"BH-01809"	"-6.4769576"	"284.2006334"
"17"	"BH-01809"	"-6.806761"	"243.8954694"
"17"	"BH-01809"	"-6.9619626"	"203.1772625"
"17"	"BH-01809"	"-8.0289736"	"162.4592257"
"17"	"BH-01809"	"-8.1550749"	"122.1556384"
"17"	"BH-01809"	"-7.6215694"	"81.43709229"
"17"	"BH-01809"	"-8.2811762"	"40.71854614"
"17"	"core"	"-8.1453748"	"0"
"18"	"margin"	"-6.5836587"	"1994.185548"
"18"	"BH-01737"	"-6.2538553"	"1954.226445"
"18"	"BH-01737"	"-6.3120559"	"1914.267484"
"18"	"BH-01737"	"-4.9249416"	"1874.308673"
"18"	"BH-01737"	"-6.4478573"	"1835.208163"
"18"	"BH-01737"	"-7.2723658"	"1795.249843"
"18"	"BH-01737"	"-7.3693668"	"1756.150335"
"18"	"BH-01737"	"-5.0413428"	"1716.704983"
"18"	"BH-01737"	"-6.6030589"	"1678.118291"
"18"	"BH-01737"	"-6.2732555"	"1638.672939"
"18"	"BH-01737"	"-6.7388603"	"1600.086248"
"18"	"BH-01737"	"-5.9919526"	"1560.640894"
"18"	"BH-01737"	"-4.866741"	"1522.054204"
"18"	"BH-01737"	"-6.3314561"	"1482.608849"
"18"	"BH-01737"	"-6.0016527"	"1444.02216"
"18"	"BH-01737"	"-6.6612595"	"1404.576805"
"18"	"BH-01737"	"-4.9249416"	"1365.990117"
"18"	"BH-01737"	"-4.2653348"	"1326.54476"
"18"	"BH-01737"	"-4.8376407"	"1287.099452"
"18"	"BH-01737"	"-6.0695534"	"1248.512715"
"18"	"BH-01737"	"-6.6030589"	"1209.067409"
"18"	"BH-01737"	"-6.5351582"	"1170.48067"
"18"	"BH-01737"	"-5.7785504"	"1131.035366"
"18"	"BH-01737"	"-5.7203498"	"1092.448626"
"18"	"BH-01737"	"-3.79973"	"1053.003324"
"18"	"BH-01737"	"-5.1480439"	"1014.416581"
"18"	"BH-01737"	"-5.9143518"	"974.9712816"
"18"	"BH-01737"	"-5.9822525"	"936.3845364"
"18"	"BH-01737"	"-7.2141652"	"896.9392399"
"18"	"BH-01737"	"-6.806761"	"858.3524917"
"18"	"BH-01737"	"-6.7679606"	"818.9071986"
"18"	"BH-01737"	"-4.4302365"	"780.320447"
"18"	"BH-01737"	"-7.8931722"	"740.8751582"
"18"	"BH-01737"	"-7.3111662"	"702.2884023"
"18"	"BH-01737"	"-7.7864711"	"662.8431187"
"18"	"BH-01737"	"-7.3984671"	"623.3979467"
"18"	"BH-01737"	"-7.3790669"	"584.8110806"
"18"	"BH-01737"	"-4.9152415"	"545.3659322"
"18"	"BH-01737"	"-6.2344551"	"506.7790446"
"18"	"BH-01737"	"-7.1365644"	"467.3339277"
"18"	"BH-01737"	"-6.9134621"	"428.7470117"
"18"	"BH-01737"	"-8.2035754"	"389.3019394"
"18"	"BH-01737"	"-6.8649616"	"350.714984"
"18"	"BH-01737"	"-6.8455614"	"311.2699793"
"18"	"BH-01737"	"-4.4399366"	"272.6829661"
"18"	"BH-01737"	"-5.1092435"	"233.2380758"
"18"	"BH-01737"	"-4.4496367"	"194.6509697"
"18"	"BH-01737"	"-4.9346417"	"155.2063143"
"18"	"BH-01737"	"-6.3605564"	"116.6190379"
"18"	"BH-01737"	"-6.1762545"	"77.17512553"
"18"	"BH-01737"	"-5.4196467"	"37.73592453"
"18"	"core"	"-4.5466377"	"0"
"19"	"margin"	"-4.9831422"	"1645.86178"
"19"	"BH-90307"	"-5.5845484"	"1605.551619"
"19"	"BH-90307"	"-6.9619626"	"1565.241515"
"19"	"BH-90307"	"-5.0801432"	"1524.931474"
"19"	"BH-90307"	"-5.6233488"	"1484.621501"
"19"	"BH-90307"	"-6.6515594"	"1444.311601"
"19"	"BH-90307"	"-6.8843618"	"1404.001781"
"19"	"BH-90307"	"-7.7185704"	"1363.692047"
"19"	"BH-90307"	"-6.0792535"	"1323.382409"
"19"	"BH-90307"	"-5.1965444"	"1283.072874"
"19"	"BH-90307"	"-6.2150549"	"1242.763453"
"19"	"BH-90307"	"-4.5563378"	"1202.454157"
"19"	"BH-90307"	"-4.5563378"	"1162.145"
"19"	"BH-90307"	"-5.836751"	"1121.835995"
"19"	"BH-90307"	"-6.7194601"	"1081.527161"
"19"	"BH-90307"	"-6.3120559"	"1041.218517"
"19"	"BH-90307"	"-4.1489336"	"1000.910086"
"19"	"BH-90307"	"-5.4584471"	"960.6018946"
"19"	"BH-90307"	"-6.224755"	"920.2939748"
"19"	"BH-90307"	"-5.7882505"	"879.9863635"
"19"	"BH-90307"	"-4.4108363"	"839.6791054"
"19"	"BH-90307"	"-5.7203498"	"799.3722537"
"19"	"BH-90307"	"-6.3799566"	"759.0658733"
"19"	"BH-90307"	"-6.2150549"	"718.7600434"
"19"	"BH-90307"	"-5.0219426"	"678.4548622"
"19"	"BH-90307"	"-7.0298633"	"638.1504525"
"19"	"BH-90307"	"-7.0395634"	"597.8469704"
"19"	"BH-90307"	"-6.4284571"	"557.544617"
"19"	"BH-90307"	"-6.7970609"	"517.7200015"
"19"	"BH-90307"	"-7.485768"	"477.895386"
"19"	"BH-90307"	"-5.7591502"	"438.0707705"
"19"	"BH-90307"	"-4.7406397"	"398.246155"
"19"	"BH-90307"	"-5.351746"	"358.4215395"
"19"	"BH-90307"	"-6.6709596"	"318.596924"
"19"	"BH-90307"	"-6.8455614"	"278.7723085"
"19"	"BH-90307"	"-8.5139786"	"238.947693"
"19"	"BH-90307"	"-7.194765"	"199.1230775"
"19"	"BH-90307"	"-6.6612595"	"159.298462"
"19"	"BH-90307"	"-7.1365644"	"119.4738465"
"19"	"BH-90307"	"-7.2141652"	"79.64923101"
"19"	"BH-90307"	"-7.8446717"	"39.8246155"
"19"	"core"	"-6.612759"	"0"
"20"	"margin"	"-6.321756"	"1215.076129"
"20"	"BH-01802"	"-4.575738"	"1175.415246"
"20"	"BH-01802"	"-5.5263478"	"1135.754375"
"20"	"BH-01802"	"-7.4372675"	"1096.093518"
"20"	"BH-01802"	"-7.3402665"	"1056.432677"
"20"	"BH-01802"	"-5.7009496"	"1016.771852"
"20"	"BH-01802"	"-5.0510429"	"977.1110479"
"20"	"BH-01802"	"-5.060743"	"937.4502653"
"20"	"BH-01802"	"-7.0783638"	"897.7895076"
"20"	"BH-01802"	"-4.3623358"	"858.1287782"
"20"	"BH-01802"	"-5.3032455"	"818.4680812"
"20"	"BH-01802"	"-6.3411562"	"778.8074216"
"20"	"BH-01802"	"-6.5642585"	"739.1468054"
"20"	"BH-01802"	"-6.3993568"	"699.48624"
"20"	"BH-01802"	"-6.3314561"	"659.8257346"
"20"	"BH-01802"	"-6.3993568"	"620.1653005"
"20"	"BH-01802"	"-5.6815494"	"580.5049526"
"20"	"BH-01802"	"-4.5466377"	"540.8447097"
"20"	"BH-01802"	"-5.4002465"	"502.012948"
"20"	"BH-01802"	"-6.1859546"	"463.18139"
"20"	"BH-01802"	"-7.970773"	"424.3500913"
"20"	"BH-01802"	"-7.3208663"	"385.5191305"
"20"	"BH-01802"	"-7.0104631"	"346.6886211"
"20"	"BH-01802"	"-7.1559646"	"307.8587338"
"20"	"BH-01802"	"-7.5342685"	"269.0297381"
"20"	"BH-01802"	"-8.5333788"	"230.2020851"
"20"	"BH-01802"	"-6.515758"	"191.3765921"
"20"	"BH-01802"	"-7.2529656"	"153.1012737"
"20"	"BH-01802"	"-8.358777"	"114.8259553"
"20"	"BH-01802"	"-6.9619626"	"76.55063684"
"20"	"BH-01802"	"-8.7370809"	"38.27531842"
"20"	"core"	"-7.9222725"	"0"
"21"	"margin"	"-6.7679606"	"2053.90214"
"21"	"BH-01868"	"-7.6991702"	"2013.605969"
"21"	"BH-01868"	"-6.5545584"	"1973.310417"
"21"	"BH-01868"	"-6.9134621"	"1933.348649"
"21"	"BH-01868"	"-7.1656647"	"1892.532959"
"21"	"BH-01868"	"-6.9619626"	"1852.571186"
"21"	"BH-01868"	"-6.612759"	"1812.609445"
"21"	"BH-01868"	"-6.4672575"	"1771.793724"
"21"	"BH-01868"	"-7.485768"	"1731.831978"
"21"	"BH-01868"	"-6.1083538"	"1691.016262"
"21"	"BH-01868"	"-4.6242385"	"1651.054512"
"21"	"BH-01868"	"-5.5748483"	"1611.092797"
"21"	"BH-01868"	"-6.7582605"	"1570.277046"
"21"	"BH-01868"	"-5.545748"	"1530.315327"
"21"	"BH-01868"	"-4.7406397"	"1489.49958"
"21"	"BH-01868"	"-6.030753"	"1449.537857"
"21"	"BH-01868"	"-6.7970609"	"1409.576177"
"21"	"BH-01868"	"-7.8252715"	"1368.760388"
"21"	"BH-01868"	"-7.582769"	"1328.798706"
"21"	"BH-01868"	"-6.6418593"	"1287.982919"
"21"	"BH-01868"	"-5.4875474"	"1248.021234"
"21"	"BH-01868"	"-7.3402665"	"1208.059601"
"21"	"BH-01868"	"-8.0871742"	"1167.243762"
"21"	"BH-01868"	"-7.9804731"	"1127.28213"
"21"	"BH-01868"	"-6.127754"	"1087.840521"
"21"	"BH-01868"	"-6.0501532"	"1047.024833"
"21"	"BH-01868"	"-7.2626657"	"1007.063057"
"21"	"BH-01868"	"-7.2723658"	"966.2473803"
"21"	"BH-01868"	"-7.1074641"	"926.2855931"
"21"	"BH-01868"	"-4.9540419"	"886.3238686"
"21"	"BH-01868"	"-6.7000599"	"845.5081312"
"21"	"BH-01868"	"-7.0686637"	"805.5463984"
"21"	"BH-01868"	"-7.4372675"	"764.7306715"
"21"	"BH-01868"	"-7.5730689"	"724.7689287"
"21"	"BH-01868"	"-7.8155714"	"684.8072722"
"21"	"BH-01868"	"-7.7282705"	"643.9914596"
"21"	"BH-01868"	"-7.776771"	"604.0298006"
"21"	"BH-01868"	"-7.4566677"	"564.0682583"
"21"	"BH-01868"	"-6.2053548"	"523.2523292"
"21"	"BH-01868"	"-6.7194601"	"483.2908027"
"21"	"BH-01868"	"-6.6903598"	"442.474858"
"21"	"BH-01868"	"-6.8649616"	"402.5133538"
"21"	"BH-01868"	"-7.3111662"	"362.5520652"
"21"	"BH-01868"	"-7.4954681"	"321.7359166"
"21"	"BH-01868"	"-7.3499666"	"281.7747327"
"21"	"BH-01868"	"-5.8173508"	"240.9585027"
"21"	"BH-01868"	"-6.6321592"	"200.9975124"
"21"	"BH-01868"	"-7.0298633"	"161.5549442"
"21"	"BH-01868"	"-7.3014661"	"120.2206305"
"21"	"BH-01868"	"-7.4178673"	"80.77747211"
"21"	"BH-01868"	"-6.6709596"	"39.44616585"
"21"	"core"	NA	"0"
"22"	"margin"	"-7.1850649"	"1857.49428"
"22"	"BH-01860"	"-6.3508563"	"1817.477648"
"22"	"BH-01860"	"-8.3684771"	"1777.461392"
"22"	"BH-01860"	"-5.9434521"	"1737.649562"
"22"	"BH-01860"	"-7.1365644"	"1697.837743"
"22"	"BH-01860"	"-6.8164611"	"1657.821764"
"22"	"BH-01860"	"-5.7882505"	"1618.009889"
"22"	"BH-01860"	"-6.8843618"	"1578.198023"
"22"	"BH-01860"	"-6.6612595"	"1538.386167"
"22"	"BH-01860"	"-6.6321592"	"1498.370448"
"22"	"BH-01860"	"-5.836751"	"1458.558535"
"22"	"BH-01860"	"-4.7309396"	"1418.74663"
"22"	"BH-01860"	"-6.5448583"	"1378.934734"
"22"	"BH-01860"	"-7.5051682"	"1338.91934"
"22"	"BH-01860"	"-5.7979506"	"1299.107386"
"22"	"BH-01860"	"-6.1665544"	"1259.295438"
"22"	"BH-01860"	"-4.866741"	"1219.483497"
"22"	"BH-01860"	"-5.6621492"	"1179.468524"
"22"	"BH-01860"	"-5.9240519"	"1139.656527"
"22"	"BH-01860"	"-7.5633688"	"1099.844534"
"22"	"BH-01860"	"-6.7291602"	"1059.830175"
"22"	"BH-01860"	"-7.3402665"	"1020.018137"
"22"	"BH-01860"	"-6.6321592"	"980.2061008"
"22"	"BH-01860"	"-5.0801432"	"939.4147114"
"22"	"BH-01860"	"-5.1189436"	"898.4213933"
"22"	"BH-01860"	"-5.8852515"	"857.6298735"
"22"	"BH-01860"	"-6.5545584"	"816.8384173"
"22"	"BH-01860"	"-7.8349716"	"776.0470347"
"22"	"BH-01860"	"-6.2053548"	"735.0537395"
"22"	"BH-01860"	"-6.4090569"	"694.2621983"
"22"	"BH-01860"	"-4.8376407"	"653.4707339"
"22"	"BH-01860"	"-5.254745"	"612.6793615"
"22"	"BH-01860"	"-5.0413428"	"571.6861027"
"22"	"BH-01860"	"-5.6039486"	"530.8945281"
"22"	"BH-01860"	"-5.7300499"	"490.1030504"
"22"	"BH-01860"	"-7.1462645"	"449.1102315"
"22"	"BH-01860"	"-6.1180539"	"408.3185031"
"22"	"BH-01860"	"-7.5924691"	"367.5268698"
"22"	"BH-01860"	"-6.8843618"	"326.7353669"
"22"	"BH-01860"	"-5.8852515"	"285.7428914"
"22"	"BH-01860"	"-6.6515594"	"244.9510155"
"22"	"BH-01860"	"-7.2044651"	"204.1592516"
"22"	"BH-01860"	"-6.5739586"	"163.3676835"
"22"	"BH-01860"	"-6.0113528"	"122.3764683"
"22"	"BH-01860"	"-7.2723658"	"81.58431222"
"22"	"BH-01860"	"-6.7970609"	"40.79215611"
"22"	"core"	"-7.9319726"	"0"
"23"	"margin"	"-6.612759"	"1919.137827"
"23"	"BH-01738"	"-7.1753648"	"1879.514831"
"23"	"BH-01738"	"-5.9919526"	"1839.157688"
"23"	"BH-01738"	"-8.5624791"	"1798.800712"
"23"	"BH-01738"	"-6.6806597"	"1758.443914"
"23"	"BH-01738"	"-5.7203498"	"1718.087309"
"23"	"BH-01738"	"-7.388767"	"1677.730908"
"23"	"BH-01738"	"-6.903762"	"1637.374728"
"23"	"BH-01738"	"-4.6339386"	"1597.018785"
"23"	"BH-01738"	"-5.0219426"	"1556.663098"
"23"	"BH-01738"	"-6.418757"	"1516.307686"
"23"	"BH-01738"	"-7.0201632"	"1475.952574"
"23"	"BH-01738"	"-7.5536687"	"1435.597785"
"23"	"BH-01738"	"-3.8385304"	"1395.243348"
"23"	"BH-01738"	"-5.0801432"	"1354.206779"
"23"	"BH-01738"	"-5.545748"	"1313.17021"
"23"	"BH-01738"	"-7.0492635"	"1272.133641"
"23"	"BH-01738"	"-6.6515594"	"1231.097072"
"23"	"BH-01738"	"-6.8358613"	"1190.060503"
"23"	"BH-01738"	"-5.9725524"	"1149.023934"
"23"	"BH-01738"	"-3.9258313"	"1107.987365"
"23"	"BH-01738"	"-5.9919526"	"1066.950795"
"23"	"BH-01738"	"-6.515758"	"1025.914226"
"23"	"BH-01738"	"-7.0589636"	"984.8776574"
"23"	"BH-01738"	"-6.2538553"	"943.8410883"
"23"	"BH-01738"	"-8.3878773"	"902.8045193"
"23"	"BH-01738"	"-8.2132755"	"861.7679502"
"23"	"BH-01738"	"-8.164775"	"820.7313811"
"23"	"BH-01738"	"-7.2141652"	"779.6948121"
"23"	"BH-01738"	"-7.3402665"	"738.658243"
"23"	"BH-01738"	"-7.1850649"	"697.621674"
"23"	"BH-01738"	"-7.2432655"	"656.5851049"
"23"	"BH-01738"	"-5.5942485"	"615.5485359"
"23"	"BH-01738"	"-6.8455614"	"574.5119668"
"23"	"BH-01738"	"-7.388767"	"533.4753977"
"23"	"BH-01738"	"-7.5633688"	"492.4388287"
"23"	"BH-01738"	"-6.9910629"	"451.4022596"
"23"	"BH-01738"	"-8.0192735"	"410.3656906"
"23"	"BH-01738"	"-8.9116827"	"369.3291215"
"23"	"BH-01738"	"-9.6488903"	"328.2925525"
"23"	"BH-01738"	"-7.4760679"	"287.2559834"
"23"	"BH-01738"	"-7.6118693"	"246.2194143"
"23"	"BH-01738"	NA	"205.1828453"
"23"	"BH-01738"	NA	"164.1462762"
"23"	"BH-01738"	NA	"123.1097072"
"23"	"BH-01738"	"-10.2793968"	"82.07313811"
"23"	"BH-01738"	"-9.2414861"	"41.03656906"
"23"	"core"	"-8.9310829"	"0"
"61"	"margin"	"-5.3323458"	"1253.864426"
"61"	"BH-01882"	"-5.2644451"	"1214.319974"
"61"	"BH-01882"	"-6.2441552"	"1174.776575"
"61"	"BH-01882"	"-5.351746"	"1136.15844"
"61"	"BH-01882"	"-4.4690369"	"1097.540888"
"61"	"BH-01882"	"-4.2556347"	"1058.540977"
"61"	"BH-01882"	"-4.963742"	"1018.6172"
"61"	"BH-01882"	"-4.5369376"	"979.6172722"
"61"	"BH-01882"	"-6.9328623"	"940.6173505"
"61"	"BH-01882"	"-6.1956547"	"901.6174355"
"61"	"BH-01882"	"-6.0986537"	"862.6175282"
"61"	"BH-01882"	"-6.7000599"	"822.6937462"
"61"	"BH-01882"	"-7.4663678"	"783.6938178"
"61"	"BH-01882"	"-6.0016527"	"744.6938968"
"61"	"BH-01882"	"-3.4311262"	"705.6939847"
"61"	"BH-01882"	"-4.4108363"	"665.7702306"
"61"	"BH-01882"	"-5.545748"	"626.7702929"
"61"	"BH-01882"	"-5.3614461"	"587.7703633"
"61"	"BH-01882"	"-6.6321592"	"548.7704438"
"61"	"BH-01882"	"-7.0201632"	"509.7705366"
"61"	"BH-01882"	"-6.6709596"	"469.8467835"
"61"	"BH-01882"	"-7.8252715"	"430.8468405"
"61"	"BH-01882"	"-6.5060579"	"391.8469089"
"61"	"BH-01882"	"-7.5342685"	"352.8469923"
"61"	"BH-01882"	"-8.0774741"	"313.8470965"
"61"	"BH-01882"	"-7.291766"	"273.9233469"
"61"	"BH-01882"	"-7.4954681"	"234.9233918"
"61"	"BH-01882"	"-8.1841752"	"195.9234544"
"61"	"BH-01882"	"-9.0474841"	"156.9235483"
"61"	"BH-01882"	"-7.8155714"	"117"
"61"	"BH-01882"	"-7.4372675"	"78"
"61"	"BH-01882"	"-7.6991702"	"39"
"61"	"core"	"-7.8252715"	"0"
"62"	"margin"	"-5.3905464"	"1556.511805"
"62"	"BH-01898"	"-6.6903598"	"1516.687509"
"62"	"BH-01898"	"-5.7785504"	"1476.86323"
"62"	"BH-01898"	"-6.2441552"	"1437.03897"
"62"	"BH-01898"	"-5.9240519"	"1397.214729"
"62"	"BH-01898"	"-4.090733"	"1357.390511"
"62"	"BH-01898"	"-5.1383438"	"1317.566317"
"62"	"BH-01898"	"-5.1286437"	"1277.261132"
"62"	"BH-01898"	"-5.6912495"	"1237.436867"
"62"	"BH-01898"	"-7.6312695"	"1197.612625"
"62"	"BH-01898"	"-7.1462645"	"1157.788409"
"62"	"BH-01898"	"-6.3120559"	"1117.483333"
"62"	"BH-01898"	"-7.2529656"	"1077.659037"
"62"	"BH-01898"	"-6.7970609"	"1037.834765"
"62"	"BH-01898"	"-5.8270509"	"998.010521"
"62"	"BH-01898"	"-3.6639286"	"958.1863076"
"62"	"BH-01898"	"-5.8076507"	"917.8812559"
"62"	"BH-01898"	"-6.127754"	"878.0569458"
"62"	"BH-01898"	"-6.7485604"	"838.2326646"
"62"	"BH-01898"	"-8.6400799"	"798.4084168"
"62"	"BH-01898"	"-7.2432655"	"758.5842076"
"62"	"BH-01898"	"-7.6312695"	"718.2791936"
"62"	"BH-01898"	"-7.9998733"	"678.4548622"
"62"	"BH-01898"	"-7.5633688"	"638.6305661"
"62"	"BH-01898"	"-8.0289736"	"598.8063126"
"62"	"BH-01898"	"-9.6973908"	"558.9821106"
"62"	"BH-01898"	"-8.3005764"	"518.6771636"
"62"	"BH-01898"	"-7.8252715"	"478.8527958"
"62"	"BH-01898"	"-7.5633688"	"439.0284729"
"62"	"BH-01898"	"-7.4954681"	"399.2042084"
"62"	"BH-01898"	"-7.8446717"	"359.3800217"
"62"	"BH-01898"	"-9.8816927"	"319.0752262"
"62"	"BH-01898"	"-8.0580739"	"279.2507833"
"62"	"BH-01898"	"-8.5624791"	"239.4263979"
"62"	"BH-01898"	"-9.2608863"	"199.6021042"
"62"	"BH-01898"	"-8.7079806"	"159.7779709"
"62"	"BH-01898"	"-8.4460779"	"119.4738465"
"62"	"BH-01898"	"-8.1162745"	"79.64923101"
"62"	"BH-01898"	"-7.873772"	"39.8246155"
"62"	"core"	"-8.0580739"	"0"
"63"	"margin"	"-4.9443418"	"1402.971133"
"63"	"BH-01899"	"-5.642749"	"1362.661"
"63"	"BH-01899"	"-6.0792535"	"1322.350937"
"63"	"BH-01899"	"-5.5942485"	"1282.040951"
"63"	"BH-01899"	"-5.3226457"	"1242.444767"
"63"	"BH-01899"	"-4.4011362"	"1202.134768"
"63"	"BH-01899"	"-3.411726"	"1161.824858"
"63"	"BH-01899"	"-3.5669276"	"1122.228586"
"63"	"BH-01899"	"-5.3808463"	"1081.918666"
"63"	"BH-01899"	"-5.0995434"	"1042.322407"
"63"	"BH-01899"	"-5.351746"	"1002.012475"
"63"	"BH-01899"	"-5.3226457"	"962.4162301"
"63"	"BH-01899"	"-6.8746617"	"922.1062845"
"63"	"BH-01899"	"-6.3993568"	"881.7964618"
"63"	"BH-01899"	"-6.3508563"	"842.200095"
"63"	"BH-01899"	"-5.0413428"	"801.8902668"
"63"	"BH-01899"	"-5.0219426"	"762.2939066"
"63"	"BH-01899"	"-5.6136487"	"721.9840718"
"63"	"BH-01899"	"-5.1286437"	"681.6744091"
"63"	"BH-01899"	"-5.9240519"	"642.0778769"
"63"	"BH-01899"	"-6.4672575"	"601.7682278"
"63"	"BH-01899"	"-9.9689936"	"562.171682"
"63"	"BH-01899"	"-7.2626657"	"521.8620507"
"63"	"BH-01899"	"-6.4381572"	"481.552697"
"63"	"BH-01899"	"-9.231786"	"441.9558802"
"63"	"BH-01899"	"-7.3984671"	"401.6466108"
"63"	"BH-01899"	"-7.7282705"	"362.0497203"
"63"	"BH-01899"	"-8.1938753"	"321.7405787"
"63"	"BH-01899"	"-7.1268643"	"281.4320522"
"63"	"BH-01899"	"-7.4275674"	"241.8346543"
"63"	"BH-01899"	"-7.3693668"	"201.5266732"
"63"	"BH-01899"	"-7.1365644"	"161.9289968"
"63"	"BH-01899"	"-7.2529656"	"121.6223664"
"63"	"BH-01899"	"-8.1550749"	"81.32035416"
"63"	"BH-01899"	"-8.0580739"	"41.01219331"
"63"	"core"	"-7.9028723"	"0"
"64"	"margin"	"-5.2353448"	"1401.194134"
"64"	"BH-01885"	"-5.9822525"	"1361.649"
"64"	"BH-01885"	"-6.0695534"	"1322.104761"
"64"	"BH-01885"	"-5.060743"	"1282.5615"
"64"	"BH-01885"	"-5.5554481"	"1243.268274"
"64"	"BH-01885"	"-4.381736"	"1203.975083"
"64"	"BH-01885"	"-3.508727"	"1164.681931"
"64"	"BH-01885"	"-4.6436387"	"1125.388822"
"64"	"BH-01885"	"-5.254745"	"1086.09576"
"64"	"BH-01885"	"-5.9919526"	"1046.802751"
"64"	"BH-01885"	"-6.3120559"	"1006.541107"
"64"	"BH-01885"	"-6.9910629"	"966.2794627"
"64"	"BH-01885"	"-5.7591502"	"926.0178184"
"64"	"BH-01885"	"-7.5245684"	"885.7561741"
"64"	"BH-01885"	"-6.0986537"	"845.4945298"
"64"	"BH-01885"	"-5.2450449"	"805.2328856"
"64"	"BH-01885"	"-3.7512295"	"764.9712413"
"64"	"BH-01885"	"-3.9646317"	"724.709597"
"64"	"BH-01885"	"-5.351746"	"684.4479527"
"64"	"BH-01885"	"-5.1771442"	"644.1863085"
"64"	"BH-01885"	"-5.9240519"	"603.9246642"
"64"	"BH-01885"	"-6.1665544"	"563.6630199"
"64"	"BH-01885"	"-5.8755514"	"523.4013756"
"64"	"BH-01885"	"-5.9822525"	"483.1397313"
"64"	"BH-01885"	"-6.4478573"	"442.8780871"
"64"	"BH-01885"	"-7.2141652"	"402.6164428"
"64"	"BH-01885"	"-7.2626657"	"362.3547985"
"64"	"BH-01885"	"-6.8358613"	"322.0931542"
"64"	"BH-01885"	"-7.0783638"	"281.8315099"
"64"	"BH-01885"	"-6.6030589"	"241.5698657"
"64"	"BH-01885"	"-7.776771"	"201.3082214"
"64"	"BH-01885"	"-7.3208663"	"161.0465771"
"64"	"BH-01885"	"-7.2723658"	"120.7849328"
"64"	"BH-01885"	"-7.097764"	"80.52328856"
"64"	"BH-01885"	"-7.0492635"	"40.26164428"
"64"	"core"	"-6.6418593"	"0"
"65"	"margin"	"-5.1383438"	"1568.645913"
"65"	"BH-01900"	"-5.7591502"	"1528.796258"
"65"	"BH-01900"	"-5.4681472"	"1488.946608"
"65"	"BH-01900"	"-6.4090569"	"1449.09696"
"65"	"BH-01900"	"-6.8552615"	"1409.247317"
"65"	"BH-01900"	"-4.5078373"	"1369.397678"
"65"	"BH-01900"	"-3.605728"	"1329.548044"
"65"	"BH-01900"	"-5.0316427"	"1289.698414"
"65"	"BH-01900"	"-4.9346417"	"1249.848791"
"65"	"BH-01900"	"-5.5942485"	"1209.999174"
"65"	"BH-01900"	"-6.4769576"	"1170.149563"
"65"	"BH-01900"	"-6.3508563"	"1130.29996"
"65"	"BH-01900"	"-6.8455614"	"1090.450366"
"65"	"BH-01900"	"-6.7873608"	"1050.600781"
"65"	"BH-01900"	"-7.1656647"	"1010.751206"
"65"	"BH-01900"	"-6.0210529"	"970.9016428"
"65"	"BH-01900"	"-5.3614461"	"931.0520931"
"65"	"BH-01900"	"-2.9946217"	"891.2025583"
"65"	"BH-01900"	"-4.672739"	"851.3530408"
"65"	"BH-01900"	"-5.6912495"	"811.5035428"
"65"	"BH-01900"	"-6.1568543"	"771.6540676"
"65"	"BH-01900"	"-6.5933588"	"731.8046187"
"65"	"BH-01900"	"-6.5060579"	"691.9552009"
"65"	"BH-01900"	"-6.8455614"	"652.1058196"
"65"	"BH-01900"	"-6.9910629"	"612.2564822"
"65"	"BH-01900"	"-7.097764"	"572.4071977"
"65"	"BH-01900"	"-8.0289736"	"532.5579781"
"65"	"BH-01900"	"-7.3402665"	"491.7570538"
"65"	"BH-01900"	"-7.9804731"	"450.9567607"
"65"	"BH-01900"	"-7.6894701"	"410.1572869"
"65"	"BH-01900"	"-7.873772"	"369.358904"
"65"	"BH-01900"	"-9.1735854"	"328.5620185"
"65"	"BH-01900"	"-7.582769"	"287.7672671"
"65"	"BH-01900"	"-7.5148683"	"246.6576575"
"65"	"BH-01900"	"-7.6409696"	"205.5480479"
"65"	"BH-01900"	"-7.8834721"	"164.4384383"
"65"	"BH-01900"	"-7.3111662"	"123.3288287"
"65"	"BH-01900"	"-7.7573708"	"82.21921916"
"65"	"BH-01900"	"-7.970773"	"41.10960958"
"65"	"core"	"-7.7476707"	"0"
"66"	"margin"	"-5.9240519"	"1743.069993"
"66"	"BH-01889"	"-6.3314561"	"1703.473217"
"66"	"BH-01889"	"-5.1771442"	"1663.876498"
"66"	"BH-01889"	"-4.9346417"	"1624.27984"
"66"	"BH-01889"	"-6.7679606"	"1584.683249"
"66"	"BH-01889"	"-6.1859546"	"1545.086729"
"66"	"BH-01889"	"-4.9055414"	"1505.490286"
