"ID"	"capt"	"area"	"Sr"	"Na"	"Mg"	"Ba"	"Mn"	"dist"	"d18O"
"BH-00355"	"Peene"	"Freshwater"	0.00138111111111111	0.00716777777777778	8.55888888888889e-05	2.72e-05	6.52555555555556e-05	154	-8.5236787
"BH-00355"	"Peene"	"Freshwater"	0.00134	0.00709111111111111	8.47333333333333e-05	2.63444444444444e-05	6.72555555555555e-05	159.5	-8.5236787
"BH-00355"	"Peene"	"Freshwater"	0.00126888888888889	0.00707555555555556	8.35444444444444e-05	2.53888888888889e-05	7.08e-05	165	-8.5236787
"BH-00355"	"Peene"	"Freshwater"	0.00121666666666667	0.00705444444444444	8.26666666666667e-05	2.45666666666667e-05	7.27333333333333e-05	170.5	-8.5236787
"BH-00355"	"Peene"	"Freshwater"	0.00119666666666667	0.00707888888888889	8.25666666666666e-05	2.37777777777778e-05	7.44333333333333e-05	176	-8.5236787
"BH-00355"	"Peene"	"Freshwater"	0.00118888888888889	0.00708	8.39222222222222e-05	2.29e-05	7.54888888888889e-05	181.5	-8.9310829
"BH-00355"	"Peene"	"Freshwater"	0.00118444444444444	0.00706222222222222	8.41555555555555e-05	2.17777777777778e-05	7.61222222222222e-05	187	-8.9310829
"BH-00355"	"Peene"	"Freshwater"	0.00117222222222222	0.00705222222222222	8.45e-05	2.10777777777778e-05	7.55888888888889e-05	192.5	-8.9310829
"BH-00355"	"Peene"	"Freshwater"	0.00115777777777778	0.00707	8.47555555555555e-05	2.03333333333333e-05	7.46e-05	198	-8.9310829
"BH-00355"	"Peene"	"Freshwater"	0.00116	0.00715777777777778	8.57444444444444e-05	2.06333333333333e-05	7.34444444444444e-05	203.5	-8.9310829
"BH-00355"	"Peene"	"Freshwater"	0.00117	0.00718666666666667	8.64444444444444e-05	2.16e-05	7.17444444444444e-05	209	-8.9310829
"BH-00355"	"Peene"	"Freshwater"	0.00117666666666667	0.00715	8.70222222222222e-05	2.25666666666667e-05	7.09111111111111e-05	214.5	-8.9310829
"BH-00355"	"Peene"	"Freshwater"	0.00118	0.00705111111111111	8.61666666666667e-05	2.36555555555556e-05	7.10555555555556e-05	220	-9.2220859
"BH-00355"	"Peene"	"Freshwater"	0.00118111111111111	0.00697555555555556	8.45888888888889e-05	2.55555555555556e-05	7.17111111111111e-05	225.5	-9.2220859
"BH-00355"	"Peene"	"Freshwater"	0.00120111111111111	0.00703	8.17555555555555e-05	2.78444444444444e-05	7.39444444444444e-05	231	-9.2220859
"BH-00355"	"Peene"	"Freshwater"	0.00122777777777778	0.00711666666666667	7.88777777777778e-05	3.03666666666667e-05	7.63111111111111e-05	236.5	-9.2220859
"BH-00355"	"Peene"	"Freshwater"	0.00126888888888889	0.00720444444444444	7.53777777777778e-05	3.30666666666667e-05	7.85e-05	242	-9.2220859
"BH-00355"	"Peene"	"Freshwater"	0.00130444444444444	0.00721777777777778	7.40777777777778e-05	3.54333333333333e-05	8.05e-05	247.5	-9.2220859
"BH-00355"	"Peene"	"Freshwater"	0.00133777777777778	0.00722666666666667	7.26222222222222e-05	3.75111111111111e-05	8.13444444444444e-05	253	-8.9116827
"BH-00355"	"Peene"	"Freshwater"	0.00137777777777778	0.00727666666666667	7.09888888888889e-05	3.89555555555556e-05	8.25111111111111e-05	258.5	-8.9116827
"BH-00355"	"Peene"	"Freshwater"	0.00142333333333333	0.00738444444444445	7.00555555555555e-05	4.03222222222222e-05	8.40333333333333e-05	264	-8.9116827
"BH-00355"	"Peene"	"Freshwater"	0.00147777777777778	0.00749777777777778	6.89666666666666e-05	4.16444444444444e-05	8.57777777777778e-05	269.5	-8.9116827
"BH-00355"	"Peene"	"Freshwater"	0.00153666666666667	0.00762555555555556	7.11333333333333e-05	4.31555555555556e-05	8.77111111111111e-05	275	-8.9116827
"BH-00355"	"Peene"	"Freshwater"	0.00159333333333333	0.00761666666666667	7.33888888888889e-05	4.39e-05	9.07333333333333e-05	280.5	-8.9116827
"BH-00355"	"Peene"	"Freshwater"	0.00165	0.00768	7.72444444444444e-05	4.49333333333333e-05	9.41555555555556e-05	286	-8.9116827
"BH-00355"	"Peene"	"Freshwater"	0.00171666666666667	0.00769888888888889	8.16222222222222e-05	4.58777777777778e-05	9.89888888888889e-05	291.5	-8.9213828
"BH-00355"	"Peene"	"Freshwater"	0.00180444444444444	0.00770111111111111	8.24444444444444e-05	4.65222222222222e-05	0.000102488888888889	297	-8.9213828
"BH-00355"	"Peene"	"Freshwater"	0.00188666666666667	0.0077	8.31666666666667e-05	4.68777777777778e-05	0.000105133333333333	302.5	-8.9213828
"BH-00355"	"Peene"	"Freshwater"	0.00195111111111111	0.00764555555555555	8.33555555555555e-05	4.69222222222222e-05	0.000104988888888889	308	-8.9213828
"BH-00355"	"Peene"	"Freshwater"	0.00199444444444444	0.00757666666666667	8.25333333333333e-05	4.67555555555556e-05	0.000101522222222222	313.5	-8.9213828
"BH-00355"	"Peene"	"Freshwater"	0.00200777777777778	0.00757111111111111	8.25777777777778e-05	4.61555555555556e-05	9.76111111111111e-05	319	-8.9213828
"BH-00355"	"Peene"	"Freshwater"	0.00199777777777778	0.00755333333333333	8.06777777777778e-05	4.52e-05	9.37555555555556e-05	324.5	-9.1444851
"BH-00355"	"Peene"	"Freshwater"	0.00196666666666667	0.00755333333333333	7.98666666666667e-05	4.58666666666667e-05	8.73111111111111e-05	330	-9.1444851
"BH-00355"	"Peene"	"Freshwater"	0.00195222222222222	0.00753111111111111	7.93666666666667e-05	4.72777777777778e-05	8.09555555555556e-05	335.5	-9.1444851
"BH-00355"	"Peene"	"Freshwater"	0.00193666666666667	0.00746	7.80777777777778e-05	4.99777777777778e-05	7.26666666666667e-05	341	-9.1444851
"BH-00355"	"Peene"	"Freshwater"	0.00191111111111111	0.00743444444444444	7.76777777777778e-05	5.28888888888889e-05	6.49777777777778e-05	346.5	-9.1444851
"BH-00355"	"Peene"	"Freshwater"	0.00188888888888889	0.00733444444444444	7.57222222222222e-05	5.71333333333333e-05	5.8e-05	352	-9.1444851
