Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/17/20 10:00:00 AM,0.0,15.31,Logged,,,,20812401,    54 06.90,    13 28.45
2,03/17/20 11:00:00 AM,0.0,16.06,,,,,20812401,    54 06.90,    13 28.45
3,03/17/20 12:00:00 PM,0.0,16.53,,,,,20812401,    54 06.90,    13 28.45
4,03/17/20 01:00:00 PM,0.0,18.34,,,,,20812401,    54 06.90,    13 28.45
5,03/17/20 02:00:00 PM,0.0,19.07,,,,,20812401,    54 06.90,    13 28.45
6,03/17/20 03:00:00 PM,0.0,18.86,,,,,20812401,    54 06.90,    13 28.45
7,03/17/20 04:00:00 PM,0.0,17.87,,,,,20812401,    54 06.90,    13 28.45
8,03/17/20 05:00:00 PM,0.0,16.54,,,,,20812401,    54 06.90,    13 28.45
9,03/17/20 06:00:00 PM,0.0,15.3,,,,,20812401,    54 06.90,    13 28.45
10,03/17/20 07:00:00 PM,0.0,14.11,,,,,20812401,    54 06.90,    13 28.45
11,03/17/20 08:00:00 PM,0.0,13.16,,,,,20812401,    54 06.90,    13 28.45
12,03/17/20 09:00:00 PM,0.0,12.41,,,,,20812401,    54 06.90,    13 28.45
13,03/17/20 10:00:00 PM,0.0,11.85,,,,,20812401,    54 06.90,    13 28.45
14,03/17/20 11:00:00 PM,0.0,11.47,,,,,20812401,    54 06.90,    13 28.45
15,03/18/20 12:00:00 AM,0.0,11.2,,,,,20812401,    54 06.90,    13 28.45
16,03/18/20 01:00:00 AM,0.0,10.93,,,,,20812401,    54 06.90,    13 28.45
17,03/18/20 02:00:00 AM,0.0,10.69,,,,,20812401,    54 06.90,    13 28.45
18,03/18/20 03:00:00 AM,0.0,10.39,,,,,20812401,    54 06.90,    13 28.45
19,03/18/20 04:00:00 AM,0.0,9.94,,,,,20812401,    54 06.90,    13 28.45
20,03/18/20 05:00:00 AM,0.0,9.6,,,,,20812401,    54 06.90,    13 28.45
21,03/18/20 06:00:00 AM,0.0,9.27,,,,,20812401,    54 06.90,    13 28.45
22,03/18/20 07:00:00 AM,0.0,9.05,,,,,20812401,    54 06.90,    13 28.45
23,03/18/20 08:00:00 AM,0.0,9.18,,,,,20812401,    54 06.90,    13 28.45
24,03/18/20 09:00:00 AM,0.0,9.89,,,,,20812401,    54 06.90,    13 28.45
25,03/18/20 10:00:00 AM,0.0,12.46,,,,,20812401,    54 06.90,    13 28.45
26,03/18/20 11:00:00 AM,0.0,13.72,,,,,20812401,    54 06.90,    13 28.45
27,03/18/20 12:00:00 PM,0.0,14.04,,,,,20812401,    54 06.90,    13 28.45
28,03/18/20 01:00:00 PM,0.0,14.04,,,,,20812401,    54 06.90,    13 28.45
