Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/17/20 12:00:00 PM,0.0,19.24,Logged,,,,20812405,   54 34.766,   13 22.730
2,03/17/20 01:00:00 PM,0.0,18.42,,,,,20812405,   54 34.766,   13 22.730
3,03/17/20 02:00:00 PM,0.0,19.65,,,,,20812405,   54 34.766,   13 22.730
4,03/17/20 03:00:00 PM,0.0,20.06,,,,,20812405,   54 34.766,   13 22.730
5,03/17/20 04:00:00 PM,0.0,19.36,,,,,20812405,   54 34.766,   13 22.730
6,03/17/20 05:00:00 PM,0.0,17.71,,,,,20812405,   54 34.766,   13 22.730
7,03/17/20 06:00:00 PM,0.0,15.81,,,,,20812405,   54 34.766,   13 22.730
8,03/17/20 07:00:00 PM,0.0,14.22,,,,,20812405,   54 34.766,   13 22.730
9,03/17/20 08:00:00 PM,0.0,12.76,,,,,20812405,   54 34.766,   13 22.730
10,03/17/20 09:00:00 PM,0.0,11.69,,,,,20812405,   54 34.766,   13 22.730
11,03/17/20 10:00:00 PM,0.0,10.94,,,,,20812405,   54 34.766,   13 22.730
12,03/17/20 11:00:00 PM,0.0,10.42,,,,,20812405,   54 34.766,   13 22.730
13,03/18/20 12:00:00 AM,0.0,10.15,,,,,20812405,   54 34.766,   13 22.730
14,03/18/20 01:00:00 AM,0.0,9.96,,,,,20812405,   54 34.766,   13 22.730
15,03/18/20 02:00:00 AM,0.0,9.69,,,,,20812405,   54 34.766,   13 22.730
16,03/18/20 03:00:00 AM,0.0,9.45,,,,,20812405,   54 34.766,   13 22.730
17,03/18/20 04:00:00 AM,0.0,9.09,,,,,20812405,   54 34.766,   13 22.730
18,03/18/20 05:00:00 AM,0.0,8.58,,,,,20812405,   54 34.766,   13 22.730
19,03/18/20 06:00:00 AM,0.0,8.23,,,,,20812405,   54 34.766,   13 22.730
20,03/18/20 07:00:00 AM,0.0,7.88,,,,,20812405,   54 34.766,   13 22.730
21,03/18/20 08:00:00 AM,0.0,7.82,,,,,20812405,   54 34.766,   13 22.730
22,03/18/20 09:00:00 AM,0.0,9.2,,,,,20812405,   54 34.766,   13 22.730
23,03/18/20 10:00:00 AM,0.0,12.07,,,,,20812405,   54 34.766,   13 22.730
24,03/18/20 11:00:00 AM,0.0,11.48,,,,,20812405,   54 34.766,   13 22.730
25,03/18/20 12:00:00 PM,0.0,11.46,,,,,20812405,   54 34.766,   13 22.730
26,03/18/20 01:00:00 PM,0.0,11.5,,,,,20812405,   54 34.766,   13 22.730
27,03/18/20 02:00:00 PM,0.0,11.25,,,,,20812405,   54 34.766,   13 22.730
28,03/18/20 03:00:00 PM,0.0,11.06,,,,,20812405,   54 34.766,   13 22.730
29,03/18/20 04:00:00 PM,0.0,11.0,,,,,20812405,   54 34.766,   13 22.730
30,03/18/20 05:00:00 PM,0.0,10.88,,,,,20812405,   54 34.766,   13 22.730
31,03/18/20 06:00:00 PM,9698.2,6.63,,,,,20812405,   54 34.766,   13 22.730
32,03/18/20 07:00:00 PM,9770.4,6.77,,,,,20812405,   54 34.766,   13 22.730
33,03/18/20 08:00:00 PM,9590.5,6.49,,,,,20812405,   54 34.766,   13 22.730
34,03/18/20 09:00:00 PM,9532.4,6.4,,,,,20812405,   54 34.766,   13 22.730
35,03/18/20 10:00:00 PM,9475.3,6.28,,,,,20812405,   54 34.766,   13 22.730
36,03/18/20 11:00:00 PM,9470.3,6.24,,,,,20812405,   54 34.766,   13 22.730
37,03/19/20 12:00:00 AM,9462.1,6.21,,,,,20812405,   54 34.766,   13 22.730
38,03/19/20 01:00:00 AM,9461.2,6.23,,,,,20812405,   54 34.766,   13 22.730
39,03/19/20 02:00:00 AM,9461.2,6.23,,,,,20812405,   54 34.766,   13 22.730
40,03/19/20 03:00:00 AM,9464.5,6.24,,,,,20812405,   54 34.766,   13 22.730
41,03/19/20 04:00:00 AM,9466.2,6.26,,,,,20812405,   54 34.766,   13 22.730
42,03/19/20 05:00:00 AM,9755.2,6.71,,,,,20812405,   54 34.766,   13 22.730
43,03/19/20 06:00:00 AM,9853.9,6.77,,,,,20812405,   54 34.766,   13 22.730
44,03/19/20 07:00:00 AM,9821.8,6.74,,,,,20812405,   54 34.766,   13 22.730
45,03/19/20 08:00:00 AM,9822.6,6.83,,,,,20812405,   54 34.766,   13 22.730
46,03/19/20 09:00:00 AM,9798.2,6.87,,,,,20812405,   54 34.766,   13 22.730
47,03/19/20 10:00:00 AM,9827.7,6.77,,,,,20812405,   54 34.766,   13 22.730
48,03/19/20 11:00:00 AM,9976.1,6.88,,,,,20812405,   54 34.766,   13 22.730
49,03/19/20 12:00:00 PM,10066.7,7.03,,,,,20812405,   54 34.766,   13 22.730
50,03/19/20 01:00:00 PM,10207.8,7.2,,,,,20812405,   54 34.766,   13 22.730
51,03/19/20 02:00:00 PM,10240.7,7.35,,,,,20812405,   54 34.766,   13 22.730
52,03/19/20 03:00:00 PM,10263.2,7.33,,,,,20812405,   54 34.766,   13 22.730
53,03/19/20 04:00:00 PM,10259.7,7.28,,,,,20812405,   54 34.766,   13 22.730
54,03/19/20 05:00:00 PM,10323.1,7.49,,,,,20812405,   54 34.766,   13 22.730
55,03/19/20 06:00:00 PM,10284.0,7.44,,,,,20812405,   54 34.766,   13 22.730
56,03/19/20 07:00:00 PM,10203.5,7.35,,,,,20812405,   54 34.766,   13 22.730
57,03/19/20 08:00:00 PM,10164.7,7.36,,,,,20812405,   54 34.766,   13 22.730
58,03/19/20 09:00:00 PM,10118.2,7.35,,,,,20812405,   54 34.766,   13 22.730
59,03/19/20 10:00:00 PM,10092.4,7.32,,,,,20812405,   54 34.766,   13 22.730
60,03/19/20 11:00:00 PM,10175.9,7.36,,,,,20812405,   54 34.766,   13 22.730
61,03/20/20 12:00:00 AM,10162.9,7.27,,,,,20812405,   54 34.766,   13 22.730
62,03/20/20 01:00:00 AM,10068.4,7.27,,,,,20812405,   54 34.766,   13 22.730
63,03/20/20 02:00:00 AM,10006.8,7.2,,,,,20812405,   54 34.766,   13 22.730
64,03/20/20 03:00:00 AM,9977.0,7.17,,,,,20812405,   54 34.766,   13 22.730
65,03/20/20 04:00:00 AM,9982.9,7.17,,,,,20812405,   54 34.766,   13 22.730
66,03/20/20 05:00:00 AM,10035.0,7.26,,,,,20812405,   54 34.766,   13 22.730
67,03/20/20 06:00:00 AM,9897.1,7.08,,,,,20812405,   54 34.766,   13 22.730
68,03/20/20 07:00:00 AM,9899.6,7.08,,,,,20812405,   54 34.766,   13 22.730
69,03/20/20 08:00:00 AM,9835.3,7.0,,,,,20812405,   54 34.766,   13 22.730
70,03/20/20 09:00:00 AM,9876.7,6.97,,,,,20812405,   54 34.766,   13 22.730
71,03/20/20 10:00:00 AM,9972.7,7.13,,,,,20812405,   54 34.766,   13 22.730
72,03/20/20 11:00:00 AM,9985.5,7.14,,,,,20812405,   54 34.766,   13 22.730
73,03/20/20 12:00:00 PM,9984.6,7.17,,,,,20812405,   54 34.766,   13 22.730
74,03/20/20 01:00:00 PM,10023.1,7.23,,,,,20812405,   54 34.766,   13 22.730
75,03/20/20 02:00:00 PM,10065.8,7.32,,,,,20812405,   54 34.766,   13 22.730
76,03/20/20 03:00:00 PM,10069.3,7.33,,,,,20812405,   54 34.766,   13 22.730
77,03/20/20 04:00:00 PM,10100.1,7.35,,,,,20812405,   54 34.766,   13 22.730
78,03/20/20 05:00:00 PM,10108.7,7.36,,,,,20812405,   54 34.766,   13 22.730
79,03/20/20 06:00:00 PM,10081.3,7.4,,,,,20812405,   54 34.766,   13 22.730
80,03/20/20 07:00:00 PM,10050.4,7.38,,,,,20812405,   54 34.766,   13 22.730
81,03/20/20 08:00:00 PM,10112.2,7.28,,,,,20812405,   54 34.766,   13 22.730
82,03/20/20 09:00:00 PM,10106.2,7.2,,,,,20812405,   54 34.766,   13 22.730
83,03/20/20 10:00:00 PM,10117.3,7.17,,,,,20812405,   54 34.766,   13 22.730
84,03/20/20 11:00:00 PM,10107.9,7.13,,,,,20812405,   54 34.766,   13 22.730
