"Plot Title: 20812396"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20812396, SEN S/N: 20812396)","Temp, °C (LGR S/N: 20812396, SEN S/N: 20812396)","Coupler Detached (LGR S/N: 20812396)","Coupler Attached (LGR S/N: 20812396)","Stopped (LGR S/N: 20812396)","End Of File (LGR S/N: 20812396)"
1,03/17/20 10:00:00 AM,0.0,15.01,Logged,,,
2,03/17/20 11:00:00 AM,0.0,15.29,,,,
3,03/17/20 12:00:00 PM,0.0,15.68,,,,
4,03/17/20 01:00:00 PM,0.0,17.19,,,,
5,03/17/20 02:00:00 PM,0.0,17.86,,,,
6,03/17/20 03:00:00 PM,0.0,17.83,,,,
7,03/17/20 04:00:00 PM,0.0,17.19,,,,
8,03/17/20 05:00:00 PM,0.0,16.26,,,,
9,03/17/20 06:00:00 PM,0.0,15.31,,,,
10,03/17/20 07:00:00 PM,0.0,14.40,,,,
11,03/17/20 08:00:00 PM,0.0,13.61,,,,
12,03/17/20 09:00:00 PM,0.0,12.99,,,,
13,03/17/20 10:00:00 PM,0.0,12.52,,,,
14,03/17/20 11:00:00 PM,0.0,12.15,,,,
15,03/18/20 12:00:00 AM,0.0,11.88,,,,
16,03/18/20 01:00:00 AM,0.0,11.59,,,,
17,03/18/20 02:00:00 AM,0.0,11.31,,,,
18,03/18/20 03:00:00 AM,0.0,11.02,,,,
19,03/18/20 04:00:00 AM,0.0,10.60,,,,
20,03/18/20 05:00:00 AM,0.0,10.26,,,,
21,03/18/20 06:00:00 AM,0.0,9.89,,,,
22,03/18/20 07:00:00 AM,0.0,9.66,,,,
23,03/18/20 08:00:00 AM,0.0,9.87,,,,
24,03/18/20 09:00:00 AM,0.0,10.40,,,,
25,03/18/20 10:00:00 AM,0.0,12.41,,,,
26,03/18/20 11:00:00 AM,0.0,13.41,,,,
27,03/18/20 12:00:00 PM,0.0,13.72,,,,
28,03/18/20 01:00:00 PM,0.0,13.78,,,,
29,03/18/20 02:00:00 PM,0.0,13.99,,,,
30,03/18/20 03:00:00 PM,0.0,13.90,,,,
31,03/18/20 04:00:00 PM,0.0,13.70,,,,
32,03/18/20 05:00:00 PM,0.0,13.16,,,,
33,03/18/20 06:00:00 PM,0.0,12.86,,,,
34,03/18/20 07:00:00 PM,0.0,14.01,,,,
35,03/18/20 08:00:00 PM,0.0,13.52,,,,
36,03/18/20 09:00:00 PM,0.0,12.99,,,,
37,03/18/20 10:00:00 PM,0.0,12.41,,,,
38,03/18/20 11:00:00 PM,0.0,11.87,,,,
39,03/19/20 12:00:00 AM,0.0,11.40,,,,
40,03/19/20 01:00:00 AM,0.0,10.95,,,,
41,03/19/20 02:00:00 AM,0.0,10.51,,,,
42,03/19/20 03:00:00 AM,0.0,10.11,,,,
43,03/19/20 04:00:00 AM,0.0,9.73,,,,
44,03/19/20 05:00:00 AM,0.0,9.43,,,,
45,03/19/20 06:00:00 AM,0.0,9.14,,,,
46,03/19/20 07:00:00 AM,0.0,8.91,,,,
47,03/19/20 08:00:00 AM,0.0,8.96,,,,
48,03/19/20 09:00:00 AM,0.0,10.85,,,,
49,03/19/20 10:00:00 AM,0.0,12.19,,,,
50,03/19/20 11:00:00 AM,0.0,13.68,,,,
51,03/19/20 12:00:00 PM,0.0,14.49,,,,
52,03/19/20 01:00:00 PM,0.0,15.63,,,,
53,03/19/20 02:00:00 PM,0.0,16.66,,,,
54,03/19/20 03:00:00 PM,0.0,15.86,,,,
55,03/19/20 04:00:00 PM,0.0,16.30,,,,
56,03/19/20 05:00:00 PM,0.0,16.91,,,,
57,03/19/20 06:00:00 PM,0.0,16.52,,,,
58,03/19/20 07:00:00 PM,0.0,14.61,,,,
59,03/19/20 08:00:00 PM,0.0,15.07,,,,
60,03/19/20 09:00:00 PM,0.0,15.01,,,,
61,03/19/20 10:00:00 PM,0.0,14.44,,,,
62,03/19/20 11:00:00 PM,0.0,13.69,,,,
63,03/20/20 12:00:00 AM,0.0,12.86,,,,
64,03/20/20 01:00:00 AM,0.0,12.12,,,,
65,03/20/20 02:00:00 AM,0.0,11.53,,,,
66,03/20/20 03:00:00 AM,0.0,11.04,,,,
67,03/20/20 04:00:00 AM,0.0,10.54,,,,
68,03/20/20 05:00:00 AM,0.0,10.05,,,,
69,03/20/20 06:00:00 AM,0.0,9.58,,,,
70,03/20/20 07:00:00 AM,0.0,9.21,,,,
71,03/20/20 08:00:00 AM,0.0,9.14,,,,
72,03/20/20 09:00:00 AM,0.0,11.38,,,,
73,03/20/20 10:00:00 AM,0.0,12.01,,,,
74,03/20/20 11:00:00 AM,0.0,14.51,,,,
75,03/20/20 12:00:00 PM,0.0,16.87,,,,
76,03/20/20 01:00:00 PM,0.0,17.93,,,,
77,03/20/20 02:00:00 PM,0.0,18.92,,,,
78,03/20/20 03:00:00 PM,0.0,18.85,,,,
79,03/20/20 04:00:00 PM,0.0,18.99,,,,
80,03/20/20 05:00:00 PM,0.0,13.72,,,,
81,03/20/20 06:00:00 PM,0.0,11.74,,,,
82,03/20/20 07:00:00 PM,0.0,11.96,,,,
83,03/20/20 08:00:00 PM,0.0,11.75,,,,
84,03/20/20 09:00:00 PM,0.0,11.38,,,,
85,03/20/20 10:00:00 PM,0.0,11.02,,,,
86,03/20/20 11:00:00 PM,0.0,10.80,,,,
87,03/21/20 12:00:00 AM,0.0,10.63,,,,
88,03/21/20 01:00:00 AM,0.0,10.49,,,,
89,03/21/20 02:00:00 AM,0.0,10.37,,,,
90,03/21/20 03:00:00 AM,0.0,10.23,,,,
91,03/21/20 04:00:00 AM,0.0,10.04,,,,
92,03/21/20 05:00:00 AM,0.0,9.93,,,,
93,03/21/20 06:00:00 AM,0.0,9.79,,,,
94,03/21/20 07:00:00 AM,0.0,9.66,,,,
95,03/21/20 08:00:00 AM,0.0,9.79,,,,
96,03/21/20 09:00:00 AM,0.0,9.91,,,,
97,03/21/20 10:00:00 AM,0.0,9.91,,,,
98,03/21/20 11:00:00 AM,0.0,9.74,,,,
99,03/21/20 12:00:00 PM,0.0,9.11,,,,
100,03/21/20 01:00:00 PM,0.0,9.00,,,,
101,03/21/20 02:00:00 PM,0.0,8.98,,,,
102,03/21/20 03:00:00 PM,0.0,9.05,,,,
103,03/21/20 04:00:00 PM,0.0,9.18,,,,
104,03/21/20 05:00:00 PM,0.0,10.99,,,,
105,03/21/20 06:00:00 PM,0.0,9.92,,,,
106,03/21/20 07:00:00 PM,0.0,9.75,,,,
107,03/21/20 08:00:00 PM,0.0,9.69,,,,
108,03/21/20 09:00:00 PM,0.0,9.73,,,,
109,03/21/20 10:00:00 PM,0.0,9.92,,,,
110,03/21/20 11:00:00 PM,0.0,9.93,,,,
111,03/22/20 12:00:00 AM,0.0,9.92,,,,
112,03/22/20 01:00:00 AM,0.0,9.82,,,,
113,03/22/20 02:00:00 AM,0.0,9.66,,,,
114,03/22/20 03:00:00 AM,0.0,9.52,,,,
115,03/22/20 04:00:00 AM,0.0,9.42,,,,
116,03/22/20 05:00:00 AM,0.0,9.26,,,,
117,03/22/20 06:00:00 AM,0.0,9.11,,,,
118,03/22/20 07:00:00 AM,0.0,9.01,,,,
119,03/22/20 08:00:00 AM,0.0,9.14,,,,
120,03/22/20 09:00:00 AM,0.0,9.26,,,,
121,03/22/20 10:00:00 AM,0.0,9.26,,,,
122,03/22/20 11:00:00 AM,0.0,9.27,,,,
123,03/22/20 12:00:00 PM,0.0,9.40,,,,
124,03/22/20 01:00:00 PM,0.0,9.45,,,,
125,03/22/20 02:00:00 PM,0.0,9.49,,,,
126,03/22/20 03:00:00 PM,0.0,9.57,,,,
127,03/22/20 04:00:00 PM,0.0,9.62,,,,
128,03/22/20 05:00:00 PM,0.0,11.51,,,,
129,03/22/20 06:00:00 PM,0.0,10.13,,,,
130,03/22/20 07:00:00 PM,0.0,9.71,,,,
131,03/22/20 08:00:00 PM,0.0,9.48,,,,
132,03/22/20 09:00:00 PM,0.0,9.40,,,,
133,03/22/20 10:00:00 PM,0.0,9.34,,,,
134,03/22/20 11:00:00 PM,0.0,9.38,,,,
135,03/23/20 12:00:00 AM,0.0,9.36,,,,
136,03/23/20 01:00:00 AM,0.0,9.34,,,,
137,03/23/20 02:00:00 AM,0.0,9.27,,,,
138,03/23/20 03:00:00 AM,0.0,9.18,,,,
139,03/23/20 04:00:00 AM,0.0,9.05,,,,
140,03/23/20 05:00:00 AM,0.0,8.94,,,,
141,03/23/20 06:00:00 AM,0.0,8.85,,,,
142,03/23/20 07:00:00 AM,0.0,8.81,,,,
143,03/23/20 08:00:00 AM,0.0,8.92,,,,
144,03/23/20 09:00:00 AM,0.0,9.14,,,,
145,03/23/20 10:00:00 AM,0.0,9.13,,,,
146,03/23/20 11:00:00 AM,0.0,8.80,,,,
147,03/23/20 12:00:00 PM,0.0,8.41,,,,
148,03/23/20 01:00:00 PM,0.0,8.25,,,,
149,03/23/20 02:00:00 PM,0.0,8.21,,,,
150,03/23/20 03:00:00 PM,0.0,8.45,,,,
151,03/23/20 04:00:00 PM,0.0,8.49,,,,
