"Plot Title: 20813931"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20813931, SEN S/N: 20813931)","Temp, °C (LGR S/N: 20813931, SEN S/N: 20813931)","Coupler Detached (LGR S/N: 20813931)","Coupler Attached (LGR S/N: 20813931)","Stopped (LGR S/N: 20813931)","End Of File (LGR S/N: 20813931)"
1,03/17/20 10:00:00 AM,0.0,18.09,Logged,,,
2,03/17/20 11:00:00 AM,0.0,18.92,,,,
3,03/17/20 12:00:00 PM,0.0,15.07,,,,
4,03/17/20 01:00:00 PM,0.0,14.40,,,,
5,03/17/20 02:00:00 PM,0.0,13.47,,,,
6,03/17/20 03:00:00 PM,0.0,13.07,,,,
7,03/17/20 04:00:00 PM,0.0,13.22,,,,
8,03/17/20 05:00:00 PM,0.0,12.20,,,,
9,03/17/20 06:00:00 PM,0.0,12.35,,,,
10,03/17/20 07:00:00 PM,9061.9,7.63,,,,
11,03/17/20 08:00:00 PM,9137.6,7.69,,,,
12,03/17/20 09:00:00 PM,9021.3,7.71,,,,
13,03/17/20 10:00:00 PM,9018.8,7.50,,,,
14,03/17/20 11:00:00 PM,9069.4,7.44,,,,
15,03/18/20 12:00:00 AM,9100.1,7.29,,,,
16,03/18/20 01:00:00 AM,9170.0,7.08,,,,
17,03/18/20 02:00:00 AM,9375.2,7.10,,,,
18,03/18/20 03:00:00 AM,9521.1,7.24,,,,
19,03/18/20 04:00:00 AM,9662.8,7.28,,,,
20,03/18/20 05:00:00 AM,9707.1,7.26,,,,
21,03/18/20 06:00:00 AM,9733.5,7.28,,,,
22,03/18/20 07:00:00 AM,9344.1,7.08,,,,
23,03/18/20 08:00:00 AM,8980.7,6.74,,,,
24,03/18/20 09:00:00 AM,8913.9,6.65,,,,
25,03/18/20 10:00:00 AM,9073.5,6.69,,,,
26,03/18/20 11:00:00 AM,9085.2,6.79,,,,
27,03/18/20 12:00:00 PM,9052.0,7.03,,,,
28,03/18/20 01:00:00 PM,9192.6,7.24,,,,
29,03/18/20 02:00:00 PM,9164.2,7.46,,,,
30,03/18/20 03:00:00 PM,9246.9,7.56,,,,
31,03/18/20 04:00:00 PM,9396.2,7.64,,,,
32,03/18/20 05:00:00 PM,9361.7,7.65,,,,
33,03/18/20 06:00:00 PM,9268.6,7.90,,,,
34,03/18/20 07:00:00 PM,9201.7,7.83,,,,
35,03/18/20 08:00:00 PM,9116.8,7.80,,,,
36,03/18/20 09:00:00 PM,9108.4,7.83,,,,
37,03/18/20 10:00:00 PM,9127.6,7.81,,,,
38,03/18/20 11:00:00 PM,9105.9,7.81,,,,
39,03/19/20 12:00:00 AM,9175.0,7.75,,,,
40,03/19/20 01:00:00 AM,9253.6,7.78,,,,
41,03/19/20 02:00:00 AM,9152.5,7.79,,,,
42,03/19/20 03:00:00 AM,9181.7,7.83,,,,
43,03/19/20 04:00:00 AM,9118.4,7.63,,,,
44,03/19/20 05:00:00 AM,9348.3,7.55,,,,
45,03/19/20 06:00:00 AM,9434.9,7.53,,,,
46,03/19/20 07:00:00 AM,9577.8,7.51,,,,
47,03/19/20 08:00:00 AM,9637.3,7.51,,,,
48,03/19/20 09:00:00 AM,9549.9,7.50,,,,
49,03/19/20 10:00:00 AM,9636.4,7.64,,,,
50,03/19/20 11:00:00 AM,9718.2,7.73,,,,
51,03/19/20 12:00:00 PM,9735.2,7.71,,,,
52,03/19/20 01:00:00 PM,9664.5,7.68,,,,
53,03/19/20 02:00:00 PM,9570.2,7.64,,,,
54,03/19/20 03:00:00 PM,10055.7,8.68,,,,
55,03/19/20 04:00:00 PM,10064.3,8.65,,,,
56,03/19/20 05:00:00 PM,9964.2,8.49,,,,
57,03/19/20 06:00:00 PM,9967.6,8.51,,,,
58,03/19/20 07:00:00 PM,10034.9,8.61,,,,
59,03/19/20 08:00:00 PM,10116.3,8.90,,,,
60,03/19/20 09:00:00 PM,10227.5,9.33,,,,
61,03/19/20 10:00:00 PM,10241.4,9.11,,,,
62,03/19/20 11:00:00 PM,10283.2,9.09,,,,
63,03/20/20 12:00:00 AM,10278.0,9.05,,,,
64,03/20/20 01:00:00 AM,10237.9,9.00,,,,
65,03/20/20 02:00:00 AM,10178.7,8.90,,,,
66,03/20/20 03:00:00 AM,10114.5,8.78,,,,
67,03/20/20 04:00:00 AM,10002.1,8.70,,,,
68,03/20/20 05:00:00 AM,10035.8,8.71,,,,
69,03/20/20 06:00:00 AM,10028.9,8.63,,,,
70,03/20/20 07:00:00 AM,10008.1,8.61,,,,
71,03/20/20 08:00:00 AM,10053.1,8.71,,,,
72,03/20/20 09:00:00 AM,9998.7,8.84,,,,
73,03/20/20 10:00:00 AM,10021.1,8.90,,,,
74,03/20/20 11:00:00 AM,9982.3,8.85,,,,
75,03/20/20 12:00:00 PM,9837.0,8.65,,,,
76,03/20/20 01:00:00 PM,9826.7,8.63,,,,
77,03/20/20 02:00:00 PM,9892.8,8.74,,,,
78,03/20/20 03:00:00 PM,9891.1,8.74,,,,
79,03/20/20 04:00:00 PM,9801.9,8.33,,,,
80,03/20/20 05:00:00 PM,9812.2,8.29,,,,
81,03/20/20 06:00:00 PM,9879.0,8.31,,,,
82,03/20/20 07:00:00 PM,9884.2,8.30,,,,
83,03/20/20 08:00:00 PM,9867.9,8.33,,,,
84,03/20/20 09:00:00 PM,9913.4,8.31,,,,
85,03/20/20 10:00:00 PM,9920.3,8.31,,,,
86,03/20/20 11:00:00 PM,9895.3,8.34,,,,
87,03/21/20 12:00:00 AM,9919.4,8.28,,,,
88,03/21/20 01:00:00 AM,9897.1,7.89,,,,
89,03/21/20 02:00:00 AM,9869.6,7.84,,,,
90,03/21/20 03:00:00 AM,9865.3,7.79,,,,
91,03/21/20 04:00:00 AM,9832.7,7.71,,,,
92,03/21/20 05:00:00 AM,9790.8,7.61,,,,
93,03/21/20 06:00:00 AM,9783.1,7.60,,,,
94,03/21/20 07:00:00 AM,9774.5,7.64,,,,
95,03/21/20 08:00:00 AM,9703.7,7.61,,,,
96,03/21/20 09:00:00 AM,9639.0,7.55,,,,
97,03/21/20 10:00:00 AM,9591.4,7.50,,,,
98,03/21/20 11:00:00 AM,9582.9,7.50,,,,
99,03/21/20 12:00:00 PM,9616.9,7.58,,,,
100,03/21/20 01:00:00 PM,9642.4,7.58,,,,
101,03/21/20 02:00:00 PM,9677.3,7.66,,,,
102,03/21/20 03:00:00 PM,9704.5,7.74,,,,
103,03/21/20 04:00:00 PM,9719.0,7.78,,,,
104,03/21/20 05:00:00 PM,9725.0,7.78,,,,
105,03/21/20 06:00:00 PM,9744.6,7.78,,,,
106,03/21/20 07:00:00 PM,9770.2,7.79,,,,
107,03/21/20 08:00:00 PM,9767.7,7.75,,,,
108,03/21/20 09:00:00 PM,9767.7,7.69,,,,
109,03/21/20 10:00:00 PM,9765.1,7.59,,,,
110,03/21/20 11:00:00 PM,9772.8,7.56,,,,
111,03/22/20 12:00:00 AM,9774.5,7.39,,,,
112,03/22/20 01:00:00 AM,9760.0,7.35,,,,
113,03/22/20 02:00:00 AM,9733.5,7.30,,,,
114,03/22/20 03:00:00 AM,9716.5,7.29,,,,
115,03/22/20 04:00:00 AM,9719.0,7.31,,,,
116,03/22/20 05:00:00 AM,9725.8,7.34,,,,
117,03/22/20 06:00:00 AM,9747.2,7.36,,,,
118,03/22/20 07:00:00 AM,9734.4,7.31,,,,
119,03/22/20 08:00:00 AM,9722.4,7.28,,,,
120,03/22/20 09:00:00 AM,9591.4,7.04,,,,
121,03/22/20 10:00:00 AM,9577.8,7.03,,,,
122,03/22/20 11:00:00 AM,9581.2,7.04,,,,
123,03/22/20 12:00:00 PM,9570.2,7.01,,,,
124,03/22/20 01:00:00 PM,9568.5,7.05,,,,
125,03/22/20 02:00:00 PM,9605.0,6.99,,,,
126,03/22/20 03:00:00 PM,9640.7,6.95,,,,
127,03/22/20 04:00:00 PM,9656.8,6.96,,,,
128,03/22/20 05:00:00 PM,9676.4,6.93,,,,
129,03/22/20 06:00:00 PM,9675.5,6.84,,,,
130,03/22/20 07:00:00 PM,9680.7,6.75,,,,
131,03/22/20 08:00:00 PM,9686.6,6.68,,,,
132,03/22/20 09:00:00 PM,9670.4,6.59,,,,
133,03/22/20 10:00:00 PM,9687.5,6.56,,,,
134,03/22/20 11:00:00 PM,9704.5,6.55,,,,
135,03/23/20 12:00:00 AM,9689.2,6.51,,,,
136,03/23/20 01:00:00 AM,9651.7,6.43,,,,
137,03/23/20 02:00:00 AM,9649.2,6.40,,,,
138,03/23/20 03:00:00 AM,9655.1,6.39,,,,
139,03/23/20 04:00:00 AM,9666.2,6.34,,,,
140,03/23/20 05:00:00 AM,9673.0,6.37,,,,
141,03/23/20 06:00:00 AM,9661.1,6.33,,,,
142,03/23/20 07:00:00 AM,9634.7,6.27,,,,
143,03/23/20 08:00:00 AM,9654.3,6.33,,,,
144,03/23/20 09:00:00 AM,9670.4,6.39,,,,
145,03/23/20 10:00:00 AM,9667.0,6.33,,,,
146,03/23/20 11:00:00 AM,9644.1,6.34,,,,
147,03/23/20 12:00:00 PM,9652.6,6.40,,,,
148,03/23/20 01:00:00 PM,9622.8,6.17,,,,
149,03/23/20 02:00:00 PM,9600.7,6.08,,,,
150,03/23/20 03:00:00 PM,9617.7,6.22,,,,
151,03/23/20 04:00:00 PM,9574.4,6.19,,,,
152,03/23/20 05:00:00 PM,9594.8,6.17,,,,
153,03/23/20 06:00:00 PM,9576.1,6.12,,,,
154,03/23/20 07:00:00 PM,9538.9,6.07,,,,
155,03/23/20 08:00:00 PM,9596.5,6.19,,,,
156,03/23/20 09:00:00 PM,9586.3,6.14,,,,
157,03/23/20 10:00:00 PM,9595.6,6.18,,,,
158,03/23/20 11:00:00 PM,9582.1,6.15,,,,
159,03/24/20 12:00:00 AM,9588.0,6.10,,,,
160,03/24/20 01:00:00 AM,9599.0,6.09,,,,
161,03/24/20 02:00:00 AM,9601.6,6.05,,,,
