"Plot Title: 20812395"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20812395, SEN S/N: 20812395)","Temp, °C (LGR S/N: 20812395, SEN S/N: 20812395)","Coupler Detached (LGR S/N: 20812395)","Coupler Attached (LGR S/N: 20812395)","Stopped (LGR S/N: 20812395)","End Of File (LGR S/N: 20812395)"
1,03/17/20 10:00:00 AM,0.0,19.77,Logged,,,
2,03/17/20 11:00:00 AM,0.0,20.69,,,,
3,03/17/20 12:00:00 PM,0.0,21.21,,,,
4,03/17/20 01:00:00 PM,0.0,24.21,,,,
5,03/17/20 02:00:00 PM,0.0,23.34,,,,
6,03/17/20 03:00:00 PM,0.0,21.59,,,,
7,03/17/20 04:00:00 PM,0.0,19.47,,,,
8,03/17/20 05:00:00 PM,0.0,17.76,,,,
9,03/17/20 06:00:00 PM,0.0,16.36,,,,
10,03/17/20 07:00:00 PM,0.0,15.14,,,,
11,03/17/20 08:00:00 PM,0.0,14.18,,,,
12,03/17/20 09:00:00 PM,0.0,13.45,,,,
13,03/17/20 10:00:00 PM,0.0,12.87,,,,
14,03/17/20 11:00:00 PM,0.0,12.48,,,,
15,03/18/20 12:00:00 AM,0.0,12.14,,,,
16,03/18/20 01:00:00 AM,0.0,11.77,,,,
17,03/18/20 02:00:00 AM,0.0,11.46,,,,
18,03/18/20 03:00:00 AM,0.0,11.10,,,,
19,03/18/20 04:00:00 AM,0.0,10.65,,,,
20,03/18/20 05:00:00 AM,0.0,10.30,,,,
21,03/18/20 06:00:00 AM,0.0,9.93,,,,
22,03/18/20 07:00:00 AM,0.0,9.70,,,,
23,03/18/20 08:00:00 AM,0.0,9.80,,,,
24,03/18/20 09:00:00 AM,0.0,10.41,,,,
25,03/18/20 10:00:00 AM,0.0,15.72,,,,
26,03/18/20 11:00:00 AM,0.0,16.18,,,,
27,03/18/20 12:00:00 PM,0.0,15.83,,,,
28,03/18/20 01:00:00 PM,0.0,15.45,,,,
29,03/18/20 02:00:00 PM,0.0,15.54,,,,
