Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
98,03/27/20 07:00:00 PM,2.4,22.09,,,,,20803904,   53 51.598,   13 40.081
99,03/27/20 08:00:00 PM,1.7,21.98,,,,,20803904,   53 51.598,   13 40.081
100,03/27/20 09:00:00 PM,-0.9,21.89,,,,,20803904,   53 51.598,   13 40.081
101,03/27/20 10:00:00 PM,1.7,21.83,,,,,20803904,   53 51.598,   13 40.081
102,03/27/20 11:00:00 PM,2.4,21.78,,,,,20803904,   53 51.598,   13 40.081
103,03/28/20 12:00:00 AM,-0.9,21.73,,,,,20803904,   53 51.598,   13 40.081
104,03/28/20 01:00:00 AM,-0.9,21.7,,,,,20803904,   53 51.598,   13 40.081
105,03/28/20 02:00:00 AM,-0.9,21.66,,,,,20803904,   53 51.598,   13 40.081
106,03/28/20 03:00:00 AM,-0.9,21.62,,,,,20803904,   53 51.598,   13 40.081
107,03/28/20 04:00:00 AM,14.0,21.59,,,,,20803904,   53 51.598,   13 40.081
108,03/28/20 05:00:00 AM,2.4,21.56,,,,,20803904,   53 51.598,   13 40.081
109,03/28/20 06:00:00 AM,-0.9,21.54,,,,,20803904,   53 51.598,   13 40.081
110,03/28/20 07:00:00 AM,1.7,21.52,,,,,20803904,   53 51.598,   13 40.081
111,03/28/20 08:00:00 AM,-0.9,21.5,,,,,20803904,   53 51.598,   13 40.081
112,03/28/20 09:00:00 AM,2.4,21.5,,,,,20803904,   53 51.598,   13 40.081
113,03/28/20 10:00:00 AM,-0.9,21.51,,,,,20803904,   53 51.598,   13 40.081
114,03/28/20 11:00:00 AM,2.4,21.54,,,,,20803904,   53 51.598,   13 40.081
115,03/28/20 12:00:00 PM,-0.9,21.56,,,,,20803904,   53 51.598,   13 40.081
116,03/28/20 01:00:00 PM,2.4,21.6,,,,,20803904,   53 51.598,   13 40.081
117,03/28/20 02:00:00 PM,-0.9,21.67,,,,,20803904,   53 51.598,   13 40.081
118,03/28/20 03:00:00 PM,-0.9,21.81,,,,,20803904,   53 51.598,   13 40.081
119,03/28/20 04:00:00 PM,2.4,21.97,,,,,20803904,   53 51.598,   13 40.081
120,03/28/20 05:00:00 PM,2.4,22.09,,,,,20803904,   53 51.598,   13 40.081
121,03/28/20 06:00:00 PM,-0.9,22.16,,,,,20803904,   53 51.598,   13 40.081
122,03/28/20 07:00:00 PM,2.4,22.07,,,,,20803904,   53 51.598,   13 40.081
123,03/28/20 08:00:00 PM,-0.9,21.95,,,,,20803904,   53 51.598,   13 40.081
124,03/28/20 09:00:00 PM,2.4,21.87,,,,,20803904,   53 51.598,   13 40.081
125,03/28/20 10:00:00 PM,1.7,21.81,,,,,20803904,   53 51.598,   13 40.081
126,03/28/20 11:00:00 PM,2.4,21.76,,,,,20803904,   53 51.598,   13 40.081
127,03/29/20 12:00:00 AM,-0.9,21.71,,,,,20803904,   53 51.598,   13 40.081
128,03/29/20 01:00:00 AM,-0.9,21.67,,,,,20803904,   53 51.598,   13 40.081
129,03/29/20 02:00:00 AM,2.4,21.63,,,,,20803904,   53 51.598,   13 40.081
130,03/29/20 03:00:00 AM,14.0,21.61,,,,,20803904,   53 51.598,   13 40.081
131,03/29/20 04:00:00 AM,-0.9,21.61,,,,,20803904,   53 51.598,   13 40.081
132,03/29/20 05:00:00 AM,-0.9,21.61,,,,,20803904,   53 51.598,   13 40.081
133,03/29/20 06:00:00 AM,2.4,21.61,,,,,20803904,   53 51.598,   13 40.081
134,03/29/20 07:00:00 AM,2.4,21.6,,,,,20803904,   53 51.598,   13 40.081
135,03/29/20 08:00:00 AM,2.4,21.57,,,,,20803904,   53 51.598,   13 40.081
136,03/29/20 09:00:00 AM,-0.9,21.55,,,,,20803904,   53 51.598,   13 40.081
137,03/29/20 10:00:00 AM,-0.9,21.54,,,,,20803904,   53 51.598,   13 40.081
138,03/29/20 11:00:00 AM,-0.9,21.55,,,,,20803904,   53 51.598,   13 40.081
139,03/29/20 12:00:00 PM,14.0,21.56,,,,,20803904,   53 51.598,   13 40.081
140,03/29/20 01:00:00 PM,2.4,21.56,,,,,20803904,   53 51.598,   13 40.081
141,03/29/20 02:00:00 PM,2.4,21.59,,,,,20803904,   53 51.598,   13 40.081
142,03/29/20 03:00:00 PM,2.4,21.7,,,,,20803904,   53 51.598,   13 40.081
143,03/29/20 04:00:00 PM,2.4,21.86,,,,,20803904,   53 51.598,   13 40.081
144,03/29/20 05:00:00 PM,-0.9,21.99,,,,,20803904,   53 51.598,   13 40.081
145,03/29/20 06:00:00 PM,14.0,22.13,,,,,20803904,   53 51.598,   13 40.081
146,03/29/20 07:00:00 PM,2.4,22.05,,,,,20803904,   53 51.598,   13 40.081
147,03/29/20 08:00:00 PM,-0.9,21.92,,,,,20803904,   53 51.598,   13 40.081
148,03/29/20 09:00:00 PM,2.4,21.81,,,,,20803904,   53 51.598,   13 40.081
149,03/29/20 10:00:00 PM,2.4,21.72,,,,,20803904,   53 51.598,   13 40.081
150,03/29/20 11:00:00 PM,2.4,21.65,,,,,20803904,   53 51.598,   13 40.081
151,03/30/20 12:00:00 AM,-0.9,21.6,,,,,20803904,   53 51.598,   13 40.081
152,03/30/20 01:00:00 AM,1.7,21.54,,,,,20803904,   53 51.598,   13 40.081
153,03/30/20 02:00:00 AM,-0.9,21.49,,,,,20803904,   53 51.598,   13 40.081
154,03/30/20 03:00:00 AM,2.4,21.43,,,,,20803904,   53 51.598,   13 40.081
155,03/30/20 04:00:00 AM,-0.9,21.38,,,,,20803904,   53 51.598,   13 40.081
156,03/30/20 05:00:00 AM,2.4,21.33,,,,,20803904,   53 51.598,   13 40.081
157,03/30/20 06:00:00 AM,2.4,21.29,,,,,20803904,   53 51.598,   13 40.081
158,03/30/20 07:00:00 AM,1.7,21.29,,,,,20803904,   53 51.598,   13 40.081
159,03/30/20 08:00:00 AM,2.4,21.19,,,,,20803904,   53 51.598,   13 40.081
160,03/30/20 09:00:00 AM,2.4,21.2,,,,,20803904,   53 51.598,   13 40.081
161,03/30/20 10:00:00 AM,2.4,21.28,,,,,20803904,   53 51.598,   13 40.081
162,03/30/20 11:00:00 AM,2.4,21.3,,,,,20803904,   53 51.598,   13 40.081
163,03/30/20 12:00:00 PM,14.0,21.55,,,,,20803904,   53 51.598,   13 40.081
164,03/30/20 01:00:00 PM,14.0,21.61,,,,,20803904,   53 51.598,   13 40.081
165,03/30/20 02:00:00 PM,2.4,21.72,,,,,20803904,   53 51.598,   13 40.081
166,03/30/20 03:00:00 PM,-0.9,21.83,,,,,20803904,   53 51.598,   13 40.081
167,03/30/20 04:00:00 PM,1.7,21.95,,,,,20803904,   53 51.598,   13 40.081
168,03/30/20 05:00:00 PM,1.7,22.26,,,,,20803904,   53 51.598,   13 40.081
169,03/30/20 06:00:00 PM,2.4,22.32,,,,,20803904,   53 51.598,   13 40.081
170,03/30/20 07:00:00 PM,-0.9,22.04,,,,,20803904,   53 51.598,   13 40.081
171,03/30/20 08:00:00 PM,2.4,21.89,,,,,20803904,   53 51.598,   13 40.081
172,03/30/20 09:00:00 PM,2.4,21.79,,,,,20803904,   53 51.598,   13 40.081
173,03/30/20 10:00:00 PM,2.4,21.73,,,,,20803904,   53 51.598,   13 40.081
174,03/30/20 11:00:00 PM,-0.9,21.68,,,,,20803904,   53 51.598,   13 40.081
175,03/31/20 12:00:00 AM,2.4,21.63,,,,,20803904,   53 51.598,   13 40.081
176,03/31/20 01:00:00 AM,14.0,21.61,,,,,20803904,   53 51.598,   13 40.081
177,03/31/20 02:00:00 AM,14.0,21.59,,,,,20803904,   53 51.598,   13 40.081
178,03/31/20 03:00:00 AM,2.4,21.55,,,,,20803904,   53 51.598,   13 40.081
179,03/31/20 04:00:00 AM,1.7,21.52,,,,,20803904,   53 51.598,   13 40.081
180,03/31/20 05:00:00 AM,2.4,21.49,,,,,20803904,   53 51.598,   13 40.081
181,03/31/20 06:00:00 AM,2.4,21.49,,,,,20803904,   53 51.598,   13 40.081
182,03/31/20 07:00:00 AM,-0.9,21.5,,,,,20803904,   53 51.598,   13 40.081
183,03/31/20 08:00:00 AM,-0.9,21.39,,,,,20803904,   53 51.598,   13 40.081
184,03/31/20 09:00:00 AM,2.4,21.36,,,,,20803904,   53 51.598,   13 40.081
185,03/31/20 10:00:00 AM,-0.9,21.39,,,,,20803904,   53 51.598,   13 40.081
186,03/31/20 11:00:00 AM,-0.9,21.4,,,,,20803904,   53 51.598,   13 40.081
187,03/31/20 12:00:00 PM,2.4,21.39,,,,,20803904,   53 51.598,   13 40.081
188,03/31/20 01:00:00 PM,2.4,21.56,,,,,20803904,   53 51.598,   13 40.081
189,03/31/20 02:00:00 PM,2.4,21.72,,,,,20803904,   53 51.598,   13 40.081
190,03/31/20 03:00:00 PM,2.4,21.86,,,,,20803904,   53 51.598,   13 40.081
191,03/31/20 04:00:00 PM,2.4,22.07,,,,,20803904,   53 51.598,   13 40.081
192,03/31/20 05:00:00 PM,14.0,22.35,,,,,20803904,   53 51.598,   13 40.081
193,03/31/20 06:00:00 PM,2.4,22.39,,,,,20803904,   53 51.598,   13 40.081
194,03/31/20 07:00:00 PM,2.4,22.09,,,,,20803904,   53 51.598,   13 40.081
195,03/31/20 08:00:00 PM,14.0,21.89,,,,,20803904,   53 51.598,   13 40.081
196,03/31/20 09:00:00 PM,2.4,21.78,,,,,20803904,   53 51.598,   13 40.081
197,03/31/20 10:00:00 PM,2.4,21.71,,,,,20803904,   53 51.598,   13 40.081
198,03/31/20 11:00:00 PM,2.4,21.65,,,,,20803904,   53 51.598,   13 40.081
199,04/01/20 12:00:00 AM,2.4,21.6,,,,,20803904,   53 51.598,   13 40.081
200,04/01/20 01:00:00 AM,2.4,21.55,,,,,20803904,   53 51.598,   13 40.081
201,04/01/20 02:00:00 AM,-0.9,21.51,,,,,20803904,   53 51.598,   13 40.081
202,04/01/20 03:00:00 AM,2.4,21.48,,,,,20803904,   53 51.598,   13 40.081
203,04/01/20 04:00:00 AM,-0.9,21.45,,,,,20803904,   53 51.598,   13 40.081
204,04/01/20 05:00:00 AM,-0.9,21.41,,,,,20803904,   53 51.598,   13 40.081
205,04/01/20 06:00:00 AM,2.4,21.41,,,,,20803904,   53 51.598,   13 40.081
206,04/01/20 07:00:00 AM,2.4,21.43,,,,,20803904,   53 51.598,   13 40.081
207,04/01/20 08:00:00 AM,14.0,21.35,,,,,20803904,   53 51.598,   13 40.081
208,04/01/20 09:00:00 AM,14.0,21.39,,,,,20803904,   53 51.598,   13 40.081
209,04/01/20 10:00:00 AM,2.4,21.5,,,,,20803904,   53 51.598,   13 40.081
210,04/01/20 11:00:00 AM,-0.9,21.54,,,,,20803904,   53 51.598,   13 40.081
211,04/01/20 12:00:00 PM,-0.9,21.57,,,,,20803904,   53 51.598,   13 40.081
212,04/01/20 01:00:00 PM,2.4,21.59,,,,,20803904,   53 51.598,   13 40.081
213,04/01/20 02:00:00 PM,1.7,21.61,,,,,20803904,   53 51.598,   13 40.081
214,04/01/20 03:00:00 PM,2.4,21.6,,,,,20803904,   53 51.598,   13 40.081
215,04/01/20 04:00:00 PM,-0.9,21.61,,,,,20803904,   53 51.598,   13 40.081
216,04/01/20 05:00:00 PM,2.4,21.73,,,,,20803904,   53 51.598,   13 40.081
217,04/01/20 06:00:00 PM,-0.9,21.7,,,,,20803904,   53 51.598,   13 40.081
218,04/01/20 07:00:00 PM,2.4,21.65,,,,,20803904,   53 51.598,   13 40.081
219,04/01/20 08:00:00 PM,14.0,21.6,,,,,20803904,   53 51.598,   13 40.081
220,04/01/20 09:00:00 PM,14.0,21.55,,,,,20803904,   53 51.598,   13 40.081
221,04/01/20 10:00:00 PM,14.0,21.51,,,,,20803904,   53 51.598,   13 40.081
222,04/01/20 11:00:00 PM,2.4,21.48,,,,,20803904,   53 51.598,   13 40.081
223,04/02/20 12:00:00 AM,14.0,21.44,,,,,20803904,   53 51.598,   13 40.081
224,04/02/20 01:00:00 AM,1.7,21.41,,,,,20803904,   53 51.598,   13 40.081
225,04/02/20 02:00:00 AM,-0.9,21.4,,,,,20803904,   53 51.598,   13 40.081
226,04/02/20 03:00:00 AM,14.0,21.36,,,,,20803904,   53 51.598,   13 40.081
227,04/02/20 04:00:00 AM,2.4,21.35,,,,,20803904,   53 51.598,   13 40.081
228,04/02/20 05:00:00 AM,2.4,21.33,,,,,20803904,   53 51.598,   13 40.081
229,04/02/20 06:00:00 AM,2.4,21.33,,,,,20803904,   53 51.598,   13 40.081
230,04/02/20 07:00:00 AM,2.4,21.33,,,,,20803904,   53 51.598,   13 40.081
231,04/02/20 08:00:00 AM,-0.9,21.27,,,,,20803904,   53 51.598,   13 40.081
232,04/02/20 09:00:00 AM,-0.9,21.28,,,,,20803904,   53 51.598,   13 40.081
233,04/02/20 10:00:00 AM,2.4,21.32,,,,,20803904,   53 51.598,   13 40.081
234,04/02/20 11:00:00 AM,-0.9,21.35,,,,,20803904,   53 51.598,   13 40.081
235,04/02/20 12:00:00 PM,2.4,21.39,,,,,20803904,   53 51.598,   13 40.081
236,04/02/20 01:00:00 PM,2.4,21.44,,,,,20803904,   53 51.598,   13 40.081
237,04/02/20 02:00:00 PM,14.0,21.45,,,,,20803904,   53 51.598,   13 40.081
238,04/02/20 03:00:00 PM,-0.9,21.45,,,,,20803904,   53 51.598,   13 40.081
239,04/02/20 04:00:00 PM,2.4,21.44,,,,,20803904,   53 51.598,   13 40.081
240,04/02/20 05:00:00 PM,2.4,21.41,,,,,20803904,   53 51.598,   13 40.081
241,04/02/20 06:00:00 PM,2.4,21.39,,,,,20803904,   53 51.598,   13 40.081
242,04/02/20 07:00:00 PM,-0.9,21.35,,,,,20803904,   53 51.598,   13 40.081
243,04/02/20 08:00:00 PM,2.4,21.34,,,,,20803904,   53 51.598,   13 40.081
244,04/02/20 09:00:00 PM,2.4,21.32,,,,,20803904,   53 51.598,   13 40.081
245,04/02/20 10:00:00 PM,2.4,21.29,,,,,20803904,   53 51.598,   13 40.081
246,04/02/20 11:00:00 PM,14.0,21.27,,,,,20803904,   53 51.598,   13 40.081
247,04/03/20 12:00:00 AM,-0.9,21.23,,,,,20803904,   53 51.598,   13 40.081
248,04/03/20 01:00:00 AM,-0.9,21.19,,,,,20803904,   53 51.598,   13 40.081
249,04/03/20 02:00:00 AM,2.4,21.16,,,,,20803904,   53 51.598,   13 40.081
250,04/03/20 03:00:00 AM,2.4,21.12,,,,,20803904,   53 51.598,   13 40.081
251,04/03/20 04:00:00 AM,-0.9,21.08,,,,,20803904,   53 51.598,   13 40.081
252,04/03/20 05:00:00 AM,-0.9,21.06,,,,,20803904,   53 51.598,   13 40.081
253,04/03/20 06:00:00 AM,-0.9,21.04,,,,,20803904,   53 51.598,   13 40.081
254,04/03/20 07:00:00 AM,14.0,21.08,,,,,20803904,   53 51.598,   13 40.081
255,04/03/20 08:00:00 AM,2.4,21.12,,,,,20803904,   53 51.598,   13 40.081
256,04/03/20 09:00:00 AM,-0.9,21.14,,,,,20803904,   53 51.598,   13 40.081
257,04/03/20 10:00:00 AM,-0.9,21.17,,,,,20803904,   53 51.598,   13 40.081
258,04/03/20 11:00:00 AM,2.4,21.19,,,,,20803904,   53 51.598,   13 40.081
259,04/03/20 12:00:00 PM,-0.9,21.23,,,,,20803904,   53 51.598,   13 40.081
260,04/03/20 01:00:00 PM,2.4,21.3,,,,,20803904,   53 51.598,   13 40.081
261,04/03/20 02:00:00 PM,-0.9,21.39,,,,,20803904,   53 51.598,   13 40.081
262,04/03/20 03:00:00 PM,-0.9,21.57,,,,,20803904,   53 51.598,   13 40.081
263,04/03/20 04:00:00 PM,-0.9,21.67,,,,,20803904,   53 51.598,   13 40.081
264,04/03/20 05:00:00 PM,14.0,21.76,,,,,20803904,   53 51.598,   13 40.081
265,04/03/20 06:00:00 PM,2.4,21.89,,,,,20803904,   53 51.598,   13 40.081
266,04/03/20 07:00:00 PM,1.7,21.65,,,,,20803904,   53 51.598,   13 40.081
267,04/03/20 08:00:00 PM,1.7,21.51,,,,,20803904,   53 51.598,   13 40.081
268,04/03/20 09:00:00 PM,2.4,21.43,,,,,20803904,   53 51.598,   13 40.081
269,04/03/20 10:00:00 PM,-0.9,21.36,,,,,20803904,   53 51.598,   13 40.081
270,04/03/20 11:00:00 PM,2.4,21.32,,,,,20803904,   53 51.598,   13 40.081
271,04/04/20 12:00:00 AM,-0.9,21.28,,,,,20803904,   53 51.598,   13 40.081
272,04/04/20 01:00:00 AM,-0.9,21.24,,,,,20803904,   53 51.598,   13 40.081
273,04/04/20 02:00:00 AM,-0.9,21.22,,,,,20803904,   53 51.598,   13 40.081
274,04/04/20 03:00:00 AM,1.7,21.18,,,,,20803904,   53 51.598,   13 40.081
275,04/04/20 04:00:00 AM,2.4,21.16,,,,,20803904,   53 51.598,   13 40.081
276,04/04/20 05:00:00 AM,2.4,21.12,,,,,20803904,   53 51.598,   13 40.081
277,04/04/20 06:00:00 AM,2.4,21.09,,,,,20803904,   53 51.598,   13 40.081
278,04/04/20 07:00:00 AM,2.4,21.09,,,,,20803904,   53 51.598,   13 40.081
279,04/04/20 08:00:00 AM,14.0,21.11,,,,,20803904,   53 51.598,   13 40.081
280,04/04/20 09:00:00 AM,2.4,21.14,,,,,20803904,   53 51.598,   13 40.081
281,04/04/20 10:00:00 AM,-0.9,21.16,,,,,20803904,   53 51.598,   13 40.081
282,04/04/20 11:00:00 AM,2.4,21.19,,,,,20803904,   53 51.598,   13 40.081
283,04/04/20 12:00:00 PM,-0.9,21.25,,,,,20803904,   53 51.598,   13 40.081
284,04/04/20 01:00:00 PM,14.0,21.29,,,,,20803904,   53 51.598,   13 40.081
285,04/04/20 02:00:00 PM,2.4,21.29,,,,,20803904,   53 51.598,   13 40.081
286,04/04/20 03:00:00 PM,2.4,21.39,,,,,20803904,   53 51.598,   13 40.081
287,04/04/20 04:00:00 PM,2.4,21.39,,,,,20803904,   53 51.598,   13 40.081
288,04/04/20 05:00:00 PM,-0.9,21.56,,,,,20803904,   53 51.598,   13 40.081
289,04/04/20 06:00:00 PM,-0.9,21.55,,,,,20803904,   53 51.598,   13 40.081
290,04/04/20 07:00:00 PM,2.4,21.45,,,,,20803904,   53 51.598,   13 40.081
291,04/04/20 08:00:00 PM,2.4,21.4,,,,,20803904,   53 51.598,   13 40.081
292,04/04/20 09:00:00 PM,2.4,21.36,,,,,20803904,   53 51.598,   13 40.081
