Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/23/20 06:00:00 PM,-0.3,18.31,Logged,,,,20803901,   54 20.588,   12 40.784
2,03/23/20 07:00:00 PM,3.0,18.39,,,,,20803901,   54 20.588,   12 40.784
3,03/23/20 08:00:00 PM,-0.3,18.64,,,,,20803901,   54 20.588,   12 40.784
4,03/23/20 09:00:00 PM,3.0,17.78,,,,,20803901,   54 20.588,   12 40.784
5,03/23/20 10:00:00 PM,-0.3,17.46,,,,,20803901,   54 20.588,   12 40.784
6,03/23/20 11:00:00 PM,3.0,17.5,,,,,20803901,   54 20.588,   12 40.784
7,03/24/20 12:00:00 AM,3.0,17.7,,,,,20803901,   54 20.588,   12 40.784
8,03/24/20 01:00:00 AM,3.0,17.85,,,,,20803901,   54 20.588,   12 40.784
9,03/24/20 02:00:00 AM,-0.3,18.01,,,,,20803901,   54 20.588,   12 40.784
10,03/24/20 03:00:00 AM,3.0,18.13,,,,,20803901,   54 20.588,   12 40.784
11,03/24/20 04:00:00 AM,-0.3,18.19,,,,,20803901,   54 20.588,   12 40.784
12,03/24/20 05:00:00 AM,-0.3,18.21,,,,,20803901,   54 20.588,   12 40.784
13,03/24/20 06:00:00 AM,3.0,18.2,,,,,20803901,   54 20.588,   12 40.784
14,03/24/20 07:00:00 AM,3.0,18.21,,,,,20803901,   54 20.588,   12 40.784
15,03/24/20 08:00:00 AM,-0.3,13.02,,,,,20803901,   54 20.588,   12 40.784
16,03/24/20 09:00:00 AM,3.0,14.09,,,,,20803901,   54 20.588,   12 40.784
17,03/24/20 10:00:00 AM,3.1,12.86,,,,,20803901,   54 20.588,   12 40.784
18,03/24/20 11:00:00 AM,3.1,12.63,,,,,20803901,   54 20.588,   12 40.784
19,03/24/20 12:00:00 PM,-0.3,12.91,,,,,20803901,   54 20.588,   12 40.784
20,03/24/20 01:00:00 PM,3.0,14.17,,,,,20803901,   54 20.588,   12 40.784
21,03/24/20 02:00:00 PM,3.0,14.0,,,,,20803901,   54 20.588,   12 40.784
22,03/24/20 03:00:00 PM,3.0,13.93,,,,,20803901,   54 20.588,   12 40.784
23,03/24/20 04:00:00 PM,3.0,14.06,,,,,20803901,   54 20.588,   12 40.784
24,03/24/20 05:00:00 PM,-0.3,15.74,,,,,20803901,   54 20.588,   12 40.784
25,03/24/20 06:00:00 PM,0.8,13.58,,,,,20803901,   54 20.588,   12 40.784
26,03/24/20 07:00:00 PM,-0.3,11.49,,,,,20803901,   54 20.588,   12 40.784
27,03/24/20 08:00:00 PM,3.1,10.0,,,,,20803901,   54 20.588,   12 40.784
28,03/24/20 09:00:00 PM,3.1,8.63,,,,,20803901,   54 20.588,   12 40.784
29,03/24/20 10:00:00 PM,-0.3,7.27,,,,,20803901,   54 20.588,   12 40.784
30,03/24/20 11:00:00 PM,-0.3,6.04,,,,,20803901,   54 20.588,   12 40.784
31,03/25/20 12:00:00 AM,-0.3,5.09,,,,,20803901,   54 20.588,   12 40.784
32,03/25/20 01:00:00 AM,3.1,4.46,,,,,20803901,   54 20.588,   12 40.784
33,03/25/20 02:00:00 AM,-0.7,4.01,,,,,20803901,   54 20.588,   12 40.784
34,03/25/20 03:00:00 AM,-0.3,3.6,,,,,20803901,   54 20.588,   12 40.784
35,03/25/20 04:00:00 AM,-0.3,3.17,,,,,20803901,   54 20.588,   12 40.784
36,03/25/20 05:00:00 AM,-0.3,2.68,,,,,20803901,   54 20.588,   12 40.784
37,03/25/20 06:00:00 AM,3.1,2.21,,,,,20803901,   54 20.588,   12 40.784
38,03/25/20 07:00:00 AM,-0.3,1.98,,,,,20803901,   54 20.588,   12 40.784
39,03/25/20 08:00:00 AM,-0.3,1.95,,,,,20803901,   54 20.588,   12 40.784
40,03/25/20 09:00:00 AM,3.1,2.93,,,,,20803901,   54 20.588,   12 40.784
41,03/25/20 10:00:00 AM,3.1,7.94,,,,,20803901,   54 20.588,   12 40.784
42,03/25/20 11:00:00 AM,3.1,8.03,,,,,20803901,   54 20.588,   12 40.784
43,03/25/20 12:00:00 PM,3.1,8.22,,,,,20803901,   54 20.588,   12 40.784
44,03/25/20 01:00:00 PM,-0.3,8.98,,,,,20803901,   54 20.588,   12 40.784
45,03/25/20 02:00:00 PM,3.1,10.38,,,,,20803901,   54 20.588,   12 40.784
46,03/25/20 03:00:00 PM,3.1,9.42,,,,,20803901,   54 20.588,   12 40.784
47,03/25/20 04:00:00 PM,3.1,9.36,,,,,20803901,   54 20.588,   12 40.784
48,03/25/20 05:00:00 PM,3.1,9.24,,,,,20803901,   54 20.588,   12 40.784
