Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/17/20 10:00:00 AM,0.0,19.77,Logged,,,,20812395,   53 50.365,   13 51.478
2,03/17/20 11:00:00 AM,0.0,20.69,,,,,20812395,   53 50.365,   13 51.478
3,03/17/20 12:00:00 PM,0.0,21.21,,,,,20812395,   53 50.365,   13 51.478
4,03/17/20 01:00:00 PM,0.0,24.21,,,,,20812395,   53 50.365,   13 51.478
5,03/17/20 02:00:00 PM,0.0,23.34,,,,,20812395,   53 50.365,   13 51.478
6,03/17/20 03:00:00 PM,0.0,21.59,,,,,20812395,   53 50.365,   13 51.478
7,03/17/20 04:00:00 PM,0.0,19.47,,,,,20812395,   53 50.365,   13 51.478
8,03/17/20 05:00:00 PM,0.0,17.76,,,,,20812395,   53 50.365,   13 51.478
9,03/17/20 06:00:00 PM,0.0,16.36,,,,,20812395,   53 50.365,   13 51.478
10,03/17/20 07:00:00 PM,0.0,15.14,,,,,20812395,   53 50.365,   13 51.478
11,03/17/20 08:00:00 PM,0.0,14.18,,,,,20812395,   53 50.365,   13 51.478
12,03/17/20 09:00:00 PM,0.0,13.45,,,,,20812395,   53 50.365,   13 51.478
13,03/17/20 10:00:00 PM,0.0,12.87,,,,,20812395,   53 50.365,   13 51.478
14,03/17/20 11:00:00 PM,0.0,12.48,,,,,20812395,   53 50.365,   13 51.478
15,03/18/20 12:00:00 AM,0.0,12.14,,,,,20812395,   53 50.365,   13 51.478
16,03/18/20 01:00:00 AM,0.0,11.77,,,,,20812395,   53 50.365,   13 51.478
17,03/18/20 02:00:00 AM,0.0,11.46,,,,,20812395,   53 50.365,   13 51.478
18,03/18/20 03:00:00 AM,0.0,11.1,,,,,20812395,   53 50.365,   13 51.478
19,03/18/20 04:00:00 AM,0.0,10.65,,,,,20812395,   53 50.365,   13 51.478
20,03/18/20 05:00:00 AM,0.0,10.3,,,,,20812395,   53 50.365,   13 51.478
21,03/18/20 06:00:00 AM,0.0,9.93,,,,,20812395,   53 50.365,   13 51.478
22,03/18/20 07:00:00 AM,0.0,9.7,,,,,20812395,   53 50.365,   13 51.478
23,03/18/20 08:00:00 AM,0.0,9.8,,,,,20812395,   53 50.365,   13 51.478
24,03/18/20 09:00:00 AM,0.0,10.41,,,,,20812395,   53 50.365,   13 51.478
25,03/18/20 10:00:00 AM,0.0,15.72,,,,,20812395,   53 50.365,   13 51.478
26,03/18/20 11:00:00 AM,0.0,16.18,,,,,20812395,   53 50.365,   13 51.478
27,03/18/20 12:00:00 PM,0.0,15.83,,,,,20812395,   53 50.365,   13 51.478
28,03/18/20 01:00:00 PM,0.0,15.45,,,,,20812395,   53 50.365,   13 51.478
29,03/18/20 02:00:00 PM,0.0,15.54,,,,,20812395,   53 50.365,   13 51.478
30,03/18/20 03:00:00 PM,0.0,15.05,,,,,20812395,   53 50.365,   13 51.478
31,03/18/20 04:00:00 PM,0.0,14.46,,,,,20812395,   53 50.365,   13 51.478
32,03/18/20 05:00:00 PM,0.0,13.35,,,,,20812395,   53 50.365,   13 51.478
33,03/18/20 06:00:00 PM,0.0,13.7,,,,,20812395,   53 50.365,   13 51.478
34,03/18/20 07:00:00 PM,0.0,14.82,,,,,20812395,   53 50.365,   13 51.478
35,03/18/20 08:00:00 PM,0.0,13.67,,,,,20812395,   53 50.365,   13 51.478
36,03/18/20 09:00:00 PM,0.0,12.98,,,,,20812395,   53 50.365,   13 51.478
37,03/18/20 10:00:00 PM,0.0,12.4,,,,,20812395,   53 50.365,   13 51.478
38,03/18/20 11:00:00 PM,0.0,11.88,,,,,20812395,   53 50.365,   13 51.478
39,03/19/20 12:00:00 AM,0.0,11.42,,,,,20812395,   53 50.365,   13 51.478
40,03/19/20 01:00:00 AM,0.0,10.94,,,,,20812395,   53 50.365,   13 51.478
41,03/19/20 02:00:00 AM,0.0,10.47,,,,,20812395,   53 50.365,   13 51.478
42,03/19/20 03:00:00 AM,0.0,10.06,,,,,20812395,   53 50.365,   13 51.478
43,03/19/20 04:00:00 AM,0.0,9.67,,,,,20812395,   53 50.365,   13 51.478
44,03/19/20 05:00:00 AM,0.0,9.35,,,,,20812395,   53 50.365,   13 51.478
45,03/19/20 06:00:00 AM,0.0,9.06,,,,,20812395,   53 50.365,   13 51.478
46,03/19/20 07:00:00 AM,0.0,8.81,,,,,20812395,   53 50.365,   13 51.478
47,03/19/20 08:00:00 AM,0.0,8.92,,,,,20812395,   53 50.365,   13 51.478
48,03/19/20 09:00:00 AM,0.0,11.77,,,,,20812395,   53 50.365,   13 51.478
49,03/19/20 10:00:00 AM,0.0,11.96,,,,,20812395,   53 50.365,   13 51.478
50,03/19/20 11:00:00 AM,0.0,13.43,,,,,20812395,   53 50.365,   13 51.478
51,03/19/20 12:00:00 PM,0.0,14.88,,,,,20812395,   53 50.365,   13 51.478
52,03/19/20 01:00:00 PM,0.0,16.38,,,,,20812395,   53 50.365,   13 51.478
53,03/19/20 02:00:00 PM,0.0,17.19,,,,,20812395,   53 50.365,   13 51.478
54,03/19/20 03:00:00 PM,0.0,15.5,,,,,20812395,   53 50.365,   13 51.478
55,03/19/20 04:00:00 PM,0.0,14.91,,,,,20812395,   53 50.365,   13 51.478
56,03/19/20 05:00:00 PM,0.0,15.19,,,,,20812395,   53 50.365,   13 51.478
57,03/19/20 06:00:00 PM,0.0,15.26,,,,,20812395,   53 50.365,   13 51.478
58,03/19/20 07:00:00 PM,0.0,14.85,,,,,20812395,   53 50.365,   13 51.478
59,03/19/20 08:00:00 PM,0.0,14.63,,,,,20812395,   53 50.365,   13 51.478
60,03/19/20 09:00:00 PM,0.0,14.18,,,,,20812395,   53 50.365,   13 51.478
61,03/19/20 10:00:00 PM,0.0,13.46,,,,,20812395,   53 50.365,   13 51.478
62,03/19/20 11:00:00 PM,0.0,12.6,,,,,20812395,   53 50.365,   13 51.478
63,03/20/20 12:00:00 AM,0.0,11.68,,,,,20812395,   53 50.365,   13 51.478
64,03/20/20 01:00:00 AM,0.0,10.9,,,,,20812395,   53 50.365,   13 51.478
65,03/20/20 02:00:00 AM,0.0,10.31,,,,,20812395,   53 50.365,   13 51.478
66,03/20/20 03:00:00 AM,0.0,9.85,,,,,20812395,   53 50.365,   13 51.478
67,03/20/20 04:00:00 AM,0.0,9.4,,,,,20812395,   53 50.365,   13 51.478
68,03/20/20 05:00:00 AM,0.0,8.85,,,,,20812395,   53 50.365,   13 51.478
69,03/20/20 06:00:00 AM,0.0,8.22,,,,,20812395,   53 50.365,   13 51.478
70,03/20/20 07:00:00 AM,0.0,7.77,,,,,20812395,   53 50.365,   13 51.478
71,03/20/20 08:00:00 AM,0.0,7.81,,,,,20812395,   53 50.365,   13 51.478
72,03/20/20 09:00:00 AM,0.0,9.72,,,,,20812395,   53 50.365,   13 51.478
73,03/20/20 10:00:00 AM,0.0,10.64,,,,,20812395,   53 50.365,   13 51.478
74,03/20/20 11:00:00 AM,0.0,11.88,,,,,20812395,   53 50.365,   13 51.478
75,03/20/20 12:00:00 PM,0.0,14.62,,,,,20812395,   53 50.365,   13 51.478
76,03/20/20 01:00:00 PM,0.0,16.01,,,,,20812395,   53 50.365,   13 51.478
77,03/20/20 02:00:00 PM,0.0,16.47,,,,,20812395,   53 50.365,   13 51.478
78,03/20/20 03:00:00 PM,0.0,15.55,,,,,20812395,   53 50.365,   13 51.478
79,03/20/20 04:00:00 PM,0.0,14.35,,,,,20812395,   53 50.365,   13 51.478
80,03/20/20 05:00:00 PM,0.0,14.25,,,,,20812395,   53 50.365,   13 51.478
81,03/20/20 06:00:00 PM,0.0,13.42,,,,,20812395,   53 50.365,   13 51.478
82,03/20/20 07:00:00 PM,0.0,12.21,,,,,20812395,   53 50.365,   13 51.478
83,03/20/20 08:00:00 PM,0.0,12.5,,,,,20812395,   53 50.365,   13 51.478
84,03/20/20 09:00:00 PM,0.0,13.56,,,,,20812395,   53 50.365,   13 51.478
85,03/20/20 10:00:00 PM,0.0,13.03,,,,,20812395,   53 50.365,   13 51.478
86,03/20/20 11:00:00 PM,0.0,11.92,,,,,20812395,   53 50.365,   13 51.478
87,03/21/20 12:00:00 AM,0.0,9.92,,,,,20812395,   53 50.365,   13 51.478
88,03/21/20 01:00:00 AM,0.0,8.19,,,,,20812395,   53 50.365,   13 51.478
89,03/21/20 02:00:00 AM,0.0,7.14,,,,,20812395,   53 50.365,   13 51.478
90,03/21/20 03:00:00 AM,0.0,6.36,,,,,20812395,   53 50.365,   13 51.478
91,03/21/20 04:00:00 AM,0.0,5.66,,,,,20812395,   53 50.365,   13 51.478
92,03/21/20 05:00:00 AM,0.0,4.95,,,,,20812395,   53 50.365,   13 51.478
93,03/21/20 06:00:00 AM,0.0,4.32,,,,,20812395,   53 50.365,   13 51.478
94,03/21/20 07:00:00 AM,0.0,3.9,,,,,20812395,   53 50.365,   13 51.478
95,03/21/20 08:00:00 AM,0.0,4.35,,,,,20812395,   53 50.365,   13 51.478
96,03/21/20 09:00:00 AM,0.0,7.19,,,,,20812395,   53 50.365,   13 51.478
97,03/21/20 10:00:00 AM,0.0,8.43,,,,,20812395,   53 50.365,   13 51.478
98,03/21/20 11:00:00 AM,0.0,10.59,,,,,20812395,   53 50.365,   13 51.478
99,03/21/20 12:00:00 PM,0.0,13.07,,,,,20812395,   53 50.365,   13 51.478
100,03/21/20 01:00:00 PM,0.0,14.62,,,,,20812395,   53 50.365,   13 51.478
101,03/21/20 02:00:00 PM,0.0,15.94,,,,,20812395,   53 50.365,   13 51.478
102,03/21/20 03:00:00 PM,0.0,17.04,,,,,20812395,   53 50.365,   13 51.478
103,03/21/20 04:00:00 PM,0.0,17.24,,,,,20812395,   53 50.365,   13 51.478
104,03/21/20 05:00:00 PM,0.0,16.56,,,,,20812395,   53 50.365,   13 51.478
105,03/21/20 06:00:00 PM,0.0,13.21,,,,,20812395,   53 50.365,   13 51.478
106,03/21/20 07:00:00 PM,0.0,9.98,,,,,20812395,   53 50.365,   13 51.478
107,03/21/20 08:00:00 PM,0.0,7.54,,,,,20812395,   53 50.365,   13 51.478
108,03/21/20 09:00:00 PM,0.0,5.43,,,,,20812395,   53 50.365,   13 51.478
109,03/21/20 10:00:00 PM,0.0,3.5,,,,,20812395,   53 50.365,   13 51.478
110,03/21/20 11:00:00 PM,0.0,1.81,,,,,20812395,   53 50.365,   13 51.478
111,03/22/20 12:00:00 AM,0.0,0.88,,,,,20812395,   53 50.365,   13 51.478
112,03/22/20 01:00:00 AM,0.0,0.56,,,,,20812395,   53 50.365,   13 51.478
113,03/22/20 02:00:00 AM,0.0,0.01,,,,,20812395,   53 50.365,   13 51.478
114,03/22/20 03:00:00 AM,0.0,-0.52,,,,,20812395,   53 50.365,   13 51.478
115,03/22/20 04:00:00 AM,0.0,-1.07,,,,,20812395,   53 50.365,   13 51.478
116,03/22/20 05:00:00 AM,0.0,-1.74,,,,,20812395,   53 50.365,   13 51.478
117,03/22/20 06:00:00 AM,0.0,-2.11,,,,,20812395,   53 50.365,   13 51.478
118,03/22/20 07:00:00 AM,0.0,-1.7,,,,,20812395,   53 50.365,   13 51.478
119,03/22/20 08:00:00 AM,0.0,0.06,,,,,20812395,   53 50.365,   13 51.478
120,03/22/20 09:00:00 AM,0.0,3.8,,,,,20812395,   53 50.365,   13 51.478
121,03/22/20 10:00:00 AM,0.0,7.48,,,,,20812395,   53 50.365,   13 51.478
122,03/22/20 11:00:00 AM,0.0,9.97,,,,,20812395,   53 50.365,   13 51.478
123,03/22/20 12:00:00 PM,0.0,12.4,,,,,20812395,   53 50.365,   13 51.478
124,03/22/20 01:00:00 PM,0.0,13.31,,,,,20812395,   53 50.365,   13 51.478
125,03/22/20 02:00:00 PM,0.0,13.67,,,,,20812395,   53 50.365,   13 51.478
126,03/22/20 03:00:00 PM,0.0,15.84,,,,,20812395,   53 50.365,   13 51.478
127,03/22/20 04:00:00 PM,0.0,17.47,,,,,20812395,   53 50.365,   13 51.478
128,03/22/20 05:00:00 PM,0.0,17.51,,,,,20812395,   53 50.365,   13 51.478
129,03/22/20 06:00:00 PM,0.0,14.22,,,,,20812395,   53 50.365,   13 51.478
130,03/22/20 07:00:00 PM,0.0,10.45,,,,,20812395,   53 50.365,   13 51.478
131,03/22/20 08:00:00 PM,0.0,7.41,,,,,20812395,   53 50.365,   13 51.478
132,03/22/20 09:00:00 PM,0.0,5.05,,,,,20812395,   53 50.365,   13 51.478
133,03/22/20 10:00:00 PM,0.0,3.1,,,,,20812395,   53 50.365,   13 51.478
134,03/22/20 11:00:00 PM,0.0,1.52,,,,,20812395,   53 50.365,   13 51.478
135,03/23/20 12:00:00 AM,0.0,0.29,,,,,20812395,   53 50.365,   13 51.478
136,03/23/20 01:00:00 AM,0.0,-0.7,,,,,20812395,   53 50.365,   13 51.478
137,03/23/20 02:00:00 AM,0.0,-1.53,,,,,20812395,   53 50.365,   13 51.478
138,03/23/20 03:00:00 AM,0.0,-2.17,,,,,20812395,   53 50.365,   13 51.478
139,03/23/20 04:00:00 AM,0.0,-2.8,,,,,20812395,   53 50.365,   13 51.478
140,03/23/20 05:00:00 AM,0.0,-3.36,,,,,20812395,   53 50.365,   13 51.478
141,03/23/20 06:00:00 AM,0.0,-3.78,,,,,20812395,   53 50.365,   13 51.478
142,03/23/20 07:00:00 AM,0.0,-3.95,,,,,20812395,   53 50.365,   13 51.478
143,03/23/20 08:00:00 AM,0.0,-2.61,,,,,20812395,   53 50.365,   13 51.478
144,03/23/20 09:00:00 AM,0.0,3.99,,,,,20812395,   53 50.365,   13 51.478
145,03/23/20 10:00:00 AM,0.0,9.7,,,,,20812395,   53 50.365,   13 51.478
146,03/23/20 11:00:00 AM,0.0,13.51,,,,,20812395,   53 50.365,   13 51.478
147,03/23/20 12:00:00 PM,0.0,17.33,,,,,20812395,   53 50.365,   13 51.478
148,03/23/20 01:00:00 PM,0.0,19.89,,,,,20812395,   53 50.365,   13 51.478
149,03/23/20 02:00:00 PM,0.0,20.77,,,,,20812395,   53 50.365,   13 51.478
150,03/23/20 03:00:00 PM,0.0,21.3,,,,,20812395,   53 50.365,   13 51.478
151,03/23/20 04:00:00 PM,0.0,21.43,,,,,20812395,   53 50.365,   13 51.478
152,03/23/20 05:00:00 PM,0.0,21.75,,,,,20812395,   53 50.365,   13 51.478
153,03/23/20 06:00:00 PM,0.0,21.98,,,,,20812395,   53 50.365,   13 51.478
154,03/23/20 07:00:00 PM,0.0,22.03,,,,,20812395,   53 50.365,   13 51.478
155,03/23/20 08:00:00 PM,0.0,22.04,,,,,20812395,   53 50.365,   13 51.478
156,03/23/20 09:00:00 PM,0.0,22.04,,,,,20812395,   53 50.365,   13 51.478
157,03/23/20 10:00:00 PM,0.0,22.03,,,,,20812395,   53 50.365,   13 51.478
158,03/23/20 11:00:00 PM,0.0,22.03,,,,,20812395,   53 50.365,   13 51.478
159,03/24/20 12:00:00 AM,0.0,22.01,,,,,20812395,   53 50.365,   13 51.478
160,03/24/20 01:00:00 AM,0.0,21.98,,,,,20812395,   53 50.365,   13 51.478
161,03/24/20 02:00:00 AM,0.0,21.96,,,,,20812395,   53 50.365,   13 51.478
162,03/24/20 03:00:00 AM,0.0,21.94,,,,,20812395,   53 50.365,   13 51.478
