Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/17/20 10:00:00 AM,0.0,17.34,Logged,,,,20812394,   54 21.733,   13 41.678
2,03/17/20 11:00:00 AM,0.0,17.92,,,,,20812394,   54 21.733,   13 41.678
3,03/17/20 12:00:00 PM,0.0,18.48,,,,,20812394,   54 21.733,   13 41.678
4,03/17/20 01:00:00 PM,0.0,20.7,,,,,20812394,   54 21.733,   13 41.678
5,03/17/20 02:00:00 PM,0.0,21.19,,,,,20812394,   54 21.733,   13 41.678
6,03/17/20 03:00:00 PM,0.0,20.53,,,,,20812394,   54 21.733,   13 41.678
7,03/17/20 04:00:00 PM,0.0,19.12,,,,,20812394,   54 21.733,   13 41.678
8,03/17/20 05:00:00 PM,0.0,17.62,,,,,20812394,   54 21.733,   13 41.678
9,03/17/20 06:00:00 PM,0.0,16.28,,,,,20812394,   54 21.733,   13 41.678
10,03/17/20 07:00:00 PM,0.0,15.03,,,,,20812394,   54 21.733,   13 41.678
11,03/17/20 08:00:00 PM,0.0,13.99,,,,,20812394,   54 21.733,   13 41.678
12,03/17/20 09:00:00 PM,0.0,13.13,,,,,20812394,   54 21.733,   13 41.678
13,03/17/20 10:00:00 PM,0.0,12.45,,,,,20812394,   54 21.733,   13 41.678
14,03/17/20 11:00:00 PM,0.0,11.96,,,,,20812394,   54 21.733,   13 41.678
15,03/18/20 12:00:00 AM,0.0,11.59,,,,,20812394,   54 21.733,   13 41.678
16,03/18/20 01:00:00 AM,0.0,11.24,,,,,20812394,   54 21.733,   13 41.678
17,03/18/20 02:00:00 AM,0.0,10.91,,,,,20812394,   54 21.733,   13 41.678
18,03/18/20 03:00:00 AM,0.0,10.57,,,,,20812394,   54 21.733,   13 41.678
19,03/18/20 04:00:00 AM,0.0,10.12,,,,,20812394,   54 21.733,   13 41.678
20,03/18/20 05:00:00 AM,0.0,9.73,,,,,20812394,   54 21.733,   13 41.678
21,03/18/20 06:00:00 AM,0.0,9.36,,,,,20812394,   54 21.733,   13 41.678
22,03/18/20 07:00:00 AM,0.0,9.08,,,,,20812394,   54 21.733,   13 41.678
23,03/18/20 08:00:00 AM,0.0,9.18,,,,,20812394,   54 21.733,   13 41.678
24,03/18/20 09:00:00 AM,0.0,9.91,,,,,20812394,   54 21.733,   13 41.678
25,03/18/20 10:00:00 AM,0.0,13.87,,,,,20812394,   54 21.733,   13 41.678
26,03/18/20 11:00:00 AM,0.0,15.09,,,,,20812394,   54 21.733,   13 41.678
27,03/18/20 12:00:00 PM,0.0,15.1,,,,,20812394,   54 21.733,   13 41.678
28,03/18/20 01:00:00 PM,0.0,14.87,,,,,20812394,   54 21.733,   13 41.678
29,03/18/20 02:00:00 PM,0.0,15.03,,,,,20812394,   54 21.733,   13 41.678
30,03/18/20 03:00:00 PM,0.0,14.67,,,,,20812394,   54 21.733,   13 41.678
31,03/18/20 04:00:00 PM,0.0,14.18,,,,,20812394,   54 21.733,   13 41.678
32,03/18/20 05:00:00 PM,0.0,13.24,,,,,20812394,   54 21.733,   13 41.678
33,03/18/20 06:00:00 PM,0.0,12.82,,,,,20812394,   54 21.733,   13 41.678
34,03/18/20 07:00:00 PM,0.0,14.34,,,,,20812394,   54 21.733,   13 41.678
35,03/18/20 08:00:00 PM,0.0,13.96,,,,,20812394,   54 21.733,   13 41.678
36,03/18/20 09:00:00 PM,0.0,13.42,,,,,20812394,   54 21.733,   13 41.678
37,03/18/20 10:00:00 PM,0.0,12.89,,,,,20812394,   54 21.733,   13 41.678
38,03/18/20 11:00:00 PM,0.0,12.37,,,,,20812394,   54 21.733,   13 41.678
39,03/19/20 12:00:00 AM,0.0,11.93,,,,,20812394,   54 21.733,   13 41.678
40,03/19/20 01:00:00 AM,0.0,11.5,,,,,20812394,   54 21.733,   13 41.678
41,03/19/20 02:00:00 AM,0.0,11.08,,,,,20812394,   54 21.733,   13 41.678
42,03/19/20 03:00:00 AM,0.0,10.68,,,,,20812394,   54 21.733,   13 41.678
43,03/19/20 04:00:00 AM,0.0,10.29,,,,,20812394,   54 21.733,   13 41.678
44,03/19/20 05:00:00 AM,0.0,9.95,,,,,20812394,   54 21.733,   13 41.678
45,03/19/20 06:00:00 AM,0.0,9.63,,,,,20812394,   54 21.733,   13 41.678
46,03/19/20 07:00:00 AM,0.0,9.36,,,,,20812394,   54 21.733,   13 41.678
47,03/19/20 08:00:00 AM,0.0,9.21,,,,,20812394,   54 21.733,   13 41.678
48,03/19/20 09:00:00 AM,0.0,10.68,,,,,20812394,   54 21.733,   13 41.678
49,03/19/20 10:00:00 AM,0.0,11.58,,,,,20812394,   54 21.733,   13 41.678
50,03/19/20 11:00:00 AM,0.0,12.98,,,,,20812394,   54 21.733,   13 41.678
51,03/19/20 12:00:00 PM,0.0,14.4,,,,,20812394,   54 21.733,   13 41.678
52,03/19/20 01:00:00 PM,0.0,15.91,,,,,20812394,   54 21.733,   13 41.678
53,03/19/20 02:00:00 PM,0.0,16.82,,,,,20812394,   54 21.733,   13 41.678
54,03/19/20 03:00:00 PM,0.0,15.37,,,,,20812394,   54 21.733,   13 41.678
55,03/19/20 04:00:00 PM,0.0,15.06,,,,,20812394,   54 21.733,   13 41.678
56,03/19/20 05:00:00 PM,0.0,15.73,,,,,20812394,   54 21.733,   13 41.678
57,03/19/20 06:00:00 PM,0.0,15.69,,,,,20812394,   54 21.733,   13 41.678
58,03/19/20 07:00:00 PM,0.0,14.89,,,,,20812394,   54 21.733,   13 41.678
