Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/23/20 05:00:00 PM,-1.3,18.23,Logged,,,,20803900,   54 26.117,   13 30.613
2,03/23/20 06:00:00 PM,-1.3,18.42,,,,,20803900,   54 26.117,   13 30.613
3,03/23/20 07:00:00 PM,-1.3,18.49,,,,,20803900,   54 26.117,   13 30.613
4,03/23/20 08:00:00 PM,-1.3,18.77,,,,,20803900,   54 26.117,   13 30.613
5,03/23/20 09:00:00 PM,-1.3,17.9,,,,,20803900,   54 26.117,   13 30.613
6,03/23/20 10:00:00 PM,-1.3,17.61,,,,,20803900,   54 26.117,   13 30.613
7,03/23/20 11:00:00 PM,-1.3,17.67,,,,,20803900,   54 26.117,   13 30.613
8,03/24/20 12:00:00 AM,-1.3,17.85,,,,,20803900,   54 26.117,   13 30.613
9,03/24/20 01:00:00 AM,2.0,18.0,,,,,20803900,   54 26.117,   13 30.613
10,03/24/20 02:00:00 AM,2.0,18.14,,,,,20803900,   54 26.117,   13 30.613
11,03/24/20 03:00:00 AM,-1.3,18.27,,,,,20803900,   54 26.117,   13 30.613
12,03/24/20 04:00:00 AM,-1.3,18.35,,,,,20803900,   54 26.117,   13 30.613
13,03/24/20 05:00:00 AM,-1.3,18.36,,,,,20803900,   54 26.117,   13 30.613
14,03/24/20 06:00:00 AM,2.0,18.37,,,,,20803900,   54 26.117,   13 30.613
15,03/24/20 07:00:00 AM,2.0,18.37,,,,,20803900,   54 26.117,   13 30.613
16,03/24/20 08:00:00 AM,2.1,12.33,,,,,20803900,   54 26.117,   13 30.613
17,03/24/20 09:00:00 AM,-1.2,14.19,,,,,20803900,   54 26.117,   13 30.613
18,03/24/20 10:00:00 AM,-1.2,13.66,,,,,20803900,   54 26.117,   13 30.613
19,03/24/20 11:00:00 AM,2.1,14.08,,,,,20803900,   54 26.117,   13 30.613
20,03/24/20 12:00:00 PM,-1.2,14.51,,,,,20803900,   54 26.117,   13 30.613
21,03/24/20 01:00:00 PM,2.0,15.89,,,,,20803900,   54 26.117,   13 30.613
22,03/24/20 02:00:00 PM,2.1,15.49,,,,,20803900,   54 26.117,   13 30.613
23,03/24/20 03:00:00 PM,-1.3,15.04,,,,,20803900,   54 26.117,   13 30.613
24,03/24/20 04:00:00 PM,2.1,15.55,,,,,20803900,   54 26.117,   13 30.613
25,03/24/20 05:00:00 PM,-1.3,17.93,,,,,20803900,   54 26.117,   13 30.613
26,03/24/20 06:00:00 PM,-1.2,12.53,,,,,20803900,   54 26.117,   13 30.613
27,03/24/20 07:00:00 PM,-1.2,10.21,,,,,20803900,   54 26.117,   13 30.613
28,03/24/20 08:00:00 PM,-1.2,8.9,,,,,20803900,   54 26.117,   13 30.613
29,03/24/20 09:00:00 PM,-1.2,7.53,,,,,20803900,   54 26.117,   13 30.613
30,03/24/20 10:00:00 PM,-1.2,6.11,,,,,20803900,   54 26.117,   13 30.613
31,03/24/20 11:00:00 PM,-1.2,5.02,,,,,20803900,   54 26.117,   13 30.613
32,03/25/20 12:00:00 AM,2.1,4.32,,,,,20803900,   54 26.117,   13 30.613
33,03/25/20 01:00:00 AM,-1.2,4.03,,,,,20803900,   54 26.117,   13 30.613
34,03/25/20 02:00:00 AM,-1.2,3.69,,,,,20803900,   54 26.117,   13 30.613
35,03/25/20 03:00:00 AM,-1.2,3.29,,,,,20803900,   54 26.117,   13 30.613
36,03/25/20 04:00:00 AM,-1.2,2.8,,,,,20803900,   54 26.117,   13 30.613
37,03/25/20 05:00:00 AM,-1.2,2.25,,,,,20803900,   54 26.117,   13 30.613
38,03/25/20 06:00:00 AM,2.1,2.06,,,,,20803900,   54 26.117,   13 30.613
39,03/25/20 07:00:00 AM,-1.2,2.01,,,,,20803900,   54 26.117,   13 30.613
40,03/25/20 08:00:00 AM,-1.2,2.07,,,,,20803900,   54 26.117,   13 30.613
41,03/25/20 09:00:00 AM,-1.2,2.54,,,,,20803900,   54 26.117,   13 30.613
42,03/25/20 10:00:00 AM,-1.2,5.88,,,,,20803900,   54 26.117,   13 30.613
43,03/25/20 11:00:00 AM,2.1,7.33,,,,,20803900,   54 26.117,   13 30.613
44,03/25/20 12:00:00 PM,-1.2,7.8,,,,,20803900,   54 26.117,   13 30.613
45,03/25/20 01:00:00 PM,-1.2,8.98,,,,,20803900,   54 26.117,   13 30.613
46,03/25/20 02:00:00 PM,-1.2,10.14,,,,,20803900,   54 26.117,   13 30.613
47,03/25/20 03:00:00 PM,-1.2,9.29,,,,,20803900,   54 26.117,   13 30.613
48,03/25/20 04:00:00 PM,-1.2,9.15,,,,,20803900,   54 26.117,   13 30.613
49,03/25/20 05:00:00 PM,2.1,10.15,,,,,20803900,   54 26.117,   13 30.613
50,03/25/20 06:00:00 PM,-1.2,9.48,,,,,20803900,   54 26.117,   13 30.613
51,03/25/20 07:00:00 PM,-1.2,8.67,,,,,20803900,   54 26.117,   13 30.613
