Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/23/20 06:00:00 PM,1.7,18.37,Logged,,,,20803897,   53 54.650,   13 24.341
2,03/23/20 07:00:00 PM,1.7,18.42,,,,,20803897,   53 54.650,   13 24.341
3,03/23/20 08:00:00 PM,1.7,18.72,,,,,20803897,   53 54.650,   13 24.341
4,03/23/20 09:00:00 PM,1.0,17.69,,,,,20803897,   53 54.650,   13 24.341
5,03/23/20 10:00:00 PM,1.7,17.41,,,,,20803897,   53 54.650,   13 24.341
6,03/23/20 11:00:00 PM,-1.6,17.48,,,,,20803897,   53 54.650,   13 24.341
7,03/24/20 12:00:00 AM,1.7,17.68,,,,,20803897,   53 54.650,   13 24.341
8,03/24/20 01:00:00 AM,1.7,17.84,,,,,20803897,   53 54.650,   13 24.341
9,03/24/20 02:00:00 AM,1.7,17.98,,,,,20803897,   53 54.650,   13 24.341
10,03/24/20 03:00:00 AM,-1.6,18.09,,,,,20803897,   53 54.650,   13 24.341
11,03/24/20 04:00:00 AM,1.7,18.15,,,,,20803897,   53 54.650,   13 24.341
12,03/24/20 05:00:00 AM,1.7,18.15,,,,,20803897,   53 54.650,   13 24.341
13,03/24/20 06:00:00 AM,-1.6,18.14,,,,,20803897,   53 54.650,   13 24.341
14,03/24/20 07:00:00 AM,14.6,18.14,,,,,20803897,   53 54.650,   13 24.341
15,03/24/20 08:00:00 AM,-1.6,12.9,,,,,20803897,   53 54.650,   13 24.341
16,03/24/20 09:00:00 AM,-1.6,14.13,,,,,20803897,   53 54.650,   13 24.341
17,03/24/20 10:00:00 AM,-1.6,15.88,,,,,20803897,   53 54.650,   13 24.341
18,03/24/20 11:00:00 AM,1.7,15.17,,,,,20803897,   53 54.650,   13 24.341
19,03/24/20 12:00:00 PM,14.7,16.33,,,,,20803897,   53 54.650,   13 24.341
