"Plot Title: 20812402"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20812402, SEN S/N: 20812402)","Temp, °C (LGR S/N: 20812402, SEN S/N: 20812402)","Coupler Detached (LGR S/N: 20812402)","Coupler Attached (LGR S/N: 20812402)","Stopped (LGR S/N: 20812402)","End Of File (LGR S/N: 20812402)"
1,03/17/20 11:00:00 AM,0.0,17.67,Logged,,,
2,03/17/20 12:00:00 PM,0.0,18.86,,,,
3,03/17/20 01:00:00 PM,0.0,21.72,,,,
4,03/17/20 02:00:00 PM,0.0,21.36,,,,
5,03/17/20 03:00:00 PM,0.0,20.38,,,,
6,03/17/20 04:00:00 PM,0.0,18.77,,,,
7,03/17/20 05:00:00 PM,0.0,17.36,,,,
8,03/17/20 06:00:00 PM,0.0,16.15,,,,
9,03/17/20 07:00:00 PM,0.0,15.06,,,,
10,03/17/20 08:00:00 PM,0.0,14.15,,,,
11,03/17/20 09:00:00 PM,0.0,13.44,,,,
12,03/17/20 10:00:00 PM,0.0,12.89,,,,
13,03/17/20 11:00:00 PM,0.0,12.46,,,,
14,03/18/20 12:00:00 AM,0.0,12.12,,,,
15,03/18/20 01:00:00 AM,0.0,11.76,,,,
16,03/18/20 02:00:00 AM,0.0,11.41,,,,
17,03/18/20 03:00:00 AM,0.0,11.03,,,,
18,03/18/20 04:00:00 AM,0.0,10.60,,,,
19,03/18/20 05:00:00 AM,0.0,10.22,,,,
20,03/18/20 06:00:00 AM,0.0,9.87,,,,
21,03/18/20 07:00:00 AM,0.0,9.64,,,,
22,03/18/20 08:00:00 AM,0.0,9.80,,,,
23,03/18/20 09:00:00 AM,0.0,10.36,,,,
24,03/18/20 10:00:00 AM,0.0,14.17,,,,
25,03/18/20 11:00:00 AM,0.0,14.94,,,,
26,03/18/20 12:00:00 PM,0.0,14.95,,,,
27,03/18/20 01:00:00 PM,0.0,14.77,,,,
28,03/18/20 02:00:00 PM,0.0,14.93,,,,
29,03/18/20 03:00:00 PM,0.0,14.59,,,,
30,03/18/20 04:00:00 PM,0.0,14.14,,,,
31,03/18/20 05:00:00 PM,0.0,13.25,,,,
32,03/18/20 06:00:00 PM,0.0,13.29,,,,
33,03/18/20 07:00:00 PM,0.0,14.24,,,,
34,03/18/20 08:00:00 PM,0.0,13.64,,,,
35,03/18/20 09:00:00 PM,0.0,13.16,,,,
36,03/18/20 10:00:00 PM,0.0,12.70,,,,
37,03/18/20 11:00:00 PM,0.0,12.22,,,,
38,03/19/20 12:00:00 AM,0.0,11.81,,,,
39,03/19/20 01:00:00 AM,0.0,11.42,,,,
40,03/19/20 02:00:00 AM,0.0,11.00,,,,
41,03/19/20 03:00:00 AM,0.0,10.61,,,,
42,03/19/20 04:00:00 AM,0.0,10.25,,,,
43,03/19/20 05:00:00 AM,0.0,9.94,,,,
44,03/19/20 06:00:00 AM,0.0,9.64,,,,
45,03/19/20 07:00:00 AM,0.0,9.41,,,,
46,03/19/20 08:00:00 AM,0.0,9.37,,,,
47,03/19/20 09:00:00 AM,0.0,12.00,,,,
48,03/19/20 10:00:00 AM,0.0,12.79,,,,
49,03/19/20 11:00:00 AM,0.0,14.75,,,,
50,03/19/20 12:00:00 PM,0.0,16.64,,,,
51,03/19/20 01:00:00 PM,0.0,18.36,,,,
52,03/19/20 02:00:00 PM,0.0,19.48,,,,
53,03/19/20 03:00:00 PM,0.0,17.13,,,,
54,03/19/20 04:00:00 PM,0.0,17.66,,,,
55,03/19/20 05:00:00 PM,0.0,18.36,,,,
56,03/19/20 06:00:00 PM,0.0,17.72,,,,
57,03/19/20 07:00:00 PM,0.0,14.93,,,,
58,03/19/20 08:00:00 PM,0.0,14.98,,,,
59,03/19/20 09:00:00 PM,0.0,14.88,,,,
60,03/19/20 10:00:00 PM,0.0,13.73,,,,
61,03/19/20 11:00:00 PM,0.0,12.41,,,,
62,03/20/20 12:00:00 AM,0.0,11.11,,,,
63,03/20/20 01:00:00 AM,0.0,10.03,,,,
64,03/20/20 02:00:00 AM,0.0,9.23,,,,
65,03/20/20 03:00:00 AM,0.0,8.65,,,,
66,03/20/20 04:00:00 AM,0.0,8.08,,,,
67,03/20/20 05:00:00 AM,0.0,7.51,,,,
68,03/20/20 06:00:00 AM,0.0,7.01,,,,
69,03/20/20 07:00:00 AM,0.0,6.63,,,,
70,03/20/20 08:00:00 AM,0.0,6.72,,,,
71,03/20/20 09:00:00 AM,0.0,10.25,,,,
72,03/20/20 10:00:00 AM,0.0,12.61,,,,
73,03/20/20 11:00:00 AM,0.0,12.08,,,,
74,03/20/20 12:00:00 PM,0.0,13.96,,,,
75,03/20/20 01:00:00 PM,0.0,15.16,,,,
76,03/20/20 02:00:00 PM,0.0,15.76,,,,
77,03/20/20 03:00:00 PM,0.0,15.18,,,,
78,03/20/20 04:00:00 PM,0.0,14.30,,,,
79,03/20/20 05:00:00 PM,0.0,14.17,,,,
80,03/20/20 06:00:00 PM,0.0,13.46,,,,
81,03/20/20 07:00:00 PM,0.0,12.10,,,,
82,03/20/20 08:00:00 PM,0.0,12.30,,,,
83,03/20/20 09:00:00 PM,0.0,12.99,,,,
84,03/20/20 10:00:00 PM,0.0,12.94,,,,
85,03/20/20 11:00:00 PM,0.0,12.59,,,,
86,03/21/20 12:00:00 AM,0.0,11.47,,,,
87,03/21/20 01:00:00 AM,0.0,10.07,,,,
88,03/21/20 02:00:00 AM,0.0,8.93,,,,
89,03/21/20 03:00:00 AM,0.0,8.02,,,,
90,03/21/20 04:00:00 AM,0.0,7.19,,,,
91,03/21/20 05:00:00 AM,0.0,6.46,,,,
92,03/21/20 06:00:00 AM,0.0,5.74,,,,
93,03/21/20 07:00:00 AM,0.0,5.16,,,,
94,03/21/20 08:00:00 AM,0.0,5.09,,,,
95,03/21/20 09:00:00 AM,0.0,6.99,,,,
96,03/21/20 10:00:00 AM,0.0,8.11,,,,
97,03/21/20 11:00:00 AM,0.0,9.76,,,,
98,03/21/20 12:00:00 PM,0.0,11.86,,,,
99,03/21/20 01:00:00 PM,0.0,13.53,,,,
100,03/21/20 02:00:00 PM,0.0,16.55,,,,
101,03/21/20 03:00:00 PM,0.0,17.78,,,,
102,03/21/20 04:00:00 PM,0.0,17.79,,,,
103,03/21/20 05:00:00 PM,0.0,17.35,,,,
104,03/21/20 06:00:00 PM,0.0,15.25,,,,
105,03/21/20 07:00:00 PM,0.0,12.50,,,,
106,03/21/20 08:00:00 PM,0.0,10.13,,,,
107,03/21/20 09:00:00 PM,0.0,8.15,,,,
108,03/21/20 10:00:00 PM,0.0,6.28,,,,
109,03/21/20 11:00:00 PM,0.0,4.56,,,,
110,03/22/20 12:00:00 AM,0.0,3.25,,,,
111,03/22/20 01:00:00 AM,0.0,2.47,,,,
112,03/22/20 02:00:00 AM,0.0,1.74,,,,
113,03/22/20 03:00:00 AM,0.0,1.02,,,,
114,03/22/20 04:00:00 AM,0.0,0.41,,,,
115,03/22/20 05:00:00 AM,0.0,-0.27,,,,
116,03/22/20 06:00:00 AM,0.0,-0.83,,,,
117,03/22/20 07:00:00 AM,0.0,-0.94,,,,
118,03/22/20 08:00:00 AM,0.0,-0.12,,,,
119,03/22/20 09:00:00 AM,0.0,2.84,,,,
120,03/22/20 10:00:00 AM,0.0,6.12,,,,
121,03/22/20 11:00:00 AM,0.0,8.44,,,,
122,03/22/20 12:00:00 PM,0.0,10.74,,,,
123,03/22/20 01:00:00 PM,0.0,12.01,,,,
124,03/22/20 02:00:00 PM,0.0,13.70,,,,
125,03/22/20 03:00:00 PM,0.0,15.76,,,,
126,03/22/20 04:00:00 PM,0.0,17.03,,,,
127,03/22/20 05:00:00 PM,0.0,17.40,,,,
128,03/22/20 06:00:00 PM,0.0,15.71,,,,
129,03/22/20 07:00:00 PM,0.0,12.84,,,,
130,03/22/20 08:00:00 PM,0.0,10.13,,,,
131,03/22/20 09:00:00 PM,0.0,7.88,,,,
132,03/22/20 10:00:00 PM,0.0,5.93,,,,
133,03/22/20 11:00:00 PM,0.0,4.24,,,,
134,03/23/20 12:00:00 AM,0.0,2.82,,,,
135,03/23/20 01:00:00 AM,0.0,1.61,,,,
136,03/23/20 02:00:00 AM,0.0,0.57,,,,
137,03/23/20 03:00:00 AM,0.0,-0.31,,,,
138,03/23/20 04:00:00 AM,0.0,-1.07,,,,
139,03/23/20 05:00:00 AM,0.0,-1.78,,,,
140,03/23/20 06:00:00 AM,0.0,-2.35,,,,
141,03/23/20 07:00:00 AM,0.0,-2.77,,,,
142,03/23/20 08:00:00 AM,0.0,-2.32,,,,
143,03/23/20 09:00:00 AM,0.0,2.18,,,,
144,03/23/20 10:00:00 AM,0.0,6.59,,,,
145,03/23/20 11:00:00 AM,0.0,10.14,,,,
146,03/23/20 12:00:00 PM,0.0,16.65,,,,
147,03/23/20 01:00:00 PM,0.0,19.03,,,,
148,03/23/20 02:00:00 PM,0.0,19.88,,,,
149,03/23/20 03:00:00 PM,0.0,20.52,,,,
150,03/23/20 04:00:00 PM,0.0,20.83,,,,
151,03/23/20 05:00:00 PM,0.0,21.37,,,,
152,03/23/20 06:00:00 PM,0.0,21.60,,,,
153,03/23/20 07:00:00 PM,0.0,21.64,,,,
154,03/23/20 08:00:00 PM,0.0,21.68,,,,
155,03/23/20 09:00:00 PM,0.0,21.72,,,,
