"Plot Title: 20812398"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20812398, SEN S/N: 20812398)","Temp, °C (LGR S/N: 20812398, SEN S/N: 20812398)","Coupler Detached (LGR S/N: 20812398)","Coupler Attached (LGR S/N: 20812398)","Stopped (LGR S/N: 20812398)","End Of File (LGR S/N: 20812398)"
1,03/17/20 10:00:00 AM,0.0,21.43,Logged,,,
2,03/17/20 11:00:00 AM,0.0,20.52,,,,
3,03/17/20 12:00:00 PM,0.0,21.76,,,,
4,03/17/20 01:00:00 PM,0.0,24.55,,,,
5,03/17/20 02:00:00 PM,0.0,23.80,,,,
6,03/17/20 03:00:00 PM,0.0,21.76,,,,
7,03/17/20 04:00:00 PM,0.0,19.15,,,,
8,03/17/20 05:00:00 PM,0.0,17.02,,,,
9,03/17/20 06:00:00 PM,0.0,15.39,,,,
10,03/17/20 07:00:00 PM,0.0,14.03,,,,
11,03/17/20 08:00:00 PM,0.0,13.07,,,,
12,03/17/20 09:00:00 PM,0.0,12.37,,,,
13,03/17/20 10:00:00 PM,0.0,11.84,,,,
14,03/17/20 11:00:00 PM,0.0,11.46,,,,
15,03/18/20 12:00:00 AM,0.0,11.12,,,,
16,03/18/20 01:00:00 AM,0.0,10.79,,,,
17,03/18/20 02:00:00 AM,0.0,10.41,,,,
18,03/18/20 03:00:00 AM,0.0,9.90,,,,
19,03/18/20 04:00:00 AM,0.0,9.34,,,,
20,03/18/20 05:00:00 AM,0.0,8.97,,,,
21,03/18/20 06:00:00 AM,0.0,8.59,,,,
22,03/18/20 07:00:00 AM,0.0,8.51,,,,
23,03/18/20 08:00:00 AM,0.0,9.24,,,,
24,03/18/20 09:00:00 AM,0.0,10.53,,,,
25,03/18/20 10:00:00 AM,0.0,17.44,,,,
26,03/18/20 11:00:00 AM,0.0,17.41,,,,
27,03/18/20 12:00:00 PM,0.0,16.67,,,,
28,03/18/20 01:00:00 PM,0.0,16.03,,,,
29,03/18/20 02:00:00 PM,0.0,15.98,,,,
30,03/18/20 03:00:00 PM,0.0,15.27,,,,
31,03/18/20 04:00:00 PM,0.0,14.42,,,,
32,03/18/20 05:00:00 PM,0.0,12.97,,,,
33,03/18/20 06:00:00 PM,0.0,14.39,,,,
34,03/18/20 07:00:00 PM,0.0,15.22,,,,
35,03/18/20 08:00:00 PM,0.0,13.57,,,,
36,03/18/20 09:00:00 PM,0.0,12.64,,,,
37,03/18/20 10:00:00 PM,0.0,11.93,,,,
38,03/18/20 11:00:00 PM,0.0,11.32,,,,
39,03/19/20 12:00:00 AM,0.0,10.79,,,,
40,03/19/20 01:00:00 AM,0.0,10.23,,,,
41,03/19/20 02:00:00 AM,0.0,9.67,,,,
42,03/19/20 03:00:00 AM,0.0,9.19,,,,
43,03/19/20 04:00:00 AM,0.0,8.75,,,,
44,03/19/20 05:00:00 AM,0.0,8.43,,,,
45,03/19/20 06:00:00 AM,0.0,8.11,,,,
46,03/19/20 07:00:00 AM,0.0,7.91,,,,
47,03/19/20 08:00:00 AM,0.0,8.27,,,,
48,03/19/20 09:00:00 AM,0.0,12.32,,,,
49,03/19/20 10:00:00 AM,0.0,11.66,,,,
50,03/19/20 11:00:00 AM,0.0,12.45,,,,
51,03/19/20 12:00:00 PM,0.0,13.98,,,,
52,03/19/20 01:00:00 PM,0.0,15.79,,,,
53,03/19/20 02:00:00 PM,0.0,16.60,,,,
54,03/19/20 03:00:00 PM,0.0,15.64,,,,
55,03/19/20 04:00:00 PM,0.0,15.74,,,,
56,03/19/20 05:00:00 PM,0.0,16.53,,,,
57,03/19/20 06:00:00 PM,0.0,16.03,,,,
58,03/19/20 07:00:00 PM,0.0,13.16,,,,
59,03/19/20 08:00:00 PM,0.0,13.60,,,,
60,03/19/20 09:00:00 PM,0.0,13.50,,,,
61,03/19/20 10:00:00 PM,0.0,12.73,,,,
62,03/19/20 11:00:00 PM,0.0,11.74,,,,
63,03/20/20 12:00:00 AM,0.0,10.67,,,,
64,03/20/20 01:00:00 AM,0.0,9.76,,,,
65,03/20/20 02:00:00 AM,0.0,9.13,,,,
66,03/20/20 03:00:00 AM,0.0,8.65,,,,
67,03/20/20 04:00:00 AM,0.0,8.15,,,,
68,03/20/20 05:00:00 AM,0.0,7.63,,,,
69,03/20/20 06:00:00 AM,0.0,7.20,,,,
70,03/20/20 07:00:00 AM,0.0,6.85,,,,
71,03/20/20 08:00:00 AM,0.0,6.95,,,,
72,03/20/20 09:00:00 AM,0.0,13.76,,,,
73,03/20/20 10:00:00 AM,0.0,12.67,,,,
74,03/20/20 11:00:00 AM,0.0,13.47,,,,
75,03/20/20 12:00:00 PM,0.0,15.75,,,,
76,03/20/20 01:00:00 PM,0.0,17.36,,,,
77,03/20/20 02:00:00 PM,0.0,18.64,,,,
78,03/20/20 03:00:00 PM,0.0,18.28,,,,
79,03/20/20 04:00:00 PM,0.0,17.79,,,,
80,03/20/20 05:00:00 PM,0.0,14.83,,,,
81,03/20/20 06:00:00 PM,0.0,13.20,,,,
82,03/20/20 07:00:00 PM,0.0,12.54,,,,
83,03/20/20 08:00:00 PM,0.0,12.05,,,,
84,03/20/20 09:00:00 PM,0.0,11.51,,,,
85,03/20/20 10:00:00 PM,0.0,11.04,,,,
86,03/20/20 11:00:00 PM,0.0,10.73,,,,
87,03/21/20 12:00:00 AM,0.0,10.52,,,,
88,03/21/20 01:00:00 AM,0.0,10.35,,,,
89,03/21/20 02:00:00 AM,0.0,10.21,,,,
90,03/21/20 03:00:00 AM,0.0,10.10,,,,
91,03/21/20 04:00:00 AM,0.0,9.89,,,,
92,03/21/20 05:00:00 AM,0.0,9.84,,,,
93,03/21/20 06:00:00 AM,0.0,9.68,,,,
94,03/21/20 07:00:00 AM,0.0,9.56,,,,
95,03/21/20 08:00:00 AM,0.0,9.63,,,,
96,03/21/20 09:00:00 AM,0.0,9.74,,,,
97,03/21/20 10:00:00 AM,0.0,9.72,,,,
98,03/21/20 11:00:00 AM,0.0,9.52,,,,
99,03/21/20 12:00:00 PM,0.0,8.89,,,,
100,03/21/20 01:00:00 PM,0.0,8.75,,,,
101,03/21/20 02:00:00 PM,0.0,8.72,,,,
102,03/21/20 03:00:00 PM,0.0,8.77,,,,
103,03/21/20 04:00:00 PM,0.0,8.87,,,,
104,03/21/20 05:00:00 PM,0.0,9.06,,,,
105,03/21/20 06:00:00 PM,0.0,9.28,,,,
106,03/21/20 07:00:00 PM,0.0,9.38,,,,
107,03/21/20 08:00:00 PM,0.0,9.42,,,,
108,03/21/20 09:00:00 PM,0.0,9.46,,,,
109,03/21/20 10:00:00 PM,0.0,9.67,,,,
110,03/21/20 11:00:00 PM,0.0,9.70,,,,
111,03/22/20 12:00:00 AM,0.0,9.68,,,,
112,03/22/20 01:00:00 AM,0.0,9.65,,,,
113,03/22/20 02:00:00 AM,0.0,9.52,,,,
114,03/22/20 03:00:00 AM,0.0,9.41,,,,
