Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/17/20 10:00:00 AM,0.0,19.75,Logged,,,,20812393,   54 22.274,   13 06.162
2,03/17/20 11:00:00 AM,0.0,19.86,,,,,20812393,   54 22.274,   13 06.162
3,03/17/20 12:00:00 PM,0.0,19.77,,,,,20812393,   54 22.274,   13 06.162
4,03/17/20 01:00:00 PM,0.0,22.99,,,,,20812393,   54 22.274,   13 06.162
5,03/17/20 02:00:00 PM,0.0,22.37,,,,,20812393,   54 22.274,   13 06.162
6,03/17/20 03:00:00 PM,0.0,20.99,,,,,20812393,   54 22.274,   13 06.162
7,03/17/20 04:00:00 PM,0.0,18.93,,,,,20812393,   54 22.274,   13 06.162
8,03/17/20 05:00:00 PM,0.0,17.16,,,,,20812393,   54 22.274,   13 06.162
9,03/17/20 06:00:00 PM,0.0,15.71,,,,,20812393,   54 22.274,   13 06.162
10,03/17/20 07:00:00 PM,0.0,14.45,,,,,20812393,   54 22.274,   13 06.162
11,03/17/20 08:00:00 PM,0.0,13.49,,,,,20812393,   54 22.274,   13 06.162
12,03/17/20 09:00:00 PM,0.0,12.77,,,,,20812393,   54 22.274,   13 06.162
13,03/17/20 10:00:00 PM,0.0,12.21,,,,,20812393,   54 22.274,   13 06.162
14,03/17/20 11:00:00 PM,0.0,11.83,,,,,20812393,   54 22.274,   13 06.162
15,03/18/20 12:00:00 AM,0.0,11.54,,,,,20812393,   54 22.274,   13 06.162
16,03/18/20 01:00:00 AM,0.0,11.2,,,,,20812393,   54 22.274,   13 06.162
17,03/18/20 02:00:00 AM,0.0,10.9,,,,,20812393,   54 22.274,   13 06.162
18,03/18/20 03:00:00 AM,0.0,10.54,,,,,20812393,   54 22.274,   13 06.162
19,03/18/20 04:00:00 AM,0.0,10.09,,,,,20812393,   54 22.274,   13 06.162
20,03/18/20 05:00:00 AM,0.0,9.73,,,,,20812393,   54 22.274,   13 06.162
21,03/18/20 06:00:00 AM,0.0,9.39,,,,,20812393,   54 22.274,   13 06.162
22,03/18/20 07:00:00 AM,0.0,9.19,,,,,20812393,   54 22.274,   13 06.162
23,03/18/20 08:00:00 AM,0.0,9.44,,,,,20812393,   54 22.274,   13 06.162
24,03/18/20 09:00:00 AM,0.0,10.15,,,,,20812393,   54 22.274,   13 06.162
25,03/18/20 10:00:00 AM,0.0,14.71,,,,,20812393,   54 22.274,   13 06.162
26,03/18/20 11:00:00 AM,0.0,15.62,,,,,20812393,   54 22.274,   13 06.162
27,03/18/20 12:00:00 PM,0.0,15.48,,,,,20812393,   54 22.274,   13 06.162
28,03/18/20 01:00:00 PM,0.0,15.21,,,,,20812393,   54 22.274,   13 06.162
29,03/18/20 02:00:00 PM,0.0,15.34,,,,,20812393,   54 22.274,   13 06.162
