Num,Datetime(GMT+1),FullRange(uS/cm),Temp(C),CouplerDetached,CouplerAttached,Stopped,EndOfFile,hobo.ID,N(dm),E(dm)
1,03/17/20 11:00:00 AM,0.0,17.67,Logged,,,,20812402,   53 51.405,   13 47.663
2,03/17/20 12:00:00 PM,0.0,18.86,,,,,20812402,   53 51.405,   13 47.663
3,03/17/20 01:00:00 PM,0.0,21.72,,,,,20812402,   53 51.405,   13 47.663
4,03/17/20 02:00:00 PM,0.0,21.36,,,,,20812402,   53 51.405,   13 47.663
5,03/17/20 03:00:00 PM,0.0,20.38,,,,,20812402,   53 51.405,   13 47.663
6,03/17/20 04:00:00 PM,0.0,18.77,,,,,20812402,   53 51.405,   13 47.663
7,03/17/20 05:00:00 PM,0.0,17.36,,,,,20812402,   53 51.405,   13 47.663
8,03/17/20 06:00:00 PM,0.0,16.15,,,,,20812402,   53 51.405,   13 47.663
9,03/17/20 07:00:00 PM,0.0,15.06,,,,,20812402,   53 51.405,   13 47.663
10,03/17/20 08:00:00 PM,0.0,14.15,,,,,20812402,   53 51.405,   13 47.663
11,03/17/20 09:00:00 PM,0.0,13.44,,,,,20812402,   53 51.405,   13 47.663
12,03/17/20 10:00:00 PM,0.0,12.89,,,,,20812402,   53 51.405,   13 47.663
13,03/17/20 11:00:00 PM,0.0,12.46,,,,,20812402,   53 51.405,   13 47.663
14,03/18/20 12:00:00 AM,0.0,12.12,,,,,20812402,   53 51.405,   13 47.663
15,03/18/20 01:00:00 AM,0.0,11.76,,,,,20812402,   53 51.405,   13 47.663
16,03/18/20 02:00:00 AM,0.0,11.41,,,,,20812402,   53 51.405,   13 47.663
17,03/18/20 03:00:00 AM,0.0,11.03,,,,,20812402,   53 51.405,   13 47.663
18,03/18/20 04:00:00 AM,0.0,10.6,,,,,20812402,   53 51.405,   13 47.663
19,03/18/20 05:00:00 AM,0.0,10.22,,,,,20812402,   53 51.405,   13 47.663
20,03/18/20 06:00:00 AM,0.0,9.87,,,,,20812402,   53 51.405,   13 47.663
21,03/18/20 07:00:00 AM,0.0,9.64,,,,,20812402,   53 51.405,   13 47.663
22,03/18/20 08:00:00 AM,0.0,9.8,,,,,20812402,   53 51.405,   13 47.663
23,03/18/20 09:00:00 AM,0.0,10.36,,,,,20812402,   53 51.405,   13 47.663
24,03/18/20 10:00:00 AM,0.0,14.17,,,,,20812402,   53 51.405,   13 47.663
25,03/18/20 11:00:00 AM,0.0,14.94,,,,,20812402,   53 51.405,   13 47.663
26,03/18/20 12:00:00 PM,0.0,14.95,,,,,20812402,   53 51.405,   13 47.663
27,03/18/20 01:00:00 PM,0.0,14.77,,,,,20812402,   53 51.405,   13 47.663
28,03/18/20 02:00:00 PM,0.0,14.93,,,,,20812402,   53 51.405,   13 47.663
29,03/18/20 03:00:00 PM,0.0,14.59,,,,,20812402,   53 51.405,   13 47.663
30,03/18/20 04:00:00 PM,0.0,14.14,,,,,20812402,   53 51.405,   13 47.663
31,03/18/20 05:00:00 PM,0.0,13.25,,,,,20812402,   53 51.405,   13 47.663
32,03/18/20 06:00:00 PM,0.0,13.29,,,,,20812402,   53 51.405,   13 47.663
33,03/18/20 07:00:00 PM,0.0,14.24,,,,,20812402,   53 51.405,   13 47.663
34,03/18/20 08:00:00 PM,0.0,13.64,,,,,20812402,   53 51.405,   13 47.663
35,03/18/20 09:00:00 PM,0.0,13.16,,,,,20812402,   53 51.405,   13 47.663
36,03/18/20 10:00:00 PM,0.0,12.7,,,,,20812402,   53 51.405,   13 47.663
37,03/18/20 11:00:00 PM,0.0,12.22,,,,,20812402,   53 51.405,   13 47.663
38,03/19/20 12:00:00 AM,0.0,11.81,,,,,20812402,   53 51.405,   13 47.663
39,03/19/20 01:00:00 AM,0.0,11.42,,,,,20812402,   53 51.405,   13 47.663
