"Plot Title: 20812393"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20812393, SEN S/N: 20812393)","Temp, °C (LGR S/N: 20812393, SEN S/N: 20812393)","Coupler Detached (LGR S/N: 20812393)","Coupler Attached (LGR S/N: 20812393)","Stopped (LGR S/N: 20812393)","End Of File (LGR S/N: 20812393)"
1,03/17/20 10:00:00 AM,0.0,19.75,Logged,,,
2,03/17/20 11:00:00 AM,0.0,19.86,,,,
3,03/17/20 12:00:00 PM,0.0,19.77,,,,
4,03/17/20 01:00:00 PM,0.0,22.99,,,,
5,03/17/20 02:00:00 PM,0.0,22.37,,,,
6,03/17/20 03:00:00 PM,0.0,20.99,,,,
7,03/17/20 04:00:00 PM,0.0,18.93,,,,
8,03/17/20 05:00:00 PM,0.0,17.16,,,,
9,03/17/20 06:00:00 PM,0.0,15.71,,,,
10,03/17/20 07:00:00 PM,0.0,14.45,,,,
11,03/17/20 08:00:00 PM,0.0,13.49,,,,
12,03/17/20 09:00:00 PM,0.0,12.77,,,,
13,03/17/20 10:00:00 PM,0.0,12.21,,,,
14,03/17/20 11:00:00 PM,0.0,11.83,,,,
15,03/18/20 12:00:00 AM,0.0,11.54,,,,
16,03/18/20 01:00:00 AM,0.0,11.20,,,,
17,03/18/20 02:00:00 AM,0.0,10.90,,,,
18,03/18/20 03:00:00 AM,0.0,10.54,,,,
19,03/18/20 04:00:00 AM,0.0,10.09,,,,
20,03/18/20 05:00:00 AM,0.0,9.73,,,,
21,03/18/20 06:00:00 AM,0.0,9.39,,,,
22,03/18/20 07:00:00 AM,0.0,9.19,,,,
23,03/18/20 08:00:00 AM,0.0,9.44,,,,
24,03/18/20 09:00:00 AM,0.0,10.15,,,,
25,03/18/20 10:00:00 AM,0.0,14.71,,,,
26,03/18/20 11:00:00 AM,0.0,15.62,,,,
27,03/18/20 12:00:00 PM,0.0,15.48,,,,
28,03/18/20 01:00:00 PM,0.0,15.21,,,,
29,03/18/20 02:00:00 PM,0.0,15.34,,,,
30,03/18/20 03:00:00 PM,0.0,14.88,,,,
31,03/18/20 04:00:00 PM,0.0,14.28,,,,
32,03/18/20 05:00:00 PM,0.0,13.16,,,,
33,03/18/20 06:00:00 PM,0.0,13.30,,,,
34,03/18/20 07:00:00 PM,0.0,14.64,,,,
35,03/18/20 08:00:00 PM,0.0,13.68,,,,
36,03/18/20 09:00:00 PM,0.0,13.06,,,,
37,03/18/20 10:00:00 PM,0.0,12.55,,,,
38,03/18/20 11:00:00 PM,0.0,12.05,,,,
39,03/19/20 12:00:00 AM,0.0,11.57,,,,
40,03/19/20 01:00:00 AM,0.0,11.10,,,,
41,03/19/20 02:00:00 AM,0.0,10.66,,,,
42,03/19/20 03:00:00 AM,0.0,10.25,,,,
43,03/19/20 04:00:00 AM,0.0,9.87,,,,
44,03/19/20 05:00:00 AM,0.0,9.54,,,,
45,03/19/20 06:00:00 AM,0.0,9.25,,,,
46,03/19/20 07:00:00 AM,0.0,9.00,,,,
47,03/19/20 08:00:00 AM,0.0,8.99,,,,
48,03/19/20 09:00:00 AM,0.0,12.24,,,,
49,03/19/20 10:00:00 AM,0.0,13.91,,,,
50,03/19/20 11:00:00 AM,0.0,16.58,,,,
51,03/19/20 12:00:00 PM,0.0,18.72,,,,
52,03/19/20 01:00:00 PM,0.0,20.67,,,,
53,03/19/20 02:00:00 PM,0.0,21.39,,,,
54,03/19/20 03:00:00 PM,0.0,17.16,,,,
55,03/19/20 04:00:00 PM,0.0,19.30,,,,
