Fish_ID;Year;Area;Box;Well;Sex;TL;Transmitter;DST;file.name
BH-90314;2020;Barthe;2;A1;M;612;12075;NA;Barthe2019-2020--Box2.csv
BH-90306;2020;Barthe;2;A2;M;612;12071;NA;Barthe2019-2020--Box2.csv
BH-90394;2020;Barthe;2;A3;F;477;NA;NA;Barthe2019-2020--Box2.csv
BH-90398;2020;Barthe;2;A4;F;600;NA;NA;Barthe2019-2020--Box2.csv
BH-90396;2020;Barthe;2;A5;F;446;NA;NA;Barthe2019-2020--Box2.csv
BH-00724;2019;Barthe;2;A6;NA;169;NA;NA;Barthe2019-2020--Box2.csv
BH-00725;2019;Barthe;2;A7;NA;234;NA;NA;Barthe2019-2020--Box2.csv
BH-00726;2019;Barthe;2;A8;NA;140;NA;NA;Barthe2019-2020--Box2.csv
BH-00727;2019;Barthe;2;A9;NA;180;NA;NA;Barthe2019-2020--Box2.csv
BH-90052;2020;Barthe;2;B1;F;790;12040;NA;Barthe2019-2020--Box2.csv
BH-90053;2020;Barthe;2;B2;M;572;NA;NA;Barthe2019-2020--Box2.csv
BH-90392;2020;Barthe;2;B3;M;651;12183;NA;Barthe2019-2020--Box2.csv
BH-00380;2019;Barthe;2;B4;F;426;NA;NA;Barthe2019-2020--Box2.csv
BH-00378;2019;Barthe;2;B5;M;430;NA;NA;Barthe2019-2020--Box2.csv
BH-00377;2019;Barthe;2;B6;U;483;NA;NA;Barthe2019-2020--Box2.csv
BH-00723;2019;Barthe;2;B7;NA;271;NA;NA;Barthe2019-2020--Box2.csv
BH-00728;2019;Barthe;2;B8;NA;169;NA;NA;Barthe2019-2020--Box2.csv
BH-00722;2019;Barthe;2;B9;NA;442;NA;NA;Barthe2019-2020--Box2.csv
BH-90093;2020;Barthe;2;C1;F;851;12263;NA;Barthe2019-2020--Box2.csv
BH-90322;2020;Barthe;2;C2;F;1152;12186;NA;Barthe2019-2020--Box2.csv
BH-90364;2020;Barthe;2;C3;F;636;12244;NA;Barthe2019-2020--Box2.csv
BH-90356;2020;Barthe;2;C4;F;481;NA;NA;Barthe2019-2020--Box2.csv
BH-90381;2020;Barthe;2;C5;M;614;12070;NA;Barthe2019-2020--Box2.csv
BH-00373;2019;Barthe;2;C6;U;120;NA;NA;Barthe2019-2020--Box2.csv
BH-00374;2019;Barthe;2;C7;U;100;NA;NA;Barthe2019-2020--Box2.csv
BH-00376;2019;Barthe;2;C8;M;381;NA;NA;Barthe2019-2020--Box2.csv
BH-00375;2019;Barthe;2;C9;U;107;NA;NA;Barthe2019-2020--Box2.csv
BH-90330;2020;Barthe;2;D1;F;810;12190;NA;Barthe2019-2020--Box2.csv
BH-90351;2020;Barthe;2;D2;F;751;12189;NA;Barthe2019-2020--Box2.csv
BH-90366;2020;Barthe;2;D3;M;616;12069;NA;Barthe2019-2020--Box2.csv
BH-90353;2020;Barthe;2;D4;F;569;NA;NA;Barthe2019-2020--Box2.csv
BH-00381;2019;Barthe;2;D5;M;415;NA;NA;Barthe2019-2020--Box2.csv
BH-00382;2019;Barthe;2;D6;M;495;NA;NA;Barthe2019-2020--Box2.csv
BH-00383;2019;Barthe;2;D7;F;455;NA;NA;Barthe2019-2020--Box2.csv
BH-00385;2019;Barthe;2;D8;F;765;NA;NA;Barthe2019-2020--Box2.csv
BH-00384;2019;Barthe;2;D9;F;625;NA;NA;Barthe2019-2020--Box2.csv
BH-00379;2019;Barthe;2;E1;F;503;NA;NA;Barthe2019-2020--Box2.csv
BH-91123;2021;Barthe;1;A1;M;532;NA;NA;Barthe2021-Box1.csv
BH-91091;2021;Barthe;1;A2;F;648;NA;S10882;Barthe2021-Box1.csv
BH-91178;2021;Barthe;1;A3;F;487;NA;NA;Barthe2021-Box1.csv
BH-91150;2021;Barthe;1;A4;M;155;NA;NA;Barthe2021-Box1.csv
BH-91137;2021;Barthe;1;A5;M;710;NA;S10885;Barthe2021-Box1.csv
BH-91145;2021;Barthe;1;A6;M;565;NA;NA;Barthe2021-Box1.csv
BH-91127;2021;Barthe;1;A7;M;544;NA;NA;Barthe2021-Box1.csv
BH-91176;2021;Barthe;1;A8;F;605;NA;NA;Barthe2021-Box1.csv
BH-91101;2021;Barthe;1;A9;M;170;NA;NA;Barthe2021-Box1.csv
BH-91135;2021;Barthe;1;B1;F;154;NA;NA;Barthe2021-Box1.csv
BH-91128;2021;Barthe;1;B2;F;570;NA;NA;Barthe2021-Box1.csv
BH-91183;2021;Barthe;1;B3;M;539;NA;NA;Barthe2021-Box1.csv
BH-91124;2021;Barthe;1;B4;M;549;NA;NA;Barthe2021-Box1.csv
BH-91115;2021;Barthe;1;B5;M;575;NA;NA;Barthe2021-Box1.csv
BH-91146;2021;Barthe;1;B6;M;741;NA;S10872;Barthe2021-Box1.csv
BH-91134;2021;Barthe;1;B7;F;657;NA;S10886;Barthe2021-Box1.csv
BH-91138;2021;Barthe;1;B8;M;595;NA;NA;Barthe2021-Box1.csv
BH-91143;2021;Barthe;1;B9;M;699;NA;NA;Barthe2021-Box1.csv
BH-91187;2021;Barthe;1;C1;F;751;NA;S10876;Barthe2021-Box1.csv
BH-91155;2021;Barthe;1;C2;M;497;NA;NA;Barthe2021-Box1.csv
BH-91129;2021;Barthe;1;C3;M;497;NA;NA;Barthe2021-Box1.csv
BH-91102;2021;Barthe;1;C4;M;517;NA;NA;Barthe2021-Box1.csv
BH-91122;2021;Barthe;1;C5;F;755;NA;S10877;Barthe2021-Box1.csv
BH-91110;2021;Barthe;1;C6;M;633;NA;S10881;Barthe2021-Box1.csv
BH-91107;2021;Barthe;1;C7;M;129;NA;NA;Barthe2021-Box1.csv
BH-00299;2020;BAT;1;A1;F;930;NA;NA;BAT2019-0-Box1.csv
BH-90137;2020;BAT;1;A2;F;957;NA;NA;BAT2019-0-Box1.csv
BH-90134;2020;BAT;1;A3;F;826;12048;NA;BAT2019-0-Box1.csv
BH-90133;2020;BAT;1;A4;F;955;12268;NA;BAT2019-0-Box1.csv
BH-00300;2020;BAT;1;A5;F;1020;NA;NA;BAT2019-0-Box1.csv
BH-00653;0;BAT;1;A6;F;1050;NA;NA;BAT2019-0-Box1.csv
BH-00746;0;BAT;1;A7;F;910;NA;NA;BAT2019-0-Box1.csv
BH-00676;0;BAT;1;A8;F;1080;NA;NA;BAT2019-0-Box1.csv
BH-00734;0;BAT;1;A9;F;940;NA;NA;BAT2019-0-Box1.csv
BH-90100;2020;BAT;1;B1;F;933;12234;NA;BAT2019-0-Box1.csv
BH-90102;2020;BAT;1;B2;F;780;12019;NA;BAT2019-0-Box1.csv
BH-90108;2020;BAT;1;B3;F;913;12260;NA;BAT2019-0-Box1.csv
BH-90117;2020;BAT;1;B4;M;719;12032;NA;BAT2019-0-Box1.csv
BH-90120;2020;BAT;1;B5;F;800;12022;NA;BAT2019-0-Box1.csv
BH-90124;2020;BAT;1;B6;F;875;12020;NA;BAT2019-0-Box1.csv
BH-90127;2020;BAT;1;B7;F;1052;12264;NA;BAT2019-0-Box1.csv
BH-90130;2020;BAT;1;B8;F;754;12018;NA;BAT2019-0-Box1.csv
BH-90132;2020;BAT;1;B9;F;995;12266;NA;BAT2019-0-Box1.csv
BH-90098;2020;BAT;1;C1;F;1105;12265;NA;BAT2019-0-Box1.csv
BH-90441;2020;BAT;1;C2;M;800;NA;NA;BAT2019-0-Box1.csv
BH-90445;2020;BAT;1;C3;F;962;12195;NA;BAT2019-0-Box1.csv
BH-90453;2020;BAT;1;C4;M;689;NA;NA;BAT2019-0-Box1.csv
BH-90451;2020;BAT;1;C5;M;755;12131;NA;BAT2019-0-Box1.csv
BH-90446;2020;BAT;1;C6;M;708;NA;NA;BAT2019-0-Box1.csv
BH-90221;2020;BAT;1;C7;F;941;12250;NA;BAT2019-0-Box1.csv
BH-90248;2020;BAT;1;C8;M;724;12145;NA;BAT2019-0-Box1.csv
BH-90229;2020;BAT;1;C9;F;781;12152;NA;BAT2019-0-Box1.csv
BH-90447;2020;BAT;1;D1;F;746;12132;NA;BAT2019-0-Box1.csv
BH-90190;2020;BAT;1;D2;F;792;12143;NA;BAT2019-0-Box1.csv
BH-90167;2020;BAT;1;D3;F;876;12235;NA;BAT2019-0-Box1.csv
BH-90082;2020;BAT;1;D4;F;720;NA;NA;BAT2019-0-Box1.csv
BH-90230;2020;BAT;1;D5;F;797;12157;NA;BAT2019-0-Box1.csv
BH-90216;2020;BAT;1;D6;F;923;12229;NA;BAT2019-0-Box1.csv
BH-90219;2020;BAT;1;D7;M;774;12142;NA;BAT2019-0-Box1.csv
BH-90207;2020;BAT;1;D8;M;706;12156;NA;BAT2019-0-Box1.csv
BH-90222;2020;BAT;1;D9;F;921;12232;NA;BAT2019-0-Box1.csv
BH-90209;2020;BAT;1;E1;F;962;12256;NA;BAT2019-0-Box1.csv
BH-90208;2020;BAT;1;E2;M;703;12154;NA;BAT2019-0-Box1.csv
BH-90095;2020;BAT;1;E3;F;696;12053;NA;BAT2019-0-Box1.csv
BH-90084;2020;BAT;1;E4;F;785;12049;NA;BAT2019-0-Box1.csv
BH-90063;2020;BAT;1;E5;F;863;12052;NA;BAT2019-0-Box1.csv
BH-90205;2020;BAT;1;E6;F;899;12228;NA;BAT2019-0-Box1.csv
BH-90203;2020;BAT;1;E7;F;758;12146;NA;BAT2019-0-Box1.csv
BH-90199;2020;BAT;1;E8;F;778;12147;NA;BAT2019-0-Box1.csv
BH-90214;2020;BAT;1;E9;F;878;12227;NA;BAT2019-0-Box1.csv
BH-00652;0;BAT;1;F1;F;1050;NA;NA;BAT2019-0-Box1.csv
BH-00738;0;BAT;1;F2;F;920;NA;NA;BAT2019-0-Box1.csv
BH-00743;0;BAT;1;F3;F;1050;NA;NA;BAT2019-0-Box1.csv
BH-00293;2019;BAT;1;F4;F;1060;NA;NA;BAT2019-0-Box1.csv
BH-00292;2019;BAT;1;F5;F;990;NA;NA;BAT2019-0-Box1.csv
BH-00291;2019;BAT;1;F6;F;1000;NA;NA;BAT2019-0-Box1.csv
BH-00290;2019;BAT;1;F7;F;910;NA;NA;BAT2019-0-Box1.csv
BH-00289;2019;BAT;1;F8;F;980;NA;NA;BAT2019-0-Box1.csv
BH-00288;2019;BAT;1;F9;F;1040;NA;NA;BAT2019-0-Box1.csv
BH-00287;2019;BAT;1;G1;F;1170;NA;NA;BAT2019-0-Box1.csv
BH-00286;2019;BAT;1;G2;F;950;NA;NA;BAT2019-0-Box1.csv
BH-00285;2019;BAT;1;G3;F;1000;NA;NA;BAT2019-0-Box1.csv
BH-00284;2019;BAT;1;G4;F;950;NA;NA;BAT2019-0-Box1.csv
BH-00283;2019;BAT;1;G5;M;870;NA;NA;BAT2019-0-Box1.csv
BH-00282;2019;BAT;1;G6;F;950;NA;NA;BAT2019-0-Box1.csv
BH-00281;2019;BAT;1;G7;F;1070;NA;NA;BAT2019-0-Box1.csv
BH-00280;2019;BAT;1;G8;F;1050;NA;NA;BAT2019-0-Box1.csv
BH-00279;2019;BAT;1;G9;F;1140;NA;NA;BAT2019-0-Box1.csv
BH-00276;2019;BAT;1;H1;M;780;NA;NA;BAT2019-0-Box1.csv
BH-00278;2019;BAT;1;H2;F;1000;NA;NA;BAT2019-0-Box1.csv
BH-00277;2019;BAT;1;H3;F;840;NA;NA;BAT2019-0-Box1.csv
BH-00275;2019;BAT;1;H4;M;950;NA;NA;BAT2019-0-Box1.csv
BH-00264;2019;BAT;1;H5;F;940;NA;NA;BAT2019-0-Box1.csv
BH-00263;2019;BAT;1;H6;M;1060;NA;NA;BAT2019-0-Box1.csv
BH-00262;2019;BAT;1;H7;M;780;NA;NA;BAT2019-0-Box1.csv
BH-00261;2019;BAT;1;H8;F;910;NA;NA;BAT2019-0-Box1.csv
BH-00260;2019;BAT;1;H9;F;740;NA;NA;BAT2019-0-Box1.csv
BH-00259;2019;BAT;1;I1;M;750;NA;NA;BAT2019-0-Box1.csv
BH-00258;2019;BAT;1;I2;F;950;NA;NA;BAT2019-0-Box1.csv
BH-00257;2019;BAT;1;I3;F;900;NA;NA;BAT2019-0-Box1.csv
BH-00256;2019;BAT;1;I4;F;1100;NA;NA;BAT2019-0-Box1.csv
BH-00255;2019;BAT;1;I5;M;930;NA;NA;BAT2019-0-Box1.csv
BH-00254;2019;BAT;1;I6;M;540;NA;NA;BAT2019-0-Box1.csv
BH-00253;2019;BAT;1;I7;M;550;NA;NA;BAT2019-0-Box1.csv
BH-00252;2019;BAT;1;I8;F;750;NA;NA;BAT2019-0-Box1.csv
BH-00251;2019;BAT;1;I9;F;800;NA;NA;BAT2019-0-Box1.csv
BH-00700;0;BAT;2;A1;F;1160;NA;NA;BAT2020-0-Box2.csv
BH-50971;2020;BAT;2;A2;F;780;NA;NA;BAT2020-0-Box2.csv
BH-00688;0;BAT;2;A3;F;890;NA;NA;BAT2020-0-Box2.csv
BH-50195;2020;BAT;2;A4;F;950;NA;NA;BAT2020-0-Box2.csv
BH-50168;2020;BAT;2;A5;F;1130;NA;NA;BAT2020-0-Box2.csv
BH-50140;2020;BAT;2;A6;F;1020;NA;NA;BAT2020-0-Box2.csv
BH-00677;0;BAT;2;A7;F;1030;NA;NA;BAT2020-0-Box2.csv
BH-50169;2020;BAT;2;A8;F;970;NA;NA;BAT2020-0-Box2.csv
BH-50223;2020;BAT;2;A9;F;950;NA;NA;BAT2020-0-Box2.csv
BH-50224;2020;BAT;2;B1;F;960;NA;NA;BAT2020-0-Box2.csv
BH-50970;2020;BAT;2;B2;F;970;NA;NA;BAT2020-0-Box2.csv
BH-50961;2020;BAT;2;B3;F;950;NA;NA;BAT2020-0-Box2.csv
BH-50969;2020;BAT;2;B4;M;510;NA;NA;BAT2020-0-Box2.csv
BH-50968;2020;BAT;2;B5;F;950;NA;NA;BAT2020-0-Box2.csv
BH-50967;2020;BAT;2;B6;F;920;NA;NA;BAT2020-0-Box2.csv
BH-50964;2020;BAT;2;B7;M;700;NA;NA;BAT2020-0-Box2.csv
BH-50605;2020;BAT;2;B8;F;780;NA;NA;BAT2020-0-Box2.csv
BH-50596;2020;BAT;2;B9;M;710;NA;NA;BAT2020-0-Box2.csv
BH-50587;2020;BAT;2;C1;M;740;NA;NA;BAT2020-0-Box2.csv
BH-50560;2020;BAT;2;C2;F;780;NA;NA;BAT2020-0-Box2.csv
BH-50572;2020;BAT;2;C3;F;800;NA;NA;BAT2020-0-Box2.csv
BH-50603;2020;BAT;2;C4;M;750;NA;NA;BAT2020-0-Box2.csv
BH-50598;2020;BAT;2;C5;F;1000;NA;NA;BAT2020-0-Box2.csv
BH-50567;2020;BAT;2;C6;F;850;NA;NA;BAT2020-0-Box2.csv
BH-50577;2020;BAT;2;C7;F;980;NA;NA;BAT2020-0-Box2.csv
BH-50588;2020;BAT;2;C8;F;790;NA;NA;BAT2020-0-Box2.csv
BH-50565;2020;BAT;2;C9;F;760;NA;NA;BAT2020-0-Box2.csv
BH-50573;2020;BAT;2;D1;F;890;NA;NA;BAT2020-0-Box2.csv
BH-50557;2020;BAT;2;D2;F;1150;NA;NA;BAT2020-0-Box2.csv
BH-50558;2020;BAT;2;D3;F;1070;NA;NA;BAT2020-0-Box2.csv
BH-50586;2020;BAT;2;D4;F;970;NA;NA;BAT2020-0-Box2.csv
BH-50594;2020;BAT;2;D5;F;750;NA;NA;BAT2020-0-Box2.csv
BH-50574;2020;BAT;2;D6;F;1030;NA;NA;BAT2020-0-Box2.csv
BH-50604;2020;BAT;2;D7;F;760;NA;NA;BAT2020-0-Box2.csv
BH-50593;2020;BAT;2;D8;F;1120;NA;NA;BAT2020-0-Box2.csv
BH-50583;2020;BAT;2;D9;F;720;NA;NA;BAT2020-0-Box2.csv
BH-50584;2020;BAT;2;E1;F;760;NA;NA;BAT2020-0-Box2.csv
BH-50582;2020;BAT;2;E2;F;800;NA;NA;BAT2020-0-Box2.csv
BH-50559;2020;BAT;2;E3;F;780;NA;NA;BAT2020-0-Box2.csv
BH-50569;2020;BAT;2;E4;F;970;NA;NA;BAT2020-0-Box2.csv
BH-50600;2020;BAT;2;E5;F;700;NA;NA;BAT2020-0-Box2.csv
BH-50562;2020;BAT;2;E6;M;680;NA;NA;BAT2020-0-Box2.csv
BH-50563;2020;BAT;2;E7;M;750;NA;NA;BAT2020-0-Box2.csv
BH-50590;2020;BAT;2;E8;F;950;NA;NA;BAT2020-0-Box2.csv
BH-50575;2020;BAT;2;E9;F;900;NA;NA;BAT2020-0-Box2.csv
BH-50599;2020;BAT;2;F1;M;760;NA;NA;BAT2020-0-Box2.csv
BH-50004;2020;BAT;2;F2;M;820;NA;NA;BAT2020-0-Box2.csv
BH-50581;2020;BAT;2;F3;M;680;NA;NA;BAT2020-0-Box2.csv
BH-50602;2020;BAT;2;F4;F;1080;NA;NA;BAT2020-0-Box2.csv
BH-50580;2020;BAT;2;F5;F;900;NA;NA;BAT2020-0-Box2.csv
BH-50597;2020;BAT;2;F6;F;920;NA;NA;BAT2020-0-Box2.csv
BH-50003;2020;BAT;2;F7;U;900;NA;NA;BAT2020-0-Box2.csv
BH-50576;2020;BAT;2;F8;F;800;NA;NA;BAT2020-0-Box2.csv
BH-50606;2020;BAT;2;F9;F;700;NA;NA;BAT2020-0-Box2.csv
BH-50585;2020;BAT;2;G1;M;740;NA;NA;BAT2020-0-Box2.csv
BH-50589;2020;BAT;2;G2;F;740;NA;NA;BAT2020-0-Box2.csv
BH-50561;2020;BAT;2;G3;M;670;NA;NA;BAT2020-0-Box2.csv
BH-50579;2020;BAT;2;G4;F;910;NA;NA;BAT2020-0-Box2.csv
BH-50564;2020;BAT;2;G5;F;950;NA;NA;BAT2020-0-Box2.csv
BH-50556;2020;BAT;2;G6;F;780;NA;NA;BAT2020-0-Box2.csv
BH-50592;2020;BAT;2;G7;F;810;NA;NA;BAT2020-0-Box2.csv
BH-50571;2020;BAT;2;G8;F;770;NA;NA;BAT2020-0-Box2.csv
BH-50570;2020;BAT;2;G9;F;830;NA;NA;BAT2020-0-Box2.csv
BH-50310;2020;BAT;2;H1;F;780;NA;NA;BAT2020-0-Box2.csv
BH-50308;2020;BAT;2;H2;M;730;NA;NA;BAT2020-0-Box2.csv
BH-50329;2020;BAT;2;H3;M;740;NA;NA;BAT2020-0-Box2.csv
BH-50331;2020;BAT;2;H4;F;680;NA;NA;BAT2020-0-Box2.csv
BH-50312;2020;BAT;2;H5;F;1150;NA;NA;BAT2020-0-Box2.csv
BH-50311;2020;BAT;2;H6;M;750;NA;NA;BAT2020-0-Box2.csv
BH-50330;2020;BAT;2;H7;M;640;NA;NA;BAT2020-0-Box2.csv
BH-50313;2020;BAT;2;H8;F;1080;NA;NA;BAT2020-0-Box2.csv
BH-50334;2020;BAT;2;H9;M;720;NA;NA;BAT2020-0-Box2.csv
BH-50333;2020;BAT;2;I1;M;700;NA;NA;BAT2020-0-Box2.csv
BH-50328;2020;BAT;2;I2;F;840;NA;NA;BAT2020-0-Box2.csv
BH-50419;2020;BAT;2;I3;F;1020;NA;NA;BAT2020-0-Box2.csv
BH-50421;2020;BAT;2;I4;F;870;NA;NA;BAT2020-0-Box2.csv
BH-50420;2020;BAT;2;I5;M;780;NA;NA;BAT2020-0-Box2.csv
BH-50309;2020;BAT;2;I6;M;670;NA;NA;BAT2020-0-Box2.csv
BH-50332;2020;BAT;2;I7;F;750;NA;NA;BAT2020-0-Box2.csv
BH-01676;2020;BAT;2;A1;F;780;NA;NA;BAT2020-2021--Box2.csv
BH-01679;2020;BAT;2;A2;M;690;NA;NA;BAT2020-2021--Box2.csv
BH-01687;2020;BAT;2;A3;F;890;NA;NA;BAT2020-2021--Box2.csv
BH-01677;2020;BAT;2;A4;F;860;NA;NA;BAT2020-2021--Box2.csv
BH-01685;2020;BAT;2;A5;F;740;NA;NA;BAT2020-2021--Box2.csv
BH-01686;2020;BAT;2;A6;F;740;NA;NA;BAT2020-2021--Box2.csv
BH-01682;2020;BAT;2;A7;F;650;NA;NA;BAT2020-2021--Box2.csv
BH-01684;2020;BAT;2;A8;F;750;NA;NA;BAT2020-2021--Box2.csv
BH-50992;2020;BAT;2;A9;F;930;NA;NA;BAT2020-2021--Box2.csv
BH-01678;2020;BAT;2;B1;F;740;NA;NA;BAT2020-2021--Box2.csv
BH-01670;2020;BAT;2;B2;F;890;NA;NA;BAT2020-2021--Box2.csv
BH-01680;2020;BAT;2;B3;F;770;NA;NA;BAT2020-2021--Box2.csv
BH-01681;2020;BAT;2;B4;M;680;NA;NA;BAT2020-2021--Box2.csv
BH-01673;2020;BAT;2;B5;M;760;NA;NA;BAT2020-2021--Box2.csv
BH-01674;2020;BAT;2;B6;F;860;NA;NA;BAT2020-2021--Box2.csv
BH-01675;2020;BAT;2;B7;F;820;NA;NA;BAT2020-2021--Box2.csv
BH-90751;2020;BAT;1;A1;F;1013;12280;NA;BAT2020-Box1.csv
BH-90739;2020;BAT;1;A2;F;845;12038;NA;BAT2020-Box1.csv
BH-90750;2020;BAT;1;A3;F;1066;12200;NA;BAT2020-Box1.csv
BH-90753;2020;BAT;1;A4;M;689;12019;NA;BAT2020-Box1.csv
BH-90760;2020;BAT;1;A5;M;756;12059;NA;BAT2020-Box1.csv
BH-90734;2020;BAT;1;A6;F;1040;12217;NA;BAT2020-Box1.csv
BH-01481;2020;BAT;1;A7;F;800;NA;NA;BAT2020-Box1.csv
BH-01482;2020;BAT;1;A8;F;1060;NA;NA;BAT2020-Box1.csv
BH-01483;2020;BAT;1;A9;F;900;NA;NA;BAT2020-Box1.csv
BH-01480;2020;BAT;1;B1;F;920;NA;NA;BAT2020-Box1.csv
BH-51003;2021;BAT;1;A1;F;101;NA;NA;BAT2021-0--Box1.csv
BH-51007;2021;BAT;1;A2;M;920;NA;NA;BAT2021-0--Box1.csv
BH-51145;2021;BAT;1;A3;F;790;NA;NA;BAT2021-0--Box1.csv
BH-51127;2021;BAT;1;A4;F;860;NA;NA;BAT2021-0--Box1.csv
BH-51124;2021;BAT;1;A5;F;830;NA;NA;BAT2021-0--Box1.csv
BH-51161;2021;BAT;1;A6;F;780;NA;NA;BAT2021-0--Box1.csv
BH-01672;2021;BAT;1;A7;NA;102;NA;NA;BAT2021-0--Box1.csv
BH-50011;2021;BAT;1;A8;F;940;NA;NA;BAT2021-0--Box1.csv
BH-50972;2021;BAT;1;A9;F;810;NA;NA;BAT2021-0--Box1.csv
BH-51133;2021;BAT;1;B1;F;770;NA;NA;BAT2021-0--Box1.csv
BH-51128;2021;BAT;1;B2;F;790;NA;NA;BAT2021-0--Box1.csv
BH-51131;2021;BAT;1;B3;F;880;NA;NA;BAT2021-0--Box1.csv
BH-51115;2021;BAT;1;B4;F;1090;NA;NA;BAT2021-0--Box1.csv
BH-50950;2021;BAT;1;B5;F;700;NA;NA;BAT2021-0--Box1.csv
BH-51106;2021;BAT;1;B6;M;800;NA;NA;BAT2021-0--Box1.csv
BH-51138;2021;BAT;1;B7;M;1040;NA;NA;BAT2021-0--Box1.csv
BH-51114;2021;BAT;1;B8;F;950;NA;NA;BAT2021-0--Box1.csv
BH-51140;2021;BAT;1;B9;F;1040;NA;NA;BAT2021-0--Box1.csv
BH-51001;2021;BAT;1;C1;F;980;NA;NA;BAT2021-0--Box1.csv
BH-51403;2021;BAT;1;C2;F;830;NA;NA;BAT2021-0--Box1.csv
BH-51107;2021;BAT;1;C3;F;1010;NA;NA;BAT2021-0--Box1.csv
BH-51132;2021;BAT;1;C4;F;820;NA;NA;BAT2021-0--Box1.csv
BH-51137;2021;BAT;1;C5;F;1040;NA;NA;BAT2021-0--Box1.csv
BH-50952;2021;BAT;1;C6;F;850;NA;NA;BAT2021-0--Box1.csv
BH-51005;2021;BAT;1;C7;F;910;NA;NA;BAT2021-0--Box1.csv
BH-51105;2021;BAT;1;C8;F;930;NA;NA;BAT2021-0--Box1.csv
BH-51139;2021;BAT;1;C9;F;1040;NA;NA;BAT2021-0--Box1.csv
BH-51130;2021;BAT;1;D1;F;780;NA;NA;BAT2021-0--Box1.csv
BH-51125;2021;BAT;1;D2;F;910;NA;NA;BAT2021-0--Box1.csv
BH-02368;2021;BAT;1;D3;F;1110;NA;NA;BAT2021-0--Box1.csv
BH-50955;2021;BAT;1;D4;F;580;NA;NA;BAT2021-0--Box1.csv
BH-51006;2021;BAT;1;D5;F;850;NA;NA;BAT2021-0--Box1.csv
BH-51129;2021;BAT;1;D6;F;1100;NA;NA;BAT2021-0--Box1.csv
BH-51109;2021;BAT;1;D7;F;1010;NA;NA;BAT2021-0--Box1.csv
BH-51146;2021;BAT;1;D8;M;780;NA;NA;BAT2021-0--Box1.csv
BH-51142;2021;BAT;1;D9;F;930;NA;NA;BAT2021-0--Box1.csv
BH-51108;2021;BAT;1;E1;F;1040;NA;NA;BAT2021-0--Box1.csv
BH-02500;2021;BAT;1;E2;F;1060;NA;NA;BAT2021-0--Box1.csv
BH-51008;2021;BAT;1;E3;M;860;NA;NA;BAT2021-0--Box1.csv
BH-50953;2021;BAT;1;E4;F;900;NA;NA;BAT2021-0--Box1.csv
BH-51009;2021;BAT;1;E5;F;1100;NA;NA;BAT2021-0--Box1.csv
BH-51134;2021;BAT;1;E6;F;810;NA;NA;BAT2021-0--Box1.csv
BH-51116;2021;BAT;1;E7;M;760;NA;NA;BAT2021-0--Box1.csv
BH-51673;2021;BAT;1;E8;F;830;NA;NA;BAT2021-0--Box1.csv
BH-50951;2021;BAT;1;E9;F;800;NA;NA;BAT2021-0--Box1.csv
BH-51004;2021;BAT;1;F1;F;850;NA;NA;BAT2021-0--Box1.csv
BH-51143;2021;BAT;1;F2;F;860;NA;NA;BAT2021-0--Box1.csv
BH-51141;2021;BAT;1;F3;M;740;NA;NA;BAT2021-0--Box1.csv
BH-51135;2021;BAT;1;F4;M;730;NA;NA;BAT2021-0--Box1.csv
BH-51112;2021;BAT;1;F5;F;950;NA;NA;BAT2021-0--Box1.csv
BH-50957;2021;BAT;1;F6;M;750;NA;NA;BAT2021-0--Box1.csv
BH-50958;2021;BAT;1;F7;F;750;NA;NA;BAT2021-0--Box1.csv
BH-51002;2021;BAT;1;F8;F;850;NA;NA;BAT2021-0--Box1.csv
BH-51144;2021;BAT;1;F9;F;860;NA;NA;BAT2021-0--Box1.csv
BH-51160;2021;BAT;1;G1;F;890;NA;NA;BAT2021-0--Box1.csv
BH-51136;2021;BAT;1;G2;F;1000;NA;NA;BAT2021-0--Box1.csv
BH-51113;2021;BAT;1;G3;F;930;NA;NA;BAT2021-0--Box1.csv
BH-51267;2021;BAT;2;A1;F;930;NA;NA;BAT2021-0--Box2.csv
BH-51594;2021;BAT;2;A2;M;760;NA;NA;BAT2021-0--Box2.csv
BH-51208;2021;BAT;2;A3;F;760;NA;NA;BAT2021-0--Box2.csv
BH-51602;2021;BAT;2;A4;F;850;NA;NA;BAT2021-0--Box2.csv
BH-51426;2021;BAT;2;A5;M;630;NA;NA;BAT2021-0--Box2.csv
BH-51600;2021;BAT;2;A6;F;910;NA;NA;BAT2021-0--Box2.csv
BH-51531;2021;BAT;2;A7;F;910;NA;NA;BAT2021-0--Box2.csv
BH-51601;2021;BAT;2;A8;M;790;NA;NA;BAT2021-0--Box2.csv
BH-51400;2021;BAT;2;A9;F;800;NA;NA;BAT2021-0--Box2.csv
BH-51404;2021;BAT;2;B1;F;820;NA;NA;BAT2021-0--Box2.csv
BH-51435;2021;BAT;2;B2;F;820;NA;NA;BAT2021-0--Box2.csv
BH-51471;2021;BAT;2;B3;F;840;NA;NA;BAT2021-0--Box2.csv
BH-51128;2021;BAT;2;B4;F;790;NA;NA;BAT2021-0--Box2.csv
BH-51403;2021;BAT;2;B5;F;830;NA;NA;BAT2021-0--Box2.csv
BH-51528;2021;BAT;2;B6;F;900;NA;NA;BAT2021-0--Box2.csv
