Fish_ID;Year;Area;Box;Well;Sex;TL;Transmitter;DST;file.name
Elu-0419;2010;Oder;3;C6;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0420;2010;Oder;3;C7;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0421;2010;Oder;3;C8;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0422;2010;Oder;3;C9;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0423;2010;Oder;3;D1;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0424;2010;Oder;3;D2;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0425;2010;Oder;3;D3;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0426;2010;Oder;3;D4;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0427;2010;Oder;3;D5;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0428;2010;Oder;3;D6;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0429;2010;Oder;3;D7;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0430;2010;Oder;3;D8;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0431;2010;Oder;3;D9;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0432;2010;Oder;3;E1;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0433;2010;Oder;3;E2;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0434;2010;Oder;3;E3;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0435;2010;Oder;3;E4;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0436;2010;Oder;3;E5;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0437;2010;Oder;3;E6;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0438;2010;Oder;3;E7;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0439;2010;Oder;3;E8;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0440;2010;Oder;3;E9;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0441;2010;Oder;3;F1;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0442;2010;Oder;3;F2;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0443;2010;Oder;3;F3;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0444;2010;Oder;3;F4;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0445;2010;Oder;3;F5;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0446;2010;Oder;3;F6;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0447;2010;Oder;3;F7;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0448;2010;Oder;3;F8;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0449;2010;Oder;3;F9;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0450;2010;Oder;3;G1;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0451;2010;Oder;3;G2;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0452;2010;Oder;3;G3;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0453;2010;Oder;3;G4;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0454;2010;Oder;3;G5;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0455;2010;Oder;3;G6;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0456;2010;Oder;3;G7;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0457;2010;Oder;3;G8;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0458;2010;Oder;3;G9;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0459;2010;Oder;3;H1;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0460;2010;Oder;3;H2;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0461;2010;Oder;3;H3;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0462;2010;Oder;3;H4;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0463;2010;Oder;3;H5;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0486;2010;Oder;3;H6;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0491;2010;Peene;3;H7;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0492;2010;Peene;3;H8;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0495;2010;Peene;3;H9;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0496;2010;Peene;3;I1;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0497;2010;Peene;3;I2;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0498;2010;Peene;3;I3;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0499;2010;Peene;3;I4;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0500;2010;Peene;3;I5;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0658;2010;Ucker;3;I6;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0659;2010;Ucker;3;I7;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0660;2010;Ucker;3;I8;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-0661;2010;Ucker;3;I9;NA;NA;NA;NA;Mixed2010-Eschbach probes-Box3.csv
Elu-2020;2011;WB;1;A1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2021;2011;WB;1;A2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2022;2011;WB;1;A3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2023;2011;WB;1;A4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2024;2011;WB;1;A5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2025;2011;WB;1;A6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2026;2011;WB;1;A7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2027;2011;WB;1;A8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2458;2011;Barthe;1;A9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2459;2011;Barthe;1;B1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2464;2011;Barthe;1;B2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2465;2011;Barthe;1;B3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2466;2011;Barthe;1;B4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2467;2011;Barthe;1;B5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2468;2011;Barthe;1;B6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2469;2011;Barthe;1;B7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2470;2011;Barthe;1;B8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2471;2011;Barthe;1;B9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2473;2011;Warnow;1;C1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2474;2011;Warnow;1;C2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2475;2011;Warnow;1;C3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2476;2011;Warnow;1;C4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2478;2011;Warnow;1;C5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2895;2012;Oder;1;C6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2896;2012;Oder;1;C7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2897;2012;Oder;1;C8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2898;2012;Oder;1;C9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2899;2012;Oder;1;D1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2900;2012;Oder;1;D2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2901;2012;Oder;1;D3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2902;2012;Oder;1;D4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2903;2012;Oder;1;D5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2904;2012;Oder;1;D6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2905;2012;Oder;1;D7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2906;2012;Oder;1;D8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2907;2012;Oder;1;D9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2908;2012;Oder;1;E1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2909;2012;Oder;1;E2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2958;2012;Stetiner Haff;1;E3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2959;2012;Stetiner Haff;1;E4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2960;2012;Stetiner Haff;1;E5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2961;2012;Stetiner Haff;1;E6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2962;2012;Stetiner Haff;1;E7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2963;2012;Stetiner Haff;1;E8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2964;2012;Stetiner Haff;1;E9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2965;2012;Stetiner Haff;1;F1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2966;2012;Stetiner Haff;1;F2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2968;2012;Stetiner Haff;1;F3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2969;2012;Stetiner Haff;1;F4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2970;2012;Stetiner Haff;1;F5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2971;2012;Stetiner Haff;1;F6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2972;2012;Stetiner Haff;1;F7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2973;2012;Stetiner Haff;1;F8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2974;2012;Stetiner Haff;1;F9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2975;2012;Stetiner Haff;1;G1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2976;2012;Stetiner Haff;1;G2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2977;2012;Stetiner Haff;1;G3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2978;2012;Stetiner Haff;1;G4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2979;2012;Stetiner Haff;1;G5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2980;2012;Stetiner Haff;1;G6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2981;2012;Stetiner Haff;1;G7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2982;2012;Stetiner Haff;1;G8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2983;2012;Stetiner Haff;1;G9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2984;2012;Stetiner Haff;1;H1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2985;2012;Stetiner Haff;1;H2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2986;2012;Stetiner Haff;1;H3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2987;2012;Stetiner Haff;1;H4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2988;2012;Stetiner Haff;1;H5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2989;2012;Stetiner Haff;1;H6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2990;2012;Stetiner Haff;1;H7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2991;2012;Stetiner Haff;1;H8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2992;2012;Stetiner Haff;1;H9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2993;2012;Stetiner Haff;1;I1;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2967;2012;Stetiner Haff;1;I2;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2994;2012;Stetiner Haff;1;I3;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2995;2012;Stetiner Haff;1;I4;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2996;2012;Stetiner Haff;1;I5;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2997;2012;Stetiner Haff;1;I6;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2998;2012;Stetiner Haff;1;I7;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-2999;2012;Stetiner Haff;1;I8;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
Elu-3000;2012;Stetiner Haff;1;I9;NA;NA;NA;NA;Mixed2011-2012-Eschbach probes-Box1.csv
BH-93107;2022;Sehrowbach;1;A1;M;619;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93164;2022;Sehrowbach;1;A2;M;607;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93162;2022;Sehrowbach;1;A3;M;622;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93111;2022;Sehrowbach;1;A4;M;544;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93193;2022;Sehrowbach;1;A5;M;572;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-92994;2022;Sehrowbach;1;A6;M;612;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93186;2022;Sehrowbach;1;A7;M;573;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93056;2022;Sehrowbach;1;A8;M;694;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93191;2022;Sehrowbach;1;A9;M;629;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93157;2022;Sehrowbach;1;B1;M;592;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93188;2022;Sehrowbach;1;B2;M;310;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93182;2022;Sehrowbach;1;B3;M;577;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93185;2022;Sehrowbach;1;B4;M;582;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93196;2022;Sehrowbach;1;B5;M;546;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-91565;2022;Sehrowbach;1;B6;M;717;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93174;2022;Sehrowbach;1;B7;M;291;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93166;2022;Sehrowbach;1;B8;M;240;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93170;2022;Sehrowbach;1;B9;M;733;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93179;2022;Sehrowbach;1;C1;M;568;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93163;2022;Sehrowbach;1;C2;M;602;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93184;2022;Sehrowbach;1;C3;M;622;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93088;2022;Sehrowbach;1;C4;M;586;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93168;2022;Sehrowbach;1;C5;M;582;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93159;2022;Sehrowbach;1;C6;M;729;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93176;2022;Sehrowbach;1;C7;M;595;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93187;2022;Sehrowbach;1;C8;M;614;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93167;2022;Sehrowbach;1;C9;M;433;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93034;2022;Sehrowbach;1;D1;M;576;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93165;2022;Sehrowbach;1;D2;M;553;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-92995;2022;Sehrowbach;1;D3;M;370;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93183;2022;Sehrowbach;1;D4;M;593;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93135;2022;Sehrowbach;1;D5;M;568;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93134;2022;Sehrowbach;1;D6;M;660;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93175;2022;Sehrowbach;1;D7;M;540;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93177;2022;Sehrowbach;1;D8;M;751;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93156;2022;Sehrowbach;1;D9;M;552;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93171;2022;Sehrowbach;1;E1;M;572;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93144;2022;Sehrowbach;1;E2;M;571;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93195;2022;Sehrowbach;1;E3;M;626;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93160;2022;Sehrowbach;1;E4;M;600;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93097;2022;Barthe;1;E5;M;636;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93114;2022;Barthe;1;E6;M;618;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93066;2022;Barthe;1;E7;M;520;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93122;2022;Barthe;1;E8;M;458;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93136;2022;Barthe;1;E9;M;639;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93131;2022;Barthe;1;F1;M;286;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93051;2022;Barthe;1;F2;M;570;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93060;2022;Barthe;1;F3;M;600;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93154;2022;Barthe;1;F4;M;642;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93093;2022;Barthe;1;F5;M;508;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93133;2022;Barthe;1;F6;M;352;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93147;2022;Barthe;1;F7;M;501;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93148;2022;Barthe;1;F8;M;369;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93130;2022;Barthe;1;F9;M;238;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93118;2022;Recknitz;1;G1;M;596;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93059;2022;Recknitz;1;G2;M;539;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93061.2;2022;Recknitz;1;G3;M;519;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-93100;2022;Duwenbeek;1;G4;M;609;NA;NA;Mixed2022-MalesOnly-Box1.csv
BH-91149;2021;NHG;1;A1;F;141;NA;NA;NHG2021-Box1.csv
BH-91074;2021;NHG;1;A2;F;171;NA;NA;NHG2021-Box1.csv
BH-90891;2021;NHG;1;A3;U;179;NA;NA;NHG2021-Box1.csv
BH-91049;2021;NHG;1;A4;U;162;NA;NA;NHG2021-Box1.csv
BH-91100;2021;NHG;1;A5;M;220;NA;NA;NHG2021-Box1.csv
BH-91077;2021;NHG;1;A6;M;607;NA;NA;NHG2021-Box1.csv
BH-90885;2021;NHG;1;A7;M;221;NA;NA;NHG2021-Box1.csv
BH-91103;2021;NHG;1;A8;F;177;NA;NA;NHG2021-Box1.csv
BH-51944;2020;P;1;A1;F;1130;NA;NA;P2020-0-Random data from Peene-Box1.csv
BH-50981;2020;P;1;A2;F;710;NA;NA;P2020-0-Random data from Peene-Box1.csv
BH-50982;2020;P;1;A3;M;720;NA;NA;P2020-0-Random data from Peene-Box1.csv
BH-51076;2020;P;1;A4;F;780;NA;NA;P2020-0-Random data from Peene-Box1.csv
BH-51077;2020;P;1;A5;M;670;NA;NA;P2020-0-Random data from Peene-Box1.csv
BH-50978;2020;P;1;A1;F;830;NA;NA;P2020-2019-0-Box1.csv
BH-50995;2020;P;1;A2;F;820;NA;NA;P2020-2019-0-Box1.csv
BH-50976;2020;P;1;A3;F;830;NA;NA;P2020-2019-0-Box1.csv
BH-50975;2020;P;1;A4;F;830;NA;NA;P2020-2019-0-Box1.csv
BH-50980;2020;P;1;A5;F;770;NA;NA;P2020-2019-0-Box1.csv
BH-50979;2020;P;1;A6;F;900;NA;NA;P2020-2019-0-Box1.csv
BH-50983;2020;P;1;A7;F;980;NA;NA;P2020-2019-0-Box1.csv
BH-51086;2020;P;1;A8;M;710;NA;NA;P2020-2019-0-Box1.csv
BH-50999;2020;P;1;A9;F;790;NA;NA;P2020-2019-0-Box1.csv
BH-50985;2020;P;1;B1;M;650;NA;NA;P2020-2019-0-Box1.csv
BH-51080;2020;P;1;B2;F;940;NA;NA;P2020-2019-0-Box1.csv
BH-51082;2020;P;1;B3;F;870;NA;NA;P2020-2019-0-Box1.csv
BH-50996;2020;P;1;B4;F;900;NA;NA;P2020-2019-0-Box1.csv
BH-50998;2020;P;1;B5;F;820;NA;NA;P2020-2019-0-Box1.csv
BH-50984;2020;P;1;B6;F;860;NA;NA;P2020-2019-0-Box1.csv
BH-50997;2020;P;1;B7;F;910;NA;NA;P2020-2019-0-Box1.csv
BH-50994;2020;P;1;B8;F;880;NA;NA;P2020-2019-0-Box1.csv
BH-50993;2020;P;1;B9;F;800;NA;NA;P2020-2019-0-Box1.csv
BH-90399;2020;P;1;C1;M;612;12081;NA;P2020-2019-0-Box1.csv
BH-00554;2019;P;1;C2;F;670;NA;NA;P2020-2019-0-Box1.csv
BH-00555;2019;P;1;C3;F;670;NA;NA;P2020-2019-0-Box1.csv
BH-50974;2020;P;1;C4;M;720;NA;NA;P2020-2019-0-Box1.csv
BH-51085;2020;P;1;C5;F;740;NA;NA;P2020-2019-0-Box1.csv
BH-51079;2020;P;1;C6;F;740;NA;NA;P2020-2019-0-Box1.csv
BH-51078;2020;P;1;C7;M;630;NA;NA;P2020-2019-0-Box1.csv
BH-51081;2020;P;1;C8;M;650;NA;NA;P2020-2019-0-Box1.csv
BH-51084;2020;P;1;C9;F;840;NA;NA;P2020-2019-0-Box1.csv
BH-90368;2020;P;1;D1;M;724;12168;NA;P2020-2019-0-Box1.csv
BH-90369;2020;P;1;D2;F;784;12177;NA;P2020-2019-0-Box1.csv
BH-90379;2020;P;1;D3;M;715;12174;NA;P2020-2019-0-Box1.csv
BH-90380;2020;P;1;D4;M;633;12169;NA;P2020-2019-0-Box1.csv
BH-90385;2020;P;1;D5;F;838;12220;NA;P2020-2019-0-Box1.csv
BH-90387;2020;P;1;D6;M;533;NA;NA;P2020-2019-0-Box1.csv
BH-90388;2020;P;1;D7;F;697;12093;NA;P2020-2019-0-Box1.csv
BH-90390;2020;P;1;D8;F;701;12178;NA;P2020-2019-0-Box1.csv
BH-90391;2020;P;1;D9;M;586;12173;NA;P2020-2019-0-Box1.csv
BH-90338;2020;P;1;E1;F;737;12172;NA;P2020-2019-0-Box1.csv
BH-90343;2020;P;1;E2;F;694;NA;NA;P2020-2019-0-Box1.csv
BH-90346;2020;P;1;E3;F;642;NA;NA;P2020-2019-0-Box1.csv
BH-90354;2020;P;1;E4;F;802;12226;NA;P2020-2019-0-Box1.csv
BH-90355;2020;P;1;E5;F;747;12083;NA;P2020-2019-0-Box1.csv
BH-90358;2020;P;1;E6;M;694;12094;NA;P2020-2019-0-Box1.csv
BH-90359;2020;P;1;E7;F;872;12225;NA;P2020-2019-0-Box1.csv
BH-90365;2020;P;1;E8;F;774;12104;NA;P2020-2019-0-Box1.csv
BH-90367;2020;P;1;E9;F;759;12182;NA;P2020-2019-0-Box1.csv
BH-90335;2020;P;1;F1;F;675;12097;NA;P2020-2019-0-Box1.csv
BH-90668;2020;P;1;F2;F;672;NA;NA;P2020-2019-0-Box1.csv
BH-90159;2020;P;1;F3;F;985;12221;NA;P2020-2019-0-Box1.csv
BH-90114;2020;P;1;F4;F;1007;12278;NA;P2020-2019-0-Box1.csv
BH-90109;2020;P;1;F5;F;700;12088;NA;P2020-2019-0-Box1.csv
BH-90432;2020;P;1;F6;F;699;NA;NA;P2020-2019-0-Box1.csv
BH-90492;2020;P;1;F7;F;825;NA;NA;P2020-2019-0-Box1.csv
BH-90200;2020;P;1;F8;F;880;12080;NA;P2020-2019-0-Box1.csv
BH-90072;2020;P;1;F9;F;914;12276;NA;P2020-2019-0-Box1.csv
BH-90480;2020;P;1;G1;F;639;NA;NA;P2020-2019-0-Box1.csv
BH-90504;2020;P;1;G2;F;871;NA;NA;P2020-2019-0-Box1.csv
BH-90204;2020;P;1;G3;F;693;12082;NA;P2020-2019-0-Box1.csv
BH-90426;2020;P;1;G4;M;718;NA;NA;P2020-2019-0-Box1.csv
BH-90416;2020;P;1;G5;F;457;NA;NA;P2020-2019-0-Box1.csv
BH-90515;2020;P;1;G6;F;816;NA;NA;P2020-2019-0-Box1.csv
