year,month,id,name,waterbody,identifier,Lat,Long,type,turbidity,SAL,WT
2018,5,TF0104,Odin,Open Baltic,5_2018,55.0683,13.8127,Sea,,9.38813023255814,
2018,5,TF0105,Odin,Open Baltic,5_2018,55.0257,13.6055,Sea,,10.2410954545455,
2018,5,TF0109,Odin,Open Baltic,5_2018,55.0001,14.0835,Sea,,9.16185,
2018,5,TF0109,Odin,Open Baltic,5_2018,55.0001,14.0833,Sea,,9.16185,
2018,5,TF0111,Odin,Open Baltic,5_2018,54.8903,13.9682,Sea,,8.87642023809524,
2018,5,TF0111,Odin,Open Baltic,5_2018,54.8907,13.9678,Sea,,8.87642023809524,
2018,5,TF0112,Odin,Open Baltic,5_2018,54.8034,13.9583,Sea,,8.56472105263158,
2018,5,TF0113,Odin,Open Baltic,5_2018,54.9253,13.5004,Sea,,9.34685677966102,
2018,5,TF0113,Odin,Open Baltic,5_2018,54.9266,13.5027,Sea,,9.34685677966102,
2018,5,TF0113,Odin,Open Baltic,5_2018,54.925,13.5002,Sea,,9.34685677966102,
2018,5,TF0114,Odin,Open Baltic,5_2018,54.8603,13.2767,Sea,,8.79860476190476,
2018,5,TF0115,Odin,Open Baltic,5_2018,54.795,13.0586,Sea,,8.28686785714286,
2018,5,TF0121,Odin,Open Baltic,5_2018,54.7103,13.9464,Sea,,7.82460181818182,
2018,5,TF0121,Odin,Open Baltic,5_2018,54.7099,13.9448,Sea,,7.82460181818182,
2018,5,TF0123,Odin,Open Baltic,5_2018,54.8002,13.65,Sea,,9.08765952380952,
2018,5,TF0140,Odin,Open Baltic,5_2018,55.4665,14.7172,Sea,,8.33753880597015,
2018,5,TF0142,Odin,Open Baltic,5_2018,55.4051,14.5363,Sea,,8.04520175438597,
2018,5,TF0144,Odin,Open Baltic,5_2018,55.2618,14.4945,Sea,,7.79117954545455,
2018,5,TF0145,Odin,Open Baltic,5_2018,55.167,14.2504,Sea,,8.12156,
2018,5,TF0150,Odin,Open Baltic,5_2018,54.612,14.0427,Sea,,7.5292525,
2018,5,TF0150,Odin,Open Baltic,5_2018,54.6119,14.0432,Sea,,7.5292525,
2018,5,TF0154,Odin,Open Baltic,5_2018,54.6162,14.7669,Sea,,7.62205227272727,
2018,5,TF0200,Odin,Open Baltic,5_2018,55.3835,15.3333,Sea,,10.5903146067416,
2018,5,TF0202,Odin,Open Baltic,5_2018,54.7003,15.2504,Sea,,7.98072741935484,
2018,5,TF0203,Odin,Open Baltic,5_2018,54.6167,15,Sea,,7.59450212765958,
2018,5,TF0204,Odin,Open Baltic,5_2018,54.8451,15.3753,Sea,,8.49865820895522,
2018,5,TF0212,Odin,Open Baltic,5_2018,55.3016,15.7961,Sea,,10.4878333333333,
2018,5,TF0213,Odin,Open Baltic,5_2018,55.25,15.9833,Sea,,10.0084580985916,
2018,5,TF0213,Odin,Open Baltic,5_2018,55.2501,15.9834,Sea,,10.0084580985916,
2018,5,TF0213,Odin,Open Baltic,5_2018,55.2495,15.9829,Sea,,10.0084580985916,
2018,5,TF0213,Odin,Open Baltic,5_2018,55.2501,15.9829,Sea,,10.0084580985916,
2018,5,TF0214,Odin,Open Baltic,5_2018,55.1605,15.6596,Sea,,10.3508494505495,
2018,5,TF0215,Odin,Open Baltic,5_2018,55.0003,15.4994,Sea,,8.80016891891892,
2018,5,TF0221,Odin,Open Baltic,5_2018,55.2221,16.1665,Sea,,9.7379425,
2018,5,TF0221,Odin,Open Baltic,5_2018,55.2212,16.1645,Sea,,9.7379425,
2018,5,TF0222,Odin,Open Baltic,5_2018,55.2163,17.0672,Sea,,8.56230734463277,
2018,5,TF0222,Odin,Open Baltic,5_2018,55.2172,17.067,Sea,,8.56230734463277,
2018,5,TF0224,Odin,Open Baltic,5_2018,55.2831,16.4999,Sea,,7.58464655172414,
2018,5,TF0240,Odin,Open Baltic,5_2018,58,17.9993,Sea,,9.05213291925466,
2018,5,TF0245,Odin,Open Baltic,5_2018,57.116,17.6677,Sea,,8.40569622641509,
2018,5,TF0250,Odin,Open Baltic,5_2018,56.0838,19.166,Sea,,9.16934918032787,
2018,5,TF0253,Odin,Open Baltic,5_2018,55.8396,18.8657,Sea,,8.57845151515152,
2018,5,TF0255,Odin,Open Baltic,5_2018,55.6337,18.5998,Sea,,8.2286402173913,
2018,5,TF0256,Odin,Open Baltic,5_2018,55.3264,18.2351,Sea,,7.69378421052632,
2018,5,TF0259,Odin,Open Baltic,5_2018,55.5501,18.4005,Sea,,7.84944579439252,
2018,5,TF0259,Odin,Open Baltic,5_2018,55.5505,18.4003,Sea,,7.84944579439252,
2018,5,TF0260a,Odin,Open Baltic,5_2018,56.6334,19.5841,Sea,,9.61054964539007,
2018,5,TF0263a,Odin,Open Baltic,5_2018,56.3466,19.3779,Sea,,9.30070538461538,
2018,5,TF0267,Odin,Open Baltic,5_2018,55.2862,17.5936,Sea,,8.16320559006211,
2018,5,TF0267,Odin,Open Baltic,5_2018,55.2867,17.5938,Sea,,8.16320559006211,
2018,5,TF0270,Odin,Open Baltic,5_2018,57.6169,20.1663,Sea,,9.61347285714286,
2018,5,TF0271b,Odin,Open Baltic,5_2018,57.3207,20.0516,Sea,,10.2157087301587,
2018,5,TF0271b,Odin,Open Baltic,5_2018,57.32,20.0496,Sea,,10.2157087301587,
2018,5,TF0271b,Odin,Open Baltic,5_2018,57.3201,20.0486,Sea,,10.2157087301587,
2018,5,TF0271b,Odin,Open Baltic,5_2018,57.3169,20.0494,Sea,,10.2157087301587,
2018,5,TF0271b,Odin,Open Baltic,5_2018,57.3195,20.0493,Sea,,10.2157087301587,
2018,5,TF0272,Odin,Open Baltic,5_2018,57.0717,19.8301,Sea,,10.7384282178218,
2018,5,TF0277,Odin,Open Baltic,5_2018,58.1836,20.0493,Sea,,9.47069113924051,
2018,5,TF0282,Odin,Open Baltic,5_2018,58.8833,20.3166,Sea,,9.417055,
2018,5,TF0284,Odin,Open Baltic,5_2018,58.5831,18.2331,Sea,,9.74913523693803,
2018,5,TF0284,Odin,Open Baltic,5_2018,58.5833,18.2329,Sea,,9.74913523693803,
2018,5,TF0284,Odin,Open Baltic,5_2018,58.5839,18.2325,Sea,,9.74913523693803,
2018,5,TF0284,Odin,Open Baltic,5_2018,58.5832,18.2327,Sea,,9.74913523693803,
2018,5,TF0285,Odin,Open Baltic,5_2018,58.4417,20.3345,Sea,,8.38494117647059,
2018,5,TF0286,Odin,Open Baltic,5_2018,58,19.8993,Sea,,9.9288033492823,
2018,5,TF0286,Odin,Open Baltic,5_2018,58,19.8998,Sea,,9.9288033492823,
2018,5,TF0360,Odin,Open Baltic,5_2018,54.6003,10.4508,Sea,,13.8667529411765,
