"ID"	"TL_mm"	"weight"	"sex"	"area"	"capt_date"	"age"	"cohort"	"year"	"inc_um"	"rad_um"	"core"	"d18O"	"sims_dist"
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	1	537.6	537.6	230.4	-5.5069476	451.2471607
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	1	537.6	537.6	230.4	-5.1674441	492.0985674
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	1	537.6	537.6	230.4	-4.3914361	532.9502791
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-7.3790669	574.1776729
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-7.5148683	615.0292676
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-8.6691802	656.2568095
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-8.1065744	697.108313
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-8.0386737	737.960026
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-8.4751782	779.1873972
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-6.9134621	820.0390235
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-7.9804731	861.2665093
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-6.7873608	902.1180632
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-6.0598533	942.9697768
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	2	458.9	996.5	230.4	-4.1489336	984.1971347
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	3	290.5	1287	230.4	-6.1083538	1025.048779
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	3	290.5	1287	230.4	-7.9222725	1066.276231
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	3	290.5	1287	230.4	-7.3499666	1107.127816
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	3	290.5	1287	230.4	-7.5536687	1147.979529
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	3	290.5	1287	230.4	-7.1656647	1189.206879
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	3	290.5	1287	230.4	-6.1180539	1230.058535
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	3	290.5	1287	230.4	-4.6824391	1271.285963
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	4	159.7	1446.7	230.4	-7.0104631	1312.137569
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	4	159.7	1446.7	230.4	-7.9416727	1352.989283
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	4	159.7	1446.7	230.4	-6.8164611	1394.216626
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	4	159.7	1446.7	230.4	-4.0519326	1435.068291
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	5	203.3	1650	230.4	-5.3808463	1476.295702
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	5	203.3	1650	230.4	-7.6409696	1517.147323
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	5	203.3	1650	230.4	-6.6709596	1557.999037
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	5	203.3	1650	230.4	-5.4099466	1599.226375
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	5	203.3	1650	230.4	-4.3623358	1640.078047
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	6	206.3	1856.3	230.4	-7.4178673	1681.305445
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	6	206.3	1856.3	230.4	-7.9513728	1722.157078
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	6	206.3	1856.3	230.4	-6.2053548	1763.38453
"BH-01812"	1020	8900	"f"	"SB"	"22.11.2019"	7	2013	6	206.3	1856.3	230.4	-6.321756	1804.236126
