"id"	"name"	"waterbody"	"month"	"year"	"Lat"	"Long"	"measurement"	"type"	"SAL"	"WT"
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2010	54.01667	13.958331	"LUNG"	"Coast"	1.3	13.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2010	54.01667	13.958331	"LUNG"	"Coast"	1.2	13.3
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2010	54.01667	13.958331	"LUNG"	"Coast"	1	19.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2010	54.01667	13.958331	"LUNG"	"Coast"	0.9	22.8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2010	54.01667	13.958331	"LUNG"	"Coast"	0.7	16.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2010	54.01667	13.958331	"LUNG"	"Coast"	0.7	13.6
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2011	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2011	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2011	54.01667	13.958331	"LUNG"	"Coast"	1.1	6.195
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2011	54.01667	13.958331	"LUNG"	"Coast"	1.4	2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2011	54.01667	13.958331	"LUNG"	"Coast"	0.7	3.3
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2011	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2011	54.01667	13.958331	"LUNG"	"Coast"	1.8	10.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2011	54.01667	13.958331	"LUNG"	"Coast"	0.8	17
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2011	54.01667	13.958331	"LUNG"	"Coast"	0.7	18
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2011	54.01667	13.958331	"LUNG"	"Coast"	1.1	19.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2011	54.01667	13.958331	"LUNG"	"Coast"	1	17
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2011	54.01667	13.958331	"LUNG"	"Coast"	0.9	16
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.9	2.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2012	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.45	6.6
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2012	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2012	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.6	6.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.4	11.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.6	18.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.8	17.8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.8	20.6
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.7	21
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2012	54.01667	13.958331	"LUNG"	"Coast"	1.8	13.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2013	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2013	54.01667	13.958331	"LUNG"	"Coast"	0.6	11
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2013	54.01667	13.958331	"LUNG"	"Coast"	0.9	15
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2013	54.01667	13.958331	"LUNG"	"Coast"	1.5	1.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2013	54.01667	13.958331	"LUNG"	"Coast"	1.2	1.8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2013	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2013	54.01667	13.958331	"LUNG"	"Coast"	0.6	11.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2013	54.01667	13.958331	"LUNG"	"Coast"	0.6	16.6
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2013	54.01667	13.958331	"LUNG"	"Coast"	0.5	21
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2013	54.01667	13.958331	"LUNG"	"Coast"	0.4	24
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2013	54.01667	13.958331	"LUNG"	"Coast"	0.4	20.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2013	54.01667	13.958331	"LUNG"	"Coast"	0.4	15
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2014	54.01667	13.958331	"LUNG"	"Coast"	2.1	1.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.6	13.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.4	5.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.5	1.6
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.5	3.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2014	54.01667	13.958331	"LUNG"	"Coast"	3	8.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2014	54.01667	13.958331	"LUNG"	"Coast"	2.2	10.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.6	16.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.4	21
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.3	24.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.6	15.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2014	54.01667	13.958331	"LUNG"	"Coast"	1.9	15
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2015	54.01667	13.958331	"LUNG"	"Coast"	2.4	3.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2015	54.01667	13.958331	"LUNG"	"Coast"	2.3	9.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2015	54.01667	13.958331	"LUNG"	"Coast"	2.4	8.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2015	54.01667	13.958331	"LUNG"	"Coast"	2.9	4.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2015	54.01667	13.958331	"LUNG"	"Coast"	1.5	2.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2015	54.01667	13.958331	"LUNG"	"Coast"	1.7	5.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2015	54.01667	13.958331	"LUNG"	"Coast"	1.8	12.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2015	54.01667	13.958331	"LUNG"	"Coast"	2.1	13.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2015	54.01667	13.958331	"LUNG"	"Coast"	2	17.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2015	54.01667	13.958331	"LUNG"	"Coast"	2.7	19
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2015	54.01667	13.958331	"LUNG"	"Coast"	1.7	19.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2015	54.01667	13.958331	"LUNG"	"Coast"	3.7	15.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2016	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.3	8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.1	4.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.6	3.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.8	3.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.4	5.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.5	9.8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.5	13.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2016	54.01667	13.958331	"LUNG"	"Coast"	1.5	19.8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2016	54.01667	13.958331	"LUNG"	"Coast"	3.9	18.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.5	17.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2016	54.01667	13.958331	"LUNG"	"Coast"	2.2	16.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2017	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.2	11.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.4	4.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.2	2.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.6	4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.8	6.3
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2017	54.01667	13.958331	"LUNG"	"Coast"	2.6	7.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.7	19.6
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2017	54.01667	13.958331	"LUNG"	"Coast"	2.9	18.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.4	20.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.7	19.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2017	54.01667	13.958331	"LUNG"	"Coast"	1.1	15
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2018	54.01667	13.958331	"LUNG"	"Coast"	1.2	3.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2018	54.01667	13.958331	"LUNG"	"Coast"	2.1	9.8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2018	54.01667	13.958331	"LUNG"	"Coast"	2.3	5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2018	54.01667	13.958331	"LUNG"	"Coast"	2.4	2.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2018	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2018	54.01667	13.958331	"LUNG"	"Coast"	0.5	4.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2018	54.01667	13.958331	"LUNG"	"Coast"	0.4	16.6
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2018	54.01667	13.958331	"LUNG"	"Coast"	0.7	22.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2018	54.01667	13.958331	"LUNG"	"Coast"	2.1	18.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2018	54.01667	13.958331	"LUNG"	"Coast"	2.2	24.3
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2018	54.01667	13.958331	"LUNG"	"Coast"	1.5	18.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2018	54.01667	13.958331	"LUNG"	"Coast"	3.2	13.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2019	54.01667	13.958331	"LUNG"	"Coast"	NA	NA
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2019	54.01667	13.958331	"LUNG"	"Coast"	2.8	10.6
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2019	54.01667	13.958331	"LUNG"	"Coast"	2.6	5.1
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2019	54.01667	13.958331	"LUNG"	"Coast"	2.7	2.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2019	54.01667	13.958331	"LUNG"	"Coast"	3.1	4.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2019	54.01667	13.958331	"LUNG"	"Coast"	3.1	4.8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2019	54.01667	13.958331	"LUNG"	"Coast"	2.4	13.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2019	54.01667	13.958331	"LUNG"	"Coast"	3.2	16.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2019	54.01667	13.958331	"LUNG"	"Coast"	2.6	23.7
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2019	54.01667	13.958331	"LUNG"	"Coast"	3.7	24.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2019	54.01667	13.958331	"LUNG"	"Coast"	2.4	23.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2019	54.01667	13.958331	"LUNG"	"Coast"	3.7	14.3
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"1"	2020	54.01667	13.958331	"LUNG"	"Coast"	2.9	3.3
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"10"	2020	54.01667	13.958331	"LUNG"	"Coast"	2.3	9.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"11"	2020	54.01667	13.958331	"LUNG"	"Coast"	2.5	5.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"12"	2020	54.01667	13.958331	"LUNG"	"Coast"	1.8	2.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"2"	2020	54.01667	13.958331	"LUNG"	"Coast"	4.5	4.3
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"3"	2020	54.01667	13.958331	"LUNG"	"Coast"	2.8	5.8
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"4"	2020	54.01667	13.958331	"LUNG"	"Coast"	2.9	14.2
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"5"	2020	54.01667	13.958331	"LUNG"	"Coast"	4	15
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"6"	2020	54.01667	13.958331	"LUNG"	"Coast"	4.2	19.4
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"7"	2020	54.01667	13.958331	"LUNG"	"Coast"	3.2	20.5
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"8"	2020	54.01667	13.958331	"LUNG"	"Coast"	3.1	20.9
"0111030108"	"AW1 Trockenort"	"Achterwasser"	"9"	2020	54.01667	13.958331	"LUNG"	"Coast"	2.3	18.2
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"1"	2005	54.42	12.926671	"LUNG"	"Coast"	11	2.9
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"10"	2005	54.42	12.926671	"LUNG"	"Coast"	8.5	13.8
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"11"	2005	54.42	12.926671	"LUNG"	"Coast"	7.7	8.4
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"12"	2005	54.42	12.926671	"LUNG"	"Coast"	NA	NA
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"2"	2005	54.42	12.926671	"LUNG"	"Coast"	9.4	0.4
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"3"	2005	54.42	12.926671	"LUNG"	"Coast"	7.2	3.8
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"4"	2005	54.42	12.926671	"LUNG"	"Coast"	7.7	9
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"5"	2005	54.42	12.926671	"LUNG"	"Coast"	7.2	11.4
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"6"	2005	54.42	12.926671	"LUNG"	"Coast"	8.8	18
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"7"	2005	54.42	12.926671	"LUNG"	"Coast"	8.1	17.3
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"8"	2005	54.42	12.926671	"LUNG"	"Coast"	9.7	21.4
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"9"	2005	54.42	12.926671	"LUNG"	"Coast"	8.1	14.3
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"1"	2006	54.42	12.926671	"LUNG"	"Coast"	NA	NA
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"10"	2006	54.42	12.926671	"LUNG"	"Coast"	7.6	12.8
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"11"	2006	54.42	12.926671	"LUNG"	"Coast"	11.1	6.3
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"12"	2006	54.42	12.926671	"LUNG"	"Coast"	8.5	5.3
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"2"	2006	54.42	12.926671	"LUNG"	"Coast"	NA	NA
"0103050101"	"DB1 Pramort"	"Barther Fahrwasser"	"3"	2006	54.42	12.926671	"LUNG"	"Coast"	5.1	3.4
