"date"	"id"	"SAL"	"W.T"	"day"	"month"	"year"	"Lat"	"Long"	"waterbody"	"type"
"2020-05-08"	20803900	6.05	13.48	8	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-09"	20803900	6.15	13.62	9	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-10"	20803900	6.21	13.95	10	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-11"	20803900	6.11	14.33	11	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-12"	20803900	6.15	13.14	12	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-13"	20803900	6.24	12.64	13	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-14"	20803900	6.19	12.84	14	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-15"	20803900	6.18	12.77	15	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-16"	20803900	6.22	12.58	16	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-17"	20803900	6.24	12.56	17	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-18"	20803900	6.24	12.59	18	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-19"	20803900	6.24	12.72	19	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-20"	20803900	6.21	12.98	20	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-21"	20803900	6.25	13.69	21	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-22"	20803900	6.24	14.72	22	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-23"	20803900	6.2	14.66	23	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-24"	20803900	6.22	14.41	24	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-25"	20803900	6.21	14.27	25	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-26"	20803900	6.2	14.62	26	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-27"	20803900	6.35	14.5	27	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-28"	20803900	6.13	15.95	28	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-29"	20803900	5.87	16.23	29	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-30"	20803900	5.91	17.06	30	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-05-31"	20803900	6.05	17.32	31	5	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-01"	20803900	6.1	16.92	1	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-02"	20803900	6.09	17.5	2	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-03"	20803900	6.1	18.67	3	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-04"	20803900	6.1	18.46	4	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-05"	20803900	6.14	17.92	5	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-06"	20803900	6.14	17.16	6	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-07"	20803900	6.15	16.91	7	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-08"	20803900	6.16	17.04	8	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-09"	20803900	6.16	17.2	9	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-10"	20803900	6.19	17.43	10	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-11"	20803900	6.21	17.94	11	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-12"	20803900	6.19	17.42	12	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-13"	20803900	6.18	17.42	13	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-14"	20803900	6.19	17.84	14	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-15"	20803900	6.24	17.78	15	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-16"	20803900	6.22	18.49	16	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-17"	20803900	6.09	19.52	17	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-18"	20803900	6.08	19.78	18	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-19"	20803900	6.16	19.2	19	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-20"	20803900	6.19	19.22	20	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-21"	20803900	6.16	18.82	21	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-22"	20803900	6.09	19.03	22	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-23"	20803900	6.22	19.39	23	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-24"	20803900	6.27	19.88	24	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-25"	20803900	6.27	20.59	25	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-26"	20803900	6.35	21.06	26	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-27"	20803900	6.38	22	27	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-28"	20803900	6.45	22	28	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-29"	20803900	6.28	22.29	29	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-06-30"	20803900	6.35	21.87	30	6	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-01"	20803900	6.4	20.53	1	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-02"	20803900	6.41	20.51	2	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-03"	20803900	6.41	20.9	3	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-04"	20803900	6.43	20.54	4	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-05"	20803900	6.44	19.99	5	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-06"	20803900	6.46	19.5	6	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-07"	20803900	6.46	18.53	7	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-08"	20803900	6.48	18.06	8	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-09"	20803900	6.46	17.77	9	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-10"	20803900	6.44	17.43	10	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-11"	20803900	6.43	17.01	11	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-12"	20803900	6.45	17.13	12	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-13"	20803900	6.45	17.32	13	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-14"	20803900	6.48	17.71	14	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-15"	20803900	6.46	17.97	15	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-16"	20803900	6.5	18.33	16	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-17"	20803900	6.47	18.64	17	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-18"	20803900	6.51	19.07	18	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-19"	20803900	6.6	19.44	19	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-20"	20803900	6.59	20.52	20	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-21"	20803900	6.61	20.98	21	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-22"	20803900	6.59	20.34	22	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-23"	20803900	6.62	20.02	23	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-24"	20803900	6.63	20.1	24	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-25"	20803900	6.6	19.79	25	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-26"	20803900	6.57	20.03	26	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-27"	20803900	6.64	19.8	27	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-28"	20803900	6.56	20.42	28	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-29"	20803900	6.53	19.89	29	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-30"	20803900	6.48	19.09	30	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-07-31"	20803900	6.24	18.62	31	7	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-01"	20803900	5.96	19.34	1	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-02"	20803900	5.7	19.58	2	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-03"	20803900	5.53	19.66	3	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-04"	20803900	5.68	19.85	4	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-05"	20803900	5.78	20.17	5	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-06"	20803900	5.81	20.36	6	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-07"	20803900	5.82	21.01	7	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-08"	20803900	5.8	21.36	8	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-09"	20803900	5.79	21.35	9	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-10"	20803900	5.76	22.18	10	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-11"	20803900	5.91	23.72	11	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-12"	20803900	5.93	23.05	12	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-13"	20803900	5.81	22.75	13	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-14"	20803900	5.6	22.5	14	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-08-15"	20803900	5.4	22.96	15	8	2020	54.4352833333333	13.5102166666667	"KJB"	"Coast"
"2020-04-17"	20803902	0.52	9.25	17	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-18"	20803902	0.52	8.86	18	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-19"	20803902	0.53	9.08	19	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-20"	20803902	0.52	9.14	20	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-21"	20803902	0.52	9.74	21	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-22"	20803902	0.52	10	22	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-23"	20803902	0.51	10.53	23	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-24"	20803902	0.5	11.17	24	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-25"	20803902	0.51	10.62	25	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-26"	20803902	0.51	10.39	26	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-27"	20803902	0.51	10.39	27	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-28"	20803902	0.5	11.18	28	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-29"	20803902	0.51	10.05	29	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-04-30"	20803902	0.51	10.12	30	4	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-01"	20803902	0.5	10.92	1	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-02"	20803902	0.5	10.58	2	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-03"	20803902	0.49	11.13	3	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-04"	20803902	0.49	10.9	4	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-05"	20803902	0.49	9.78	5	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-06"	20803902	0.49	10.42	6	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-07"	20803902	0.48	10.57	7	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-08"	20803902	0.47	11.27	8	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-09"	20803902	0.47	11.57	9	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-10"	20803902	0.47	12.51	10	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-11"	20803902	0.47	9.76	11	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-12"	20803902	0.48	8.83	12	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-13"	20803902	0.47	9.11	13	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-14"	20803902	0.49	9.56	14	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-15"	20803902	0.5	9.52	15	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-16"	20803902	0.49	10.33	16	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-17"	20803902	0.49	10.74	17	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-18"	20803902	0.49	10.47	18	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-19"	20803902	0.5	11.2	19	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-20"	20803902	0.49	11.17	20	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-21"	20803902	0.49	11.56	21	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-22"	20803902	0.48	11.86	22	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-23"	20803902	0.47	11.5	23	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-24"	20803902	0.47	11.39	24	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-25"	20803902	0.46	11.32	25	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-26"	20803902	0.45	12.23	26	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-27"	20803902	0.45	12.41	27	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-28"	20803902	0.47	12.45	28	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-29"	20803902	0.47	12.18	29	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-30"	20803902	0.47	12.3	30	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-05-31"	20803902	0.46	12.33	31	5	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-01"	20803902	0.47	12.33	1	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-02"	20803902	0.47	12.91	2	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-03"	20803902	0.47	12.42	3	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-04"	20803902	0.47	12.04	4	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-05"	20803902	0.39	11.96	5	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-06"	20803902	0.33	10.7	6	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-07"	20803902	0.17	13.64	7	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-08"	20803902	0.45	12.43	8	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-09"	20803902	0.45	12.3	9	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-10"	20803902	0.46	12.2	10	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-11"	20803902	0.46	12.12	11	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-12"	20803902	0.46	12.22	12	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-13"	20803902	0.46	13.73	13	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-14"	20803902	0.46	13.82	14	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-15"	20803902	0.45	13.15	15	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-16"	20803902	0.37	13.87	16	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-17"	20803902	0.46	13.88	17	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-18"	20803902	0.46	12.87	18	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-19"	20803902	0.45	12.65	19	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-20"	20803902	0.41	12.7	20	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-21"	20803902	0.43	12.98	21	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-22"	20803902	0.43	13.63	22	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-23"	20803902	0.43	13.74	23	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-24"	20803902	0.43	13.93	24	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-25"	20803902	0.43	14.54	25	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-26"	20803902	0.43	14.96	26	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-27"	20803902	0.43	15.04	27	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-28"	20803902	0.42	14.37	28	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-29"	20803902	0.4	14.05	29	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-06-30"	20803902	0.39	13.14	30	6	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-01"	20803902	0.01	17.31	1	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-02"	20803902	0.36	14.55	2	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-03"	20803902	0.35	14.38	3	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-04"	20803902	0.32	13.93	4	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-05"	20803902	0.3	14.49	5	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-06"	20803902	0.41	13.52	6	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-07"	20803902	0.41	12.71	7	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-08"	20803902	0.37	12.34	8	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-09"	20803902	0.38	12.09	9	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-10"	20803902	0.35	11.85	10	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-11"	20803902	0.36	12.58	11	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-12"	20803902	0.36	12.88	12	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-13"	20803902	0.34	13.4	13	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-14"	20803902	0.34	13.75	14	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-15"	20803902	0.34	13.29	15	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-16"	20803902	0.37	13.29	16	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-17"	20803902	0.38	13.88	17	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-18"	20803902	0.39	13.86	18	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-19"	20803902	0.39	14.22	19	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-20"	20803902	0.4	14.05	20	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-21"	20803902	0.41	13.27	21	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-22"	20803902	0.41	13.02	22	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-23"	20803902	0.42	12.99	23	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-24"	20803902	0.43	12.8	24	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-25"	20803902	0.42	13.17	25	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-26"	20803902	0.41	13.44	26	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-27"	20803902	0.4	13.26	27	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-28"	20803902	0.36	14.49	28	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-29"	20803902	0.4	13.21	29	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-30"	20803902	0.41	12.86	30	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-07-31"	20803902	0.42	13.02	31	7	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-01"	20803902	0.42	13.23	1	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-02"	20803902	0.36	13.7	2	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-03"	20803902	0.4	13.58	3	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-04"	20803902	0.41	12.87	4	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-05"	20803902	0.41	13.08	5	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-06"	20803902	0.4	14.33	6	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-07"	20803902	0.4	14.57	7	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-08"	20803902	0.42	14.7	8	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-09"	20803902	0.42	15.03	9	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-10"	20803902	0.43	14.97	10	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-11"	20803902	0.43	15.1	11	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-12"	20803902	0.43	14.41	12	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-13"	20803902	0.43	14.31	13	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-14"	20803902	0.44	14.13	14	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-15"	20803902	0.44	14.34	15	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-16"	20803902	0.44	14.56	16	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-17"	20803902	0.44	14.61	17	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-18"	20803902	0.44	14.48	18	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-19"	20803902	0.37	14.54	19	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-20"	20803902	0.43	14.25	20	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-21"	20803902	0.4	14.82	21	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-22"	20803902	0.34	15.64	22	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-23"	20803902	0.26	15.27	23	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-24"	20803902	0.22	14.24	24	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-25"	20803902	0.34	13.64	25	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-26"	20803902	0.36	13.62	26	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-27"	20803902	0.32	14.39	27	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
"2020-08-28"	20803902	0.27	13.97	28	8	2020	54.4762666666667	13.2812833333333	"Duwenbeek"	"Freshwater"
