"waterbody"	"year"	"type"	"turbidity"	"SAL"	"WT"	"P"
"Zipke"	2011	"Freshwater"	NA	0	9.83333333333333	0.0833333333333333
"Zipke"	2012	"Freshwater"	NA	0	9.85	0.241666666666667
"Zipke"	2014	"Freshwater"	NA	0	10.9666666666667	0.295833333333333
"Zipke"	2017	"Freshwater"	NA	0	10.9545454545455	0.256363636363636
"Zipke"	2020	"Freshwater"	NA	0	10.825	0.335
"Zuehlendorf"	2006	"Freshwater"	NA	0	9.1125	0.182916666666667
"Zuehlendorf"	2007	"Freshwater"	NA	0	9.95833333333333	0.187916666666667
"Zuehlendorf"	2008	"Freshwater"	NA	0	9.9	1.3175
"Zuehlendorf"	2009	"Freshwater"	NA	0	8.48333333333333	1.36416666666667
"Zuehlendorf"	2010	"Freshwater"	NA	0	8.36	0.276
"Zuehlendorf"	2011	"Freshwater"	NA	0	8.8	0.19
"Zuehlendorf"	2012	"Freshwater"	NA	0	8.78333333333333	0.486666666666667
"Zuehlendorf"	2014	"Freshwater"	NA	0	9.63333333333333	1.40833333333333
