"name"	"id"	"waterbody"	"month"	"year"	"identifier"	"Lat"	"Long"	"type"	"SAL"	"WT"
"sampling instance"	"BH"	"KJB"	2	2020	"2_2020"	54.47808	13.50877	"Coast"	6.06	5.06
"sampling instance"	"BH"	"KJB"	2	2020	"2_2020"	54.47817	13.50849	"Coast"	6.06	5.06
"sampling instance"	"BH"	"KJB"	2	2020	"2_2020"	54.47	13.5	"Coast"	6.06	5.06
"sampling instance"	"BH"	"KJB"	2	2020	"2_2020"	54.479436	13.502336	"Coast"	6.06	5.06
"sampling instance"	"BH"	"KWB"	3	2021	"3_2021"	54.25189	12.3972	"Freshwater"	0.275	6.35
"sampling instance"	"BH"	"KWB"	3	2021	"3_2021"	54.25245925	12.391305	"Freshwater"	0.275	6.35
"sampling instance"	"BH"	"KWB"	3	2021	"3_2021"	54.252649	12.38934	"Freshwater"	0.275	6.35
"sampling instance"	"BH"	"KWB"	4	2021	"4_2021"	54.252649	12.38934	"Freshwater"	0.3	5.2
"sampling instance"	"BH"	"KWB"	NA	NA	"NA_NA"	54.25245925	12.391305	"Freshwater"	0.00055720202	1
"sampling instance"	"BH"	"NHG"	3	2021	"3_2021"	54.331809	12.529867	"Freshwater"	0.375	7.725
"sampling instance"	"BH"	"NHG"	4	2021	"4_2021"	54.331809	12.529867	"Freshwater"	0.4	8.5
"sampling instance"	"BH"	"P"	2	2020	"2_2020"	54.06846	13.79008	"Coast"	7.5	4.9
"sampling instance"	"BH"	"P"	2	2020	"2_2020"	54.04867	13.78859	"Coast"	7.5	4.9
"sampling instance"	"BH"	"P"	2	2020	"2_2020"	54.04138	13.78164	"Coast"	7.5	4.9
"sampling instance"	"BH"	"P"	3	2020	"3_2020"	54.0991687857143	13.7727348619048	"Coast"	3.36666666666667	5.8625
"sampling instance"	"BH"	"P"	3	2020	"3_2020"	54.1008955	13.8023807	"Coast"	3.36666666666667	5.8625
"sampling instance"	"BH"	"P"	3	2020	"3_2020"	54.136606	13.74648	"Coast"	3.36666666666667	5.8625
"sampling instance"	"BH"	"P"	3	2020	"3_2020"	54.136914	13.74737	"Coast"	3.36666666666667	5.8625
"sampling instance"	"BH"	"Peene"	2	2020	"2_2020"	53.90387	13.02828	"Freshwater"	0.375	5.575
"sampling instance"	"BH"	"Peene"	2	2020	"2_2020"	53.92109	13.36772	"Freshwater"	0.375	5.575
"sampling instance"	"BH"	"Peene"	2	2020	"2_2020"	53.86111	13.64957	"Freshwater"	0.375	5.575
"sampling instance"	"BH"	"Peene"	2	2020	"2_2020"	53.86732	13.62226	"Freshwater"	0.375	5.575
"sampling instance"	"BH"	"Peene"	7	2019	"7_2019"	53.85797	13.68243	"Freshwater"	1.242031322192	19.78
"sampling instance"	"BH"	"Peene"	7	2019	"7_2019"	53.967103	13.26204	"Freshwater"	1.242031322192	19.78
"sampling instance"	"BH"	"Peene"	7	2019	"7_2019"	53.965573	13.25457	"Freshwater"	1.242031322192	19.78
"sampling instance"	"BH"	"Peene"	7	2019	"7_2019"	53.892602	13.021617	"Freshwater"	1.242031322192	19.78
"sampling instance"	"BH"	"Peene"	7	2019	"7_2019"	53.892274	13.027007	"Freshwater"	1.242031322192	19.78
"sampling instance"	"BH"	"Ryck"	7	2019	"7_2019"	54.095907	13.429045	"Freshwater"	7.183444712	17.65
"sampling instance"	"BH"	"Ryck"	7	2019	"7_2019"	54.099741	13.356038	"Freshwater"	7.183444712	17.65
"sampling instance"	"BH"	"S"	2	2020	"2_2020"	54.320587	13.096786	"Coast"	8.4	4.675
"sampling instance"	"BH"	"S"	2	2020	"2_2020"	54.26722	13.3151	"Coast"	8.4	4.675
"sampling instance"	"BH"	"S"	3	2020	"3_2020"	54.365617	13.114933	"Coast"	7.9	4.8
"sampling instance"	"BH"	"SB"	2	2020	"2_2020"	54.53838	12.15835	"Coast"	9.7	3.7
"sampling instance"	"BH"	"SB"	3	2020	"3_2020"	54.4690434123457	13.1289148395062	"Coast"	8.64347826086957	4.92173913043478
"sampling instance"	"BH"	"SB"	3	2021	"3_2021"	54.539214	13.138683	"Coast"	8.64347826086957	4.92173913043478
"sampling instance"	"BH"	"SB"	3	2021	"3_2021"	54.4690434123457	13.1289148395062	"Coast"	8.64347826086957	4.92173913043478
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.4569172	13.187503	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.44741	13.15174	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.45585	13.1847666666667	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.4563	13.1726833333333	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.4456235	13.14402	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.45653	13.18753	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.4586666666667	13.1898833333333	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.44661	13.1471	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	5	2021	"5_2021"	54.45802	13.18706	"Coast"	9.5	15.1181818181818
"sampling instance"	"BH"	"SB"	12	2020	"12_2020"	54.4690434123457	13.1289148395062	"Coast"	8.2	1.6
"sampling instance"	"BH"	"Sehrowbach"	3	2021	"3_2021"	54.38294	13.6273	"Freshwater"	0.454545454545455	5.48888888888889
"sampling instance"	"BH"	"Sehrowbach"	3	2021	"3_2021"	54.38197	13.26728	"Freshwater"	0.454545454545455	5.48888888888889
"sampling instance"	"BH"	"Sehrowbach"	3	2021	"3_2021"	54.381931	13.26729	"Freshwater"	0.454545454545455	5.48888888888889
"sampling instance"	"BH"	"Sehrowbach"	3	2020	"3_2020"	54.38198	13.26729	"Freshwater"	0.454545454545455	5.48888888888889
"sampling instance"	"BH"	"Sehrowbach"	3	2020	"3_2020"	54.38206	13.26724	"Freshwater"	0.454545454545455	5.48888888888889
"sampling instance"	"BH"	"Sehrowbach"	3	2020	"3_2020"	54.38045	13.28531	"Freshwater"	0.454545454545455	5.48888888888889
"sampling instance"	"BH"	"Sehrowbach"	3	2021	"3_2021"	54.38194	13.26737	"Freshwater"	0.454545454545455	5.48888888888889
"sampling instance"	"BH"	"Sehrowbach"	4	2021	"4_2021"	54.381931	13.26729	"Freshwater"	0.575	6.825
"sampling instance"	"BH"	"Sehrowbach"	4	2021	"4_2021"	54.38194	13.26737	"Freshwater"	0.575	6.825
"sampling instance"	"BH"	"Sehrowbach"	7	2019	"7_2019"	54.377984	13.278693	"Freshwater"	4.651751642	17.1
"sampling instance"	"BH"	"VB"	3	2020	"3_2020"	54.55629	13.12548	"Coast"	8.7	NA
"sampling instance"	"BH"	"WB"	2	2020	"2_2020"	54.64645	13.282366	"Coast"	8.6	4.9
"sampling instance"	"BH"	"WB"	3	2020	"3_2020"	54.60977	13.27809	"Coast"	10.1666666666667	5.73333333333333
"sampling instance"	"BH"	"WB"	3	2020	"3_2020"	54.61461	13.22779	"Coast"	10.1666666666667	5.73333333333333
"sampling instance"	"BH"	"Ziese"	3	2021	"3_2021"	54.034922	13.740372	"Freshwater"	0.4	6.3
"sampling instance"	"BH"	"Ziese"	4	2021	"4_2021"	54.034922	13.740372	"Freshwater"	0.35	9.75
"sampling instance"	"BH"	"Ziese"	4	2021	"4_2021"	54.04281	13.734506	"Freshwater"	0.35	9.75
