PN-Stellennr.	PN-Stellenbezeichnung	Probenahmedatum	Tiefeninformation	Parameter	Endergebnis	Einheit
103059085	KB90	03.05.2021 08:00		Gesamt N	38.77	µmol/L
103059085	KB90	19.04.2021 08:00	Grundnähe	Gesamt N	33.35	µmol/L
103059085	KB90	19.04.2021 08:00	Grundnähe	Gesamt P	0.9	µmol/L
103059085	KB90	19.04.2021 08:00		Gesamt P	0.93	µmol/L
103059085	KB90	19.04.2021 08:00		Gesamt N	31.87	µmol/L
103059085	KB90	29.03.2021 08:00	Grundnähe	Gesamt N	18.63	µmol/L
103059085	KB90	29.03.2021 08:00	Grundnähe	Gesamt P	0.6	µmol/L
103059085	KB90	29.03.2021 08:00		Gesamt P	0.62	µmol/L
103059085	KB90	29.03.2021 08:00		Gesamt N	18.95	µmol/L
103070503	GS	19.07.2021 08:00	Grundnähe	Gesamt N	26.49	µmol/L
103070503	GS	19.07.2021 08:00	Grundnähe	Gesamt P	0.84	µmol/L
103070503	GS	19.07.2021 08:00		Gesamt P	0.72	µmol/L
103070503	GS	19.07.2021 08:00		Gesamt N	25.08	µmol/L
103070503	GS	03.05.2021 08:00	Grundnähe	Gesamt N	16.69	µmol/L
103070503	GS	03.05.2021 08:00	Grundnähe	Gesamt P	0.5	µmol/L
103070503	GS	03.05.2021 08:00		Gesamt P	0.56	µmol/L
103070503	GS	03.05.2021 08:00		Gesamt N	18.02	µmol/L
103070503	GS	19.04.2021 08:00	Grundnähe	Gesamt P	0.83	µmol/L
103070503	GS	19.04.2021 08:00	Grundnähe	Gesamt N	15.46	µmol/L
103050603	DB6	07.06.2021 08:00		Gesamt N	148.43	µmol/L
103050603	DB6	07.06.2021 08:00		Gesamt P	3.47	µmol/L
103050208	DB2	07.06.2021 08:00		Gesamt P	2.82	µmol/L
103050208	DB2	07.06.2021 08:00		Gesamt N	116.22	µmol/L
103050101	DB1	07.06.2021 08:00		Gesamt P	3.07	µmol/L
103050101	DB1	07.06.2021 08:00		Gesamt N	111.05	µmol/L
103050603	DB6	10.05.2021 08:00		Gesamt N	141.61	µmol/L
103050603	DB6	10.05.2021 08:00		Gesamt P	3.43	µmol/L
103050208	DB2	10.05.2021 08:00		Gesamt P	2.94	µmol/L
103050208	DB2	10.05.2021 08:00		Gesamt N	133.35	µmol/L
103050101	DB1	10.05.2021 08:00		Gesamt P	0.88	µmol/L
103050101	DB1	10.05.2021 08:00		Gesamt N	33.02	µmol/L
103050603	DB6	12.04.2021 08:00		Gesamt N	162.38	µmol/L
103050603	DB6	12.04.2021 08:00		Gesamt P	3.65	µmol/L
103050208	DB2	12.04.2021 08:00		Gesamt P	2.02	µmol/L
103050208	DB2	12.04.2021 08:00		Gesamt N	86.01	µmol/L
103050101	DB1	12.04.2021 08:00		Gesamt P	0.86	µmol/L
103050101	DB1	12.04.2021 08:00		Gesamt N	29.64	µmol/L
103050603	DB6	08.03.2021 08:00		Gesamt N	172.13	µmol/L
103050603	DB6	08.03.2021 08:00		Gesamt P	2.92	µmol/L
103050208	DB2	08.03.2021 08:00		Gesamt P	2.71	µmol/L
103050208	DB2	08.03.2021 08:00		Gesamt N	160.14	µmol/L
103050101	DB1	08.03.2021 08:00		Gesamt P	0.52	µmol/L
103050101	DB1	08.03.2021 08:00		Gesamt N	21.03	µmol/L
103050603	DB6	25.01.2021 08:00		Gesamt N	139.32	µmol/L
103050603	DB6	25.01.2021 08:00		Gesamt P	2.57	µmol/L
103050208	DB2	25.01.2021 08:00		Gesamt P	2.19	µmol/L
103050208	DB2	25.01.2021 08:00		Gesamt N	129.32	µmol/L
103050101	DB1	25.01.2021 08:00		Gesamt P	0.76	µmol/L
103050101	DB1	25.01.2021 08:00		Gesamt N	47.75	µmol/L
111021001	GB10	24.08.2021 08:00	Grundnähe	Ammoniumstickstoff	1.73	µmol/L
111021001	GB10	24.08.2021 08:00	Grundnähe	Nitritstickstoff	< 0,02	µmol/L
111021001	GB10	24.08.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111021001	GB10	24.08.2021 08:00	Grundnähe	o-Phosphatphosphor	0.52	µmol/L
111021001	GB10	24.08.2021 08:00	Grundnähe	Silikatsilizium	24.14	µmol/L
111021001	GB10	24.08.2021 08:00		Ammoniumstickstoff	1.83	µmol/L
111021001	GB10	24.08.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111021001	GB10	24.08.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111021001	GB10	24.08.2021 08:00		o-Phosphatphosphor	0.49	µmol/L
111021001	GB10	24.08.2021 08:00		Silikatsilizium	23.77	µmol/L
112391500	RB15	26.08.2021 08:00		Ammoniumstickstoff	0.96	µmol/L
112391500	RB15	26.08.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112391500	RB15	26.08.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112391500	RB15	26.08.2021 08:00		o-Phosphatphosphor	0.11	µmol/L
112391500	RB15	26.08.2021 08:00		Silikatsilizium	92.85	µmol/L
112391500	RB15	22.07.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
112391500	RB15	22.07.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112391500	RB15	22.07.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112391500	RB15	22.07.2021 08:00		o-Phosphatphosphor	0.1	µmol/L
112391500	RB15	22.07.2021 08:00		Silikatsilizium	88.54	µmol/L
112391500	RB15	21.06.2021 08:00		Ammoniumstickstoff	1.07	µmol/L
112391500	RB15	21.06.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112391500	RB15	21.06.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112391500	RB15	21.06.2021 08:00		Silikatsilizium	55.96	µmol/L
112391500	RB15	21.06.2021 08:00		o-Phosphatphosphor	0.16	µmol/L
112391500	RB15	20.05.2021 08:00		Ammoniumstickstoff	0.76	µmol/L
112391500	RB15	20.05.2021 08:00		Nitritstickstoff	0.08	µmol/L
112391500	RB15	20.05.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112391500	RB15	20.05.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
112391500	RB15	20.05.2021 08:00		Silikatsilizium	1.25	µmol/L
112391500	RB15	15.04.2021 08:00		Ammoniumstickstoff	0.92	µmol/L
112391500	RB15	15.04.2021 08:00		Nitritstickstoff	0.93	µmol/L
112391500	RB15	15.04.2021 08:00		Nitratstickstoff	2.08	µmol/L
112391500	RB15	15.04.2021 08:00		o-Phosphatphosphor	0.24	µmol/L
112391500	RB15	15.04.2021 08:00		Silikatsilizium	< 0,25	µmol/L
112391500	RB15	29.03.2021 08:00		Ammoniumstickstoff	14.7	µmol/L
112391500	RB15	29.03.2021 08:00		Nitritstickstoff	0.7	µmol/L
112391500	RB15	29.03.2021 08:00		Nitratstickstoff	30.91	µmol/L
112391500	RB15	29.03.2021 08:00		o-Phosphatphosphor	0.23	µmol/L
112391500	RB15	29.03.2021 08:00		Silikatsilizium	53.94	µmol/L
112391500	RB15	25.02.2021 08:00		Ammoniumstickstoff	40.64	µmol/L
112391500	RB15	25.02.2021 08:00		Nitritstickstoff	0.52	µmol/L
112391500	RB15	25.02.2021 08:00		Nitratstickstoff	43.51	µmol/L
112391500	RB15	25.02.2021 08:00		o-Phosphatphosphor	0.08	µmol/L
112391500	RB15	25.02.2021 08:00		Silikatsilizium	99.23	µmol/L
112391500	RB15	18.01.2021 08:00		Ammoniumstickstoff	38.92	µmol/L
112391500	RB15	18.01.2021 08:00		Nitritstickstoff	0.39	µmol/L
112391500	RB15	18.01.2021 08:00		Nitratstickstoff	13.68	µmol/L
112391500	RB15	18.01.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
112391500	RB15	18.01.2021 08:00		Silikatsilizium	103.7	µmol/L
112190202	RB2	19.07.2021 08:00		Ammoniumstickstoff	1.21	µmol/L
112190202	RB2	19.07.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112190202	RB2	19.07.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112190202	RB2	19.07.2021 08:00		o-Phosphatphosphor	0.14	µmol/L
112190202	RB2	19.07.2021 08:00		Silikatsilizium	34.02	µmol/L
112400185	RB1	19.07.2021 08:00		Ammoniumstickstoff	2.8	µmol/L
112400185	RB1	19.07.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112400185	RB1	19.07.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112400185	RB1	19.07.2021 08:00		o-Phosphatphosphor	0.17	µmol/L
112400185	RB1	19.07.2021 08:00		Silikatsilizium	34.33	µmol/L
112190202	RB2	07.06.2021 08:00		Ammoniumstickstoff	0.73	µmol/L
112190202	RB2	07.06.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112190202	RB2	07.06.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112190202	RB2	07.06.2021 08:00		Silikatsilizium	20.18	µmol/L
112190202	RB2	07.06.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
112400185	RB1	07.06.2021 08:00		Ammoniumstickstoff	0.78	µmol/L
112400185	RB1	07.06.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112400185	RB1	07.06.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112400185	RB1	07.06.2021 08:00		o-Phosphatphosphor	0.11	µmol/L
112400185	RB1	07.06.2021 08:00		Silikatsilizium	19.58	µmol/L
112190202	RB2	17.05.2021 08:00		Ammoniumstickstoff	0.78	µmol/L
112190202	RB2	17.05.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112190202	RB2	17.05.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112190202	RB2	17.05.2021 08:00		Silikatsilizium	1.99	µmol/L
112190202	RB2	17.05.2021 08:00		o-Phosphatphosphor	0.09	µmol/L
112400185	RB1	17.05.2021 08:00		Ammoniumstickstoff	0.9	µmol/L
112400185	RB1	17.05.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112400185	RB1	17.05.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112400185	RB1	17.05.2021 08:00		Silikatsilizium	2	µmol/L
112400185	RB1	17.05.2021 08:00		o-Phosphatphosphor	0.07	µmol/L
112190202	RB2	26.04.2021 08:00		Ammoniumstickstoff	0.57	µmol/L
112190202	RB2	26.04.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112190202	RB2	26.04.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112190202	RB2	26.04.2021 08:00		Silikatsilizium	0.76	µmol/L
112190202	RB2	26.04.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
112400185	RB1	26.04.2021 08:00		Ammoniumstickstoff	0.89	µmol/L
112400185	RB1	26.04.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
112400185	RB1	26.04.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
112400185	RB1	26.04.2021 08:00		Silikatsilizium	0.77	µmol/L
112400185	RB1	26.04.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
112190202	RB2	22.03.2021 08:00		Ammoniumstickstoff	1.65	µmol/L
112190202	RB2	22.03.2021 08:00		Nitritstickstoff	0.11	µmol/L
112190202	RB2	22.03.2021 08:00		Nitratstickstoff	11.98	µmol/L
112190202	RB2	22.03.2021 08:00		o-Phosphatphosphor	0.07	µmol/L
112190202	RB2	22.03.2021 08:00		Silikatsilizium	0.97	µmol/L
112400185	RB1	22.03.2021 08:00		Ammoniumstickstoff	0.94	µmol/L
112400185	RB1	22.03.2021 08:00		Nitritstickstoff	0.04	µmol/L
112400185	RB1	22.03.2021 08:00		Nitratstickstoff	1.68	µmol/L
112400185	RB1	22.03.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
112400185	RB1	22.03.2021 08:00		Silikatsilizium	< 0,25	µmol/L
112190202	RB2	27.01.2021 08:00		Ammoniumstickstoff	4.02	µmol/L
112190202	RB2	27.01.2021 08:00		Nitritstickstoff	0.65	µmol/L
112190202	RB2	27.01.2021 08:00		Nitratstickstoff	13.26	µmol/L
112190202	RB2	27.01.2021 08:00		o-Phosphatphosphor	0.18	µmol/L
112190202	RB2	27.01.2021 08:00		Silikatsilizium	4.13	µmol/L
112400185	RB1	27.01.2021 08:00		Ammoniumstickstoff	1.32	µmol/L
112400185	RB1	27.01.2021 08:00		Nitritstickstoff	0.24	µmol/L
112400185	RB1	27.01.2021 08:00		Nitratstickstoff	5.11	µmol/L
112400185	RB1	27.01.2021 08:00		o-Phosphatphosphor	0.08	µmol/L
112400185	RB1	27.01.2021 08:00		Silikatsilizium	1.49	µmol/L
111034806	P48	24.08.2021 08:00		Ammoniumstickstoff	1.26	µmol/L
111034806	P48	24.08.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111034806	P48	24.08.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111034806	P48	24.08.2021 08:00		Silikatsilizium	112.14	µmol/L
111034806	P48	24.08.2021 08:00		o-Phosphatphosphor	0.06	µmol/L
111034208	P42	24.08.2021 08:00	Grundnähe	Ammoniumstickstoff	0.57	µmol/L
111034208	P42	24.08.2021 08:00	Grundnähe	Nitritstickstoff	< 0,02	µmol/L
111034208	P42	24.08.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111034208	P42	24.08.2021 08:00	Grundnähe	o-Phosphatphosphor	0.06	µmol/L
111034208	P42	24.08.2021 08:00	Grundnähe	Silikatsilizium	107.52	µmol/L
111034208	P42	24.08.2021 08:00		Ammoniumstickstoff	0.57	µmol/L
111034208	P42	24.08.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111034208	P42	24.08.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111034208	P42	24.08.2021 08:00		Silikatsilizium	105.66	µmol/L
111034208	P42	24.08.2021 08:00		o-Phosphatphosphor	0.08	µmol/L
111032085	P20	24.08.2021 08:00	Grundnähe	Ammoniumstickstoff	0.86	µmol/L
111032085	P20	24.08.2021 08:00	Grundnähe	Nitritstickstoff	< 0,02	µmol/L
111032085	P20	24.08.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111032085	P20	24.08.2021 08:00	Grundnähe	o-Phosphatphosphor	0.71	µmol/L
111032085	P20	24.08.2021 08:00	Grundnähe	Silikatsilizium	48.37	µmol/L
111032085	P20	24.08.2021 08:00		Ammoniumstickstoff	1.7	µmol/L
111032085	P20	24.08.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111032085	P20	24.08.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111032085	P20	24.08.2021 08:00		Silikatsilizium	53.72	µmol/L
111032085	P20	24.08.2021 08:00		o-Phosphatphosphor	0.71	µmol/L
111030108	AW1	24.08.2021 08:00		Ammoniumstickstoff	0.59	µmol/L
111030108	AW1	24.08.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111030108	AW1	24.08.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111030108	AW1	24.08.2021 08:00		Silikatsilizium	110.95	µmol/L
111030108	AW1	24.08.2021 08:00		o-Phosphatphosphor	0.07	µmol/L
111034806	P48	20.07.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111034806	P48	20.07.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111034806	P48	20.07.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111034806	P48	20.07.2021 08:00		o-Phosphatphosphor	0.27	µmol/L
111034806	P48	20.07.2021 08:00		Silikatsilizium	125.36	µmol/L
111034208	P42	20.07.2021 08:00	Grundnähe	Ammoniumstickstoff	0.82	µmol/L
111034208	P42	20.07.2021 08:00	Grundnähe	Nitritstickstoff	< 0,02	µmol/L
111034208	P42	20.07.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111034208	P42	20.07.2021 08:00	Grundnähe	o-Phosphatphosphor	0.48	µmol/L
111034208	P42	20.07.2021 08:00	Grundnähe	Silikatsilizium	125.29	µmol/L
111034208	P42	20.07.2021 08:00		Ammoniumstickstoff	0.41	µmol/L
111034208	P42	20.07.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111034208	P42	20.07.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111034208	P42	20.07.2021 08:00		o-Phosphatphosphor	0.56	µmol/L
111034208	P42	20.07.2021 08:00		Silikatsilizium	132.86	µmol/L
111032085	P20	20.07.2021 08:00	Grundnähe	Ammoniumstickstoff	0.73	µmol/L
111032085	P20	20.07.2021 08:00	Grundnähe	Nitritstickstoff	< 0,02	µmol/L
111032085	P20	20.07.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111032085	P20	20.07.2021 08:00	Grundnähe	o-Phosphatphosphor	0.63	µmol/L
111032085	P20	20.07.2021 08:00	Grundnähe	Silikatsilizium	70.18	µmol/L
111032085	P20	20.07.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111032085	P20	20.07.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111032085	P20	20.07.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111032085	P20	20.07.2021 08:00		o-Phosphatphosphor	0.79	µmol/L
111032085	P20	20.07.2021 08:00		Silikatsilizium	72.74	µmol/L
111030108	AW1	20.07.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111030108	AW1	20.07.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111030108	AW1	20.07.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111030108	AW1	20.07.2021 08:00		o-Phosphatphosphor	0.22	µmol/L
111030108	AW1	20.07.2021 08:00		Silikatsilizium	133.15	µmol/L
111034806	P48	08.06.2021 08:00		Ammoniumstickstoff	10.56	µmol/L
111034806	P48	08.06.2021 08:00		Nitritstickstoff	1.37	µmol/L
111034806	P48	08.06.2021 08:00		Nitratstickstoff	17.98	µmol/L
111034806	P48	08.06.2021 08:00		o-Phosphatphosphor	0.16	µmol/L
111034806	P48	08.06.2021 08:00		Silikatsilizium	89.44	µmol/L
111034208	P42	08.06.2021 08:00	Grundnähe	Ammoniumstickstoff	9.01	µmol/L
111034208	P42	08.06.2021 08:00	Grundnähe	Nitritstickstoff	0.82	µmol/L
111034208	P42	08.06.2021 08:00	Grundnähe	Nitratstickstoff	8.04	µmol/L
111034208	P42	08.06.2021 08:00	Grundnähe	o-Phosphatphosphor	0.11	µmol/L
111034208	P42	08.06.2021 08:00	Grundnähe	Silikatsilizium	89.22	µmol/L
111034208	P42	08.06.2021 08:00		Ammoniumstickstoff	8.8	µmol/L
111034208	P42	08.06.2021 08:00		Nitritstickstoff	0.83	µmol/L
111034208	P42	08.06.2021 08:00		Nitratstickstoff	7.55	µmol/L
111034208	P42	08.06.2021 08:00		o-Phosphatphosphor	0.1	µmol/L
111034208	P42	08.06.2021 08:00		Silikatsilizium	90.17	µmol/L
111032085	P20	08.06.2021 08:00	Grundnähe	Ammoniumstickstoff	8.72	µmol/L
111032085	P20	08.06.2021 08:00	Grundnähe	Nitritstickstoff	0.45	µmol/L
111032085	P20	08.06.2021 08:00	Grundnähe	Nitratstickstoff	1.78	µmol/L
111032085	P20	08.06.2021 08:00	Grundnähe	o-Phosphatphosphor	0.76	µmol/L
111032085	P20	08.06.2021 08:00	Grundnähe	Silikatsilizium	43.04	µmol/L
111032085	P20	08.06.2021 08:00		Ammoniumstickstoff	16.43	µmol/L
111032085	P20	08.06.2021 08:00		Nitritstickstoff	1.1	µmol/L
111032085	P20	08.06.2021 08:00		Nitratstickstoff	10.08	µmol/L
111032085	P20	08.06.2021 08:00		o-Phosphatphosphor	0.17	µmol/L
111032085	P20	08.06.2021 08:00		Silikatsilizium	93.09	µmol/L
111030108	AW1	08.06.2021 08:00		Ammoniumstickstoff	37.66	µmol/L
111030108	AW1	08.06.2021 08:00		Nitritstickstoff	1.38	µmol/L
111030108	AW1	08.06.2021 08:00		Nitratstickstoff	18.15	µmol/L
111030108	AW1	08.06.2021 08:00		o-Phosphatphosphor	0.15	µmol/L
111030108	AW1	08.06.2021 08:00		Silikatsilizium	85.72	µmol/L
111034806	P48	19.05.2021 08:00		Ammoniumstickstoff	0.97	µmol/L
111034806	P48	19.05.2021 08:00		Nitratstickstoff	12.14	µmol/L
111034806	P48	19.05.2021 08:00		Nitritstickstoff	0.58	µmol/L
111034806	P48	19.05.2021 08:00		Silikatsilizium	99.47	µmol/L
111034806	P48	19.05.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
111034208	P42	19.05.2021 08:00	Grundnähe	Ammoniumstickstoff	0.41	µmol/L
111034208	P42	19.05.2021 08:00	Grundnähe	Nitritstickstoff	< 0,02	µmol/L
111034208	P42	19.05.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111034208	P42	19.05.2021 08:00	Grundnähe	o-Phosphatphosphor	< 0,06	µmol/L
111034208	P42	19.05.2021 08:00	Grundnähe	Silikatsilizium	36.91	µmol/L
111034208	P42	19.05.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111034208	P42	19.05.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111034208	P42	19.05.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111034208	P42	19.05.2021 08:00		Silikatsilizium	32.57	µmol/L
111034208	P42	19.05.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
111032085	P20	19.05.2021 08:00	Grundnähe	Ammoniumstickstoff	0.99	µmol/L
111032085	P20	19.05.2021 08:00	Grundnähe	Nitritstickstoff	0.04	µmol/L
111032085	P20	19.05.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111032085	P20	19.05.2021 08:00	Grundnähe	o-Phosphatphosphor	< 0,06	µmol/L
111032085	P20	19.05.2021 08:00	Grundnähe	Silikatsilizium	21.25	µmol/L
111032085	P20	19.05.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111032085	P20	19.05.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111032085	P20	19.05.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111032085	P20	19.05.2021 08:00		Silikatsilizium	20.08	µmol/L
111032085	P20	19.05.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
111030108	AW1	19.05.2021 08:00		Ammoniumstickstoff	1.15	µmol/L
111030108	AW1	19.05.2021 08:00		Nitratstickstoff	11.86	µmol/L
111030108	AW1	19.05.2021 08:00		Nitritstickstoff	0.61	µmol/L
111030108	AW1	19.05.2021 08:00		Silikatsilizium	104.33	µmol/L
111030108	AW1	19.05.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
111034806	P48	27.04.2021 08:00		Ammoniumstickstoff	0.88	µmol/L
111034806	P48	27.04.2021 08:00		Nitritstickstoff	0.03	µmol/L
111034806	P48	27.04.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111034806	P48	27.04.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
111034806	P48	27.04.2021 08:00		Silikatsilizium	43.46	µmol/L
111034208	P42	27.04.2021 08:00	Grundnähe	Ammoniumstickstoff	0.83	µmol/L
111034208	P42	27.04.2021 08:00	Grundnähe	Nitritstickstoff	< 0,02	µmol/L
111034208	P42	27.04.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111034208	P42	27.04.2021 08:00	Grundnähe	o-Phosphatphosphor	< 0,06	µmol/L
111034208	P42	27.04.2021 08:00	Grundnähe	Silikatsilizium	21.97	µmol/L
111034208	P42	27.04.2021 08:00		Ammoniumstickstoff	1.11	µmol/L
111034208	P42	27.04.2021 08:00		Nitritstickstoff	0.03	µmol/L
111034208	P42	27.04.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111034208	P42	27.04.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
111034208	P42	27.04.2021 08:00		Silikatsilizium	26.07	µmol/L
111032085	P20	27.04.2021 08:00	Grundnähe	Ammoniumstickstoff	< 0,4	µmol/L
111032085	P20	27.04.2021 08:00	Grundnähe	Nitritstickstoff	< 0,02	µmol/L
111032085	P20	27.04.2021 08:00	Grundnähe	Nitratstickstoff	< 0,2	µmol/L
111032085	P20	27.04.2021 08:00	Grundnähe	o-Phosphatphosphor	< 0,06	µmol/L
111032085	P20	27.04.2021 08:00	Grundnähe	Silikatsilizium	18.04	µmol/L
111032085	P20	27.04.2021 08:00		Ammoniumstickstoff	1.41	µmol/L
111032085	P20	27.04.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111032085	P20	27.04.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111032085	P20	27.04.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
111032085	P20	27.04.2021 08:00		Silikatsilizium	20.03	µmol/L
111030108	AW1	27.04.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111030108	AW1	27.04.2021 08:00		Nitritstickstoff	< 0,02	µmol/L
111030108	AW1	27.04.2021 08:00		Nitratstickstoff	< 0,2	µmol/L
111030108	AW1	27.04.2021 08:00		o-Phosphatphosphor	< 0,06	µmol/L
111030108	AW1	27.04.2021 08:00		Silikatsilizium	43.98	µmol/L
111034806	P48	23.03.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111034806	P48	23.03.2021 08:00		Nitritstickstoff	0.5	µmol/L
111034806	P48	23.03.2021 08:00		Nitratstickstoff	80.49	µmol/L
111034806	P48	23.03.2021 08:00		o-Phosphatphosphor	0.1	µmol/L
111034806	P48	23.03.2021 08:00		Silikatsilizium	135.78	µmol/L
111034208	P42	23.03.2021 08:00	Grundnähe	Ammoniumstickstoff	< 0,4	µmol/L
111034208	P42	23.03.2021 08:00	Grundnähe	Nitritstickstoff	0.52	µmol/L
111034208	P42	23.03.2021 08:00	Grundnähe	Nitratstickstoff	61.5	µmol/L
111034208	P42	23.03.2021 08:00	Grundnähe	o-Phosphatphosphor	0.13	µmol/L
111034208	P42	23.03.2021 08:00	Grundnähe	Silikatsilizium	95.2	µmol/L
111034208	P42	23.03.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111034208	P42	23.03.2021 08:00		Nitritstickstoff	0.51	µmol/L
111034208	P42	23.03.2021 08:00		Nitratstickstoff	59.29	µmol/L
111034208	P42	23.03.2021 08:00		o-Phosphatphosphor	0.12	µmol/L
111034208	P42	23.03.2021 08:00		Silikatsilizium	101.4	µmol/L
111032085	P20	23.03.2021 08:00	Grundnähe	Ammoniumstickstoff	< 0,4	µmol/L
111032085	P20	23.03.2021 08:00	Grundnähe	Nitritstickstoff	0.49	µmol/L
111032085	P20	23.03.2021 08:00	Grundnähe	Nitratstickstoff	46.18	µmol/L
111032085	P20	23.03.2021 08:00	Grundnähe	o-Phosphatphosphor	0.13	µmol/L
111032085	P20	23.03.2021 08:00	Grundnähe	Silikatsilizium	71.97	µmol/L
111032085	P20	23.03.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111032085	P20	23.03.2021 08:00		Nitritstickstoff	0.51	µmol/L
111032085	P20	23.03.2021 08:00		Nitratstickstoff	48.27	µmol/L
111032085	P20	23.03.2021 08:00		o-Phosphatphosphor	0.15	µmol/L
111032085	P20	23.03.2021 08:00		Silikatsilizium	72.75	µmol/L
111030108	AW1	23.03.2021 08:00		Ammoniumstickstoff	< 0,4	µmol/L
111030108	AW1	23.03.2021 08:00		Nitritstickstoff	0.45	µmol/L
111030108	AW1	23.03.2021 08:00		Nitratstickstoff	81.63	µmol/L
111030108	AW1	23.03.2021 08:00		o-Phosphatphosphor	0.1	µmol/L
111030108	AW1	23.03.2021 08:00		Silikatsilizium	116.29	µmol/L
111034806	P48	26.01.2021 08:00		Ammoniumstickstoff	4.92	µmol/L
111034806	P48	26.01.2021 08:00		Nitritstickstoff	0.71	µmol/L
111034806	P48	26.01.2021 08:00		Nitratstickstoff	92.53	µmol/L
