Row_ID;SI_ID;Species;Fish_ID;Total_Length_mm;Weight;Sex;EnterDate
1792;346;Pike;NA;930;NA;f;NA
1793;346;Pike;NA;770;NA;m;NA
1794;346;Pike;NA;770;NA;m;NA
1795;346;Pike;NA;660;NA;m;NA
1796;346;Pike;NA;950;NA;f;NA
1797;347;Pike;NA;620;NA;m;NA
1798;347;Pike;NA;680;NA;m;NA
1799;347;Pike;NA;790;NA;f;NA
1800;348;Pike;NA;790;NA;f;NA
1801;348;Pike;NA;930;NA;f;NA
1802;349;Pike;NA;780;NA;f;NA
1803;350;Pike;NA;800;NA;f;NA
1804;351;Pike;NA;690;NA;f;NA
1805;351;Pike;NA;590;NA;m;NA
1806;351;Pike;NA;790;NA;f;NA
1807;351;Pike;NA;660;NA;f;NA
1808;352;Pike;NA;760;NA;f;NA
1809;352;Pike;NA;550;NA;m;NA
1810;352;Pike;NA;790;NA;f;NA
1811;352;Pike;NA;730;NA;f;NA
1812;352;Pike;NA;700;NA;f;NA
1813;352;Pike;NA;490;NA;m;NA
1814;352;Pike;NA;520;NA;m;NA
1815;352;Pike;NA;500;NA;m;NA
1816;352;Pike;NA;570;NA;m;NA
1817;352;Pike;NA;490;NA;m;NA
1818;352;Pike;NA;480;NA;m;NA
1819;353;Pike;NA;570;NA;m;NA
1820;353;Pike;NA;800;NA;f;NA
1821;354;Pike;NA;800;NA;f;NA
1822;355;Pike;NA;630;NA;f;NA
1823;355;Pike;NA;910;NA;f;NA
1824;355;Pike;NA;710;NA;m;NA
1825;356;Pike;NA;760;NA;m;NA
1826;356;Pike;NA;520;NA;m;NA
1827;356;Pike;NA;540;NA;m;NA
1828;356;Pike;NA;910;NA;f;NA
1829;356;Pike;NA;870;NA;f;NA
1830;356;Pike;NA;980;NA;f;NA
1831;356;Pike;NA;730;NA;f;NA
1832;367;Sea trout;NA;600;NA;NA;NA
1833;449;Pike;NA;NA;NA;NA;NA
1834;449;Pike;NA;NA;NA;NA;NA
1835;465;Pike;NA;1007;NA;f;NA
1836;416;Roach;NA;NA;NA;NA;NA
1837;416;Herring;NA;NA;NA;NA;NA
1838;416;Perch;NA;NA;NA;NA;NA
1839;416;Bream;NA;NA;NA;NA;NA
1840;416;Eel;NA;NA;NA;NA;NA
1841;416;Flounder;NA;NA;NA;NA;NA
1842;416;Ruffe;NA;NA;NA;NA;NA
1843;416;Goby;NA;NA;NA;NA;NA
1844;415;Roach;NA;NA;NA;NA;NA
1845;415;Herring;NA;NA;NA;NA;NA
1846;415;Perch;NA;NA;NA;NA;NA
1847;415;Bream;NA;NA;NA;NA;NA
1848;415;Eel;NA;NA;NA;NA;NA
1849;415;Flounder;NA;NA;NA;NA;NA
1850;415;Ruffe;NA;NA;NA;NA;NA
1851;415;Goby;NA;NA;NA;NA;NA
1852;451;Roach;NA;NA;NA;NA;NA
1853;451;Herring;NA;NA;NA;NA;NA
1854;451;Perch;NA;NA;NA;NA;NA
1855;451;Bream;NA;NA;NA;NA;NA
1856;451;Eel;NA;NA;NA;NA;NA
1857;451;Flounder;NA;NA;NA;NA;NA
1858;451;Ruffe;NA;NA;NA;NA;NA
1859;451;Goby;NA;NA;NA;NA;NA
1860;474;Roach;NA;NA;NA;NA;NA
1861;474;Herring;NA;NA;NA;NA;NA
1862;474;Perch;NA;NA;NA;NA;NA
1863;474;Bream;NA;NA;NA;NA;NA
1864;474;Eel;NA;NA;NA;NA;NA
1865;474;Flounder;NA;NA;NA;NA;NA
1866;474;Ruffe;NA;NA;NA;NA;NA
1867;474;Goby;NA;NA;NA;NA;NA
1868;473;Roach;NA;NA;NA;NA;NA
1869;473;Bream;NA;NA;NA;NA;NA
1870;473;Perch;NA;NA;NA;NA;NA
1871;452;Perch;NA;NA;NA;NA;NA
1872;452;Roach;NA;NA;NA;NA;NA
1873;452;Bream;NA;NA;NA;NA;NA
1874;454;Perch;NA;NA;NA;NA;NA
1875;454;Flounder;NA;NA;NA;NA;NA
1876;454;Roach;NA;NA;NA;NA;NA
1877;454;Herring;NA;NA;NA;NA;NA
1878;454;Eel;NA;NA;NA;NA;NA
1879;454;Bream;NA;NA;NA;NA;NA
1880;454;Ruffe;NA;NA;NA;NA;NA
1881;454;Goby;NA;NA;NA;NA;NA
1882;378;Flounder;NA;NA;NA;NA;NA
1883;378;Roach;NA;NA;NA;NA;NA
1884;431;Sea trout;NA;NA;NA;NA;NA
1885;475;Flounder;NA;NA;NA;NA;NA
1886;380;Pike;NA;NA;NA;NA;NA
1887;380;Pike;NA;NA;NA;NA;NA
1888;380;Pike;NA;NA;NA;NA;NA
1889;380;Bream;NA;NA;NA;NA;NA
1890;380;Bream;NA;NA;NA;NA;NA
1891;380;Bream;NA;NA;NA;NA;NA
1892;380;Bream;NA;NA;NA;NA;NA
1893;380;Bream;NA;NA;NA;NA;NA
1894;380;Bream;NA;NA;NA;NA;NA
1895;380;Bream;NA;NA;NA;NA;NA
1896;380;Bream;NA;NA;NA;NA;NA
1897;380;Bream;NA;NA;NA;NA;NA
1898;380;Bream;NA;NA;NA;NA;NA
1899;380;Bream;NA;NA;NA;NA;NA
1900;380;Bream;NA;NA;NA;NA;NA
1901;380;Bream;NA;NA;NA;NA;NA
1902;380;Bream;NA;NA;NA;NA;NA
1903;380;Bream;NA;NA;NA;NA;NA
1904;380;Bream;NA;NA;NA;NA;NA
1905;380;Bream;NA;NA;NA;NA;NA
1906;380;Bream;NA;NA;NA;NA;NA
1907;380;Pike;NA;NA;NA;NA;NA
1908;380;Pike;NA;NA;NA;NA;NA
1909;380;Ruffe;NA;NA;NA;NA;NA
1910;380;Ruffe;NA;NA;NA;NA;NA
1911;380;Ruffe;NA;NA;NA;NA;NA
1912;380;Ruffe;NA;NA;NA;NA;NA
1913;380;Ruffe;NA;NA;NA;NA;NA
1914;380;Ruffe;NA;NA;NA;NA;NA
1915;380;Ruffe;NA;NA;NA;NA;NA
1916;380;Ruffe;NA;NA;NA;NA;NA
1917;380;Ruffe;NA;NA;NA;NA;NA
1918;380;Ruffe;NA;NA;NA;NA;NA
1919;380;Ruffe;NA;NA;NA;NA;NA
1920;380;Ruffe;NA;NA;NA;NA;NA
1921;380;Ruffe;NA;NA;NA;NA;NA
1922;380;Ruffe;NA;NA;NA;NA;NA
1923;380;Ruffe;NA;NA;NA;NA;NA
1924;380;Ruffe;NA;NA;NA;NA;NA
1925;380;Ruffe;NA;NA;NA;NA;NA
1926;380;Ruffe;NA;NA;NA;NA;NA
1927;380;Ruffe;NA;NA;NA;NA;NA
1928;380;Ruffe;NA;NA;NA;NA;NA
1929;380;Ruffe;NA;NA;NA;NA;NA
1930;380;Ruffe;NA;NA;NA;NA;NA
1931;380;Ruffe;NA;NA;NA;NA;NA
1932;380;Ruffe;NA;NA;NA;NA;NA
1933;380;Ruffe;NA;NA;NA;NA;NA
1934;380;Ruffe;NA;NA;NA;NA;NA
1935;380;Ruffe;NA;NA;NA;NA;NA
1936;380;Ruffe;NA;NA;NA;NA;NA
1937;380;Ruffe;NA;NA;NA;NA;NA
1938;380;Ruffe;NA;NA;NA;NA;NA
1939;380;Ruffe;NA;NA;NA;NA;NA
1940;380;Ruffe;NA;NA;NA;NA;NA
1941;380;Ruffe;NA;NA;NA;NA;NA
1942;380;Ruffe;NA;NA;NA;NA;NA
1943;380;Ruffe;NA;NA;NA;NA;NA
1944;380;Ruffe;NA;NA;NA;NA;NA
1945;380;Ruffe;NA;NA;NA;NA;NA
1946;380;Ruffe;NA;NA;NA;NA;NA
1947;380;Ruffe;NA;NA;NA;NA;NA
1948;380;Ruffe;NA;NA;NA;NA;NA
1949;380;Ruffe;NA;NA;NA;NA;NA
1950;380;Ruffe;NA;NA;NA;NA;NA
1951;380;Ruffe;NA;NA;NA;NA;NA
1952;380;Ruffe;NA;NA;NA;NA;NA
1953;380;Ruffe;NA;NA;NA;NA;NA
1954;380;Ruffe;NA;NA;NA;NA;NA
1955;380;Ruffe;NA;NA;NA;NA;NA
1956;380;Ruffe;NA;NA;NA;NA;NA
1957;380;Ruffe;NA;NA;NA;NA;NA
1958;380;Ruffe;NA;NA;NA;NA;NA
1959;380;Ruffe;NA;NA;NA;NA;NA
1960;380;Ruffe;NA;NA;NA;NA;NA
1961;380;Ruffe;NA;NA;NA;NA;NA
1962;380;Ruffe;NA;NA;NA;NA;NA
1963;380;Ruffe;NA;NA;NA;NA;NA
1964;380;Ruffe;NA;NA;NA;NA;NA
1965;380;Ruffe;NA;NA;NA;NA;NA
1966;380;Ruffe;NA;NA;NA;NA;NA
1967;380;Roach;NA;NA;NA;NA;NA
1968;380;Roach;NA;NA;NA;NA;NA
1969;380;Roach;NA;NA;NA;NA;NA
1970;380;Roach;NA;NA;NA;NA;NA
1971;380;Roach;NA;NA;NA;NA;NA
1972;380;Roach;NA;NA;NA;NA;NA
1973;380;Roach;NA;NA;NA;NA;NA
1974;380;Roach;NA;NA;NA;NA;NA
1975;380;Roach;NA;NA;NA;NA;NA
1976;380;Roach;NA;NA;NA;NA;NA
1977;380;Roach;NA;NA;NA;NA;NA
1978;380;Roach;NA;NA;NA;NA;NA
1979;380;Roach;NA;NA;NA;NA;NA
1980;380;Roach;NA;NA;NA;NA;NA
1981;380;Roach;NA;NA;NA;NA;NA
1982;380;Roach;NA;NA;NA;NA;NA
1983;380;Roach;NA;NA;NA;NA;NA
1984;380;Roach;NA;NA;NA;NA;NA
1985;380;Roach;NA;NA;NA;NA;NA
1986;380;Roach;NA;NA;NA;NA;NA
1987;380;Roach;NA;NA;NA;NA;NA
1988;380;Roach;NA;NA;NA;NA;NA
1989;380;Roach;NA;NA;NA;NA;NA
1990;380;Roach;NA;NA;NA;NA;NA
1991;380;Roach;NA;NA;NA;NA;NA
1992;380;Roach;NA;NA;NA;NA;NA
1993;380;Roach;NA;NA;NA;NA;NA
1994;380;Roach;NA;NA;NA;NA;NA
1995;380;Roach;NA;NA;NA;NA;NA
1996;380;Roach;NA;NA;NA;NA;NA
1997;380;Roach;NA;NA;NA;NA;NA
1998;380;Roach;NA;NA;NA;NA;NA
1999;380;Roach;NA;NA;NA;NA;NA
2000;380;Roach;NA;NA;NA;NA;NA
2001;380;Roach;NA;NA;NA;NA;NA
2002;380;Roach;NA;NA;NA;NA;NA
2003;380;Roach;NA;NA;NA;NA;NA
2004;380;Roach;NA;NA;NA;NA;NA
2005;380;Roach;NA;NA;NA;NA;NA
2006;380;Roach;NA;NA;NA;NA;NA
2007;380;Roach;NA;NA;NA;NA;NA
2008;380;Roach;NA;NA;NA;NA;NA
2009;380;Roach;NA;NA;NA;NA;NA
2010;380;Roach;NA;NA;NA;NA;NA
2011;380;Roach;NA;NA;NA;NA;NA
2012;380;Roach;NA;NA;NA;NA;NA
2013;380;Roach;NA;NA;NA;NA;NA
2014;380;Roach;NA;NA;NA;NA;NA
2015;380;Roach;NA;NA;NA;NA;NA
2016;380;Roach;NA;NA;NA;NA;NA
2017;380;Roach;NA;NA;NA;NA;NA
2018;380;Roach;NA;NA;NA;NA;NA
2019;380;Roach;NA;NA;NA;NA;NA
2020;380;Roach;NA;NA;NA;NA;NA
2021;380;Roach;NA;NA;NA;NA;NA
2022;380;Roach;NA;NA;NA;NA;NA
2023;380;Roach;NA;NA;NA;NA;NA
2024;380;Roach;NA;NA;NA;NA;NA
2025;380;Roach;NA;NA;NA;NA;NA
2026;380;Roach;NA;NA;NA;NA;NA
2027;380;Roach;NA;NA;NA;NA;NA
2028;380;Roach;NA;NA;NA;NA;NA
2029;380;Roach;NA;NA;NA;NA;NA
2030;380;Roach;NA;NA;NA;NA;NA
2031;380;Roach;NA;NA;NA;NA;NA
2032;380;Roach;NA;NA;NA;NA;NA
2033;380;Roach;NA;NA;NA;NA;NA
2034;380;Roach;NA;NA;NA;NA;NA
2035;380;Roach;NA;NA;NA;NA;NA
2036;380;Roach;NA;NA;NA;NA;NA
2037;380;Roach;NA;NA;NA;NA;NA
2038;380;Roach;NA;NA;NA;NA;NA
2039;380;Roach;NA;NA;NA;NA;NA
2040;380;Roach;NA;NA;NA;NA;NA
2041;380;Roach;NA;NA;NA;NA;NA
2042;380;Roach;NA;NA;NA;NA;NA
2043;380;Roach;NA;NA;NA;NA;NA
2044;380;Roach;NA;NA;NA;NA;NA
2045;380;Roach;NA;NA;NA;NA;NA
2046;380;Roach;NA;NA;NA;NA;NA
2047;380;Roach;NA;NA;NA;NA;NA
2048;380;Roach;NA;NA;NA;NA;NA
2049;380;Roach;NA;NA;NA;NA;NA
2050;380;Roach;NA;NA;NA;NA;NA
2051;380;Roach;NA;NA;NA;NA;NA
2052;380;Roach;NA;NA;NA;NA;NA
2053;380;Roach;NA;NA;NA;NA;NA
2054;380;Roach;NA;NA;NA;NA;NA
2055;380;Roach;NA;NA;NA;NA;NA
2056;380;Roach;NA;NA;NA;NA;NA
2057;380;Roach;NA;NA;NA;NA;NA
2058;380;Roach;NA;NA;NA;NA;NA
2059;380;Roach;NA;NA;NA;NA;NA
2060;380;Roach;NA;NA;NA;NA;NA
2061;380;Roach;NA;NA;NA;NA;NA
2062;380;Roach;NA;NA;NA;NA;NA
2063;380;Roach;NA;NA;NA;NA;NA
2064;380;Roach;NA;NA;NA;NA;NA
2065;380;Roach;NA;NA;NA;NA;NA
2066;380;Roach;NA;NA;NA;NA;NA
2067;380;Roach;NA;NA;NA;NA;NA
2068;380;Roach;NA;NA;NA;NA;NA
2069;380;Roach;NA;NA;NA;NA;NA
2070;380;Roach;NA;NA;NA;NA;NA
2071;380;Roach;NA;NA;NA;NA;NA
2072;380;Roach;NA;NA;NA;NA;NA
2073;380;Roach;NA;NA;NA;NA;NA
2074;380;Roach;NA;NA;NA;NA;NA
2075;380;Roach;NA;NA;NA;NA;NA
2076;380;Roach;NA;NA;NA;NA;NA
2077;380;Roach;NA;NA;NA;NA;NA
2078;380;Roach;NA;NA;NA;NA;NA
2079;380;Roach;NA;NA;NA;NA;NA
2080;380;Roach;NA;NA;NA;NA;NA
2081;380;Roach;NA;NA;NA;NA;NA
2082;380;Roach;NA;NA;NA;NA;NA
2083;380;Roach;NA;NA;NA;NA;NA
2084;380;Roach;NA;NA;NA;NA;NA
2085;380;Roach;NA;NA;NA;NA;NA
2086;380;Roach;NA;NA;NA;NA;NA
2087;380;Roach;NA;NA;NA;NA;NA
2088;380;Roach;NA;NA;NA;NA;NA
2089;380;Roach;NA;NA;NA;NA;NA
2090;380;Roach;NA;NA;NA;NA;NA
2091;380;Roach;NA;NA;NA;NA;NA
2092;380;Roach;NA;NA;NA;NA;NA
2093;380;Roach;NA;NA;NA;NA;NA
2094;380;Roach;NA;NA;NA;NA;NA
2095;380;Roach;NA;NA;NA;NA;NA
2096;380;Roach;NA;NA;NA;NA;NA
2097;380;Roach;NA;NA;NA;NA;NA
2098;380;Roach;NA;NA;NA;NA;NA
2099;380;Roach;NA;NA;NA;NA;NA
2100;380;Roach;NA;NA;NA;NA;NA
2101;380;Roach;NA;NA;NA;NA;NA
2102;380;Roach;NA;NA;NA;NA;NA
2103;380;Roach;NA;NA;NA;NA;NA
2104;380;Roach;NA;NA;NA;NA;NA
2105;380;Roach;NA;NA;NA;NA;NA
2106;380;Roach;NA;NA;NA;NA;NA
2107;380;Roach;NA;NA;NA;NA;NA
2108;380;Roach;NA;NA;NA;NA;NA
2109;380;Roach;NA;NA;NA;NA;NA
2110;380;Roach;NA;NA;NA;NA;NA
2111;380;Roach;NA;NA;NA;NA;NA
2112;380;Roach;NA;NA;NA;NA;NA
2113;380;Roach;NA;NA;NA;NA;NA
2114;380;Roach;NA;NA;NA;NA;NA
2115;380;Roach;NA;NA;NA;NA;NA
2116;380;Roach;NA;NA;NA;NA;NA
2117;380;Roach;NA;NA;NA;NA;NA
2118;380;Roach;NA;NA;NA;NA;NA
2119;380;Roach;NA;NA;NA;NA;NA
2120;380;Roach;NA;NA;NA;NA;NA
2121;380;Roach;NA;NA;NA;NA;NA
2122;380;Roach;NA;NA;NA;NA;NA
2123;380;Roach;NA;NA;NA;NA;NA
2124;380;Roach;NA;NA;NA;NA;NA
2125;380;Roach;NA;NA;NA;NA;NA
2126;380;Roach;NA;NA;NA;NA;NA
2127;380;Roach;NA;NA;NA;NA;NA
2128;380;Roach;NA;NA;NA;NA;NA
2129;380;Roach;NA;NA;NA;NA;NA
2130;380;Roach;NA;NA;NA;NA;NA
2131;380;Roach;NA;NA;NA;NA;NA
2132;380;Roach;NA;NA;NA;NA;NA
2133;380;Roach;NA;NA;NA;NA;NA
2134;380;Roach;NA;NA;NA;NA;NA
2135;380;Roach;NA;NA;NA;NA;NA
2136;380;Flounder;NA;NA;NA;NA;NA
2137;380;Flounder;NA;NA;NA;NA;NA
2138;380;Flounder;NA;NA;NA;NA;NA
2139;380;Flounder;NA;NA;NA;NA;NA
2140;380;Flounder;NA;NA;NA;NA;NA
2141;380;Flounder;NA;NA;NA;NA;NA
2142;380;Flounder;NA;NA;NA;NA;NA
2143;380;Flounder;NA;NA;NA;NA;NA
2144;380;Flounder;NA;NA;NA;NA;NA
2145;380;Flounder;NA;NA;NA;NA;NA
2146;380;Flounder;NA;NA;NA;NA;NA
2147;380;Flounder;NA;NA;NA;NA;NA
2148;380;Flounder;NA;NA;NA;NA;NA
2149;380;Flounder;NA;NA;NA;NA;NA
2150;380;Flounder;NA;NA;NA;NA;NA
2151;380;Flounder;NA;NA;NA;NA;NA
2152;380;Flounder;NA;NA;NA;NA;NA
2153;380;Flounder;NA;NA;NA;NA;NA
2154;380;Flounder;NA;NA;NA;NA;NA
2155;380;Flounder;NA;NA;NA;NA;NA
2156;380;Flounder;NA;NA;NA;NA;NA
2157;380;Flounder;NA;NA;NA;NA;NA
2158;380;Flounder;NA;NA;NA;NA;NA
2159;380;Flounder;NA;NA;NA;NA;NA
2160;380;Flounder;NA;NA;NA;NA;NA
2161;380;Flounder;NA;NA;NA;NA;NA
2162;380;Flounder;NA;NA;NA;NA;NA
2163;380;Flounder;NA;NA;NA;NA;NA
2164;380;Flounder;NA;NA;NA;NA;NA
2165;380;Flounder;NA;NA;NA;NA;NA
2166;380;Flounder;NA;NA;NA;NA;NA
2167;380;Flounder;NA;NA;NA;NA;NA
2168;380;Flounder;NA;NA;NA;NA;NA
2169;380;Flounder;NA;NA;NA;NA;NA
2170;380;Flounder;NA;NA;NA;NA;NA
2171;380;Flounder;NA;NA;NA;NA;NA
2172;380;Flounder;NA;NA;NA;NA;NA
2173;380;Flounder;NA;NA;NA;NA;NA
2174;380;Flounder;NA;NA;NA;NA;NA
2175;380;Flounder;NA;NA;NA;NA;NA
2176;380;Flounder;NA;NA;NA;NA;NA
2177;380;Flounder;NA;NA;NA;NA;NA
2178;380;Flounder;NA;NA;NA;NA;NA
2179;380;Flounder;NA;NA;NA;NA;NA
2180;380;Flounder;NA;NA;NA;NA;NA
2181;380;Flounder;NA;NA;NA;NA;NA
2182;380;Flounder;NA;NA;NA;NA;NA
2183;380;Flounder;NA;NA;NA;NA;NA
2184;380;Flounder;NA;NA;NA;NA;NA
2185;380;Flounder;NA;NA;NA;NA;NA
2186;380;Flounder;NA;NA;NA;NA;NA
2187;380;Flounder;NA;NA;NA;NA;NA
2188;380;Flounder;NA;NA;NA;NA;NA
2189;380;Flounder;NA;NA;NA;NA;NA
2190;380;Flounder;NA;NA;NA;NA;NA
2191;380;Flounder;NA;NA;NA;NA;NA
2192;380;Flounder;NA;NA;NA;NA;NA
2193;380;Perch;NA;NA;NA;NA;NA
2194;380;Perch;NA;NA;NA;NA;NA
2195;380;Perch;NA;NA;NA;NA;NA
2196;380;Perch;NA;NA;NA;NA;NA
2197;380;Perch;NA;NA;NA;NA;NA
2198;380;Perch;NA;NA;NA;NA;NA
2199;380;Perch;NA;NA;NA;NA;NA
2200;380;Perch;NA;NA;NA;NA;NA
2201;380;Perch;NA;NA;NA;NA;NA
2202;380;Perch;NA;NA;NA;NA;NA
2203;380;Perch;NA;NA;NA;NA;NA
2204;380;Perch;NA;NA;NA;NA;NA
2205;380;Perch;NA;NA;NA;NA;NA
2206;380;Perch;NA;NA;NA;NA;NA
2207;380;Perch;NA;NA;NA;NA;NA
2208;380;Perch;NA;NA;NA;NA;NA
2209;380;Perch;NA;NA;NA;NA;NA
2210;380;Perch;NA;NA;NA;NA;NA
2211;380;Perch;NA;NA;NA;NA;NA
2212;380;Perch;NA;NA;NA;NA;NA
2213;380;Perch;NA;NA;NA;NA;NA
2214;380;Perch;NA;NA;NA;NA;NA
2215;380;Perch;NA;NA;NA;NA;NA
2216;380;Perch;NA;NA;NA;NA;NA
2217;380;Perch;NA;NA;NA;NA;NA
2218;380;Perch;NA;NA;NA;NA;NA
2219;380;Perch;NA;NA;NA;NA;NA
2220;380;Perch;NA;NA;NA;NA;NA
2221;380;Perch;NA;NA;NA;NA;NA
2222;380;Perch;NA;NA;NA;NA;NA
2223;380;Perch;NA;NA;NA;NA;NA
2224;380;Perch;NA;NA;NA;NA;NA
2225;380;Perch;NA;NA;NA;NA;NA
2226;380;Perch;NA;NA;NA;NA;NA
2227;380;Perch;NA;NA;NA;NA;NA
2228;380;Perch;NA;NA;NA;NA;NA
2229;380;Perch;NA;NA;NA;NA;NA
2230;380;Perch;NA;NA;NA;NA;NA
2231;380;Perch;NA;NA;NA;NA;NA
2232;380;Perch;NA;NA;NA;NA;NA
2233;380;Perch;NA;NA;NA;NA;NA
2234;380;Perch;NA;NA;NA;NA;NA
2235;380;Perch;NA;NA;NA;NA;NA
2236;380;Perch;NA;NA;NA;NA;NA
2237;380;Perch;NA;NA;NA;NA;NA
2238;380;Perch;NA;NA;NA;NA;NA
2239;380;Perch;NA;NA;NA;NA;NA
2240;380;Perch;NA;NA;NA;NA;NA
2241;380;Perch;NA;NA;NA;NA;NA
2242;380;Perch;NA;NA;NA;NA;NA
2243;380;Perch;NA;NA;NA;NA;NA
2244;380;Perch;NA;NA;NA;NA;NA
2245;380;Perch;NA;NA;NA;NA;NA
2246;380;Perch;NA;NA;NA;NA;NA
2247;380;Perch;NA;NA;NA;NA;NA
2248;380;Perch;NA;NA;NA;NA;NA
2249;380;Perch;NA;NA;NA;NA;NA
2250;380;Perch;NA;NA;NA;NA;NA
2251;380;Perch;NA;NA;NA;NA;NA
2252;380;Perch;NA;NA;NA;NA;NA
2253;380;Perch;NA;NA;NA;NA;NA
2254;380;Perch;NA;NA;NA;NA;NA
2255;380;Perch;NA;NA;NA;NA;NA
2256;380;Perch;NA;NA;NA;NA;NA
2257;380;Perch;NA;NA;NA;NA;NA
2258;380;Perch;NA;NA;NA;NA;NA
2259;380;Perch;NA;NA;NA;NA;NA
2260;380;Perch;NA;NA;NA;NA;NA
2261;380;Perch;NA;NA;NA;NA;NA
2262;380;Perch;NA;NA;NA;NA;NA
2263;380;Perch;NA;NA;NA;NA;NA
2264;380;Perch;NA;NA;NA;NA;NA
2265;380;Perch;NA;NA;NA;NA;NA
2266;380;Perch;NA;NA;NA;NA;NA
2267;380;Perch;NA;NA;NA;NA;NA
2268;380;Perch;NA;NA;NA;NA;NA
2269;380;Perch;NA;NA;NA;NA;NA
2270;380;Perch;NA;NA;NA;NA;NA
2271;380;Perch;NA;NA;NA;NA;NA
2272;380;Perch;NA;NA;NA;NA;NA
2273;380;Perch;NA;NA;NA;NA;NA
2274;380;Perch;NA;NA;NA;NA;NA
2275;380;Perch;NA;NA;NA;NA;NA
2276;380;Perch;NA;NA;NA;NA;NA
2277;380;Perch;NA;NA;NA;NA;NA
2278;380;Perch;NA;NA;NA;NA;NA
2279;380;Perch;NA;NA;NA;NA;NA
2280;380;Perch;NA;NA;NA;NA;NA
2281;380;Perch;NA;NA;NA;NA;NA
2282;380;Perch;NA;NA;NA;NA;NA
2283;380;Perch;NA;NA;NA;NA;NA
2284;380;Perch;NA;NA;NA;NA;NA
2285;380;Perch;NA;NA;NA;NA;NA
2286;380;Perch;NA;NA;NA;NA;NA
2287;380;Perch;NA;NA;NA;NA;NA
2288;380;Perch;NA;NA;NA;NA;NA
2289;380;Perch;NA;NA;NA;NA;NA
2290;380;Perch;NA;NA;NA;NA;NA
2291;380;Perch;NA;NA;NA;NA;NA
2292;380;Perch;NA;NA;NA;NA;NA
2293;380;Perch;NA;NA;NA;NA;NA
2294;380;Perch;NA;NA;NA;NA;NA
2295;380;Perch;NA;NA;NA;NA;NA
2296;380;Perch;NA;NA;NA;NA;NA
2297;380;Perch;NA;NA;NA;NA;NA
2298;380;Perch;NA;NA;NA;NA;NA
2299;380;Perch;NA;NA;NA;NA;NA
2300;380;Perch;NA;NA;NA;NA;NA
2301;380;Perch;NA;NA;NA;NA;NA
2302;380;Perch;NA;NA;NA;NA;NA
2303;380;Perch;NA;NA;NA;NA;NA
2304;380;Perch;NA;NA;NA;NA;NA
2305;380;Perch;NA;NA;NA;NA;NA
2306;380;Perch;NA;NA;NA;NA;NA
2307;380;Perch;NA;NA;NA;NA;NA
2308;380;Perch;NA;NA;NA;NA;NA
2309;380;Perch;NA;NA;NA;NA;NA
2310;380;Perch;NA;NA;NA;NA;NA
2311;380;Perch;NA;NA;NA;NA;NA
2312;380;Perch;NA;NA;NA;NA;NA
2313;380;Perch;NA;NA;NA;NA;NA
2314;380;Perch;NA;NA;NA;NA;NA
2315;380;Perch;NA;NA;NA;NA;NA
2316;380;Perch;NA;NA;NA;NA;NA
2317;380;Perch;NA;NA;NA;NA;NA
2318;380;Perch;NA;NA;NA;NA;NA
2319;380;Perch;NA;NA;NA;NA;NA
2320;380;Perch;NA;NA;NA;NA;NA
2321;380;Perch;NA;NA;NA;NA;NA
2322;380;Perch;NA;NA;NA;NA;NA
2323;380;Perch;NA;NA;NA;NA;NA
2324;380;Perch;NA;NA;NA;NA;NA
2325;380;Perch;NA;NA;NA;NA;NA
2326;380;Perch;NA;NA;NA;NA;NA
2327;380;Perch;NA;NA;NA;NA;NA
2328;380;Perch;NA;NA;NA;NA;NA
2329;380;Perch;NA;NA;NA;NA;NA
2330;381;Bream;NA;NA;NA;NA;NA
2331;381;Bream;NA;NA;NA;NA;NA
2332;381;Bream;NA;NA;NA;NA;NA
2333;381;Bream;NA;NA;NA;NA;NA
2334;381;Ruffe;NA;NA;NA;NA;NA
2335;381;Ruffe;NA;NA;NA;NA;NA
2336;381;Ruffe;NA;NA;NA;NA;NA
2337;381;Ruffe;NA;NA;NA;NA;NA
2338;381;Ruffe;NA;NA;NA;NA;NA
2339;381;Ruffe;NA;NA;NA;NA;NA
2340;381;Ruffe;NA;NA;NA;NA;NA
2341;381;Ruffe;NA;NA;NA;NA;NA
2342;381;Ruffe;NA;NA;NA;NA;NA
2343;381;Ruffe;NA;NA;NA;NA;NA
2344;381;Ruffe;NA;NA;NA;NA;NA
2345;381;Ruffe;NA;NA;NA;NA;NA
2346;381;Ruffe;NA;NA;NA;NA;NA
2347;381;Ruffe;NA;NA;NA;NA;NA
2348;381;Ruffe;NA;NA;NA;NA;NA
2349;381;Ruffe;NA;NA;NA;NA;NA
2350;381;Ruffe;NA;NA;NA;NA;NA
2351;381;Ruffe;NA;NA;NA;NA;NA
2352;381;Ruffe;NA;NA;NA;NA;NA
2353;381;Ruffe;NA;NA;NA;NA;NA
2354;381;Ruffe;NA;NA;NA;NA;NA
2355;381;Ruffe;NA;NA;NA;NA;NA
2356;381;Ruffe;NA;NA;NA;NA;NA
2357;381;Ruffe;NA;NA;NA;NA;NA
2358;381;Ruffe;NA;NA;NA;NA;NA
2359;381;Ruffe;NA;NA;NA;NA;NA
2360;381;Ruffe;NA;NA;NA;NA;NA
2361;381;Ruffe;NA;NA;NA;NA;NA
2362;381;Ruffe;NA;NA;NA;NA;NA
2363;381;Ruffe;NA;NA;NA;NA;NA
2364;381;Ruffe;NA;NA;NA;NA;NA
2365;381;Ruffe;NA;NA;NA;NA;NA
