name,id,waterbody,month,year,identifier,Lat,Long,type,turbidity,SAL,WT
KHJ,0313040702,Stettiner Haff,7,2019,7_2019,53.80667,14.235001,Coast,,2.1,24.1
KHJ,0313040702,Stettiner Haff,8,2019,8_2019,53.80667,14.235001,Coast,,2.1,22.2
KHJ,0313040702,Stettiner Haff,9,2019,9_2019,53.80667,14.235001,Coast,,2.4,14
KHJ,0313040702,Stettiner Haff,10,2019,10_2019,53.80667,14.235001,Coast,,2.7,10.7
KHJ,0313040702,Stettiner Haff,11,2019,11_2019,53.80667,14.235001,Coast,,3.1,5.3
KHJ,0313040702,Stettiner Haff,12,2019,12_2019,53.80667,14.235001,Coast,,2.9,2.7
KHJ,0313040702,Stettiner Haff,1,2020,1_2020,53.80667,14.235001,Coast,,4,3
KHJ,0313040702,Stettiner Haff,2,2020,2_2020,53.80667,14.235001,Coast,,3.4,4.2
KHJ,0313040702,Stettiner Haff,3,2020,3_2020,53.80667,14.235001,Coast,,3.3,5.5
KHJ,0313040702,Stettiner Haff,4,2020,4_2020,53.80667,14.235001,Coast,,2.7,13.1
KHJ,0313040702,Stettiner Haff,5,2020,5_2020,53.80667,14.235001,Coast,,2.9,14.5
KHJ,0313040702,Stettiner Haff,6,2020,6_2020,53.80667,14.235001,Coast,,2.8,18.7
KHJ,0313040702,Stettiner Haff,7,2020,7_2020,53.80667,14.235001,Coast,,2.8,20.3
KHJ,0313040702,Stettiner Haff,8,2020,8_2020,53.80667,14.235001,Coast,,2.1,21
KHJ,0313040702,Stettiner Haff,9,2020,9_2020,53.80667,14.235001,Coast,,2.2,16.7
KHJ,0313040702,Stettiner Haff,10,2020,10_2020,53.80667,14.235001,Coast,,2.6,10
KHJ,0313040702,Stettiner Haff,11,2020,11_2020,53.80667,14.235001,Coast,,2.3,6
KHJ,0313040702,Stettiner Haff,12,2020,12_2020,53.80667,14.235001,Coast,,1.9,2.4
KHJ,0313040702,Stettiner Haff,1,2021,1_2021,53.80667,14.235001,Coast,,2.2,0.6
KHJ,0313040702,Stettiner Haff,3,2021,3_2021,53.80667,14.235001,Coast,,1.7,4.5
KHJ,0313040702,Stettiner Haff,4,2021,4_2021,53.80667,14.235001,Coast,,1.5,8.8
KHJ,0313040702,Stettiner Haff,5,2021,5_2021,53.80667,14.235001,Coast,,1.5,13.9
KHJ,0313040702,Stettiner Haff,6,2021,6_2021,53.80667,14.235001,Coast,,1.4,20.1
KHJ,0313040702,Stettiner Haff,7,2021,7_2021,53.80667,14.235001,Coast,,1.3,22.4
KHJ,0313040702,Stettiner Haff,8,2021,8_2021,53.80667,14.235001,Coast,,1.4,18.1
KHJ,0313040702,Stettiner Haff,9,2021,9_2021,53.80667,14.235001,Coast,,1.5,18.5
KHJ,0313040702,Stettiner Haff,10,2021,10_2021,53.80667,14.235001,Coast,,2.2,9.3
KHJ,0313040702,Stettiner Haff,11,2021,11_2021,53.80667,14.235001,Coast,,2.1,7.2
KHJ,0313040702,Stettiner Haff,12,2021,12_2021,53.80667,14.235001,Coast,,2.4,4.1
KHM,0313040905,Stettiner Haff,1,1990,1_1990,53.825,14.100001,Coast,,2.8,
KHM,0313040905,Stettiner Haff,3,1990,3_1990,53.825,14.100001,Coast,,2.9,
KHM,0313040905,Stettiner Haff,4,1990,4_1990,53.825,14.100001,Coast,,2.9,
KHM,0313040905,Stettiner Haff,5,1990,5_1990,53.825,14.100001,Coast,,5.4,
KHM,0313040905,Stettiner Haff,6,1990,6_1990,53.825,14.100001,Coast,,2.4,
KHM,0313040905,Stettiner Haff,7,1990,7_1990,53.825,14.100001,Coast,,2.6,
KHM,0313040905,Stettiner Haff,8,1990,8_1990,53.825,14.100001,Coast,,2.6,
KHM,0313040905,Stettiner Haff,9,1990,9_1990,53.825,14.100001,Coast,,2.6,
KHM,0313040905,Stettiner Haff,10,1990,10_1990,53.825,14.100001,Coast,,2.9,
KHM,0313040905,Stettiner Haff,11,1990,11_1990,53.825,14.100001,Coast,,3.3,
KHM,0313040905,Stettiner Haff,12,1990,12_1990,53.825,14.100001,Coast,,4.1,
KHM,0313040905,Stettiner Haff,1,1991,1_1991,53.825,14.100001,Coast,,3.3,
KHM,0313040905,Stettiner Haff,4,1991,4_1991,53.825,14.100001,Coast,,2.2,
KHM,0313040905,Stettiner Haff,5,1991,5_1991,53.825,14.100001,Coast,,2.4,
KHM,0313040905,Stettiner Haff,6,1991,6_1991,53.825,14.100001,Coast,,1.9,
KHM,0313040905,Stettiner Haff,7,1991,7_1991,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,8,1991,8_1991,53.825,14.100001,Coast,,1.5,
KHM,0313040905,Stettiner Haff,9,1991,9_1991,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,10,1991,10_1991,53.825,14.100001,Coast,,2.3,
KHM,0313040905,Stettiner Haff,12,1991,12_1991,53.825,14.100001,Coast,,3,
KHM,0313040905,Stettiner Haff,1,1992,1_1992,53.825,14.100001,Coast,,2.8,
KHM,0313040905,Stettiner Haff,3,1992,3_1992,53.825,14.100001,Coast,,2.6,
KHM,0313040905,Stettiner Haff,4,1992,4_1992,53.825,14.100001,Coast,,2.3,
KHM,0313040905,Stettiner Haff,5,1992,5_1992,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,6,1992,6_1992,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,7,1992,7_1992,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,8,1992,8_1992,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,10,1992,10_1992,53.825,14.100001,Coast,,2.4,
KHM,0313040905,Stettiner Haff,11,1992,11_1992,53.825,14.100001,Coast,,3.2,
KHM,0313040905,Stettiner Haff,2,1993,2_1993,53.825,14.100001,Coast,,3.9,
KHM,0313040905,Stettiner Haff,3,1993,3_1993,53.825,14.100001,Coast,,3.3,
KHM,0313040905,Stettiner Haff,4,1993,4_1993,53.825,14.100001,Coast,,3,
KHM,0313040905,Stettiner Haff,5,1993,5_1993,53.825,14.100001,Coast,,2.4,
KHM,0313040905,Stettiner Haff,6,1993,6_1993,53.825,14.100001,Coast,,2,
KHM,0313040905,Stettiner Haff,7,1993,7_1993,53.825,14.100001,Coast,,1.8,
KHM,0313040905,Stettiner Haff,8,1993,8_1993,53.825,14.100001,Coast,,2.2,
KHM,0313040905,Stettiner Haff,9,1993,9_1993,53.825,14.100001,Coast,,1.9,
KHM,0313040905,Stettiner Haff,10,1993,10_1993,53.825,14.100001,Coast,,1.5,
KHM,0313040905,Stettiner Haff,11,1993,11_1993,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,1,1994,1_1994,53.825,14.100001,Coast,,2.2,
KHM,0313040905,Stettiner Haff,4,1994,4_1994,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,5,1994,5_1994,53.825,14.100001,Coast,,0.8,
KHM,0313040905,Stettiner Haff,6,1994,6_1994,53.825,14.100001,Coast,,0.6,
KHM,0313040905,Stettiner Haff,7,1994,7_1994,53.825,14.100001,Coast,,0.6,
KHM,0313040905,Stettiner Haff,8,1994,8_1994,53.825,14.100001,Coast,,0.7,
KHM,0313040905,Stettiner Haff,10,1994,10_1994,53.825,14.100001,Coast,,2,
KHM,0313040905,Stettiner Haff,11,1994,11_1994,53.825,14.100001,Coast,,2,
KHM,0313040905,Stettiner Haff,12,1994,12_1994,53.825,14.100001,Coast,,2.9,
KHM,0313040905,Stettiner Haff,2,1995,2_1995,53.825,14.100001,Coast,,3.1,
KHM,0313040905,Stettiner Haff,3,1995,3_1995,53.825,14.100001,Coast,,2.7,
KHM,0313040905,Stettiner Haff,4,1995,4_1995,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,5,1995,5_1995,53.825,14.100001,Coast,,1.5,
KHM,0313040905,Stettiner Haff,6,1995,6_1995,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,7,1995,7_1995,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,8,1995,8_1995,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,9,1995,9_1995,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,10,1995,10_1995,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,11,1995,11_1995,53.825,14.100001,Coast,,2.3,
KHM,0313040905,Stettiner Haff,5,1996,5_1996,53.825,14.100001,Coast,,1.5,
KHM,0313040905,Stettiner Haff,6,1996,6_1996,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,7,1996,7_1996,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,8,1996,8_1996,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,10,1996,10_1996,53.825,14.100001,Coast,,0.9,
KHM,0313040905,Stettiner Haff,11,1996,11_1996,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,2,1997,2_1997,53.825,14.100001,Coast,,2.4,
KHM,0313040905,Stettiner Haff,3,1997,3_1997,53.825,14.100001,Coast,,2.4,
KHM,0313040905,Stettiner Haff,4,1997,4_1997,53.825,14.100001,Coast,,2,
KHM,0313040905,Stettiner Haff,5,1997,5_1997,53.825,14.100001,Coast,,2.1,
KHM,0313040905,Stettiner Haff,6,1997,6_1997,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,7,1997,7_1997,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,7,1997,7_1997,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,7,1997,7_1997,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,8,1997,8_1997,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,8,1997,8_1997,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,8,1997,8_1997,53.825,14.100001,Coast,,0.9,
KHM,0313040905,Stettiner Haff,8,1997,8_1997,53.825,14.100001,Coast,,0.9,
KHM,0313040905,Stettiner Haff,8,1997,8_1997,53.825,14.100001,Coast,,0.6,
KHM,0313040905,Stettiner Haff,8,1997,8_1997,53.825,14.100001,Coast,,0.7,
KHM,0313040905,Stettiner Haff,9,1997,9_1997,53.825,14.100001,Coast,,0.4,
KHM,0313040905,Stettiner Haff,11,1997,11_1997,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,12,1997,12_1997,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,1,1998,1_1998,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,2,1998,2_1998,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,3,1998,3_1998,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,4,1998,4_1998,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,5,1998,5_1998,53.825,14.100001,Coast,,0.9,
KHM,0313040905,Stettiner Haff,6,1998,6_1998,53.825,14.100001,Coast,,0.8,
KHM,0313040905,Stettiner Haff,7,1998,7_1998,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,8,1998,8_1998,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,9,1998,9_1998,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,10,1998,10_1998,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,11,1998,11_1998,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,1,1999,1_1999,53.825,14.100001,Coast,,1.5,
KHM,0313040905,Stettiner Haff,2,1999,2_1999,53.825,14.100001,Coast,,1.8,
KHM,0313040905,Stettiner Haff,3,1999,3_1999,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,4,1999,4_1999,53.825,14.100001,Coast,,0.8,
KHM,0313040905,Stettiner Haff,5,1999,5_1999,53.825,14.100001,Coast,,0.6,
KHM,0313040905,Stettiner Haff,6,1999,6_1999,53.825,14.100001,Coast,,0.5,
KHM,0313040905,Stettiner Haff,7,1999,7_1999,53.825,14.100001,Coast,,0.5,
KHM,0313040905,Stettiner Haff,8,1999,8_1999,53.825,14.100001,Coast,,0.4,
KHM,0313040905,Stettiner Haff,9,1999,9_1999,53.825,14.100001,Coast,,0.7,
KHM,0313040905,Stettiner Haff,10,1999,10_1999,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,11,1999,11_1999,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,12,1999,12_1999,53.825,14.100001,Coast,,2.3,
KHM,0313040905,Stettiner Haff,2,2000,2_2000,53.825,14.100001,Coast,,2.8,
KHM,0313040905,Stettiner Haff,3,2000,3_2000,53.825,14.100001,Coast,,2.1,
KHM,0313040905,Stettiner Haff,4,2000,4_2000,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,5,2000,5_2000,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,6,2000,6_2000,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,7,2000,7_2000,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,8,2000,8_2000,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,9,2000,9_2000,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,10,2000,10_2000,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,11,2000,11_2000,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,12,2000,12_2000,53.825,14.100001,Coast,,1.8,
KHM,0313040905,Stettiner Haff,1,2001,1_2001,53.825,14.100001,Coast,,2.1,
KHM,0313040905,Stettiner Haff,2,2001,2_2001,53.825,14.100001,Coast,,1.9,
KHM,0313040905,Stettiner Haff,3,2001,3_2001,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,4,2001,4_2001,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,5,2001,5_2001,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,6,2001,6_2001,53.825,14.100001,Coast,,0.9,
KHM,0313040905,Stettiner Haff,7,2001,7_2001,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,8,2001,8_2001,53.825,14.100001,Coast,,0.6,
KHM,0313040905,Stettiner Haff,9,2001,9_2001,53.825,14.100001,Coast,,0.8,
KHM,0313040905,Stettiner Haff,10,2001,10_2001,53.825,14.100001,Coast,,0.6,
KHM,0313040905,Stettiner Haff,11,2001,11_2001,53.825,14.100001,Coast,,0.9,
KHM,0313040905,Stettiner Haff,12,2001,12_2001,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,2,2002,2_2002,53.825,14.100001,Coast,,1.5,
KHM,0313040905,Stettiner Haff,3,2002,3_2002,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,4,2002,4_2002,53.825,14.100001,Coast,,0.5,
KHM,0313040905,Stettiner Haff,5,2002,5_2002,53.825,14.100001,Coast,,0.5,
KHM,0313040905,Stettiner Haff,6,2002,6_2002,53.825,14.100001,Coast,,0.5,
KHM,0313040905,Stettiner Haff,7,2002,7_2002,53.825,14.100001,Coast,,0.5,
KHM,0313040905,Stettiner Haff,8,2002,8_2002,53.825,14.100001,Coast,,0.8,
KHM,0313040905,Stettiner Haff,9,2002,9_2002,53.825,14.100001,Coast,,0.7,
KHM,0313040905,Stettiner Haff,10,2002,10_2002,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,11,2002,11_2002,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,7,2003,7_2003,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,8,2003,8_2003,53.825,14.100001,Coast,,1.5,
KHM,0313040905,Stettiner Haff,9,2003,9_2003,53.825,14.100001,Coast,,1.8,
KHM,0313040905,Stettiner Haff,11,2003,11_2003,53.825,14.100001,Coast,,2.4,
KHM,0313040905,Stettiner Haff,3,2004,3_2004,53.825,14.100001,Coast,,2.2,
KHM,0313040905,Stettiner Haff,5,2004,5_2004,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,7,2004,7_2004,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,7,2004,7_2004,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,8,2004,8_2004,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,9,2004,9_2004,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,10,2004,10_2004,53.825,14.100001,Coast,,3,
KHM,0313040905,Stettiner Haff,11,2004,11_2004,53.825,14.100001,Coast,,3.1,
KHM,0313040905,Stettiner Haff,12,2004,12_2004,53.825,14.100001,Coast,,3.2,
KHM,0313040905,Stettiner Haff,1,2005,1_2005,53.825,14.100001,Coast,,3.5,
KHM,0313040905,Stettiner Haff,3,2005,3_2005,53.825,14.100001,Coast,,2.8,
KHM,0313040905,Stettiner Haff,4,2005,4_2005,53.825,14.100001,Coast,,2.1,
KHM,0313040905,Stettiner Haff,6,2005,6_2005,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,7,2005,7_2005,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,8,2005,8_2005,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,9,2005,9_2005,53.825,14.100001,Coast,,3.1,
KHM,0313040905,Stettiner Haff,10,2005,10_2005,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,11,2005,11_2005,53.825,14.100001,Coast,,1.9,
KHM,0313040905,Stettiner Haff,1,2006,1_2006,53.825,14.100001,Coast,,2.9,
KHM,0313040905,Stettiner Haff,4,2006,4_2006,53.825,14.100001,Coast,,1.9,
KHM,0313040905,Stettiner Haff,6,2006,6_2006,53.825,14.100001,Coast,,0.8,
KHM,0313040905,Stettiner Haff,8,2006,8_2006,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,9,2006,9_2006,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,10,2006,10_2006,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,11,2006,11_2006,53.825,14.100001,Coast,,2.5,
KHM,0313040905,Stettiner Haff,1,2007,1_2007,53.825,14.100001,Coast,,3.2,
KHM,0313040905,Stettiner Haff,2,2007,2_2007,53.825,14.100001,Coast,,2.5,
KHM,0313040905,Stettiner Haff,4,2007,4_2007,53.825,14.100001,Coast,,1.7,
KHM,0313040905,Stettiner Haff,5,2007,5_2007,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,6,2007,6_2007,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,7,2007,7_2007,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,8,2007,8_2007,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,10,2007,10_2007,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,12,2007,12_2007,53.825,14.100001,Coast,,2.6,
KHM,0313040905,Stettiner Haff,1,2008,1_2008,53.825,14.100001,Coast,,2.3,
KHM,0313040905,Stettiner Haff,2,2008,2_2008,53.825,14.100001,Coast,,1.9,
KHM,0313040905,Stettiner Haff,3,2008,3_2008,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,4,2008,4_2008,53.825,14.100001,Coast,,1.5,
KHM,0313040905,Stettiner Haff,5,2008,5_2008,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,6,2008,6_2008,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,7,2008,7_2008,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,9,2008,9_2008,53.825,14.100001,Coast,,1.6,
KHM,0313040905,Stettiner Haff,11,2008,11_2008,53.825,14.100001,Coast,,2.8,
KHM,0313040905,Stettiner Haff,1,2009,1_2009,53.825,14.100001,Coast,,2.8,
KHM,0313040905,Stettiner Haff,2,2009,2_2009,53.825,14.100001,Coast,,2.9,
KHM,0313040905,Stettiner Haff,3,2009,3_2009,53.825,14.100001,Coast,,1.8,
KHM,0313040905,Stettiner Haff,4,2009,4_2009,53.825,14.100001,Coast,,1.4,
KHM,0313040905,Stettiner Haff,5,2009,5_2009,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,7,2009,7_2009,53.825,14.100001,Coast,,1.2,
KHM,0313040905,Stettiner Haff,7,2009,7_2009,53.825,14.100001,Coast,,1.3,
KHM,0313040905,Stettiner Haff,8,2009,8_2009,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,9,2009,9_2009,53.825,14.100001,Coast,,1,
KHM,0313040905,Stettiner Haff,10,2009,10_2009,53.825,14.100001,Coast,,1.1,
KHM,0313040905,Stettiner Haff,11,2009,11_2009,53.825,14.100001,Coast,,1.8,
KHM,0313040905,Stettiner Haff,4,2010,4_2010,53.825,14.100001,Coast,,1.3,8.34
KHM,0313040905,Stettiner Haff,5,2010,5_2010,53.825,14.100001,Coast,,1,10.86
KHM,0313040905,Stettiner Haff,6,2010,6_2010,53.825,14.100001,Coast,,0.7,14.2
KHM,0313040905,Stettiner Haff,8,2010,8_2010,53.825,14.100001,Coast,,0.6,21.61
KHM,0313040905,Stettiner Haff,10,2010,10_2010,53.825,14.100001,Coast,,0.7,10.98
KHM,0313040905,Stettiner Haff,3,2011,3_2011,53.825,14.100001,Coast,,0.6,3.88
KHM,0313040905,Stettiner Haff,5,2011,5_2011,53.825,14.100001,Coast,,0.5,10.79
KHM,0313040905,Stettiner Haff,7,2011,7_2011,53.825,14.100001,Coast,,0.6,19.42
KHM,0313040905,Stettiner Haff,8,2011,8_2011,53.825,14.100001,Coast,,0.8,18.38
KHM,0313040905,Stettiner Haff,12,2011,12_2011,53.825,14.100001,Coast,,1.6,3.61
KHM,0313040905,Stettiner Haff,1,2012,1_2012,53.825,14.100001,Coast,,2.8,1.73
KHM,0313040905,Stettiner Haff,4,2012,4_2012,53.825,14.100001,Coast,,1.5,7.56
KHM,0313040905,Stettiner Haff,6,2012,6_2012,53.825,14.100001,Coast,,1.3,16.44
KHM,0313040905,Stettiner Haff,7,2012,7_2012,53.825,14.100001,Coast,,1,17.6
KHM,0313040905,Stettiner Haff,8,2012,8_2012,53.825,14.100001,Coast,,1.4,20.91
KHM,0313040905,Stettiner Haff,9,2012,9_2012,53.825,14.100001,Coast,,1.5,13.54
KHM,0313040905,Stettiner Haff,10,2012,10_2012,53.825,14.100001,Coast,,1.4,11.38
KHM,0313040905,Stettiner Haff,4,2013,4_2013,53.825,14.100001,Coast,,1,3.5
KHM,0313040905,Stettiner Haff,5,2013,5_2013,53.825,14.100001,Coast,,0.5,15.36
KHM,0313040905,Stettiner Haff,6,2013,6_2013,53.825,14.100001,Coast,,0.6,18.3
KHM,0313040905,Stettiner Haff,7,2013,7_2013,53.825,14.100001,Coast,,0.4,21.8
KHM,0313040905,Stettiner Haff,8,2013,8_2013,53.825,14.100001,Coast,,0.4,19.03
KHM,0313040905,Stettiner Haff,9,2013,9_2013,53.825,14.100001,Coast,,0.6,15.26
KHM,0313040905,Stettiner Haff,10,2013,10_2013,53.825,14.100001,Coast,,0.9,11.24
KHM,0313040905,Stettiner Haff,5,2014,5_2014,53.825,14.100001,Coast,,1.7,16.28
KHM,0313040905,Stettiner Haff,7,2014,7_2014,53.825,14.100001,Coast,,1.4,22.17
KHM,0313040905,Stettiner Haff,11,2014,11_2014,53.825,14.100001,Coast,,1.9,8.08
KHM,0313040905,Stettiner Haff,1,2015,1_2015,53.825,14.100001,Coast,,2.5,2.1
KHM,0313040905,Stettiner Haff,3,2015,3_2015,53.825,14.100001,Coast,,2.2,4.4
KHM,0313040905,Stettiner Haff,4,2015,4_2015,53.825,14.100001,Coast,,1.8,11.5
KHM,0313040905,Stettiner Haff,5,2015,5_2015,53.825,14.100001,Coast,,1.4,12.8
KHM,0313040905,Stettiner Haff,6,2015,6_2015,53.825,14.100001,Coast,,1.6,18.1
KHM,0313040905,Stettiner Haff,7,2015,7_2015,53.825,14.100001,Coast,,1.7,18.2
KHM,0313040905,Stettiner Haff,8,2015,8_2015,53.825,14.100001,Coast,,1.8,20.1
KHM,0313040905,Stettiner Haff,9,2015,9_2015,53.825,14.100001,Coast,,1.9,15.3
KHM,0313040905,Stettiner Haff,10,2015,10_2015,53.825,14.100001,Coast,,2.5,9.3
KHM,0313040905,Stettiner Haff,11,2015,11_2015,53.825,14.100001,Coast,,2.9,8.4
KHM,0313040905,Stettiner Haff,11,2015,11_2015,53.825,14.100001,Coast,,2.9,8.4
KHM,0313040905,Stettiner Haff,12,2015,12_2015,53.825,14.100001,Coast,,3.1,4.6
KHM,0313040905,Stettiner Haff,2,2016,2_2016,53.825,14.100001,Coast,,3.2,3.1
KHM,0313040905,Stettiner Haff,3,2016,3_2016,53.825,14.100001,Coast,,3.1,4.9
KHM,0313040905,Stettiner Haff,4,2016,4_2016,53.825,14.100001,Coast,,2.4,9.4
KHM,0313040905,Stettiner Haff,5,2016,5_2016,53.825,14.100001,Coast,,1.8,13.1
KHM,0313040905,Stettiner Haff,6,2016,6_2016,53.825,14.100001,Coast,,1.6,19.1
KHM,0313040905,Stettiner Haff,7,2016,7_2016,53.825,14.100001,Coast,,1.7,18.9
KHM,0313040905,Stettiner Haff,8,2016,8_2016,53.825,14.100001,Coast,,1.7,17.8
KHM,0313040905,Stettiner Haff,9,2016,9_2016,53.825,14.100001,Coast,,2,16.4
KHM,0313040905,Stettiner Haff,10,2016,10_2016,53.825,14.100001,Coast,,2.1,8.1
KHM,0313040905,Stettiner Haff,11,2016,11_2016,53.825,14.100001,Coast,,2.6,4.3
KHM,0313040905,Stettiner Haff,12,2016,12_2016,53.825,14.100001,Coast,,2.4,3.7
KHM,0313040905,Stettiner Haff,3,2017,3_2017,53.825,14.100001,Coast,,2.6,2.4
KHM,0313040905,Stettiner Haff,3,2017,3_2017,53.825,14.100001,Coast,,2.3,5.5
KHM,0313040905,Stettiner Haff,4,2017,4_2017,53.825,14.100001,Coast,,1.7,7.2
KHM,0313040905,Stettiner Haff,5,2017,5_2017,53.825,14.100001,Coast,,1.4,17.7
KHM,0313040905,Stettiner Haff,6,2017,6_2017,53.825,14.100001,Coast,,1.2,18.3
KHM,0313040905,Stettiner Haff,7,2017,7_2017,53.825,14.100001,Coast,,1.3,19.6
KHM,0313040905,Stettiner Haff,8,2017,8_2017,53.825,14.100001,Coast,,1.1,20
KHM,0313040905,Stettiner Haff,9,2017,9_2017,53.825,14.100001,Coast,,1.3,14.7
KHM,0313040905,Stettiner Haff,10,2017,10_2017,53.825,14.100001,Coast,,1.5,11.8
KHM,0313040905,Stettiner Haff,11,2017,11_2017,53.825,14.100001,Coast,,1.5,4.4
KHM,0313040905,Stettiner Haff,12,2017,12_2017,53.825,14.100001,Coast,,1.9,2.8
KHM,0313040905,Stettiner Haff,1,2018,1_2018,53.825,14.100001,Coast,,1.2,3.7
KHM,0313040905,Stettiner Haff,4,2018,4_2018,53.825,14.100001,Coast,,0.8,14.2
KHM,0313040905,Stettiner Haff,5,2018,5_2018,53.825,14.100001,Coast,,0.7,20.9
KHM,0313040905,Stettiner Haff,6,2018,6_2018,53.825,14.100001,Coast,,0.8,17.6
KHM,0313040905,Stettiner Haff,7,2018,7_2018,53.825,14.100001,Coast,,1,23.7
KHM,0313040905,Stettiner Haff,8,2018,8_2018,53.825,14.100001,Coast,,1.6,18.7
